X.1,SNP,Chromosome,Position,P.value,MAF,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P.values,effect,Adj.P.P.value,Ind.SNP,PS,Software,Method,Trait.name,PVE,QTN.effect,LOD.score,Genotype.for.code.1,Var_error,Var_phen..total.,X,P.value.1,MAF.1,PVE.1
4583,PstI.TP224188,11,1842,1.37E-06,0.3774,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,pLARmEB,Bcirc_cm,6.3108,-1.0736,5.0649,A,NA,NA,NA,1.00E-06,0.3774,6.311
4584,PstI.TP980214,1,10687788,4.84E-07,0.4481,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,ISIS EM-BLASSO,Bcirc_cm,9.8797,1.1072,5.4999,G,3.031,6.4029,NA,5.00E-07,0.4481,9.88
4585,PstI.TP188641,3,6088178,5.06E-05,0.1415,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,ISIS EM-BLASSO,Bcirc_cm,1.1939,1.1473,3.5671,A,NA,NA,NA,5.00E-05,0.1415,1.194
4586,PstI.TP298201,6,1375822,9.62E-06,0.0943,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,ISIS EM-BLASSO,Bcirc_cm,21.0082,1.6736,4.2532,C,NA,NA,NA,1.00E-05,0.0943,21.01
4587,NsiI.TP765320,7,5038310,1.49E-06,0.1132,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,ISIS EM-BLASSO,Bcirc_cm,21.7639,1.6434,5.0283,C,NA,NA,NA,1.00E-06,0.1132,21.76
4588,PstI.TP224188,11,1842,6.08E-07,0.3774,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,ISIS EM-BLASSO,Bcirc_cm,9.0268,-0.8776,5.4045,A,NA,NA,NA,6.00E-07,0.3774,9.027
4589,PstI.TP704244,3,50687892,5.51E-05,0.0529,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,mrMLM,Yld_kg,28.52,-1.3731,3.5316,A,1.2616,1.9731,NA,6.00E-05,0.0529,28.52
4590,PstI.TP1040729,4,54844080,4.42E-08,0.2212,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,mrMLM,Yld_kg,15.6416,0.9381,6.5052,A,NA,NA,NA,4.00E-08,0.2212,15.64
4591,PstI.TP745785,6,45615805,0.000193553,0.3774,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,FASTmrMLM,Yld_kg,6.7124,-0.3706,3.0169,C,1.1409,1.9731,NA,2.00E-04,0.3774,6.712
4592,PstI.TP63668,11,530,0.00016293,0.1651,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,FASTmrMLM,Yld_kg,7.8068,0.4356,3.0872,C,NA,NA,NA,2.00E-04,0.1651,7.807
4593,PstI.TP1071296,11,7466,2.56E-05,0.1368,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,FASTmrMLM,Yld_kg,7.7376,0.8454,3.8479,C,NA,NA,NA,3.00E-05,0.1368,7.738
4594,PstI.TP1071296,11,7466,7.42E-07,0.1368,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,FASTmrEMMA,Yld_kg,23.4825,2.4375,5.3211,C,1.2954,1.9731,NA,7.00E-07,0.1368,23.48
4595,NsiI.TP482576,11,14924,6.87E-05,0.033,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,FASTmrEMMA,Yld_kg,6.5124,-2.8868,3.441,C,NA,NA,NA,7.00E-05,0.033,6.512
4596,PstI.TP745785,6,45615805,1.72E-06,0.3774,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,pLARmEB,Yld_kg,17.7228,-0.6802,4.9685,C,0.945,1.9731,NA,2.00E-06,0.3774,17.72
4597,PstI.TP55941,6,51146867,5.87E-07,0.2547,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,pLARmEB,Yld_kg,11.9364,-0.5517,5.4189,C,NA,NA,NA,6.00E-07,0.2547,11.94
4598,PstI.TP315072,8,3139123,1.93E-07,0.3774,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,pLARmEB,Yld_kg,6.3366,0.5578,5.8852,C,NA,NA,NA,2.00E-07,0.3774,6.337
4599,PstI.TP63668,11,530,3.50E-08,0.1651,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,pLARmEB,Yld_kg,15.8625,0.7014,6.6036,C,NA,NA,NA,3.00E-08,0.1651,15.86
4600,NsiI.TP447144,3,63530717,4.80E-05,0.0849,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,ISIS EM-BLASSO,Yld_kg,0,-1.2116,3.589,A,1.1636,1.9731,NA,5.00E-05,0.0849,0
4601,PstI.TP745785,6,45615805,1.07E-05,0.3774,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,ISIS EM-BLASSO,Yld_kg,12.7978,-0.5117,4.2104,C,NA,NA,NA,1.00E-05,0.3774,12.8
4602,PstI.TP1071296,11,7466,5.68E-07,0.1368,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,ISIS EM-BLASSO,Yld_kg,11.0748,1.0115,5.4326,C,NA,NA,NA,6.00E-07,0.1368,11.07
4603,PstI.TP1040729,4,54844080,1.09E-08,0.2212,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,mrMLM,SDW_kg,22.356,0.6209,7.0963,A,0.5088,0.6925,NA,1.00E-08,0.2212,22.36
4604,PstI.TP1071296,11,7466,6.94E-09,0.1368,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,FASTmrMLM,SDW_kg,13.6936,0.6663,7.286,C,0.4796,0.6925,NA,7.00E-09,0.1368,13.69
4605,PstI.TP745785,6,45615805,8.25E-09,0.3774,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,pLARmEB,SDW_kg,15.0996,-0.3746,7.2128,C,0.3426,0.6925,NA,8.00E-09,0.3774,15.1
4606,PstI.TP55941,6,51146867,1.66E-07,0.2547,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,pLARmEB,SDW_kg,11.5449,-0.3237,5.9481,C,NA,NA,NA,2.00E-07,0.2547,11.54
4607,PstI.TP315072,8,3139123,4.16E-08,0.3774,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,pLARmEB,SDW_kg,7.545,0.3632,6.5305,C,NA,NA,NA,4.00E-08,0.3774,7.545
4608,PstI.TP55941,6,51146867,4.12E-05,0.2547,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,ISIS EM-BLASSO,SDW_kg,11.9059,-0.3044,3.6518,C,0.428,0.6925,NA,4.00E-05,0.2547,11.91
4609,PstI.TP392482,1,17611146,1.24E-05,0.015,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,mrMLM,CCirc_cm,0,-1.6296,4.1492,A,0.3715,0.5811,NA,1.00E-05,0.015,0
4610,PstI.TP1071296,11,7466,1.57E-08,0.135,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,mrMLM,CCirc_cm,16.2921,0.6539,6.9415,C,NA,NA,NA,2.00E-08,0.135,16.29
4611,PstI.TP315072,8,3139123,0.000139733,0.3824,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,FASTmrMLM,CCirc_cm,3.7509,0.203,3.15,C,0.4253,0.5811,NA,1.00E-04,0.3824,3.751
4612,PstI.TP401147,11,3119,0.000111995,0.0882,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,FASTmrMLM,CCirc_cm,1.21E-08,-1.13E-05,3.2406,A,NA,NA,NA,1.00E-04,0.0882,1.21E-08
4613,PstI.TP392482,1,17611146,9.53E-05,0.0147,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,FASTmrEMMA,CCirc_cm,8.831,-2.6816,3.307,A,0.3936,0.5811,NA,1.00E-04,0.0147,8.831
4614,PstI.TP1071296,11,7466,1.15E-08,0.1373,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,FASTmrEMMA,CCirc_cm,19.1145,1.1843,7.0734,C,NA,NA,NA,1.00E-08,0.1373,19.11
4615,PstI.TP315072,8,3139123,4.45E-06,0.3824,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,pLARmEB,CCirc_cm,3.6648,0.2006,4.5733,C,0.4124,0.5811,NA,4.00E-06,0.3824,3.665
4616,PstI.TP1071296,11,7466,6.59E-08,0.1373,NA,NA,NA,NA,NA,NA,C106+4202,PS_N,mrMLMM,ISIS EM-BLASSO,CCirc_cm,12.6037,0.5751,6.3368,C,0.4234,0.5811,NA,7.00E-08,0.1373,12.6
4671,PstI.TP457393,1,60097068,3.71E-09,0.2237,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,mrMLM,CmDW_g,37.8648,-0.6466,7.5506,C,0.5421,0.8538,NA,4.00E-09,0.2237,37.86
4672,NsiI.TP648509,10,41353679,0.000131583,0.0526,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,mrMLM,CmDW_g,4.7873,-1.1506,3.1746,A,NA,NA,NA,1.00E-04,0.0526,4.787
4673,PstI.TP457393,1,60097068,4.79E-11,0.2198,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,FASTmrMLM,CmDW_g,36.0916,-0.6009,9.3947,C,0.5212,0.8538,NA,5.00E-11,0.2198,36.09
4674,PstI.TP834454,11,5776,0.000177296,0.0776,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,FASTmrMLM,CmDW_g,1.809,-0.6732,3.0527,C,NA,NA,NA,2.00E-04,0.0776,1.809
4675,PstI.TP457393,1,60097068,4.68E-09,0.2198,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,FASTmrEMMA,CmDW_g,20.4047,-1.1759,7.4526,C,0.5698,0.8538,NA,5.00E-09,0.2198,20.4
4676,NsiI.TP648509,10,41353679,1.41E-07,0.0517,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,FASTmrEMMA,CmDW_g,12.985,-2.0099,6.0181,A,NA,NA,NA,1.00E-07,0.0517,12.98
4677,PstI.TP457393,1,60097068,1.12E-07,0.2198,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,pLARmEB,CmDW_g,19.7734,-0.5001,6.1156,C,0.5389,0.8538,NA,1.00E-07,0.2198,19.77
4678,NsiI.TP578256,11,16314,1.12E-06,0.1552,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,pLARmEB,CmDW_g,29.3319,0.6246,5.1489,A,NA,NA,NA,1.00E-06,0.1552,29.33
4679,PstI.TP457393,1,60097068,8.29E-05,0.2198,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,ISIS EM-BLASSO,CmDW_g,17.5413,-0.4718,3.364,C,0.5007,0.8538,NA,8.00E-05,0.2198,17.54
4680,PstI.TP57846,4,4201581,4.07E-05,0.2284,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,ISIS EM-BLASSO,CmDW_g,2.00E-06,1.00E-04,3.6562,C,NA,NA,NA,4.00E-05,0.2284,2.00E-06
4681,PstI.TP1181476,5,2299991,2.62E-05,0.2284,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,ISIS EM-BLASSO,CmDW_g,2.57,-0.3773,3.8376,A,NA,NA,NA,3.00E-05,0.2284,2.57
4682,NsiI.TP578256,11,16314,7.87E-07,0.1552,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,ISIS EM-BLASSO,CmDW_g,33.806,0.6717,5.2961,A,NA,NA,NA,8.00E-07,0.1552,33.81
4683,PstI.TP745785,6,45615805,0.000104304,0.4079,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,mrMLM,Cml_cm,14.7028,-10.8489,3.2697,C,596.3681,766.248,NA,1.00E-04,0.4079,14.7
4684,NsiI.TP648509,10,41353679,7.33E-05,0.0526,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,mrMLM,Cml_cm,4.7695,-32.6965,3.4147,A,NA,NA,NA,7.00E-05,0.0526,4.769
4685,PstI.TP745785,6,45615805,5.30E-05,0.4009,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,FASTmrMLM,Cml_cm,8.3843,-8.1925,3.5481,C,538.2809,766.248,NA,5.00E-05,0.4009,8.384
4686,NsiI.TP648509,10,41353679,8.82E-05,0.0517,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,FASTmrMLM,Cml_cm,1.9173,-20.7304,3.3384,A,NA,NA,NA,9.00E-05,0.0517,1.917
4687,NsiI.TP648509,10,41353679,2.13E-05,0.0517,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,FASTmrEMMA,Cml_cm,8.6617,-49.1296,3.9233,A,627.7798,766.248,NA,2.00E-05,0.0517,8.662
4688,PstI.TP757921,1,26848011,8.79E-06,0.4052,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,pLARmEB,Cml_cm,6.2649,9.2027,4.2906,A,448.1851,766.248,NA,9.00E-06,0.4052,6.265
4689,PstI.TP57846,4,4201581,1.11E-07,0.2284,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,pLARmEB,Cml_cm,34.6831,17.873,6.1165,C,NA,NA,NA,1.00E-07,0.2284,34.68
4690,PstI.TP411848,11,3188,0.000181677,0.4612,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,pLARmEB,Cml_cm,3.4896,-6.5219,3.0427,G,NA,NA,NA,2.00E-04,0.4612,3.49
4691,PstI.TP57846,4,4201581,6.17E-06,0.2284,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,ISIS EM-BLASSO,Cml_cm,28.0858,14.7342,4.4374,C,421.4692,766.248,NA,6.00E-06,0.2284,28.09
4692,PstI.TP290738,7,59825579,7.75E-06,0.2414,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,ISIS EM-BLASSO,Cml_cm,0,-13.6746,4.343,C,NA,NA,NA,8.00E-06,0.2414,0
4693,PstI.TP433679,11,3324,2.40E-05,0.1293,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,ISIS EM-BLASSO,Cml_cm,3.3987,12.5719,3.8747,C,NA,NA,NA,2.00E-05,0.1293,3.399
4694,NsiI.TP578256,11,16314,2.87E-08,0.1579,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,mrMLM,CmD_BI_mm,47.5535,0.3403,6.687,A,0.104,0.135,NA,3.00E-08,0.1579,47.55
4695,PstI.TP789647,3,69354547,0.000118059,0.3491,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,FASTmrMLM,CmD_BI_mm,5.0677,0.1319,3.219,A,0.0868,0.135,NA,1.00E-04,0.3491,5.068
4696,NsiI.TP578256,11,16314,1.18E-08,0.1552,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,FASTmrMLM,CmD_BI_mm,43.3766,0.3026,7.0607,A,NA,NA,NA,1.00E-08,0.1552,43.38
4697,PstI.TP789647,3,69354547,1.56E-05,0.3491,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,FASTmrEMMA,CmD_BI_mm,9.1736,0.3136,4.052,A,0.0912,0.135,NA,2.00E-05,0.3491,9.174
4698,NsiI.TP578256,11,16314,1.20E-08,0.1552,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,FASTmrEMMA,CmD_BI_mm,17.7053,0.5999,7.0543,A,NA,NA,NA,1.00E-08,0.1552,17.71
4699,PstI.TP789647,3,69354547,4.74E-05,0.3491,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,pLARmEB,CmD_BI_mm,3.4971,0.1091,3.5936,A,0.0758,0.135,NA,5.00E-05,0.3491,3.497
4700,PstI.TP411848,11,3188,3.87E-05,0.4612,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,pLARmEB,CmD_BI_mm,0.5727,-0.036,3.6778,G,NA,NA,NA,4.00E-05,0.4612,0.5727
4701,PstI.TP789647,3,69354547,1.50E-05,0.3491,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,ISIS EM-BLASSO,CmD_BI_mm,8.1798,0.1499,4.0686,A,0.0593,0.135,NA,2.00E-05,0.3491,8.18
4702,PstI.TP81008,11,677,0.000120642,0.3966,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,ISIS EM-BLASSO,CmD_BI_mm,10.1368,-0.1185,3.2101,A,NA,NA,NA,1.00E-04,0.3966,10.14
4703,PstI.TP411848,11,3188,1.90E-06,0.4612,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,ISIS EM-BLASSO,CmD_BI_mm,5.3106,-0.0987,4.9283,G,NA,NA,NA,2.00E-06,0.4612,5.311
4704,PstI.TP457393,1,60097068,1.79E-07,0.2237,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,mrMLM,CmD_LI_mm,30.4561,-0.2657,5.9162,C,0.1355,0.1984,NA,2.00E-07,0.2237,30.46
4705,PstI.TP18098,2,23769344,1.24E-05,0.0833,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,mrMLM,CmD_LI_mm,0,-0.4194,4.1464,A,NA,NA,NA,1.00E-05,0.0833,0
4706,PstI.TP18098,2,23769344,2.77E-05,0.0819,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,FASTmrMLM,CmD_LI_mm,0,-0.3365,3.8147,A,0.1332,0.1984,NA,3.00E-05,0.0819,0
4707,PstI.TP457393,1,60097068,2.23E-05,0.2198,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,FASTmrEMMA,CmD_LI_mm,14.7727,-0.4818,3.9043,C,0.1632,0.1984,NA,2.00E-05,0.2198,14.77
4708,NsiI.TP578256,11,16314,7.17E-05,0.1552,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,pLARmEB,CmD_LI_mm,19.5209,0.2683,3.4234,A,0.1215,0.1984,NA,7.00E-05,0.1552,19.52
4709,PstI.TP1181476,5,2299991,8.19E-06,0.2284,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,ISIS EM-BLASSO,CmD_LI_mm,2.1885,-0.1677,4.32,A,0.1247,0.1984,NA,8.00E-06,0.2284,2.188
4710,PstI.TP457393,1,60097068,3.56E-07,0.2237,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,mrMLM,CmN,27.0102,-0.3372,5.6289,C,0.1318,0.28,NA,4.00E-07,0.2237,27.01
4711,PstI.TP794569,2,3715278,0.000120726,0.0658,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,mrMLM,CmN,17.0867,0.3933,3.2098,A,NA,NA,NA,1.00E-04,0.0658,17.09
4712,PstI.TP110898,10,9880843,4.09E-06,0.0526,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,mrMLM,CmN,11.9925,0.3885,4.6084,C,NA,NA,NA,4.00E-06,0.0526,11.99
4713,PstI.TP411848,11,3188,4.03E-06,0.4693,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,mrMLM,CmN,7.3422,-0.1878,4.6143,G,NA,NA,NA,4.00E-06,0.4693,7.342
4714,PstI.TP457393,1,60097068,3.44E-06,0.2198,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,FASTmrMLM,CmN,21.6429,-0.2675,4.6804,C,0.1318,0.28,NA,3.00E-06,0.2198,21.64
4715,PstI.TP1181476,5,2299991,1.99E-06,0.2284,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,FASTmrMLM,CmN,3.6848,-0.2305,4.909,A,NA,NA,NA,2.00E-06,0.2284,3.685
4716,PstI.TP411848,11,3188,1.83E-05,0.4612,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,FASTmrMLM,CmN,6.307,-0.1543,3.9867,G,NA,NA,NA,2.00E-05,0.4612,6.307
4717,PstI.TP1127198,11,7909,8.19E-05,0.3966,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,FASTmrMLM,CmN,2.4183,0.0925,3.369,A,NA,NA,NA,8.00E-05,0.3966,2.418
4718,PstI.TP457393,1,60097068,8.57E-11,0.2198,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,FASTmrEMMA,CmN,19.5803,-0.659,9.1474,C,0.1561,0.28,NA,9.00E-11,0.2198,19.58
4719,PstI.TP339945,11,2686,0.000178238,0.0647,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,FASTmrEMMA,CmN,4.8976,-0.698,3.0506,A,NA,NA,NA,2.00E-04,0.0647,4.898
4720,PstI.TP411848,11,3188,4.33E-05,0.4612,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,FASTmrEMMA,CmN,5.7171,-0.3347,3.6307,G,NA,NA,NA,4.00E-05,0.4612,5.717
4721,PstI.TP604956,10,5628757,1.13E-05,0.1897,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,pLARmEB,CmN,0,0.2344,4.1857,A,0.125,0.28,NA,1.00E-05,0.1897,0
4722,PstI.TP110898,10,9880843,2.64E-08,0.0517,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,pLARmEB,CmN,17.8738,0.4289,6.7217,C,NA,NA,NA,3.00E-08,0.0517,17.87
4723,PstI.TP411848,11,3188,4.33E-06,0.4612,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,pLARmEB,CmN,6.5399,-0.1603,4.5846,G,NA,NA,NA,4.00E-06,0.4612,6.54
4724,PstI.TP574906,11,4137,2.94E-05,0.3664,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,pLARmEB,CmN,3.3357,-0.1339,3.7913,A,NA,NA,NA,3.00E-05,0.3664,3.336
4725,NsiI.TP358081,6,42784766,0.00019593,0.1422,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,ISIS EM-BLASSO,CmN,2.1928,0.2147,3.0119,A,0.1292,0.28,NA,2.00E-04,0.1422,2.193
4726,PstI.TP604956,10,5628757,9.16E-07,0.1897,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,ISIS EM-BLASSO,CmN,0,0.2656,5.233,A,NA,NA,NA,9.00E-07,0.1897,0
4727,PstI.TP411848,11,3188,1.53E-07,0.4612,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,ISIS EM-BLASSO,CmN,10.1989,-0.1951,5.9828,G,NA,NA,NA,2.00E-07,0.4612,10.2
4728,PstI.TP984199,11,6827,5.85E-06,0.3578,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,ISIS EM-BLASSO,CmN,7.6461,0.1471,4.4596,C,NA,NA,NA,6.00E-06,0.3578,7.646
4729,PstI.TP790069,2,699673,0.000127909,0.2719,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,mrMLM,Bcirc_cm,53.4432,2.5585,3.1862,A,5.6414,7.2744,NA,1.00E-04,0.2719,53.44
4730,PstI.TP457393,1,60097068,1.09E-05,0.2198,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,FASTmrEMMA,Bcirc_cm,12.1558,-2.6466,4.2008,C,4.8059,7.2744,NA,1.00E-05,0.2198,12.16
4731,PstI.TP790069,2,699673,3.34E-07,0.2759,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,pLARmEB,Bcirc_cm,38.5271,1.7975,5.6558,A,4.6652,7.2744,NA,3.00E-07,0.2759,38.53
4732,PstI.TP790069,2,699673,3.27E-06,0.2759,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,ISIS EM-BLASSO,Bcirc_cm,33.7238,1.6815,4.7021,A,4.2049,7.2744,NA,3.00E-06,0.2759,33.72
4733,PstI.TP838455,2,64681502,0.000130828,0.4483,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,ISIS EM-BLASSO,Bcirc_cm,5.063,-0.6817,3.1769,A,NA,NA,NA,1.00E-04,0.4483,5.063
4734,PstI.TP1040729,4,54844080,2.32E-05,0.2371,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,ISIS EM-BLASSO,Bcirc_cm,8.031,1.2162,3.8887,A,NA,NA,NA,2.00E-05,0.2371,8.031
4735,PstI.TP647611,4,59195320,0.000184544,0.1447,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,mrMLM,Yld_kg,0,-0.9262,3.0363,C,1.2356,2.1548,NA,2.00E-04,0.1447,0
4736,PstI.TP745785,6,45615805,3.60E-05,0.4079,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,mrMLM,Yld_kg,16.9313,-0.6174,3.7077,C,NA,NA,NA,4.00E-05,0.4079,16.93
4737,PstI.TP1071296,11,7466,9.12E-07,0.1447,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,mrMLM,Yld_kg,9.5792,1.0257,5.2344,C,NA,NA,NA,9.00E-07,0.1447,9.579
4738,PstI.TP834454,11,5776,1.30E-07,0.0776,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,FASTmrMLM,Yld_kg,2.5278,-1.2623,6.0518,C,1.1941,2.1548,NA,1.00E-07,0.0776,2.528
4739,PstI.TP1071296,11,7466,6.82E-09,0.1466,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,FASTmrEMMA,Yld_kg,21.2736,2.4296,7.293,C,1.4801,2.1548,NA,7.00E-09,0.1466,21.27
4740,PstI.TP745674,3,66083753,2.88E-06,0.0991,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,pLARmEB,Yld_kg,1.6565,-1.0218,4.7543,G,1.2538,2.1548,NA,3.00E-06,0.0991,1.657
4741,PstI.TP745785,6,45615805,1.94E-07,0.4009,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,pLARmEB,Yld_kg,15.362,-0.5881,5.8841,C,NA,NA,NA,2.00E-07,0.4009,15.36
4742,PstI.TP65271,3,2656013,4.12E-05,0.1466,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,ISIS EM-BLASSO,Yld_kg,2.0521,-0.5762,3.652,G,1.182,2.1548,NA,4.00E-05,0.1466,2.052
4743,PstI.TP789647,3,69354547,2.39E-06,0.3491,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,ISIS EM-BLASSO,Yld_kg,6.9932,0.5488,4.8321,A,NA,NA,NA,2.00E-06,0.3491,6.993
4744,PstI.TP745785,6,45615805,3.59E-07,0.4009,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,ISIS EM-BLASSO,Yld_kg,19.2964,-0.6591,5.6247,C,NA,NA,NA,4.00E-07,0.4009,19.3
4745,PstI.TP55941,6,51146867,4.37E-05,0.25,NA,NA,NA,NA,NA,NA,C116+3293,PS_N,mrMLMM,ISIS EM-BLASSO,Yld_kg,9.8197,-0.4634,3.6275,C,NA,NA,NA,4.00E-05,0.25,9.82
