Chrom,Start.1,End.1,Start,End,ID,ID.1,Name,Trait.name,Group2,Group,Colors,Group3
1,22258955,22258955,22248955,22268955,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP761935,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
1,5999154,5999154,5989154,6009154,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP882936,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
1,731905,731905,721905,741905,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP94792,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
2,67720379,67720379,67710379,67730379,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP213158,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
2,13453548,13453548,13443548,13463548,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP51047,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
2,59610846,59610846,59600846,59620846,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP1012416,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
2,15963619,15963619,15953619,15973619,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP108652,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
2,65029446,65029446,65019446,65039446,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP384804,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
2,10527282,10527282,10517282,10537282,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP452173,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
2,63153549,63153549,63143549,63163549,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP454285,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
2,55394288,55394288,55384288,55404288,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP476886,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
2,74605041,74605041,74595041,74615041,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP5429,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
2,62659796,62659796,62649796,62669796,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP631692,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
2,14521096,14521096,14511096,14531096,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP998491,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
3,3528771,3528771,3518771,3538771,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP1032333,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
3,1870807,1870807,1860807,1880807,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP1064534,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
3,6088178,6088178,6078178,6098178,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP188641,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
3,52014149,52014149,52004149,52024149,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP346744,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
3,63462498,63462498,63452498,63472498,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP478050,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
3,50687892,50687892,50677892,50697892,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP704244,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
3,55061314,55061314,55051314,55071314,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP773172,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
3,69354547,69354547,69344547,69364547,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP789647,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
3,4037471,4037471,4027471,4047471,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP838943,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
3,14568699,14568699,14558699,14578699,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP867369,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
4,67451505,67451505,67441505,67461505,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP438910,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
4,14235179,14235179,14225179,14245179,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP575629,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
4,12330408,12330408,12320408,12340408,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP827851,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
4,63683010,63683010,63673010,63693010,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP1132955,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
4,3373898,3373898,3363898,3383898,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP39944,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
4,4201581,4201581,4191581,4211581,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP57846,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
4,61217735,61217735,61207735,61227735,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP704666,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
5,61642341,61642341,61632341,61652341,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP713636,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
5,51810245,51810245,51800245,51820245,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP197570,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
5,70851257,70851257,70841257,70861257,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP742466,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
6,56190559,56190559,56180559,56200559,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP128897,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
6,57974096,57974096,57964096,57984096,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP10996,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
6,3914949,3914949,3904949,3924949,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP434866,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
6,45615805,45615805,45605805,45625805,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP745785,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
7,5038310,5038310,5028310,5048310,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP765320,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
7,10755390,10755390,10745390,10765390,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP446073,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
7,15569290,15569290,15559290,15579290,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP474390,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
7,10269451,10269451,10259451,10279451,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP887302,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
8,60371664,60371664,60361664,60381664,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP701217,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
8,5124822,5124822,5114822,5134822,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP771300,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
9,50004653,50004653,49994653,50014653,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP1155086,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
9,57790410,57790410,57780410,57800410,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP14229,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
9,1942972,1942972,1932972,1952972,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP723544,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
10,41353679,41353679,41343679,41363679,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP648509,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
10,58023898,58023898,58013898,58033898,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP717578,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
10,59883760,59883760,59873760,59893760,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP371473,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
10,7091437,7091437,7081437,7101437,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP510424,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
1,21598230,21598230,21588230,21608230,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP331606,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
1,75748041,75748041,75738041,75758041,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP506284,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
1,19994793,19994793,19984793,20004793,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP576208,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
1,9322002,9322002,9312002,9332002,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP769756,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
1,76203935,76203935,76193935,76213935,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP832364,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
1,28681754,28681754,28671754,28691754,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP376790,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
1,60097068,60097068,60087068,60107068,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP457393,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
1,12743038,12743038,12733038,12753038,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP47447,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
1,2979376,2979376,2969376,2989376,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP736503,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
1,63680478,63680478,63670478,63690478,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP84880,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
1,65184135,65184135,65174135,65194135,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP961110,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
2,74627859,74627859,74617859,74637859,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP41841,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
2,59555953,59555953,59545953,59565953,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP741199,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
2,65962511,65962511,65952511,65972511,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP741991,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
2,61303139,61303139,61293139,61313139,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP810561,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
2,47054143,47054143,47044143,47064143,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP1154493,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
2,45986549,45986549,45976549,45996549,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP117081,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
2,69224467,69224467,69214467,69234467,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP139651,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
2,23769344,23769344,23759344,23779344,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP18098,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
2,4692065,4692065,4682065,4702065,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP262331,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
2,55394288,55394288,55384288,55404288,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP476886,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
3,2577255,2577255,2567255,2587255,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP513843,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
3,50687892,50687892,50677892,50697892,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP704244,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
3,55061314,55061314,55051314,55071314,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP773172,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
3,69354547,69354547,69344547,69364547,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP789647,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
3,3716611,3716611,3706611,3726611,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP906726,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
4,61088428,61088428,61078428,61098428,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP217994,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
4,7549373,7549373,7539373,7559373,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP774504,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
4,51121423,51121423,51111423,51131423,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP852023,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
5,5554725,5554725,5544725,5564725,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP488716,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
5,2299991,2299991,2289991,2309991,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP1181476,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
6,49927748,49927748,49917748,49937748,CmD_LI(Current Study),CmD_LI(Current Study),GFSSContig17265_1038,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
6,43353284,43353284,43343284,43363284,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP471156,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
6,57974096,57974096,57964096,57984096,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP10996,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
6,60825902,60825902,60815902,60835902,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP1193013,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
6,60503682,60503682,60493682,60513682,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP126085,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
6,51146867,51146867,51136867,51156867,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP55941,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
6,45894338,45894338,45884338,45904338,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP710636,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
6,1911989,1911989,1901989,1921989,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP774963,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
6,49388605,49388605,49378605,49398605,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP840679,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
6,38025522,38025522,38015522,38035522,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP96720,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
7,61710211,61710211,61700211,61720211,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP766057,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
8,1028461,1028461,1018461,1038461,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP1248844,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
8,16103749,16103749,16093749,16113749,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP290055,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
8,3139123,3139123,3129123,3149123,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP315072,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
9,46091568,46091568,46081568,46101568,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP154137,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
9,2970040,2970040,2960040,2980040,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP299726,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
10,41353679,41353679,41343679,41363679,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP648509,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
10,58023898,58023898,58013898,58033898,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP717578,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
10,58956886,58956886,58946886,58966886,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP651715,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
1,57778864,57778864,57768864,57788864,CmDW(Current Study),CmDW(Current Study),NsiI.TP46196,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
1,6409370,6409370,6399370,6419370,CmDW(Current Study),CmDW(Current Study),NsiI.TP488601,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
1,75748041,75748041,75738041,75758041,CmDW(Current Study),CmDW(Current Study),NsiI.TP506284,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
1,19994793,19994793,19984793,20004793,CmDW(Current Study),CmDW(Current Study),NsiI.TP576208,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
1,3576636,3576636,3566636,3586636,CmDW(Current Study),CmDW(Current Study),PstI.TP374511,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
1,4990016,4990016,4980016,5000016,CmDW(Current Study),CmDW(Current Study),PstI.TP402429,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
1,60097068,60097068,60087068,60107068,CmDW(Current Study),CmDW(Current Study),PstI.TP457393,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
1,78162835,78162835,78152835,78172835,CmDW(Current Study),CmDW(Current Study),PstI.TP459121,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
1,12743038,12743038,12733038,12753038,CmDW(Current Study),CmDW(Current Study),PstI.TP47447,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
1,71344044,71344044,71334044,71354044,CmDW(Current Study),CmDW(Current Study),PstI.TP805461,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
2,57602883,57602883,57592883,57612883,CmDW(Current Study),CmDW(Current Study),NsiI.TP423584,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
2,63804104,63804104,63794104,63814104,CmDW(Current Study),CmDW(Current Study),NsiI.TP571832,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
2,61303139,61303139,61293139,61313139,CmDW(Current Study),CmDW(Current Study),NsiI.TP810561,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
2,62049812,62049812,62039812,62059812,CmDW(Current Study),CmDW(Current Study),PstI.TP1148558,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
2,61861955,61861955,61851955,61871955,CmDW(Current Study),CmDW(Current Study),PstI.TP134453,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
2,66298184,66298184,66288184,66308184,CmDW(Current Study),CmDW(Current Study),PstI.TP139937,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
2,65029446,65029446,65019446,65039446,CmDW(Current Study),CmDW(Current Study),PstI.TP384804,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
2,61335361,61335361,61325361,61345361,CmDW(Current Study),CmDW(Current Study),PstI.TP577552,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
2,699673,699673,689673,709673,CmDW(Current Study),CmDW(Current Study),PstI.TP790069,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
2,58637331,58637331,58627331,58647331,CmDW(Current Study),CmDW(Current Study),PstI.TP844985,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
3,58498950,58498950,58488950,58508950,CmDW(Current Study),CmDW(Current Study),PstI.TP1249212,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
3,60121147,60121147,60111147,60131147,CmDW(Current Study),CmDW(Current Study),PstI.TP701332,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
3,50687892,50687892,50677892,50697892,CmDW(Current Study),CmDW(Current Study),PstI.TP704244,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
3,55061314,55061314,55051314,55071314,CmDW(Current Study),CmDW(Current Study),PstI.TP773172,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
3,69354547,69354547,69344547,69364547,CmDW(Current Study),CmDW(Current Study),PstI.TP789647,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
3,4037471,4037471,4027471,4047471,CmDW(Current Study),CmDW(Current Study),PstI.TP838943,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
3,67880743,67880743,67870743,67890743,CmDW(Current Study),CmDW(Current Study),PstI.TP955356,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
4,54754163,54754163,54744163,54764163,CmDW(Current Study),CmDW(Current Study),NsiI.TP127922,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
4,14235179,14235179,14225179,14245179,CmDW(Current Study),CmDW(Current Study),NsiI.TP575629,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
4,57224161,57224161,57214161,57234161,CmDW(Current Study),CmDW(Current Study),NsiI.TP717913,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
4,12330408,12330408,12320408,12340408,CmDW(Current Study),CmDW(Current Study),NsiI.TP827851,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
4,63161916,63161916,63151916,63171916,CmDW(Current Study),CmDW(Current Study),NsiI.TP89701,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
4,61088428,61088428,61078428,61098428,CmDW(Current Study),CmDW(Current Study),PstI.TP217994,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
4,4201581,4201581,4191581,4211581,CmDW(Current Study),CmDW(Current Study),PstI.TP57846,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
4,51121423,51121423,51111423,51131423,CmDW(Current Study),CmDW(Current Study),PstI.TP852023,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
5,2299991,2299991,2289991,2309991,CmDW(Current Study),CmDW(Current Study),PstI.TP1181476,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
5,70851257,70851257,70841257,70861257,CmDW(Current Study),CmDW(Current Study),PstI.TP742466,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
6,56190559,56190559,56180559,56200559,CmDW(Current Study),CmDW(Current Study),NsiI.TP128897,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
6,57974096,57974096,57964096,57984096,CmDW(Current Study),CmDW(Current Study),PstI.TP10996,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
6,49388605,49388605,49378605,49398605,CmDW(Current Study),CmDW(Current Study),PstI.TP840679,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
7,56447700,56447700,56437700,56457700,CmDW(Current Study),CmDW(Current Study),PstI.TP1083673,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
8,2905616,2905616,2895616,2915616,CmDW(Current Study),CmDW(Current Study),PstI.TP350262,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
9,152998,152998,142998,162998,CmDW(Current Study),CmDW(Current Study),NsiI.TP608372,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
9,50004653,50004653,49994653,50014653,CmDW(Current Study),CmDW(Current Study),PstI.TP1155086,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
9,55685356,55685356,55675356,55695356,CmDW(Current Study),CmDW(Current Study),PstI.TP160694,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
9,2970040,2970040,2960040,2980040,CmDW(Current Study),CmDW(Current Study),PstI.TP299726,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
9,1942972,1942972,1932972,1952972,CmDW(Current Study),CmDW(Current Study),PstI.TP723544,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
10,41353679,41353679,41343679,41363679,CmDW(Current Study),CmDW(Current Study),NsiI.TP648509,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
10,9880843,9880843,9870843,9890843,CmDW(Current Study),CmDW(Current Study),PstI.TP110898,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
10,54500517,54500517,54490517,54510517,CmDW(Current Study),CmDW(Current Study),PstI.TP117838,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
10,60979471,60979471,60969471,60989471,CmDW(Current Study),CmDW(Current Study),PstI.TP226277,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
1,75432709,75432709,75422709,75442709,Cml(Current Study),Cml(Current Study),NsiI.TP195403,Culm length ,Cml,Cml(Current Study),Red,Current Study
1,6409370,6409370,6399370,6419370,Cml(Current Study),Cml(Current Study),NsiI.TP488601,Culm length ,Cml,Cml(Current Study),Red,Current Study
1,3113038,3113038,3103038,3123038,Cml(Current Study),Cml(Current Study),NsiI.TP520698,Culm length ,Cml,Cml(Current Study),Red,Current Study
1,69156484,69156484,69146484,69166484,Cml(Current Study),Cml(Current Study),NsiI.TP5701,Culm length ,Cml,Cml(Current Study),Red,Current Study
1,57499558,57499558,57489558,57509558,Cml(Current Study),Cml(Current Study),NsiI.TP758763,Culm length ,Cml,Cml(Current Study),Red,Current Study
1,13150553,13150553,13140553,13160553,Cml(Current Study),Cml(Current Study),PstI.TP1051083,Culm length ,Cml,Cml(Current Study),Red,Current Study
1,1015480,1015480,1005480,1025480,Cml(Current Study),Cml(Current Study),PstI.TP1246584,Culm length ,Cml,Cml(Current Study),Red,Current Study
