,SNP,ID,Chromosome,Position,Trait.name,PS,Ind.SNP,SUPER,FarmCPU,mrMLM,rrBLUP,GLM,MAF.1.x,PVE.1.y,Gene,chr,start,end,width,strand,dis_start.positon,dis_positon.end
1048,PstI.TP459121,CmD_BI_mm.48,1,78162835,CmD_BI_mm,CmD_BI_mm(PCA=3(1);PS_N(2)),CmD_BI_mm(C124+2560(3)),,CmD_BI_mm(FarmCPU(1)),CmD_BI_mm(ISIS EM-BLASSO(1)),CmD_BI_mm(rrBLUP(1)),,0.06855,9.603,Sobic.001G514500.4,Chr01,78162706,78168595,5890,-,-129,-5760
1049,PstI.TP459121,CmD_BI_mm.48,1,78162835,CmD_BI_mm,CmD_BI_mm(PCA=3(1);PS_N(2)),CmD_BI_mm(C124+2560(3)),,CmD_BI_mm(FarmCPU(1)),CmD_BI_mm(ISIS EM-BLASSO(1)),CmD_BI_mm(rrBLUP(1)),,0.06855,9.603,Sobic.001G514500.6,Chr01,78162706,78168571,5866,-,-129,-5736
1050,PstI.TP459121,CmD_BI_mm.48,1,78162835,CmD_BI_mm,CmD_BI_mm(PCA=3(1);PS_N(2)),CmD_BI_mm(C124+2560(3)),,CmD_BI_mm(FarmCPU(1)),CmD_BI_mm(ISIS EM-BLASSO(1)),CmD_BI_mm(rrBLUP(1)),,0.06855,9.603,Sobic.001G514400.1,Chr01,78160422,78162432,2011,+,-2413,403
1051,PstI.TP459121,CmD_BI_mm.48,1,78162835,CmD_BI_mm,CmD_BI_mm(PCA=3(1);PS_N(2)),CmD_BI_mm(C124+2560(3)),,CmD_BI_mm(FarmCPU(1)),CmD_BI_mm(ISIS EM-BLASSO(1)),CmD_BI_mm(rrBLUP(1)),,0.06855,9.603,Sobic.001G514500.7,Chr01,78162706,78168624,5919,-,-129,-5789
1052,PstI.TP459121,CmD_BI_mm.48,1,78162835,CmD_BI_mm,CmD_BI_mm(PCA=3(1);PS_N(2)),CmD_BI_mm(C124+2560(3)),,CmD_BI_mm(FarmCPU(1)),CmD_BI_mm(ISIS EM-BLASSO(1)),CmD_BI_mm(rrBLUP(1)),,0.06855,9.603,Sobic.001G514500.7,Chr01,78162706,78168624,5919,-,-129,-5789
1053,PstI.TP459121,CmD_BI_mm.48,1,78162835,CmD_BI_mm,CmD_BI_mm(PCA=3(1);PS_N(2)),CmD_BI_mm(C124+2560(3)),,CmD_BI_mm(FarmCPU(1)),CmD_BI_mm(ISIS EM-BLASSO(1)),CmD_BI_mm(rrBLUP(1)),,0.06855,9.603,Sobic.001G514500.3,Chr01,78162706,78168567,5862,-,-129,-5732
1054,PstI.TP459121,CmD_BI_mm.48,1,78162835,CmD_BI_mm,CmD_BI_mm(PCA=3(1);PS_N(2)),CmD_BI_mm(C124+2560(3)),,CmD_BI_mm(FarmCPU(1)),CmD_BI_mm(ISIS EM-BLASSO(1)),CmD_BI_mm(rrBLUP(1)),,0.06855,9.603,Sobic.001G514500.10,Chr01,78162706,78168589,5884,-,-129,-5754
1055,PstI.TP459121,CmD_BI_mm.48,1,78162835,CmD_BI_mm,CmD_BI_mm(PCA=3(1);PS_N(2)),CmD_BI_mm(C124+2560(3)),,CmD_BI_mm(FarmCPU(1)),CmD_BI_mm(ISIS EM-BLASSO(1)),CmD_BI_mm(rrBLUP(1)),,0.06855,9.603,Sobic.001G514500.5,Chr01,78162706,78168572,5867,-,-129,-5737
1056,PstI.TP459121,CmD_BI_mm.48,1,78162835,CmD_BI_mm,CmD_BI_mm(PCA=3(1);PS_N(2)),CmD_BI_mm(C124+2560(3)),,CmD_BI_mm(FarmCPU(1)),CmD_BI_mm(ISIS EM-BLASSO(1)),CmD_BI_mm(rrBLUP(1)),,0.06855,9.603,Sobic.001G514500.2,Chr01,78162706,78168595,5890,-,-129,-5760
1057,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.9,Chr01,78162706,78168598,5893,-,-129,-5763
1058,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.3,Chr01,78162706,78168567,5862,-,-129,-5732
1059,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514400.1,Chr01,78160422,78162432,2011,+,-2413,403
1060,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.10,Chr01,78162706,78168589,5884,-,-129,-5754
1061,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.5,Chr01,78162706,78168572,5867,-,-129,-5737
1062,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.8,Chr01,78162706,78168598,5893,-,-129,-5763
1063,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.6,Chr01,78162706,78168571,5866,-,-129,-5736
1064,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.9,Chr01,78162706,78168598,5893,-,-129,-5763
1065,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.8,Chr01,78162706,78168598,5893,-,-129,-5763
1066,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.9,Chr01,78162706,78168598,5893,-,-129,-5763
1067,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.7,Chr01,78162706,78168624,5919,-,-129,-5789
1068,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.5,Chr01,78162706,78168572,5867,-,-129,-5737
1069,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.3,Chr01,78162706,78168567,5862,-,-129,-5732
1070,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.3,Chr01,78162706,78168567,5862,-,-129,-5732
1071,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.6,Chr01,78162706,78168571,5866,-,-129,-5736
1072,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.7,Chr01,78162706,78168624,5919,-,-129,-5789
1073,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.2,Chr01,78162706,78168595,5890,-,-129,-5760
1074,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.6,Chr01,78162706,78168571,5866,-,-129,-5736
1075,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.8,Chr01,78162706,78168598,5893,-,-129,-5763
1076,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.10,Chr01,78162706,78168589,5884,-,-129,-5754
1077,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.2,Chr01,78162706,78168595,5890,-,-129,-5760
1078,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.4,Chr01,78162706,78168595,5890,-,-129,-5760
1079,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.4,Chr01,78162706,78168595,5890,-,-129,-5760
1080,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.9,Chr01,78162706,78168598,5893,-,-129,-5763
1081,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.8,Chr01,78162706,78168598,5893,-,-129,-5763
1082,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514400.1,Chr01,78160422,78162432,2011,+,-2413,403
1083,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514400.1,Chr01,78160422,78162432,2011,+,-2413,403
1084,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.5,Chr01,78162706,78168572,5867,-,-129,-5737
1085,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.10,Chr01,78162706,78168589,5884,-,-129,-5754
1086,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.2,Chr01,78162706,78168595,5890,-,-129,-5760
1087,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.4,Chr01,78162706,78168595,5890,-,-129,-5760
1088,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.4,Chr01,78162706,78168595,5890,-,-129,-5760
1089,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.6,Chr01,78162706,78168571,5866,-,-129,-5736
1090,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514400.1,Chr01,78160422,78162432,2011,+,-2413,403
1091,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.7,Chr01,78162706,78168624,5919,-,-129,-5789
1092,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.7,Chr01,78162706,78168624,5919,-,-129,-5789
1093,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.3,Chr01,78162706,78168567,5862,-,-129,-5732
1094,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.10,Chr01,78162706,78168589,5884,-,-129,-5754
1095,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.5,Chr01,78162706,78168572,5867,-,-129,-5737
1096,PstI.TP459121,CmDW_g.44,1,78162835,CmDW_g,CmDW_g(PCA=3(1);PS_N(2)),CmDW_g(C124+2560(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.06855,9.911,Sobic.001G514500.2,Chr01,78162706,78168595,5890,-,-129,-5760
1097,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.9,Chr01,78162706,78168598,5893,-,-129,-5763
1098,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.3,Chr01,78162706,78168567,5862,-,-129,-5732
1099,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514400.1,Chr01,78160422,78162432,2011,+,-2413,403
1100,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.10,Chr01,78162706,78168589,5884,-,-129,-5754
1101,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.5,Chr01,78162706,78168572,5867,-,-129,-5737
1102,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.8,Chr01,78162706,78168598,5893,-,-129,-5763
1103,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.6,Chr01,78162706,78168571,5866,-,-129,-5736
1104,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.9,Chr01,78162706,78168598,5893,-,-129,-5763
1105,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.8,Chr01,78162706,78168598,5893,-,-129,-5763
1106,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.9,Chr01,78162706,78168598,5893,-,-129,-5763
1107,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.7,Chr01,78162706,78168624,5919,-,-129,-5789
1108,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.5,Chr01,78162706,78168572,5867,-,-129,-5737
1109,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.3,Chr01,78162706,78168567,5862,-,-129,-5732
1110,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.3,Chr01,78162706,78168567,5862,-,-129,-5732
1111,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.6,Chr01,78162706,78168571,5866,-,-129,-5736
1112,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.7,Chr01,78162706,78168624,5919,-,-129,-5789
1113,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.2,Chr01,78162706,78168595,5890,-,-129,-5760
1114,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.6,Chr01,78162706,78168571,5866,-,-129,-5736
1115,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.8,Chr01,78162706,78168598,5893,-,-129,-5763
1116,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.10,Chr01,78162706,78168589,5884,-,-129,-5754
1117,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.2,Chr01,78162706,78168595,5890,-,-129,-5760
1118,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.4,Chr01,78162706,78168595,5890,-,-129,-5760
1119,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.4,Chr01,78162706,78168595,5890,-,-129,-5760
1120,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.9,Chr01,78162706,78168598,5893,-,-129,-5763
1121,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.8,Chr01,78162706,78168598,5893,-,-129,-5763
1122,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514400.1,Chr01,78160422,78162432,2011,+,-2413,403
1123,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514400.1,Chr01,78160422,78162432,2011,+,-2413,403
1124,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.5,Chr01,78162706,78168572,5867,-,-129,-5737
1125,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.10,Chr01,78162706,78168589,5884,-,-129,-5754
1126,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.2,Chr01,78162706,78168595,5890,-,-129,-5760
1127,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.4,Chr01,78162706,78168595,5890,-,-129,-5760
1128,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.4,Chr01,78162706,78168595,5890,-,-129,-5760
1129,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.6,Chr01,78162706,78168571,5866,-,-129,-5736
1130,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514400.1,Chr01,78160422,78162432,2011,+,-2413,403
1131,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.7,Chr01,78162706,78168624,5919,-,-129,-5789
1132,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.7,Chr01,78162706,78168624,5919,-,-129,-5789
1133,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.3,Chr01,78162706,78168567,5862,-,-129,-5732
1134,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.10,Chr01,78162706,78168589,5884,-,-129,-5754
1135,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.5,Chr01,78162706,78168572,5867,-,-129,-5737
1136,PstI.TP459121,CmN.172,1,78162835,CmN,CmN(PS_Y(1)),CmN(C116+3293(1)),CmN(MLM+SUPER(1)),,,,,0.06897,12.28,Sobic.001G514500.2,Chr01,78162706,78168595,5890,-,-129,-5760
1138,PstI.TP474390,CmD_BI_mm.49,7,15569290,CmD_BI_mm,CmD_BI_mm(PS_N(1)),CmD_BI_mm(C124+2560(1)),,CmD_BI_mm(FarmCPU(1)),,,,0.3024,8.466,Sobic.007G092100.1,Chr07,15563546,15569734,6189,-,-5744,-444
1141,PstI.TP476886,CmD_BI_mm.50,2,55394288,CmD_BI_mm,CmD_BI_mm(PS_N(1)),CmD_BI_mm(C106+4202(1)),,CmD_BI_mm(FarmCPU(1)),,,,0.2123,17.17,Sobic.002G175400.1,Chr02,55392886,55396332,3447,+,-1402,-2044
