Chrom,Start,End,Start.1,End.1,ID,ID.2,ID.1,Name,Trait.name,Group2,Group,Colors,Group3,New ID
4,62405613,62405613,62405613,62405613,,Bcirc(Current Study),Bcirc(Current Study),PstI.TP714069,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
7,61484903,61484903,61484903,61484903,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP344899,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
5,9422605,56036826,3491302,56036826,Dong_et_al_(2017).DBI,DBI(Dong(2017)),DBI(Dong.et.al.(2017)),DBI LG9 52.1 cM,diameter of basal internode,DBI,DBI(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Current Study.CmD_BI
8,2905616,2905616,2905616,2905616,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP350262,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
9,55239543,55239543,55239543,55239543,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP355049,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
10,58959795,58959795,58959795,58959795,Current Study.SDW,SDW(Current Study),SDW(Current Study),PstI.TP360715,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
4,95590,95690,95590,95690,Zhao et al. (2013).Heading time,HT(Zhao et al. (2013)),HT(Zhao et al. (2013)),DBM29,Heading time,Heading time,Heading time(Zhao et al. (2013)),Yellow,Zhao et al. (2013),Zhao et al. (2013).Heading time
5,51810245,51810245,51810245,51810245,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP197570,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Current Study.CmD_BI
1,3576636,3576636,3576636,3576636,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP374511,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
5,61642341,61642341,61642341,61642341,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP713636,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Current Study.CmD_BI
1,28681754,28681754,28681754,28681754,Current Study.CmD_LI,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP376790,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study,Current Study.CmD_LI
5,67425654,67425675,67415654,67435675,Clark_et_al_(2019).CmDW/V,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),NsiI.TP152466,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Current Study.CmD_BI
2,65029446,65029446,65029446,65029446,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP384804,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
2,45782629,45782629,45782629,45782629,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP385678,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
4,57917174,57917206,57907174,57927206,Clark_et_al_(2019).CC/BC,CC/BC(Clark(2019)),CC/BC(Clark.et.al.(2019)),NsiI.TP668768,Compressed circumference/basal circumference,CC/BC,CC/BC(Clark2019)),Blue,Clark_et_al_(2019),Current Study.CCirc
4,58488770,58488770,58488770,58488770,Current Study.CCirc,CCirc(Current Study),CCirc(Current Study),NsiI.TP390222,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study,Current Study.CCirc
4,61084375,61084375,61084375,61084375,Current Study.CCirc,CCirc(Current Study),CCirc(Current Study),NsiI.TP750593,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study,Current Study.CCirc
1,66632271,66632271,66632271,66632271,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP393536,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
5,67426709,67426770,67416709,67436770,Clark_et_al_(2019).CmDW/V,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),PstI.TP751681,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Current Study.CmD_BI
1,4990016,4990016,4990016,4990016,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP402429,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
4,135529,135529,135529,135529,Current Study.Flowering,Flo(Current Study),Flo(Current Study),PstI.TP1280524,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
3,69602329,69602329,69602329,69602329,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP410209,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
4,829116,829116,829116,829116,Current Study.Flowering,Flo(Current Study),Flo(Current Study),PstI.TP922777,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
6,59970341,59970341,59970341,59970341,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP418863,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
1,23556111,23556111,23556111,23556111,Current Study.Yld,Yld(Current Study),Yld(Current Study),PstI.TP420365,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
3,19276647,19276647,19276647,19276647,Current Study.SDW,SDW(Current Study),SDW(Current Study),PstI.TP424396,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
2,71461615,71461615,71461615,71461615,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP425751,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
4,62592587,62592587,62592587,62592587,(2)Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP391506,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
3,57313153,57313153,57313153,57313153,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP433824,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
4,61346996,61347042,61336996,61357042,Clark_et_al_(2019).CC/BC,NA,NA,PstI.TP637804,Compressed circumference/basal circumference,CC/BC,CC/BC(Clark2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).CC/BC
5,67518297,67518317,67508297,67528317,Clark_et_al_(2019).CmDW/V,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),PstI.TP181332,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Current Study.CmD_BI
6,3914949,3914949,3914949,3914949,Current Study.SDW,SDW(Current Study),SDW(Current Study),PstI.TP434866,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
6,3914949,3914949,3914949,3914949,Current Study.Yld,Yld(Current Study),Yld(Current Study),PstI.TP434866,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
5,70851257,70851257,70851257,70851257,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP742466,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Current Study.CmD_BI
4,2594879,2594879,2594879,2594879,Current Study.Flowering,Flo(Current Study),Flo(Current Study),PstI.TP20145,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
6,3914949,3914949,3914949,3914949,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP434866,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Current Study.CmD_BI
6,6308560,6308579,6298560,6318579,Clark_et_al_(2019).CmDW/V,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),PstI.TP250403,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Current Study.CmD_BI
2,63153549,63153549,63153549,63153549,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP454285,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
4,64652944,64652977,64642944,64662977,Clark_et_al_(2019).CC/BC,CC/BC(Clark(2019)),CC/BC(Clark.et.al.(2019)),PstI.TP796634,Compressed circumference/basal circumference,CC/BC,CC/BC(Clark2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).CC/BC
4,67780882,67780901,67770882,67790901,Clark_et_al_(2019).CC/BC,CC/BC(Clark(2019)),CC/BC(Clark.et.al.(2019)),NsiI.TP71276,Compressed circumference/basal circumference,CC/BC,CC/BC(Clark2019)),Blue,Clark_et_al_(2019),Current Study.CCirc
1,60097068,60097068,60097068,60097068,Current Study.CmD_LI,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP457393,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study,Current Study.CmD_LI
1,60097068,60097068,60097068,60097068,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP457393,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
1,60097068,60097068,60097068,60097068,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP457393,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
1,60097068,60097068,60097068,60097068,Current Study.Yld,Yld(Current Study),Yld(Current Study),PstI.TP457393,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
5,3450082,3450082,3450082,3450082,Current Study.CCirc,CCirc(Current Study),CCirc(Current Study),PstI.TP292268,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study,Current Study.CCirc
6,9087139,9087147,9077139,9097147,Clark_et_al_(2019).DBI,DBI(Clark(2019)),DBI(Clark.et.al.(2019)),PstI.TP1071406,Diameter of basal internode,DBI,DBI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Current Study.CmD_BI
1,78162835,78162835,78162835,78162835,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP459121,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
1,78162835,78162835,78162835,78162835,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP459121,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
1,78162835,78162835,78162835,78162835,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP459121,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
6,42480801,42480830,42470801,42490830,Clark_et_al_(2019).CmDW/V,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),PstI.TP1092536,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Current Study.CmD_BI
1,12743038,12743038,12743038,12743038,Current Study.CmD_LI,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP47447,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study,Current Study.CmD_LI
1,12743038,12743038,12743038,12743038,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP47447,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
4,67938088,67938088,67938088,67938088,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP346008,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
6,45615805,45615805,45615805,45615805,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP745785,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Current Study.CmD_BI
2,55394288,55394288,55394288,55394288,Current Study.CmD_LI,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP476886,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study,Current Study.CmD_LI
6,56190559,56190559,56190559,56190559,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP128897,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Current Study.CmD_BI
4,61064043,61064043,61064043,61064043,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP480983,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
1,7260226,7260226,7260226,7260226,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP485051,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
9,57032697,57032697,57032697,57032697,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP485114,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
9,57032697,57032697,57032697,57032697,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP485114,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
4,4364673,4364673,4364673,4364673,(3)Current Study.Flowering,Flo(Current Study),Flo(Current Study),PstI.TP570804,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
3,65245788,65245788,65245788,65245788,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP4963,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
5,9422605,13381050,4686232,13381050,Dong_et_al_(2017).CC/BC,CC/BC(Dong(2017)),CC/BC(Dong.et.al.(2017)),CC/BC LG10 31 cM,compressed circumference/basal circumference,CC/BC,CC/BC(Dong2017)),Green,Dong_et_al_(2017),Current Study.CCirc
5,9422605,9442605,7657485,15122225,Dong_et_al_(2017).BC,BC(Dong(2017)),BC(Dong.et.al.(2017)),BC LG10 31 cM,basal circumference,BC,BC(Dong2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).BC
5,35481232,35481232,35481232,35481232,Current Study.CCirc,CCirc(Current Study),CCirc(Current Study),PstI.TP651320,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study,Dong_et_al_(2017).CC/BC
4,5155593,5155593,5155593,5155593,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP504809,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
6,56833188,56833188,56823188,56843188,Clark_et_al_(2016).stem_diameter,stem.diameter(Clark(2016)),stem.diameter(Clark.et.al.(2016)),UIMiscanthus036746,stem dimeter,stem_diameter,stem_diameter(Clark_et_al_(2016)),Magenta,Clark_et_al_(2016),Current Study.CmD_BI
5,12143539,59272634,3135389,59272634,Dong_et_al_(2017).BC,BC(Dong(2017)),BC(Dong.et.al.(2017)),BC LG9 49.2 cM,basal circumference,BC,BC(Dong2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).BC
3,2577255,2577255,2577255,2577255,Current Study.CmD_LI,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP513843,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study,Current Study.CmD_LI
4,53924496,53924496,53924496,53924496,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP521834,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
9,59327122,59327122,59327122,59327122,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP53013,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
9,38275195,38275195,38275195,38275195,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP532345,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
8,15754213,15754213,15754213,15754213,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP53685,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
5,69264081,69264081,69264081,69264081,Current Study.CCirc,CCirc(Current Study),CCirc(Current Study),PstI.TP1145813,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study,Current Study.CCirc
10,53477961,53477961,53477961,53477961,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP541255,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
6,57974096,57974096,57974096,57974096,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP10996,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Current Study.CmD_BI
7,7619505,7619505,7619505,7619505,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP543083,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
2,75564773,75564773,75564773,75564773,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP547023,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
5,51649977,51669977,10486456,64927267,Gifford_et_al_(2015).BC,BC4(Gifford(2015)),BC4(Gifford.et.al.(2015)),BC4,basal circumference,BC,BC4(Gifford2015)),Purple,Gifford_et_al_(2015),Gifford_et_al_(2015).BC
6,3182336,3182336,3182336,3182336,Current Study.CCirc,CCirc(Current Study),CCirc(Current Study),NsiI.TP762935,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study,Current Study.CCirc
6,51146867,51146867,51146867,51146867,Current Study.CmD_LI,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP55941,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study,Current Study.CmD_LI
6,51146867,51146867,51146867,51146867,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP55941,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
6,51146867,51146867,51146867,51146867,Current Study.SDW,SDW(Current Study),SDW(Current Study),PstI.TP55941,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
6,51146867,51146867,51146867,51146867,Current Study.Yld,Yld(Current Study),Yld(Current Study),PstI.TP55941,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
4,4364673,4364673,4364673,4364673,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP570804,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
4,4364885,4364885,4364885,4364885,,Flo(Current Study),Flo(Current Study),PstI.TP297382,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
2,61335361,61335361,61335361,61335361,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP577552,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
2,61335361,61335361,61335361,61335361,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP577552,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
2,61335361,61335361,61335361,61335361,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP577552,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
2,61335361,61335361,61335361,61335361,Current Study.SDW,SDW(Current Study),SDW(Current Study),PstI.TP577552,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
2,61335361,61335361,61335361,61335361,Current Study.Yld,Yld(Current Study),Yld(Current Study),PstI.TP577552,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
6,58243820,58243864,58233820,58253864,Clark_et_al_(2019).DBI ,DBI(Clark(2019)),DBI(Clark.et.al.(2019)),NsiI.TP2617,Diameter of basal internode,DBI,DBI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Current Study.CmD_BI
4,4201581,4201581,4201581,4201581,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP57846,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
4,4201581,4201581,4201581,4201581,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP57846,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
4,4574449,4574449,4574449,4574449,,Flo(Current Study),Flo(Current Study),PstI.TP688010,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
4,5327062,5327062,5327062,5327062,Dong_et_al_(2017).Flowering,Flower(Dong_et_al_(2017)),Flower(Dong.et.al.(2017)),Flower(3.3cM)),Flowering,Flowering,Flower(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).Flowering
7,64850518,64850518,64850518,64850518,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP58391,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
6,40247059,40247059,40247059,40247059,Current Study.CCirc,CCirc(Current Study),CCirc(Current Study),PstI.TP501240,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study,Current Study.CCirc
10,5628757,5628757,5628757,5628757,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP604956,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
6,57995101,57995101,57995101,57995101,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP607682,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
9,7287080,7287080,7287080,7287080,Current Study.SDW,SDW(Current Study),SDW(Current Study),PstI.TP609740,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
5,53907385,53907385,53907385,53907385,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP609962,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
7,3245920,3245920,3245920,3245920,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP617554,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
4,7865494,7865494,7865494,7865494,Current Study.Flowering,Flo(Current Study),Flo(Current Study),PstI.TP324616,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
6,40243524,40243524,40243524,40243524,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP629514,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
6,60916847,60916879,60906847,60926879,Clark_et_al_(2019).CmDW/V,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),PstI.TP17741,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Current Study.CmD_BI
4,55665489,55665489,55665489,55665489,Current Study.Flowering,Flo(Current Study),Flo(Current Study),PstI.TP707030,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
4,59195320,59195320,59195320,59195320,Current Study.Yld,Yld(Current Study),Yld(Current Study),PstI.TP647611,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
6,1375822,1375822,1375822,1375822,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),PstI.TP298201,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
2,67010862,67010862,67010862,67010862,Current Study.SDW,SDW(Current Study),SDW(Current Study),PstI.TP650798,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
6,47759284,47759301,47749284,47769301,Clark_et_al_(2019).CC & CC/BC,CC(Clark(2019)),CC(Clark.et.al.(2019)),PstI.TP1094542,Compressed circumference,CC,CC(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Current Study.CCirc
10,58956886,58956886,58956886,58956886,Current Study.CmD_LI,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP651715,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study,Current Study.CmD_LI
3,2656013,2656013,2656013,2656013,Current Study.Yld,Yld(Current Study),Yld(Current Study),PstI.TP65271,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
4,64452246,64452246,64452246,64452246,Current Study.SDW,SDW(Current Study),SDW(Current Study),PstI.TP6534,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
4,64452246,64452246,64452246,64452246,Current Study.Yld,Yld(Current Study),Yld(Current Study),PstI.TP6534,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
4,58049068,58049068,58049068,58049068,Current Study.Flowering,Flo(Current Study),Flo(Current Study),NsiI.TP752426,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
6,1911989,1911989,1911989,1911989,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),PstI.TP774963,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
2,69910554,69910554,69910554,69910554,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP663163,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
6,3182336,3182336,3182336,3182336,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP762935,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
3,3702504,3702504,3702504,3702504,Current Study.SDW,SDW(Current Study),SDW(Current Study),PstI.TP676875,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
4,59384691,59384691,59384691,59384691,Current Study.Flowering,Flo(Current Study),Flo(Current Study),PstI.TP8376,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
6,3914949,3914949,3914949,3914949,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),PstI.TP434866,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
1,70805200,70805200,70805200,70805200,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP69823,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
4,62530896,62530896,62530896,62530896,Dong_et_al_(2017).Flowering,Flower(Dong_et_al_(2017)),Flower(Dong.et.al.(2017)),Flower(17.2cM)),Flowering,Flowering,Flower(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).Flowering
9,57639787,57639787,57639787,57639787,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP69959,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
3,60121147,60121147,60121147,60121147,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP701332,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
3,60121147,60121147,60121147,60121147,Current Study.SDW,SDW(Current Study),SDW(Current Study),PstI.TP701332,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
1,80877289,80877289,80877289,80877289,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP703969,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
3,72097083,72097083,72097083,72097083,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP704102,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
6,47759284,47759301,47749284,47769301,,CC/BC(Clark(2019)),CC/BC(Clark.et.al.(2019)),PstI.TP1094542,Compressed circumference/basal circumference,CC/BC,CC/BC(Clark2019)),Blue,Clark_et_al_(2019),Current Study.CCirc
7,5038310,5038310,5038310,5038310,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP765320,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Current Study.CmD_BI
3,50687892,50687892,50687892,50687892,Current Study.CmD_LI,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP704244,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study,Current Study.CmD_LI
3,50687892,50687892,50687892,50687892,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP704244,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
3,50687892,50687892,50687892,50687892,Current Study.Yld,Yld(Current Study),Yld(Current Study),PstI.TP704244,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
