Chrom,Start,End,Start.1,End.1,ID,ID.1,Name,Trait.name,Group2,Group,Colors,Group3
10,9880843,9880843,9880843,9880843,CmDW(Current Study),CmDW(Current Study),PstI.TP110898,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
10,54500517,54500517,54500517,54500517,CmDW(Current Study),CmDW(Current Study),PstI.TP117838,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
10,60979471,60979471,60979471,60979471,CmDW(Current Study),CmDW(Current Study),PstI.TP226277,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
1,75697426,75697441,75687426,75707441,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),NsiI.TP488333,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
1,58490850,58490873,58480850,58500873,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),PstI.TP1205830,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
1,20807843,20807868,20797843,20817868,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),PstI.TP187958,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
1,74969259,74969305,74959259,74979305,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),PstI.TP304860,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
1,77868388,77868398,77858388,77878398,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),PstI.TP425825,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
2,527130,527149,517130,537149,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),NsiI.TP245177,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
2,76404658,76404670,76394658,76414670,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),NsiI.TP29500,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
2,70869244,70869265,70859244,70879265,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),PstI.TP1045751,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
3,71291869,71291896,71281869,71301896,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),NsiI.TP328854,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
3,5764183,5764222,5754183,5774222,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),NsiI.TP768975,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
3,59388031,59388087,59378031,59398087,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),PstI.TP21924,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
4,66046880,66046928,66036880,66056928,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),NsiI.TP243370,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
4,65501761,65501807,65491761,65511807,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),NsiI.TP470794,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
4,60813260,60813301,60803260,60823301,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),PstI.TP264924,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
5,67425654,67425675,67415654,67435675,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),NsiI.TP152466,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
5,67518297,67518317,67508297,67528317,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),PstI.TP181332,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
5,67426709,67426770,67416709,67436770,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),PstI.TP751681,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
6,42480801,42480830,42470801,42490830,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),PstI.TP1092536,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
6,60916847,60916879,60906847,60926879,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),PstI.TP17741,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
6,6308560,6308579,6298560,6318579,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),PstI.TP250403,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
7,61269928,61269970,61259928,61279970,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),NsiI.TP590314,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
8,8195380,8195389,8185380,8205389,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),NsiI.TP334052,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
8,12156318,12156336,12146318,12166336,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),NsiI.TP788570,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
9,2690781,2690819,2680781,2700819,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),NsiI.TP38877,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
9,57094909,57094929,57084909,57104929,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),NsiI.TP440846,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
9,55967593,55967635,55957593,55977635,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),PstI.TP116355,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
9,53145027,53145062,53135027,53155062,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),PstI.TP989741,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
10,60410029,60410043,60400029,60420043,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),NsiI.TP213211,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
10,6643969,6643993,6633969,6653993,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),NsiI.TP443003,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
10,55228808,55228841,55218808,55238841,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),PstI.TP725489,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
2,58552388,58552434,58542388,58562434,CmL(Clark(2019)),CmL(Clark.et.al.(2019)),PstI.TP1215799,Culm length,CmL,CmL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
2,59309823,59309858,59299823,59319858,CmL(Clark(2019)),CmL(Clark.et.al.(2019)),PstI.TP122680,Culm length,CmL,CmL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
3,67274456,67274500,67264456,67284500,CmL(Clark(2019)),CmL(Clark.et.al.(2019)),NsiI.TP400051,Culm length,CmL,CmL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
4,58163544,58163559,58153544,58173559,CmL(Clark(2019)),CmL(Clark.et.al.(2019)),NsiI.TP6292,Culm length,CmL,CmL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
4,8676888,8676929,8666888,8686929,CmL(Clark(2019)),CmL(Clark.et.al.(2019)),PstI.TP168674,Culm length,CmL,CmL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
4,60023766,60023820,60013766,60033820,CmL(Clark(2019)),CmL(Clark.et.al.(2019)),PstI.TP977760,Culm length,CmL,CmL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
6,46381019,46381031,46371019,46391031,CmL(Clark(2019)),CmL(Clark.et.al.(2019)),PstI.TP38210,Culm length,CmL,CmL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
6,51076759,51076780,51066759,51086780,CmL(Clark(2019)),CmL(Clark.et.al.(2019)),PstI.TP714414,Culm length,CmL,CmL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
7,58039006,58039037,58029006,58049037,CmL(Clark(2019)),CmL(Clark.et.al.(2019)),NsiI.TP546382,Culm length,CmL,CmL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
9,59219545,59219551,59209545,59229551,CmL(Clark(2019)),CmL(Clark.et.al.(2019)),PstI.TP780454,Culm length,CmL,CmL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
1,75432709,75432709,75432709,75432709,Cml(Current Study),Cml(Current Study),NsiI.TP195403,Culm length ,Cml,Cml(Current Study),Red,Current Study
1,6409370,6409370,6409370,6409370,Cml(Current Study),Cml(Current Study),NsiI.TP488601,Culm length ,Cml,Cml(Current Study),Red,Current Study
1,3113038,3113038,3113038,3113038,Cml(Current Study),Cml(Current Study),NsiI.TP520698,Culm length ,Cml,Cml(Current Study),Red,Current Study
1,69156484,69156484,69156484,69156484,Cml(Current Study),Cml(Current Study),NsiI.TP5701,Culm length ,Cml,Cml(Current Study),Red,Current Study
1,57499558,57499558,57499558,57499558,Cml(Current Study),Cml(Current Study),NsiI.TP758763,Culm length ,Cml,Cml(Current Study),Red,Current Study
1,13150553,13150553,13150553,13150553,Cml(Current Study),Cml(Current Study),PstI.TP1051083,Culm length ,Cml,Cml(Current Study),Red,Current Study
1,1015480,1015480,1015480,1015480,Cml(Current Study),Cml(Current Study),PstI.TP1246584,Culm length ,Cml,Cml(Current Study),Red,Current Study
1,26927564,26927564,26927564,26927564,Cml(Current Study),Cml(Current Study),PstI.TP19694,Culm length ,Cml,Cml(Current Study),Red,Current Study
1,78162835,78162835,78162835,78162835,Cml(Current Study),Cml(Current Study),PstI.TP459121,Culm length ,Cml,Cml(Current Study),Red,Current Study
1,80877289,80877289,80877289,80877289,Cml(Current Study),Cml(Current Study),PstI.TP703969,Culm length ,Cml,Cml(Current Study),Red,Current Study
1,26848011,26848011,26848011,26848011,Cml(Current Study),Cml(Current Study),PstI.TP757921,Culm length ,Cml,Cml(Current Study),Red,Current Study
1,7984963,7984963,7984963,7984963,Cml(Current Study),Cml(Current Study),PstI.TP972953,Culm length ,Cml,Cml(Current Study),Red,Current Study
2,75774037,75774037,75774037,75774037,Cml(Current Study),Cml(Current Study),NsiI.TP164112,Culm length ,Cml,Cml(Current Study),Red,Current Study
2,61303139,61303139,61303139,61303139,Cml(Current Study),Cml(Current Study),NsiI.TP810561,Culm length ,Cml,Cml(Current Study),Red,Current Study
2,61335361,61335361,61335361,61335361,Cml(Current Study),Cml(Current Study),PstI.TP577552,Culm length ,Cml,Cml(Current Study),Red,Current Study
3,51796050,51796050,51796050,51796050,Cml(Current Study),Cml(Current Study),NsiI.TP218789,Culm length ,Cml,Cml(Current Study),Red,Current Study
3,63530717,63530717,63530717,63530717,Cml(Current Study),Cml(Current Study),NsiI.TP447144,Culm length ,Cml,Cml(Current Study),Red,Current Study
3,57849113,57849113,57849113,57849113,Cml(Current Study),Cml(Current Study),NsiI.TP586300,Culm length ,Cml,Cml(Current Study),Red,Current Study
3,54845915,54845915,54845915,54845915,Cml(Current Study),Cml(Current Study),PstI.TP105605,Culm length ,Cml,Cml(Current Study),Red,Current Study
3,63645828,63645828,63645828,63645828,Cml(Current Study),Cml(Current Study),PstI.TP1057917,Culm length ,Cml,Cml(Current Study),Red,Current Study
3,60988993,60988993,60988993,60988993,Cml(Current Study),Cml(Current Study),PstI.TP1066422,Culm length ,Cml,Cml(Current Study),Red,Current Study
3,65245788,65245788,65245788,65245788,Cml(Current Study),Cml(Current Study),PstI.TP4963,Culm length ,Cml,Cml(Current Study),Red,Current Study
3,55061314,55061314,55061314,55061314,Cml(Current Study),Cml(Current Study),PstI.TP773172,Culm length ,Cml,Cml(Current Study),Red,Current Study
3,4037471,4037471,4037471,4037471,Cml(Current Study),Cml(Current Study),PstI.TP838943,Culm length ,Cml,Cml(Current Study),Red,Current Study
4,54754163,54754163,54754163,54754163,Cml(Current Study),Cml(Current Study),NsiI.TP127922,Culm length ,Cml,Cml(Current Study),Red,Current Study
4,62497766,62497766,62497766,62497766,Cml(Current Study),Cml(Current Study),NsiI.TP383201,Culm length ,Cml,Cml(Current Study),Red,Current Study
4,10248885,10248885,10248885,10248885,Cml(Current Study),Cml(Current Study),NsiI.TP696486,Culm length ,Cml,Cml(Current Study),Red,Current Study
4,61088428,61088428,61088428,61088428,Cml(Current Study),Cml(Current Study),PstI.TP217994,Culm length ,Cml,Cml(Current Study),Red,Current Study
4,4201581,4201581,4201581,4201581,Cml(Current Study),Cml(Current Study),PstI.TP57846,Culm length ,Cml,Cml(Current Study),Red,Current Study
4,66143706,66143706,66143706,66143706,Cml(Current Study),Cml(Current Study),PstI.TP858902,Culm length ,Cml,Cml(Current Study),Red,Current Study
5,57403,57403,57403,57403,Cml(Current Study),Cml(Current Study),NsiI.TP33138,Culm length ,Cml,Cml(Current Study),Red,Current Study
5,38567770,38567770,38567770,38567770,Cml(Current Study),Cml(Current Study),NsiI.TP635575,Culm length ,Cml,Cml(Current Study),Red,Current Study
5,70851257,70851257,70851257,70851257,Cml(Current Study),Cml(Current Study),PstI.TP742466,Culm length ,Cml,Cml(Current Study),Red,Current Study
5,69228848,69228848,69228848,69228848,Cml(Current Study),Cml(Current Study),PstI.TP841498,Culm length ,Cml,Cml(Current Study),Red,Current Study
6,47900218,47900218,47900218,47900218,Cml(Current Study),Cml(Current Study),NsiI.TP34193,Culm length ,Cml,Cml(Current Study),Red,Current Study
6,57974096,57974096,57974096,57974096,Cml(Current Study),Cml(Current Study),PstI.TP10996,Culm length ,Cml,Cml(Current Study),Red,Current Study
6,47930110,47930110,47930110,47930110,Cml(Current Study),Cml(Current Study),PstI.TP148994,Culm length ,Cml,Cml(Current Study),Red,Current Study
6,51146867,51146867,51146867,51146867,Cml(Current Study),Cml(Current Study),PstI.TP55941,Culm length ,Cml,Cml(Current Study),Red,Current Study
6,45615805,45615805,45615805,45615805,Cml(Current Study),Cml(Current Study),PstI.TP745785,Culm length ,Cml,Cml(Current Study),Red,Current Study
6,49388605,49388605,49388605,49388605,Cml(Current Study),Cml(Current Study),PstI.TP840679,Culm length ,Cml,Cml(Current Study),Red,Current Study
7,59825579,59825579,59825579,59825579,Cml(Current Study),Cml(Current Study),PstI.TP290738,Culm length ,Cml,Cml(Current Study),Red,Current Study
8,528900,528900,528900,528900,Cml(Current Study),Cml(Current Study),PstI.TP795667,Culm length ,Cml,Cml(Current Study),Red,Current Study
9,5342948,5342948,5342948,5342948,Cml(Current Study),Cml(Current Study),NsiI.TP249634,Culm length ,Cml,Cml(Current Study),Red,Current Study
9,55901846,55901846,55901846,55901846,Cml(Current Study),Cml(Current Study),NsiI.TP445017,Culm length ,Cml,Cml(Current Study),Red,Current Study
9,50004653,50004653,50004653,50004653,Cml(Current Study),Cml(Current Study),PstI.TP1155086,Culm length ,Cml,Cml(Current Study),Red,Current Study
9,50325026,50325026,50325026,50325026,Cml(Current Study),Cml(Current Study),PstI.TP118716,Culm length ,Cml,Cml(Current Study),Red,Current Study
9,57790410,57790410,57790410,57790410,Cml(Current Study),Cml(Current Study),PstI.TP14229,Culm length ,Cml,Cml(Current Study),Red,Current Study
9,56211895,56211895,56211895,56211895,Cml(Current Study),Cml(Current Study),PstI.TP15780,Culm length ,Cml,Cml(Current Study),Red,Current Study
9,55239543,55239543,55239543,55239543,Cml(Current Study),Cml(Current Study),PstI.TP355049,Culm length ,Cml,Cml(Current Study),Red,Current Study
9,57032697,57032697,57032697,57032697,Cml(Current Study),Cml(Current Study),PstI.TP485114,Culm length ,Cml,Cml(Current Study),Red,Current Study
9,50513395,50513395,50513395,50513395,Cml(Current Study),Cml(Current Study),PstI.TP751721,Culm length ,Cml,Cml(Current Study),Red,Current Study
9,3265857,3265857,3265857,3265857,Cml(Current Study),Cml(Current Study),PstI.TP901954,Culm length ,Cml,Cml(Current Study),Red,Current Study
10,41353679,41353679,41353679,41353679,Cml(Current Study),Cml(Current Study),NsiI.TP648509,Culm length ,Cml,Cml(Current Study),Red,Current Study
10,10693125,10693125,10693125,10693125,Cml(Current Study),Cml(Current Study),NsiI.TP764847,Culm length ,Cml,Cml(Current Study),Red,Current Study
10,60979471,60979471,60979471,60979471,Cml(Current Study),Cml(Current Study),PstI.TP226277,Culm length ,Cml,Cml(Current Study),Red,Current Study
10,6556740,6556740,6556740,6556740,Cml(Current Study),Cml(Current Study),PstI.TP738082,Culm length ,Cml,Cml(Current Study),Red,Current Study
10,52242723,52242723,52242723,52242723,Cml(Current Study),Cml(Current Study),PstI.TP771967,Culm length ,Cml,Cml(Current Study),Red,Current Study
1,67605060,67605060,67605060,67605060,CmN(Current Study),CmN(Current Study),NsiI.TP172212,Culm node number ,CmN,CmN(Current Study),Red,Current Study
1,75354964,75354964,75354964,75354964,CmN(Current Study),CmN(Current Study),NsiI.TP415654,Culm node number ,CmN,CmN(Current Study),Red,Current Study
1,74820948,74820948,74820948,74820948,CmN(Current Study),CmN(Current Study),NsiI.TP465791,Culm node number ,CmN,CmN(Current Study),Red,Current Study
1,8181678,8181678,8181678,8181678,CmN(Current Study),CmN(Current Study),NsiI.TP681203,Culm node number ,CmN,CmN(Current Study),Red,Current Study
1,12653027,12653027,12653027,12653027,CmN(Current Study),CmN(Current Study),NsiI.TP750615,Culm node number ,CmN,CmN(Current Study),Red,Current Study
1,67675884,67675884,67675884,67675884,CmN(Current Study),CmN(Current Study),NsiI.TP754072,Culm node number ,CmN,CmN(Current Study),Red,Current Study
1,67205643,67205643,67205643,67205643,CmN(Current Study),CmN(Current Study),PstI.TP111833,Culm node number ,CmN,CmN(Current Study),Red,Current Study
1,72123046,72123046,72123046,72123046,CmN(Current Study),CmN(Current Study),PstI.TP1212724,Culm node number ,CmN,CmN(Current Study),Red,Current Study
1,78396312,78396312,78396312,78396312,CmN(Current Study),CmN(Current Study),PstI.TP217199,Culm node number ,CmN,CmN(Current Study),Red,Current Study
1,66632271,66632271,66632271,66632271,CmN(Current Study),CmN(Current Study),PstI.TP393536,Culm node number ,CmN,CmN(Current Study),Red,Current Study
1,60097068,60097068,60097068,60097068,CmN(Current Study),CmN(Current Study),PstI.TP457393,Culm node number ,CmN,CmN(Current Study),Red,Current Study
1,78162835,78162835,78162835,78162835,CmN(Current Study),CmN(Current Study),PstI.TP459121,Culm node number ,CmN,CmN(Current Study),Red,Current Study
1,7260226,7260226,7260226,7260226,CmN(Current Study),CmN(Current Study),PstI.TP485051,Culm node number ,CmN,CmN(Current Study),Red,Current Study
1,70805200,70805200,70805200,70805200,CmN(Current Study),CmN(Current Study),PstI.TP69823,Culm node number ,CmN,CmN(Current Study),Red,Current Study
1,6117705,6117705,6117705,6117705,CmN(Current Study),CmN(Current Study),PstI.TP850835,Culm node number ,CmN,CmN(Current Study),Red,Current Study
1,11187262,11187262,11187262,11187262,CmN(Current Study),CmN(Current Study),PstI.TP869093,Culm node number ,CmN,CmN(Current Study),Red,Current Study
1,80310797,80310797,80310797,80310797,CmN(Current Study),CmN(Current Study),PstI.TP892749,Culm node number ,CmN,CmN(Current Study),Red,Current Study
2,67954599,67954599,67954599,67954599,CmN(Current Study),CmN(Current Study),GFSSContig17477_775,Culm node number ,CmN,CmN(Current Study),Red,Current Study
2,675031,675031,675031,675031,CmN(Current Study),CmN(Current Study),NsiI.TP282888,Culm node number ,CmN,CmN(Current Study),Red,Current Study
2,65096533,65096533,65096533,65096533,CmN(Current Study),CmN(Current Study),NsiI.TP409721,Culm node number ,CmN,CmN(Current Study),Red,Current Study
2,56699414,56699414,56699414,56699414,CmN(Current Study),CmN(Current Study),NsiI.TP443023,Culm node number ,CmN,CmN(Current Study),Red,Current Study
2,61270017,61270017,61270017,61270017,CmN(Current Study),CmN(Current Study),NsiI.TP494603,Culm node number ,CmN,CmN(Current Study),Red,Current Study
2,2228424,2228424,2228424,2228424,CmN(Current Study),CmN(Current Study),NsiI.TP575555,Culm node number ,CmN,CmN(Current Study),Red,Current Study
2,52050200,52050200,52050200,52050200,CmN(Current Study),CmN(Current Study),NsiI.TP617177,Culm node number ,CmN,CmN(Current Study),Red,Current Study
2,71277610,71277610,71277610,71277610,CmN(Current Study),CmN(Current Study),PstI.TP1025634,Culm node number ,CmN,CmN(Current Study),Red,Current Study
2,63346042,63346042,63346042,63346042,CmN(Current Study),CmN(Current Study),PstI.TP1100764,Culm node number ,CmN,CmN(Current Study),Red,Current Study
2,61958273,61958273,61958273,61958273,CmN(Current Study),CmN(Current Study),PstI.TP1123778,Culm node number ,CmN,CmN(Current Study),Red,Current Study
2,59726913,59726913,59726913,59726913,CmN(Current Study),CmN(Current Study),PstI.TP1128002,Culm node number ,CmN,CmN(Current Study),Red,Current Study
2,76322220,76322220,76322220,76322220,CmN(Current Study),CmN(Current Study),PstI.TP153500,Culm node number ,CmN,CmN(Current Study),Red,Current Study
2,45782629,45782629,45782629,45782629,CmN(Current Study),CmN(Current Study),PstI.TP385678,Culm node number ,CmN,CmN(Current Study),Red,Current Study
2,71461615,71461615,71461615,71461615,CmN(Current Study),CmN(Current Study),PstI.TP425751,Culm node number ,CmN,CmN(Current Study),Red,Current Study
2,63153549,63153549,63153549,63153549,CmN(Current Study),CmN(Current Study),PstI.TP454285,Culm node number ,CmN,CmN(Current Study),Red,Current Study
2,75564773,75564773,75564773,75564773,CmN(Current Study),CmN(Current Study),PstI.TP547023,Culm node number ,CmN,CmN(Current Study),Red,Current Study
2,61335361,61335361,61335361,61335361,CmN(Current Study),CmN(Current Study),PstI.TP577552,Culm node number ,CmN,CmN(Current Study),Red,Current Study
2,69910554,69910554,69910554,69910554,CmN(Current Study),CmN(Current Study),PstI.TP663163,Culm node number ,CmN,CmN(Current Study),Red,Current Study
2,74477521,74477521,74477521,74477521,CmN(Current Study),CmN(Current Study),PstI.TP749093,Culm node number ,CmN,CmN(Current Study),Red,Current Study
2,3715278,3715278,3715278,3715278,CmN(Current Study),CmN(Current Study),PstI.TP794569,Culm node number ,CmN,CmN(Current Study),Red,Current Study
2,72930521,72930521,72930521,72930521,CmN(Current Study),CmN(Current Study),PstI.TP875140,Culm node number ,CmN,CmN(Current Study),Red,Current Study
2,14521096,14521096,14521096,14521096,CmN(Current Study),CmN(Current Study),PstI.TP998491,Culm node number ,CmN,CmN(Current Study),Red,Current Study
3,69000501,69000501,69000501,69000501,CmN(Current Study),CmN(Current Study),NsiI.TP128678,Culm node number ,CmN,CmN(Current Study),Red,Current Study
3,3586934,3586934,3586934,3586934,CmN(Current Study),CmN(Current Study),NsiI.TP217838,Culm node number ,CmN,CmN(Current Study),Red,Current Study
3,71119897,71119897,71119897,71119897,CmN(Current Study),CmN(Current Study),NsiI.TP327757,Culm node number ,CmN,CmN(Current Study),Red,Current Study
3,64344627,64344627,64344627,64344627,CmN(Current Study),CmN(Current Study),NsiI.TP332475,Culm node number ,CmN,CmN(Current Study),Red,Current Study
3,59218088,59218088,59218088,59218088,CmN(Current Study),CmN(Current Study),NsiI.TP338132,Culm node number ,CmN,CmN(Current Study),Red,Current Study
3,68111215,68111215,68111215,68111215,CmN(Current Study),CmN(Current Study),NsiI.TP370880,Culm node number ,CmN,CmN(Current Study),Red,Current Study
3,11842346,11842346,11842346,11842346,CmN(Current Study),CmN(Current Study),NsiI.TP434679,Culm node number ,CmN,CmN(Current Study),Red,Current Study
3,62054481,62054481,62054481,62054481,CmN(Current Study),CmN(Current Study),NsiI.TP726681,Culm node number ,CmN,CmN(Current Study),Red,Current Study
3,65668248,65668248,65668248,65668248,CmN(Current Study),CmN(Current Study),PstI.TP1128716,Culm node number ,CmN,CmN(Current Study),Red,Current Study
3,17294985,17294985,17294985,17294985,CmN(Current Study),CmN(Current Study),PstI.TP1146105,Culm node number ,CmN,CmN(Current Study),Red,Current Study
3,7342289,7342289,7342289,7342289,CmN(Current Study),CmN(Current Study),PstI.TP1226186,Culm node number ,CmN,CmN(Current Study),Red,Current Study
3,8690384,8690384,8690384,8690384,CmN(Current Study),CmN(Current Study),PstI.TP132940,Culm node number ,CmN,CmN(Current Study),Red,Current Study
3,72380511,72380511,72380511,72380511,CmN(Current Study),CmN(Current Study),PstI.TP233305,Culm node number ,CmN,CmN(Current Study),Red,Current Study
3,61336314,61336314,61336314,61336314,CmN(Current Study),CmN(Current Study),PstI.TP238422,Culm node number ,CmN,CmN(Current Study),Red,Current Study
3,10399618,10399618,10399618,10399618,CmN(Current Study),CmN(Current Study),PstI.TP300328,Culm node number ,CmN,CmN(Current Study),Red,Current Study
3,69602329,69602329,69602329,69602329,CmN(Current Study),CmN(Current Study),PstI.TP410209,Culm node number ,CmN,CmN(Current Study),Red,Current Study
3,57313153,57313153,57313153,57313153,CmN(Current Study),CmN(Current Study),PstI.TP433824,Culm node number ,CmN,CmN(Current Study),Red,Current Study
3,72097083,72097083,72097083,72097083,CmN(Current Study),CmN(Current Study),PstI.TP704102,Culm node number ,CmN,CmN(Current Study),Red,Current Study
3,8503251,8503251,8503251,8503251,CmN(Current Study),CmN(Current Study),PstI.TP788810,Culm node number ,CmN,CmN(Current Study),Red,Current Study
3,12140520,12140520,12140520,12140520,CmN(Current Study),CmN(Current Study),PstI.TP797446,Culm node number ,CmN,CmN(Current Study),Red,Current Study
4,54754163,54754163,54754163,54754163,CmN(Current Study),CmN(Current Study),NsiI.TP127922,Culm node number ,CmN,CmN(Current Study),Red,Current Study
4,5011408,5011408,5011408,5011408,CmN(Current Study),CmN(Current Study),NsiI.TP154371,Culm node number ,CmN,CmN(Current Study),Red,Current Study
4,58488770,58488770,58488770,58488770,CmN(Current Study),CmN(Current Study),NsiI.TP390222,Culm node number ,CmN,CmN(Current Study),Red,Current Study
4,58096507,58096507,58096507,58096507,CmN(Current Study),CmN(Current Study),NsiI.TP402511,Culm node number ,CmN,CmN(Current Study),Red,Current Study
4,52156961,52156961,52156961,52156961,CmN(Current Study),CmN(Current Study),NsiI.TP443125,Culm node number ,CmN,CmN(Current Study),Red,Current Study
4,68022596,68022596,68022596,68022596,CmN(Current Study),CmN(Current Study),NsiI.TP515167,Culm node number ,CmN,CmN(Current Study),Red,Current Study
4,63763133,63763133,63763133,63763133,CmN(Current Study),CmN(Current Study),NsiI.TP779177,Culm node number ,CmN,CmN(Current Study),Red,Current Study
4,12330408,12330408,12330408,12330408,CmN(Current Study),CmN(Current Study),NsiI.TP827851,Culm node number ,CmN,CmN(Current Study),Red,Current Study
4,62207098,62207098,62207098,62207098,CmN(Current Study),CmN(Current Study),PstI.TP1026977,Culm node number ,CmN,CmN(Current Study),Red,Current Study
4,65166320,65166320,65166320,65166320,CmN(Current Study),CmN(Current Study),PstI.TP1098463,Culm node number ,CmN,CmN(Current Study),Red,Current Study
4,48397503,48397503,48397503,48397503,CmN(Current Study),CmN(Current Study),PstI.TP1148487,Culm node number ,CmN,CmN(Current Study),Red,Current Study
4,64295006,64295006,64295006,64295006,CmN(Current Study),CmN(Current Study),PstI.TP1235909,Culm node number ,CmN,CmN(Current Study),Red,Current Study
