"","SNP","Gene","chr","start","end","width","strand"
"631","PstI.TP459121","Sobic.001G514500.5","Chr01",78162706,78168572,5867,"-"
"632","PstI.TP459121","Sobic.001G514500.10","Chr01",78162706,78168589,5884,"-"
"633","PstI.TP459121","Sobic.001G514500.2","Chr01",78162706,78168595,5890,"-"
"634","PstI.TP459121","Sobic.001G514500.4","Chr01",78162706,78168595,5890,"-"
"635","PstI.TP459121","Sobic.001G514500.8","Chr01",78162706,78168598,5893,"-"
"636","PstI.TP459121","Sobic.001G514500.9","Chr01",78162706,78168598,5893,"-"
"637","PstI.TP459121","Sobic.001G514500.7","Chr01",78162706,78168624,5919,"-"
"638","PstI.TP485051","Sobic.001G094600.1","Chr01",7257522,7260035,2514,"-"
"639","PstI.TP485114","Sobic.009G229700.1","Chr09",57032871,57036097,3227,"+"
"640","PstI.TP485114","Sobic.009G229600.1","Chr09",57023498,57032493,8996,"-"
"641","PstI.TP485114","Sobic.009G229600.2","Chr09",57023498,57032493,8996,"-"
"642","PstI.TP504809","Sobic.004G063900.1","Chr04",5155109,5156644,1536,"+"
"643","PstI.TP521834","Sobic.004G187100.1","Chr04",53919932,53926437,6506,"-"
"644","PstI.TP521834","Sobic.004G187100.2","Chr04",53919932,53926437,6506,"-"
"645","PstI.TP521834","Sobic.004G187100.3","Chr04",53919932,53926437,6506,"-"
"646","PstI.TP521834","Sobic.004G187100.4","Chr04",53919932,53926437,6506,"-"
"647","PstI.TP53013","Sobic.009G259900.1","Chr09",59321024,59328186,7163,"+"
"648","PstI.TP532345","Sobic.009G099000.1","Chr09",38258489,38275612,17124,"+"
"649","PstI.TP532345","Sobic.009G099100.4","Chr09",38276165,38281242,5078,"-"
"650","PstI.TP532345","Sobic.009G099100.3","Chr09",38276165,38281484,5320,"-"
"651","PstI.TP532345","Sobic.009G099100.1","Chr09",38276165,38281496,5332,"-"
"652","PstI.TP532345","Sobic.009G099100.2","Chr09",38276165,38281509,5345,"-"
"653","PstI.TP532345","Sobic.009G099100.5","Chr09",38276165,38281509,5345,"-"
"654","PstI.TP53685","Sobic.008G082800.1","Chr08",15752370,15754852,2483,"-"
"655","PstI.TP53685","Sobic.008G082800.2","Chr08",15752370,15754852,2483,"-"
"656","PstI.TP541255","Sobic.010G192600.2","Chr10",53477729,53481217,3489,"+"
"657","PstI.TP541255","Sobic.010G192600.1","Chr10",53477729,53484983,7255,"+"
"658","PstI.TP543083","Sobic.007G068300.1","Chr07",7617494,7620027,2534,"+"
"659","PstI.TP547023","Sobic.002G405800.1","Chr02",75554537,75564924,10388,"-"
"660","PstI.TP547023","Sobic.002G405800.2","Chr02",75554537,75564924,10388,"-"
"661","PstI.TP570804","Sobic.004G053600.3","Chr04",4363597,4365472,1876,"+"
"662","PstI.TP570804","Sobic.004G053600.1","Chr04",4363605,4365472,1868,"+"
"663","PstI.TP570804","Sobic.004G053600.6","Chr04",4363605,4365472,1868,"+"
"664","PstI.TP570804","Sobic.004G053600.4","Chr04",4363605,4365607,2003,"+"
"665","PstI.TP570804","Sobic.004G053600.5","Chr04",4363605,4365607,2003,"+"
"666","PstI.TP570804","Sobic.004G053600.2","Chr04",4363605,4366050,2446,"+"
"667","PstI.TP570804","Sobic.004G053700.1","Chr04",4365616,4367727,2112,"-"
"668","PstI.TP577552","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+"
"669","PstI.TP577552","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+"
"670","PstI.TP58391","Sobic.007G220150.1","Chr07",64847295,64850360,3066,"+"
"671","PstI.TP58391","Sobic.007G220200.3","Chr07",64850475,64852082,1608,"+"
"672","PstI.TP604956","Sobic.010G070100.1","Chr10",5627081,5630306,3226,"-"
"673","PstI.TP604956","Sobic.010G070100.2","Chr10",5627081,5630306,3226,"-"
"674","PstI.TP607682","Sobic.006G239300.1","Chr06",57990555,57994242,3688,"-"
"675","PstI.TP609962","Sobic.005G123500.1","Chr05",53906531,53909045,2515,"-"
"676","PstI.TP617554","Sobic.007G035900.1","Chr07",3245212,3246147,936,"-"
"677","PstI.TP629514","Sobic.006G057300.1","Chr06",40242354,40244140,1787,"-"
"678","PstI.TP663163","Sobic.002G330400.1","Chr02",69906408,69909933,3526,"+"
"679","PstI.TP69823","Sobic.001G429100.1","Chr01",70804848,70808500,3653,"+"
"680","PstI.TP69959","Sobic.009G238500.1","Chr09",57639492,57641346,1855,"-"
"681","PstI.TP704102","Sobic.003G413800.1","Chr03",72095299,72096870,1572,"+"
"682","PstI.TP714651","Sobic.005G029700.1","Chr05",2631011,2641746,10736,"-"
"683","PstI.TP719892","Sobic.005G167800.1","Chr05",64651919,64655299,3381,"-"
"684","PstI.TP723544","Sobic.009G021700.1","Chr09",1942720,1944208,1489,"-"
"685","PstI.TP729133","Sobic.007G105800.1","Chr07",37734813,37735968,1156,"+"
"686","PstI.TP737551","Sobic.006G235700.1","Chr06",57757224,57760331,3108,"+"
"687","PstI.TP747686","Sobic.005G002400.1","Chr05",190488,194282,3795,"+"
"688","PstI.TP775752","Sobic.010G146000.1","Chr10",41350269,41353669,3401,"-"
"689","PstI.TP77980","Sobic.010G106900.1","Chr10",10334516,10347396,12881,"+"
"690","PstI.TP794569","Sobic.002G037700.1","Chr02",3705260,3715914,10655,"-"
"691","PstI.TP797446","Sobic.003G129600.1","Chr03",12133834,12140553,6720,"-"
"692","PstI.TP802133","Sobic.004G162900.1","Chr04",51214219,51215601,1383,"-"
"693","PstI.TP815977","Sobic.008G100801.1","Chr08",47697853,47699186,1334,"+"
"694","PstI.TP815977","Sobic.008G100700.1","Chr08",47695374,47702005,6632,"-"
"695","PstI.TP828064","Sobic.009G202801.1","Chr09",55172523,55178621,6099,"-"
"696","PstI.TP841498","Sobic.005G206300.4","Chr05",69226352,69232612,6261,"+"
"697","PstI.TP841498","Sobic.005G206300.2","Chr05",69226353,69232612,6260,"+"
"698","PstI.TP841498","Sobic.005G206300.3","Chr05",69226419,69233717,7299,"+"
"699","PstI.TP850835","Sobic.001G079600.1","Chr01",6115167,6119223,4057,"-"
"700","PstI.TP862775","Sobic.009G008100.1","Chr09",772264,776588,4325,"+"
"701","PstI.TP862775","Sobic.009G008100.2","Chr09",772264,776588,4325,"+"
"702","PstI.TP862775","Sobic.009G008100.3","Chr09",772264,776588,4325,"+"
"703","PstI.TP866959","Sobic.009G145500.1","Chr09",50248696,50250327,1632,"-"
"704","PstI.TP866959","Sobic.009G145600.2","Chr09",50251344,50255195,3852,"-"
"705","PstI.TP869093","Sobic.001G140200.1","Chr01",11185282,11192665,7384,"+"
"706","PstI.TP892749","Sobic.001G540300.1","Chr01",80311227,80316052,4826,"+"
"707","PstI.TP892749","Sobic.001G540250.1","Chr01",80310404,80311199,796,"-"
"708","PstI.TP994751","Sobic.010G268400.1","Chr10",60307573,60310425,2853,"+"
"709","PstI.TP994751","Sobic.010G268500.1","Chr10",60310429,60313483,3055,"-"
"710","PstI.TP995394","Sobic.009G149400.1","Chr09",50622315,50626169,3855,"-"
"711","PstI.TP995394","Sobic.009G149500.1","Chr09",50626744,50630476,3733,"-"
"712","PstI.TP995394","Sobic.009G149500.2","Chr09",50626744,50630476,3733,"-"
"713","PstI.TP998275","Sobic.004G103100.2","Chr04",9701720,9702196,477,"-"
"714","PstI.TP998491","Sobic.002G117600.1","Chr02",14518039,14538095,20057,"-"
"715","GFSSContig15931_175","Sobic.001G475900.1","Chr01",74814983,74820643,5661,"+"
"716","GFSSContig15931_175","Sobic.001G476000.1","Chr01",74820847,74822682,1836,"+"
"717","GFSSContig19553_1853","Sobic.003G119400.1","Chr03",10802232,10806033,3802,"+"
"718","NsiI.TP128678","Sobic.003G375200.1","Chr03",68999883,69007574,7692,"+"
"719","NsiI.TP273928","Sobic.006G236800.1","Chr06",57835757,57839348,3592,"+"
"720","NsiI.TP631452","Sobic.010G183032.1","Chr10",52285960,52287598,1639,"-"
"721","NsiI.TP717578","Sobic.010G237900.1","Chr10",58017656,58025166,7511,"+"
"722","PstI.TP1040729","Sobic.004G197300.1","Chr04",54843306,54844272,967,"-"
"723","PstI.TP1040729","Sobic.004G197400.1","Chr04",54844528,54853373,8846,"-"
"724","PstI.TP1040925","Sobic.001G233800.1","Chr01",23056373,23058487,2115,"+"
"725","PstI.TP1040925","Sobic.001G233800.2","Chr01",23056373,23058487,2115,"+"
"726","PstI.TP1155086","Sobic.009G142800.4","Chr09",50005037,50008259,3223,"+"
"727","PstI.TP1155086","Sobic.009G142800.3","Chr09",50005042,50008255,3214,"+"
"728","PstI.TP1155086","Sobic.009G142800.5","Chr09",50005632,50008255,2624,"+"
"729","PstI.TP1164091","Sobic.006G215000.1","Chr06",56315381,56321716,6336,"+"
"730","PstI.TP1193013","Sobic.006G277200.1","Chr06",60822255,60826353,4099,"+"
"731","PstI.TP14229","Sobic.009G240400.1","Chr09",57788800,57789692,893,"+"
"732","PstI.TP166501","Sobic.001G205700.1","Chr01",18792767,18794927,2161,"-"
"733","PstI.TP315072","Sobic.008G034000.2","Chr08",3138888,3140962,2075,"-"
"734","PstI.TP360715","Sobic.010G250500.1","Chr10",58958505,58959954,1450,"+"
"735","PstI.TP424396","Sobic.003G161500.3","Chr03",19272846,19277057,4212,"-"
"736","PstI.TP434866","Sobic.006G022200.1","Chr06",3913531,3923044,9514,"+"
"737","PstI.TP55941","Sobic.006G150100.1","Chr06",51145123,51147729,2607,"+"
"738","PstI.TP577552","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+"
"739","PstI.TP577552","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+"
"740","PstI.TP609740","Sobic.009G066500.1","Chr09",7284711,7286803,2093,"-"
"741","PstI.TP609740","Sobic.009G066500.2","Chr09",7284711,7286852,2142,"-"
"742","PstI.TP650798","Sobic.002G292000.1","Chr02",67008667,67010027,1361,"+"
"743","PstI.TP650798","Sobic.002G292100.1","Chr02",67011078,67015058,3981,"+"
"744","PstI.TP650798","Sobic.002G292100.2","Chr02",67011078,67015058,3981,"+"
"745","PstI.TP650798","Sobic.002G292100.3","Chr02",67011078,67015058,3981,"+"
"746","PstI.TP650798","Sobic.002G292100.4","Chr02",67011735,67015058,3324,"+"
"747","PstI.TP6534","Sobic.004G306100.2","Chr04",64440836,64451263,10428,"+"
"748","PstI.TP6534","Sobic.004G306200.1","Chr04",64451754,64453755,2002,"-"
"749","PstI.TP676875","Sobic.003G039600.2","Chr03",3701476,3702424,949,"-"
"750","PstI.TP701332","Sobic.003G264100.1","Chr03",60121128,60128012,6885,"+"
"751","PstI.TP723544","Sobic.009G021700.1","Chr09",1942720,1944208,1489,"-"
"752","PstI.TP742466","Sobic.005G222000.1","Chr05",70846703,70855117,8415,"-"
"753","PstI.TP745785","Sobic.006G086900.1","Chr06",45613551,45616219,2669,"+"
"754","PstI.TP745785","Sobic.006G086900.2","Chr06",45613551,45616999,3449,"+"
"755","PstI.TP745785","Sobic.006G086900.3","Chr06",45613551,45616999,3449,"+"
"756","PstI.TP773172","Sobic.003G215600.1","Chr03",55053821,55062277,8457,"-"
"757","PstI.TP789647","Sobic.003G379700.1","Chr03",69351545,69356137,4593,"-"
"758","PstI.TP789647","Sobic.003G379700.2","Chr03",69351545,69356140,4596,"-"
"759","PstI.TP797083","Sobic.003G245300.2","Chr03",58430977,58433031,2055,"-"
"760","PstI.TP797083","Sobic.003G245300.3","Chr03",58431485,58433031,1547,"-"
"761","PstI.TP797083","Sobic.003G245300.4","Chr03",58431485,58433031,1547,"-"
"762","PstI.TP832974","Sobic.001G466000.1","Chr01",73968592,73973515,4924,"+"
"763","PstI.TP840657","Sobic.004G047400.2","Chr04",3855891,3860016,4126,"+"
"764","PstI.TP840657","Sobic.004G047500.1","Chr04",3860175,3863495,3321,"-"
"765","PstI.TP942675","Sobic.003G319800.1","Chr03",64752392,64755562,3171,"-"
"766","PstI.TP942675","Sobic.003G319800.2","Chr03",64752392,64755562,3171,"-"
"767","PstI.TP942675","Sobic.003G319800.3","Chr03",64753262,64755562,2301,"-"
"768","PstI.TP965825","Sobic.003G305500.1","Chr03",63529430,63531284,1855,"-"
"769","PstI.TP977809","Sobic.005G118300.1","Chr05",51807190,51808133,944,"-"
"770","PstI.TP977809","Sobic.005G118400.1","Chr05",51808626,51820846,12221,"-"
"771","PstI.TP993272","Sobic.002G194700.1","Chr02",58285421,58290186,4766,"+"
"772","PstI.TP995173","Sobic.002G333400.1","Chr02",70168822,70173890,5069,"-"
"773","GFSSContig15931_175","Sobic.001G475900.1","Chr01",74814983,74820643,5661,"+"
"774","GFSSContig15931_175","Sobic.001G476000.1","Chr01",74820847,74822682,1836,"+"
"775","GFSSContig18221_1150","Sobic.007G053100.1","Chr07",5393317,5400889,7573,"+"
"776","GFSSContig19553_1853","Sobic.003G119400.1","Chr03",10802232,10806033,3802,"+"
"777","NsiI.TP128678","Sobic.003G375200.1","Chr03",68999883,69007574,7692,"+"
"778","NsiI.TP273928","Sobic.006G236800.1","Chr06",57835757,57839348,3592,"+"
"779","NsiI.TP308953","Sobic.008G084100.1","Chr08",16086555,16090281,3727,"+"
"780","NsiI.TP447144","Sobic.003G305500.1","Chr03",63529430,63531284,1855,"-"
"781","NsiI.TP514947","Sobic.006G171050.1","Chr06",52753701,52755221,1521,"-"
"782","NsiI.TP514947","Sobic.006G171050.2","Chr06",52753701,52755221,1521,"-"
"783","NsiI.TP575629","Sobic.004G124700.1","Chr04",14231927,14235182,3256,"+"
"784","NsiI.TP575629","Sobic.004G124800.1","Chr04",14235238,14239251,4014,"-"
"785","NsiI.TP631452","Sobic.010G183032.1","Chr10",52285960,52287598,1639,"-"
"786","NsiI.TP762935","Sobic.006G018800.1","Chr06",3178404,3183167,4764,"+"
"787","PstI.TP1040729","Sobic.004G197300.1","Chr04",54843306,54844272,967,"-"
"788","PstI.TP1040729","Sobic.004G197400.1","Chr04",54844528,54853373,8846,"-"
"789","PstI.TP10996","Sobic.006G239000.1","Chr06",57969070,57983024,13955,"+"
"790","PstI.TP1200270","Sobic.002G111000.1","Chr02",13510967,13526982,16016,"-"
"791","PstI.TP14229","Sobic.009G240400.1","Chr09",57788800,57789692,893,"+"
"792","PstI.TP315072","Sobic.008G034000.2","Chr08",3138888,3140962,2075,"-"
"793","PstI.TP420365","Sobic.001G235266.1","Chr01",23556236,23558528,2293,"-"
"794","PstI.TP434866","Sobic.006G022200.1","Chr06",3913531,3923044,9514,"+"
"795","PstI.TP457393","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+"
"796","PstI.TP55941","Sobic.006G150100.1","Chr06",51145123,51147729,2607,"+"
"797","PstI.TP577552","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+"
"798","PstI.TP577552","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+"
"799","PstI.TP647611","Sobic.004G244300.1","Chr04",59191248,59195520,4273,"+"
"800","PstI.TP647611","Sobic.004G244400.1","Chr04",59195989,59204400,8412,"-"
"801","PstI.TP647611","Sobic.004G244400.2","Chr04",59195989,59204400,8412,"-"
"802","PstI.TP647611","Sobic.004G244400.3","Chr04",59195989,59204400,8412,"-"
"803","PstI.TP647611","Sobic.004G244400.4","Chr04",59195989,59204402,8414,"-"
"804","PstI.TP65271","Sobic.003G029900.1","Chr03",2655907,2661093,5187,"+"
"805","PstI.TP6534","Sobic.004G306100.2","Chr04",64440836,64451263,10428,"+"
"806","PstI.TP6534","Sobic.004G306200.1","Chr04",64451754,64453755,2002,"-"
"807","PstI.TP704244","Sobic.003G188100.2","Chr03",50686166,50690141,3976,"+"
"808","PstI.TP704244","Sobic.003G188100.3","Chr03",50686717,50690141,3425,"+"
"809","PstI.TP710636","Sobic.006G089266.1","Chr06",45890642,45893572,2931,"+"
"810","PstI.TP710636","Sobic.006G089300.2","Chr06",45893609,45897184,3576,"-"
"811","PstI.TP710636","Sobic.006G089300.1","Chr06",45893609,45897801,4193,"-"
"812","PstI.TP710636","Sobic.006G089300.3","Chr06",45893609,45897801,4193,"-"
"813","PstI.TP723544","Sobic.009G021700.1","Chr09",1942720,1944208,1489,"-"
"814","PstI.TP738082","Sobic.010G078600.1","Chr10",6555565,6558034,2470,"+"
"815","PstI.TP745674","Sobic.003G337700.1","Chr03",66081053,66083714,2662,"+"
"816","PstI.TP745785","Sobic.006G086900.1","Chr06",45613551,45616219,2669,"+"
"817","PstI.TP745785","Sobic.006G086900.2","Chr06",45613551,45616999,3449,"+"
"818","PstI.TP745785","Sobic.006G086900.3","Chr06",45613551,45616999,3449,"+"
"819","PstI.TP753385","Sobic.008G149450.1","Chr08",58261135,58262523,1389,"-"
"820","PstI.TP773172","Sobic.003G215600.1","Chr03",55053821,55062277,8457,"-"
"821","PstI.TP789647","Sobic.003G379700.1","Chr03",69351545,69356137,4593,"-"
"822","PstI.TP789647","Sobic.003G379700.2","Chr03",69351545,69356140,4596,"-"
"823","PstI.TP840657","Sobic.004G047400.2","Chr04",3855891,3860016,4126,"+"
"824","PstI.TP840657","Sobic.004G047500.1","Chr04",3860175,3863495,3321,"-"
"825","PstI.TP869093","Sobic.001G140200.1","Chr01",11185282,11192665,7384,"+"
"826","PstI.TP942675","Sobic.003G319800.1","Chr03",64752392,64755562,3171,"-"
"827","PstI.TP942675","Sobic.003G319800.2","Chr03",64752392,64755562,3171,"-"
"828","PstI.TP942675","Sobic.003G319800.3","Chr03",64753262,64755562,2301,"-"
"829","PstI.TP965825","Sobic.003G305500.1","Chr03",63529430,63531284,1855,"-"
"830","PstI.TP993272","Sobic.002G194700.1","Chr02",58285421,58290186,4766,"+"
