,SNP,MAF.x,PVE.y
1310,PstI.TP530627,0.3784,1.156
1311,PstI.TP530837,0.0755,0.0852
1312,PstI.TP532426,0.4844,18.14
1313,PstI.TP532669,0.4741,15.25
1314,PstI.TP537292,0.2457,0.3752
1315,PstI.TP537424,0.3349,7.762
1316,PstI.TP537665,0.1519,0.4874
1317,PstI.TP538261,0.3708,0.06072
1318,PstI.TP539015,0.0283,0
1319,PstI.TP539520,0.159,0.1718
1320,PstI.TP541575,0.0943,15.7
1321,PstI.TP54210,0.1166,0.2267
1322,PstI.TP543083,0.1866,0.9757
1323,PstI.TP543485,0.449,2.102
1324,PstI.TP544110,0.243,0.00932
1325,PstI.TP545057,0.192,2.34
1326,PstI.TP547023,0.1138,1.686
1327,PstI.TP547988,0.3106,0.1767
1328,PstI.TP54867,0.2367,2.086
1329,PstI.TP548709,0.07292,20.76
1330,PstI.TP551551,0.4807,13.38
1331,PstI.TP552710,0.0216,0
1332,PstI.TP56482,0.1563,1.304
1333,PstI.TP5684,0.1505,7.75
1334,PstI.TP568461,0.0259,0.0239
1335,PstI.TP569914,0.2672,5.00E-04
1336,PstI.TP570804,0.3777,9.818
1337,PstI.TP572438,0.1272,8.397
1338,PstI.TP573755,0.1943,0.2911
1339,PstI.TP574024,0.4296,2.023
1340,PstI.TP576366,0.0521,7.816
1341,PstI.TP57930,0.05146,1.082
1342,PstI.TP579760,0.08832,4.598
1343,PstI.TP581762,0.1415,0.4724
1344,PstI.TP582448,0.0472,0.0117
1345,PstI.TP582861,0.0625,0.048
1346,PstI.TP583331,0.2424,0.03846
1347,PstI.TP585913,0.1823,2.931
1348,PstI.TP587376,0.2965,6.728
1349,PstI.TP588220,0.2457,4.254
1350,PstI.TP588590,0.1386,10.33
1351,PstI.TP588782,0.1045,1.558
1352,PstI.TP590958,0.3383,0.2836
1353,PstI.TP591101,0.2374,2.854
1354,PstI.TP591413,0.2776,0.03716
1355,PstI.TP59735,0.3946,4.186
1356,PstI.TP604956,0.3948,0.2656
1357,PstI.TP605565,0.1412,0.5225
1358,PstI.TP605931,0.1321,0.09172
1359,PstI.TP607682,0.1814,0.00939
1360,PstI.TP607810,0.1422,7.028
1361,PstI.TP609049,0.05328,6.347
1362,PstI.TP6170,0.3503,2.255
1363,PstI.TP617376,0.2679,0.6148
1364,PstI.TP619468,0.1053,0.3616
1365,PstI.TP619768,0.2437,4.237
1366,PstI.TP620357,0.163,9.916
1367,PstI.TP621310,0.4401,0.2927
1368,PstI.TP621994,0.0129,0
1369,PstI.TP622176,0.3772,27.81
1370,PstI.TP626222,0.2554,0.1081
1371,PstI.TP626274,0.2289,1.288
1372,PstI.TP62793,0.3349,1.204
1373,PstI.TP629259,0.3772,9.993
1374,PstI.TP629726,0.05541,0.3299
1375,PstI.TP629786,0.06421,0.4632
1376,PstI.TP630324,0.1025,0.151
1377,PstI.TP631982,0.05019,0.00198
1378,PstI.TP632245,0.2045,1.382
1379,PstI.TP633054,0.1155,0.1803
1380,PstI.TP636784,0.2276,1.167
1381,PstI.TP637101,0.4896,8.1
1382,PstI.TP63807,0.228,2.954
1383,PstI.TP63816,0.4656,0.1822
1384,PstI.TP638471,0.377,0.5987
1385,PstI.TP639463,0.1771,22.73
1386,PstI.TP640478,0.2146,2.471
1387,PstI.TP640904,0.1244,0.3885
1388,PstI.TP640960,0.0388,0.044
1389,PstI.TP641744,0.2371,8.18E-05
1390,PstI.TP642281,0.1092,0.354
1391,PstI.TP643290,0.3907,5.134
1392,PstI.TP643551,0.389,0.9104
1393,PstI.TP643842,0.4963,14.8
1394,PstI.TP64429,0.0998,6.174
1395,PstI.TP644437,0.4126,2.257
1396,PstI.TP648569,0.1546,0.3001
1397,PstI.TP650369,0.07834,0.04455
1398,PstI.TP650956,0.09872,4.461
1399,PstI.TP652759,0.4308,2.981
1400,PstI.TP654004,0.1595,4.00E-04
1401,PstI.TP65497,0.0302,5.00E-04
1402,PstI.TP65639,0.1988,0.4345
1403,PstI.TP661215,0.2198,18.91
1404,PstI.TP661829,0.07276,0.992
1405,PstI.TP662789,0.4673,13.78
1406,PstI.TP663014,0.3195,0.02981
1407,PstI.TP663240,0.1115,2.209
1408,PstI.TP666628,0.3725,0.3937
1409,PstI.TP666982,0.1643,2.1
1410,PstI.TP671098,0.4595,0.001376
1411,PstI.TP675318,0.0216,0.1459
1412,PstI.TP677745,0.2351,6.77
1413,PstI.TP679058,0.05476,0.8634
1414,PstI.TP681191,0.07667,3.121
1415,PstI.TP681216,0.1693,0.2297
1416,PstI.TP682870,0.337,3.765
1417,PstI.TP684381,0.4432,3.568
1418,PstI.TP685319,0.2662,1.948
1419,PstI.TP687504,0.303,0.5216
1420,PstI.TP688010,0.1515,1.425
1421,PstI.TP688032,0.0208,6.74E-05
1422,PstI.TP68903,0.1053,0.04833
1423,PstI.TP68941,0.0517,0.035
1424,PstI.TP692582,0.3769,0.009623
1425,PstI.TP692748,0.0566,0.0077
1426,PstI.TP693499,0.0776,3.559
1427,PstI.TP696676,0.2292,16.04
1428,PstI.TP697323,0.2715,0.9181
1429,PstI.TP698613,0.2683,0.9779
1430,PstI.TP698973,0.1662,0.9542
1431,PstI.TP6990,0.4543,0.06955
1432,PstI.TP69959,0.06947,1.074
1433,PstI.TP700186,0.38,6.917
1434,PstI.TP700622,0.09033,1.209
1435,PstI.TP703729,0.2113,1.24
1436,PstI.TP704102,0.06264,1.691
1437,PstI.TP704596,0.08314,0.06917
1438,PstI.TP705829,0.0991,0.6287
1439,PstI.TP706479,0.3858,1.334
1440,PstI.TP706641,0.4473,0.3575
1441,PstI.TP707030,0.2731,0.6838
1442,PstI.TP708955,0.1042,16.46
1443,PstI.TP708980,0.1913,3.679
1444,PstI.TP712711,0.2043,0.1136
1445,PstI.TP713417,0.147,0.002837
1446,PstI.TP713933,0.0905,0
1447,PstI.TP714039,0.2282,0.06368
1448,PstI.TP714290,0.2328,6.767
1449,PstI.TP716101,0.2155,0.0222
1450,PstI.TP717531,0.4035,6.04
1451,PstI.TP71825,0.1623,6.561
1452,PstI.TP719892,0.1602,0.02146
1453,PstI.TP724345,0.3658,2.159
1454,PstI.TP724579,0.08681,1.872
1455,PstI.TP726225,0.4739,0.08787
1456,PstI.TP726235,0.3538,5.163
1457,PstI.TP728172,0.3554,0.3268
1458,PstI.TP730477,0.1792,1.466
1459,PstI.TP731358,0.1709,0.7145
1460,PstI.TP731882,0.08824,16.02
1461,PstI.TP732481,0.06863,1.222
1462,PstI.TP733510,0.2448,4.152
1463,PstI.TP734017,0.06134,0.5541
1464,PstI.TP734535,0.183,0.109
1465,PstI.TP736465,0.3431,13.77
1466,PstI.TP737551,0.09364,1.282
1467,PstI.TP737962,0.4219,0.8083
1468,PstI.TP73847,0.1097,1.491
1469,PstI.TP738688,0.06453,0.2573
1470,PstI.TP738881,0.2123,0.0929
1471,PstI.TP73962,0.4429,0.06432
1472,PstI.TP740140,0.218,0.4907
1473,PstI.TP740179,0.0417,0.0252
1474,PstI.TP740447,0.2843,0.003995
1475,PstI.TP742379,0.3848,3.586
1476,PstI.TP744262,0.1106,0.06725
1477,PstI.TP746004,0.3131,9.998
1478,PstI.TP747313,0.45,5.849
1479,PstI.TP747686,0.08549,0.004295
1480,PstI.TP748481,0.4508,6.331
1481,PstI.TP749093,0.4121,0.7116
1482,PstI.TP749310,0.2672,0
1483,PstI.TP750640,0.4614,0.2281
1484,PstI.TP752309,0.3908,0.9423
1485,PstI.TP753697,0.3698,1.55E-06
1486,PstI.TP75401,0.1364,0.1009
1487,PstI.TP754021,0.3597,0.3176
1488,PstI.TP760074,0.1352,3.493
1489,PstI.TP760791,0.1673,4.351
1490,PstI.TP761879,0.06978,0.09056
1491,PstI.TP762971,0.0647,2.00E-04
1492,PstI.TP764114,0.07105,0.5501
1493,PstI.TP768230,0.2132,2.903
1494,PstI.TP769101,0.1469,0.5535
1495,PstI.TP769160,0.2745,0.2977
1496,PstI.TP77040,0.4386,1.081
1497,PstI.TP770895,0.125,0.8367
1498,PstI.TP77161,0.1283,0.5281
1499,PstI.TP77203,0.2778,0.1815
1500,PstI.TP772432,0.4327,0.5738
1501,PstI.TP772632,0.181,18.1
1502,PstI.TP772842,0.1604,6.66
1503,PstI.TP774514,0.2912,3.57
1504,PstI.TP774685,0.2085,0.005667
1505,PstI.TP774963,0.2157,1.346
1506,PstI.TP774975,0.162,3.022
1507,PstI.TP776099,0.1701,0.1886
1508,PstI.TP77980,0.3529,0.7721
1509,PstI.TP780884,0.0802,0
1510,PstI.TP784632,0.3959,1.311
1511,PstI.TP784723,0.07867,0.441
1512,PstI.TP785259,0.2075,2.935
1513,PstI.TP788586,0.3534,0.0982
1514,PstI.TP789647,0.3443,3.418
1515,PstI.TP790069,0.2877,1.299
1516,PstI.TP793039,0.0905,0.0116
1517,PstI.TP793469,0.06402,0.2247
1518,PstI.TP794382,0.0175,8.79
1519,PstI.TP795437,0.4832,0.2325
1520,PstI.TP79904,0.3558,4.778
1521,PstI.TP800100,0.2359,0.9547
1522,PstI.TP803367,0.3736,1.437
1523,PstI.TP803702,0.1262,5.513
1524,PstI.TP804124,0.4978,5.922
1525,PstI.TP806728,0.2655,2.516
1526,PstI.TP808992,0.2,1.425
1527,PstI.TP809778,0.0302,0
1528,PstI.TP81443,0.1247,0.3151
1529,PstI.TP81487,0.4757,1.57
1530,PstI.TP815540,0.101,0.1412
1531,PstI.TP816739,0.2728,9.681
1532,PstI.TP817327,0.3575,0.8935
1533,PstI.TP817382,0.08545,0.1527
1534,PstI.TP81983,0.291,0.2354
1535,PstI.TP820348,0.0172,4.65E-05
1536,PstI.TP821655,0.1802,0.5727
1537,PstI.TP823292,0.0654,5.383
1538,PstI.TP825325,0.1885,0.3788
1539,PstI.TP827342,0.1057,1.185
1540,PstI.TP827439,0.1248,12.32
1541,PstI.TP829377,0.3505,5.684
1542,PstI.TP831544,0.181,0.1162
1543,PstI.TP833447,0.1344,3.98
1544,PstI.TP836173,0.2506,17.62
1545,PstI.TP83629,0.1001,2.727
1546,PstI.TP836762,0.4705,2.09
1547,PstI.TP8376,0.2026,42.71
1548,PstI.TP838226,0.237,6.703
1549,PstI.TP842010,0.4693,8.294
1550,PstI.TP842850,0.4933,0.2467
1551,PstI.TP84350,0.05147,0.0006891
1552,PstI.TP844026,0.4641,0.4704
1553,PstI.TP846031,0.2631,0.09714
1554,PstI.TP84606,0.4291,0.001725
1555,PstI.TP846324,0.1657,0.5428
1556,PstI.TP846605,0.306,8.373
1557,PstI.TP84709,0.157,2.123
1558,PstI.TP849015,0.192,2.183
1559,PstI.TP849929,0.2418,0.05358
1560,PstI.TP850999,0.09049,0.2952
1561,PstI.TP851309,0.0388,0
1562,PstI.TP852002,0.4123,0.1534
1563,PstI.TP852912,0.136,25.49
1564,PstI.TP853971,0.1013,1.048
1565,PstI.TP854160,0.1515,0.3905
1566,PstI.TP854372,0.1675,0.81
1567,PstI.TP855773,0.284,0.1685
1568,PstI.TP85647,0.0566,33.26
1569,PstI.TP856852,0.1853,7.976
1570,PstI.TP86184,0.1709,0.5861
1571,PstI.TP861953,0.07318,0.3715
1572,PstI.TP862144,0.2434,0.2624
1573,PstI.TP862456,0.256,0.1949
1574,PstI.TP865412,0.0172,2.15E-06
1575,PstI.TP865711,0.4811,9.886
1576,PstI.TP865965,0.1851,0.05348
1577,PstI.TP867146,0.2053,1.426
1578,PstI.TP867312,0.2255,0.02326
1579,PstI.TP86735,0.3147,0.1081
1580,PstI.TP87397,0.2151,1.679
1581,PstI.TP874146,0.056,13.51
1582,PstI.TP875104,0.06642,0.09453
1583,PstI.TP875140,0.2159,0.6415
1584,PstI.TP875866,0.0417,8.00E-04
1585,PstI.TP876839,0.0388,13.33
1586,PstI.TP878450,0.2471,3.499
1587,PstI.TP87872,0.3761,0.2304
1588,PstI.TP8793,0.08829,1.447
1589,PstI.TP879786,0.0782,0.3722
1590,PstI.TP885027,0.3725,0.16
1591,PstI.TP892247,0.2272,2.17
1592,PstI.TP89282,0.1146,16.06
1593,PstI.TP89289,0.1521,3.935
1594,PstI.TP896950,0.2198,3.337
1595,PstI.TP897375,0.0647,7.26E-05
1596,PstI.TP898128,0.2198,7.097
1597,PstI.TP901545,0.033,0
1598,PstI.TP908218,0.08976,0.214
1599,PstI.TP908813,0.0566,2.00E-04
1600,PstI.TP911474,0.05035,1.249
1601,PstI.TP91211,0.1565,5.398
1602,PstI.TP913158,0.2582,0.2015
1603,PstI.TP913405,0.4367,0.424
1604,PstI.TP917245,0.4384,0.005838
1605,PstI.TP919648,0.0142,0
1606,PstI.TP921767,0.1942,3.135
1607,PstI.TP9218,0.1179,0.1275
1608,PstI.TP922777,0.3294,3.214
1609,PstI.TP924331,0.3706,1.73
1610,PstI.TP925474,0.3621,0.003007
1611,PstI.TP9255,0.1078,10.31
1612,PstI.TP926141,0.4624,1.009
1613,PstI.TP926161,0.3126,0.8731
1614,PstI.TP926766,0.05471,1.342
1615,PstI.TP928628,0.07083,0.01013
1616,PstI.TP929267,0.1552,2.436
1617,PstI.TP931336,0.06536,0.5047
1618,PstI.TP933571,0.2405,0.01451
1619,PstI.TP933601,0.07759,1.783
1620,PstI.TP935651,0.2083,22.66
1621,PstI.TP936322,0.05361,0.03181
1622,PstI.TP937088,0.1966,0.01947
1623,PstI.TP937273,0.06478,0.8327
1624,PstI.TP937371,0.08939,0.7772
1625,PstI.TP937634,0.4379,0.9657
1626,PstI.TP937847,0.2783,0.01854
1627,PstI.TP938416,0.0474,5.19E-05
1628,PstI.TP939692,0.0216,3.23E-06
1629,PstI.TP939825,0.2701,1.949
1630,PstI.TP940076,0.1135,0.01467
1631,PstI.TP940968,0.08571,0.6471
1632,PstI.TP941024,0.08275,0.7655
1633,PstI.TP942201,0.1085,0
1634,PstI.TP944489,0.07769,1.648
1635,PstI.TP944699,0.1865,0.1694
1636,PstI.TP947758,0.3376,2.088
1637,PstI.TP947829,0.09152,0.06828
1638,PstI.TP94792,0.3097,0.0001209
1639,PstI.TP94935,0.05084,3.155
1640,PstI.TP949560,0.1022,3.24
1641,PstI.TP955356,0.1771,0.9059
1642,PstI.TP956112,0.1698,6.716
1643,PstI.TP960878,0.1059,2.796
1644,PstI.TP963472,0.4752,0.1265
1645,PstI.TP96410,0.194,0.0131
1646,PstI.TP968463,0.0425,0
1647,PstI.TP968747,0.4001,0.7125
1648,PstI.TP968973,0.0302,9.53E-06
1649,PstI.TP969692,0.1524,1.436
1650,PstI.TP972096,0.0312,0
1651,PstI.TP973471,0.3413,0.01217
1652,PstI.TP976336,0.1407,0.02679
1653,PstI.TP977650,0.05085,0.0608
1654,PstI.TP978043,0.2391,2.82
1655,PstI.TP978122,0.1391,1.746
1656,PstI.TP97986,0.2177,0.04371
1657,PstI.TP981594,0.07691,0.0225
1658,PstI.TP982139,0.06771,5.214
1659,PstI.TP983069,0.0516,0.0649
1660,PstI.TP984285,0.3621,0.6274
1661,PstI.TP985315,0.05254,4.797
1662,PstI.TP989477,0.09216,1.415
1663,PstI.TP989816,0.3187,3.444
1664,PstI.TP990430,0.3356,6.162
1665,PstI.TP991117,0.0625,1.987
1666,PstI.TP991511,0.2125,1.013
1667,PstI.TP991542,0.1496,0.0001675
1668,PstI.TP992016,0.1368,0.01765
1669,PstI.TP992224,0.1427,0.7311
1670,PstI.TP995394,0.4858,0.4858
1671,PstI.TP996140,0.4945,7.024
1672,PstI.TP99861,0.2358,1.963
1673,PstI.TP998803,0.0647,1.05E-05
1674,PstI.TP999900,0.07652,6.821
1675,SSk40ctg20422_195,0.05229,1.317
