,SNP,Chromosome,Position,P.value,MAF,Ind.SNP,PS,Software,Method,Trait.name,PVE,P.value.1
8959,PstI.TP685319,11,4739,4.97E-05,0.266232842,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,1.628325715,5.00E-05
8960,PstI.TP685319,11,4739,2.23E-05,0.266232842,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,1.272306216,2.00E-05
8961,PstI.TP685319,11,4739,2.29E-05,0.266232842,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,1.17310473,2.00E-05
8962,PstI.TP685319,11,4739,9.42E-05,0.266232842,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HD_1,1.404348865,9.00E-05
8963,PstI.TP685319,11,4739,2.84E-05,0.266232842,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HW_1,1.42050986,3.00E-05
8965,PstI.TP687504,11,4751,5.61E-05,0.303047997,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,0.465258281,6.00E-05
8966,PstI.TP687504,11,4751,1.18E-05,0.303047997,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,0.445754695,1.00E-05
8967,PstI.TP687504,11,4751,1.33E-05,0.303047997,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,0.394716562,1.00E-05
8968,PstI.TP687504,11,4751,1.68E-05,0.303047997,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,0.388214909,2.00E-05
8969,PstI.TP687504,11,4751,5.14E-05,0.303047997,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.26456007,5.00E-05
8970,PstI.TP687504,11,4751,4.14E-06,0.303047997,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,0.351851538,4.00E-06
8971,PstI.TP687504,11,4751,4.58E-05,0.303047997,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.497218002,5.00E-05
8972,PstI.TP687504,11,4751,1.39E-05,0.303047997,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_50,0.521624098,1.00E-05
8973,PstI.TP687504,11,4751,0.000155029,0.303047997,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HM_1,0.209158571,2.00E-04
8974,PstI.TP687504,11,4751,3.42E-05,0.303047997,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HW_50,0.407855306,3.00E-05
8975,PstI.TP688010,4,4574449,0.000383352,0.151514377,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,1.425145369,4.00E-04
8980,PstI.TP698613,11,4826,6.91E-05,0.268306302,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_50,0.832143515,7.00E-05
8981,PstI.TP698613,11,4826,8.66E-05,0.268306302,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,0.923210648,9.00E-05
8982,PstI.TP698613,11,4826,0.00010894,0.268306302,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,0.938323755,1.00E-04
8983,PstI.TP698613,11,4826,3.45E-05,0.268306302,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_1,0.782647201,3.00E-05
8984,PstI.TP698613,11,4826,9.39E-05,0.268306302,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,0.937963981,9.00E-05
8985,PstI.TP698613,11,4826,1.12E-06,0.268306302,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.977904089,1.00E-06
8986,PstI.TP698613,11,4826,0.000101068,0.268306302,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,0.813462625,1.00E-04
8987,PstI.TP698613,11,4826,9.30E-05,0.268306302,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.822544986,9.00E-05
8988,PstI.TP698973,11,4833,8.51E-05,0.166200012,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.954154842,9.00E-05
8989,PstI.TP6990,1,79172378,0.000686119,0.454270521,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.069551932,7.00E-04
8990,PstI.TP69959,9,57639787,0.000445415,0.069469404,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.842494958,4.00E-04
8991,PstI.TP703729,3,68112941,0.000496708,0.211288482,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,1.175295149,5.00E-04
8993,PstI.TP704102,3,72097083,0.000770636,0.062641627,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,1.690624633,8.00E-04
8994,PstI.TP704596,2,3325739,0.000474579,0.083143255,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.069168837,5.00E-04
8995,PstI.TP704596,2,3325739,0.000481689,0.083143255,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.055847976,5.00E-04
8996,PstI.TP706479,2,14264983,0.000477464,0.385846786,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.897381973,5.00E-04
8997,PstI.TP708980,1,78991790,0.000382884,0.191311343,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,3.622788463,4.00E-04
8998,PstI.TP708980,1,78991790,0.000150436,0.191311343,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,3.678704028,2.00E-04
8999,PstI.TP712711,11,4932,0.000421183,0.204265263,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.113620451,4.00E-04
9000,PstI.TP713417,10,19939847,0.000833134,0.146954144,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.002837399,8.00E-04
9001,PstI.TP714039,10,55773042,0.000685694,0.2281949,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.007274467,7.00E-04
9002,PstI.TP717531,8,162336,0.000135598,0.403463139,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,6.040186912,1.00E-04
9004,PstI.TP71825,3,57464060,0.00074401,0.162347285,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,6.561436708,7.00E-04
9006,PstI.TP719892,5,64652954,7.03E-05,0.160162049,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,0.021455086,7.00E-05
9007,PstI.TP719892,5,64652954,0.00022917,0.160162049,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,2.35E-05,2.00E-04
9008,PstI.TP719892,5,64652954,2.15E-05,0.160162049,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.008146771,2.00E-05
9009,PstI.TP719892,5,64652954,0.000100157,0.160162049,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,0.014365676,1.00E-04
9010,PstI.TP719892,5,64652954,4.63E-05,0.160162049,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.000883416,5.00E-05
9015,PstI.TP724345,5,71593518,6.03E-05,0.365823636,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_50,1.523803865,6.00E-05
9016,PstI.TP724345,5,71593518,6.50E-05,0.365823636,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprind,1.583248216,7.00E-05
9017,PstI.TP724345,5,71593518,0.000262793,0.365823636,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,1.63404293,3.00E-04
9018,PstI.TP724345,5,71593518,1.93E-05,0.365823636,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,1.486677383,2.00E-05
9019,PstI.TP724345,5,71593518,8.32E-05,0.365823636,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,1.411804079,8.00E-05
9020,PstI.TP724345,5,71593518,1.78E-05,0.365823636,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,1.425928784,2.00E-05
9021,PstI.TP724345,5,71593518,0.00012013,0.365823636,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HM_1,1.090993038,1.00E-04
9022,PstI.TP724579,6,33982965,0.001084992,0.086807914,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,1.871921897,0.001
9023,PstI.TP726235,11,5012,4.11E-05,0.353845904,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,4.926471427,4.00E-05
9024,PstI.TP726235,11,5012,0.001030496,0.353845904,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,5.163442226,0.001
9027,PstI.TP728172,3,5787468,0.000598479,0.355370043,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.326829991,6.00E-04
9031,PstI.TP731358,8,62664658,0.000103782,0.170874062,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.632930294,1.00E-04
9033,PstI.TP731882,3,19716780,0.000132845,0.088235294,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,9.538734573,1.00E-04
9034,PstI.TP731882,3,19716780,0.00080349,0.088235294,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,10.20939764,8.00E-04
9035,PstI.TP733510,11,5059,0.00086489,0.244813492,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,4.151837425,9.00E-04
9037,PstI.TP734535,8,59703274,0.001102666,0.183006536,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.001639601,0.001
9039,PstI.TP736465,11,5084,0.000867111,0.343090943,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,13.76925915,9.00E-04
9041,PstI.TP73847,11,621,0.000167702,0.109713351,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_1,0.90706962,2.00E-04
9042,PstI.TP73847,11,621,0.000417356,0.109713351,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,1.490899611,4.00E-04
9043,PstI.TP73962,8,6017334,2.47E-05,0.44294112,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,0.007278974,2.00E-05
9044,PstI.TP73962,8,6017334,0.000162279,0.44294112,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,0.010804493,2.00E-04
9045,PstI.TP73962,8,6017334,0.000163314,0.44294112,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,0.016495367,2.00E-04
9046,PstI.TP73962,8,6017334,0.000121587,0.44294112,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,0.008131204,1.00E-04
9047,PstI.TP73962,8,6017334,0.000229049,0.44294112,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.064315136,2.00E-04
9048,PstI.TP73962,8,6017334,0.000711727,0.44294112,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.005221204,7.00E-04
9049,PstI.TP740140,9,1528558,0.000246973,0.217971437,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,0.203711709,2.00E-04
9050,PstI.TP740140,9,1528558,0.000260436,0.217971437,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.371584367,3.00E-04
9051,PstI.TP740140,9,1528558,0.000782201,0.217971437,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.490711798,8.00E-04
9052,PstI.TP740447,7,54863441,1.99E-05,0.284313725,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_1,0.000458518,2.00E-05
9053,PstI.TP740447,7,54863441,0.000476293,0.284313725,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.003994804,5.00E-04
9055,PstI.TP742379,2,63540984,0.000350174,0.384822558,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,3.585579692,4.00E-04
9056,PstI.TP742379,2,63540984,0.000489432,0.384822558,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,3.372616447,5.00E-04
9058,PstI.TP744262,4,48092727,0.000504101,0.110576446,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.036840418,5.00E-04
9060,PstI.TP747313,2,53434843,0.000441262,0.450000028,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,5.55563629,4.00E-04
9061,PstI.TP747313,2,53434843,9.89E-05,0.450000028,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,5.189012977,1.00E-04
9063,PstI.TP747686,5,191126,0.000189422,0.08549444,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.004294965,2.00E-04
9064,PstI.TP748481,11,5175,0.000939855,0.450754568,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,6.014117817,9.00E-04
9065,PstI.TP749093,2,74477521,8.93E-05,0.412106485,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.711640332,9.00E-05
9066,PstI.TP749093,2,74477521,9.64E-05,0.412106485,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HM_1,0.271513763,1.00E-04
9067,PstI.TP750640,3,11819956,0.000124843,0.461433702,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.22809226,1.00E-04
9070,PstI.TP75401,11,632,0.000109697,0.136385484,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_1,0.100917337,1.00E-04
9071,PstI.TP75401,11,632,0.000325444,0.136385484,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.067599545,3.00E-04
9072,PstI.TP760074,11,5247,0.00025742,0.135225242,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,3.382471574,3.00E-04
9073,PstI.TP760791,9,56736412,0.000727384,0.167265218,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,4.35063664,7.00E-04
9076,PstI.TP761879,3,68191140,0.000327685,0.069780782,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.041182795,3.00E-04
9077,PstI.TP761879,3,68191140,0.000457019,0.069780782,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.082715517,5.00E-04
9078,PstI.TP761879,3,68191140,0.000140587,0.069780782,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HM_1,0.09056125,1.00E-04
9079,PstI.TP764114,11,5274,0.000102765,0.071048469,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.550146685,1.00E-04
9080,PstI.TP768230,4,48611784,0.000334436,0.213154128,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,2.273450997,3.00E-04
9081,PstI.TP769160,2,60455158,0.000150236,0.274509804,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.297724796,2.00E-04
9082,PstI.TP769160,2,60455158,0.001074713,0.274509804,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.269659784,0.001
9083,PstI.TP77040,4,1147463,1.79E-05,0.438622778,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_1,1.054861295,2.00E-05
9084,PstI.TP77040,4,1147463,1.28E-05,0.438622778,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,0.9507356,1.00E-05
9085,PstI.TP77040,4,1147463,1.39E-05,0.438622778,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,0.999294337,1.00E-05
9086,PstI.TP77040,4,1147463,5.35E-05,0.438622778,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,0.899245798,5.00E-05
9087,PstI.TP77040,4,1147463,8.39E-05,0.438622778,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_1,0.95899734,8.00E-05
9088,PstI.TP77040,4,1147463,6.32E-05,0.438622778,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,0.94228645,6.00E-05
9089,PstI.TP77040,4,1147463,1.86E-05,0.438622778,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.971484476,2.00E-05
9090,PstI.TP77040,4,1147463,6.33E-05,0.438622778,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,0.93333938,6.00E-05
9091,PstI.TP77040,4,1147463,1.57E-06,0.438622778,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_50,0.998307545,2.00E-06
9092,PstI.TP77040,4,1147463,4.62E-06,0.438622778,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HD_1,1.079887211,5.00E-06
9093,PstI.TP77040,4,1147463,2.48E-05,0.438622778,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HD_50,0.928640711,2.00E-05
9094,PstI.TP77040,4,1147463,3.75E-05,0.438622778,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HW_1,1.080932316,4.00E-05
9095,PstI.TP77040,4,1147463,4.23E-05,0.438622778,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HW_50,0.803618658,4.00E-05
9097,PstI.TP77161,7,62007705,0.00078319,0.12830832,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.528141055,8.00E-04
9098,PstI.TP774514,3,2411196,0.000700532,0.291183924,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,3.265779616,7.00E-04
9099,PstI.TP774963,6,1911989,4.21E-05,0.215686275,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,1.141821219,4.00E-05
9100,PstI.TP774963,6,1911989,6.73E-05,0.215686275,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.991083282,7.00E-05
9101,PstI.TP774963,6,1911989,0.000181378,0.215686275,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,1.133899697,2.00E-04
9102,PstI.TP774963,6,1911989,0.000705512,0.215686275,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.99914653,7.00E-04
9103,PstI.TP774975,1,61157443,0.000870055,0.162035586,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,2.346849933,9.00E-04
9106,PstI.TP77980,10,10346907,5.47E-05,0.352865663,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,0.655874945,5.00E-05
9107,PstI.TP77980,10,10346907,6.98E-05,0.352865663,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.655972547,7.00E-05
9108,PstI.TP77980,10,10346907,0.000105649,0.352865663,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.77214867,1.00E-04
9109,PstI.TP784632,3,4314116,0.000207222,0.395938596,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,1.151002907,2.00E-04
9110,PstI.TP784723,1,14438505,8.47E-05,0.078666073,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HM_1,0.441017592,8.00E-05
9117,PstI.TP793469,11,5489,0.000213947,0.064023787,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,0.196416865,2.00E-04
9118,PstI.TP793469,11,5489,0.000135679,0.064023787,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,0.224691551,1.00E-04
9119,PstI.TP793469,11,5489,0.0001442,0.064023787,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,0.217021766,1.00E-04
9120,PstI.TP793469,11,5489,0.000526664,0.064023787,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.144891128,5.00E-04
9121,PstI.TP793469,11,5489,3.50E-05,0.064023787,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_50,0.217323859,4.00E-05
9122,PstI.TP793469,11,5489,5.96E-06,0.064023787,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HD_50,0.17909999,6.00E-06
9123,PstI.TP793469,11,5489,4.69E-05,0.064023787,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HM_1,0.078551613,5.00E-05
9125,PstI.TP795437,11,5502,7.13E-05,0.483209083,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,0.078037113,7.00E-05
9126,PstI.TP795437,11,5502,0.00018327,0.483209083,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,0.088634506,2.00E-04
9127,PstI.TP795437,11,5502,0.000196226,0.483209083,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,0.090191845,2.00E-04
9128,PstI.TP795437,11,5502,0.000294977,0.483209083,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.204874152,3.00E-04
9129,PstI.TP795437,11,5502,0.000361292,0.483209083,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,0.041753956,4.00E-04
9130,PstI.TP795437,11,5502,0.000398431,0.483209083,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.162031633,4.00E-04
9131,PstI.TP795437,11,5502,0.000105533,0.483209083,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HD_1,0.227882462,1.00E-04
9134,PstI.TP79904,2,58722578,0.00010652,0.355759042,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,4.777835538,1.00E-04
9136,PstI.TP803702,11,5570,0.00016475,0.12624217,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,5.513199171,2.00E-04
9137,PstI.TP804124,11,5573,0.000115185,0.497777096,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,5.165769266,1.00E-04
9138,PstI.TP804124,11,5573,0.000221759,0.497777096,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,5.778011587,2.00E-04
9139,PstI.TP804124,11,5573,0.000341934,0.497777096,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,5.135425196,3.00E-04
9140,PstI.TP806728,11,5588,0.00026999,0.265472674,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,2.384060183,3.00E-04
9141,PstI.TP808992,2,62812242,0.000476171,0.199953259,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,1.425452362,5.00E-04
9142,PstI.TP81443,3,72402402,0.000192715,0.124667546,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,0.31509076,2.00E-04
9143,PstI.TP81443,3,72402402,0.000137574,0.124667546,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,0.188905583,1.00E-04
9144,PstI.TP81443,3,72402402,0.00015326,0.124667546,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,0.182769571,2.00E-04
9145,PstI.TP816739,1,64060896,0.000140715,0.272807259,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,7.537653854,1.00E-04
9146,PstI.TP816739,1,64060896,0.000393313,0.272807259,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,8.146401653,4.00E-04
9148,PstI.TP81983,11,682,0.000115114,0.291041566,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.235365141,1.00E-04
9151,PstI.TP823292,11,5698,0.000295525,0.065404623,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,5.382735772,3.00E-04
9152,PstI.TP827342,3,56694405,0.000175649,0.105745554,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.658422728,2.00E-04
9153,PstI.TP827342,3,56694405,3.95E-05,0.105745554,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,1.185480648,4.00E-05
9154,PstI.TP827342,3,56694405,3.55E-05,0.105745554,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.696106162,4.00E-05
9155,PstI.TP827439,9,56440541,0.000188341,0.124756507,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,12.31598622,2.00E-04
9156,PstI.TP829377,11,5738,2.69E-05,0.350498404,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_1,5.684251537,3.00E-05
9158,PstI.TP836173,11,5793,2.45E-06,0.25057891,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,0.865830187,2.00E-06
9159,PstI.TP836173,11,5793,3.76E-06,0.25057891,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,0.576129662,4.00E-06
9160,PstI.TP836173,11,5793,7.98E-06,0.25057891,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,0.606294845,8.00E-06
9161,PstI.TP836173,11,5793,8.52E-05,0.25057891,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_1,0.619307794,9.00E-05
9162,PstI.TP836173,11,5793,8.09E-06,0.25057891,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,0.572142788,8.00E-06
9163,PstI.TP836173,11,5793,1.84E-06,0.25057891,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.53206436,2.00E-06
9164,PstI.TP836173,11,5793,0.000117895,0.25057891,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.533635491,1.00E-04
9165,PstI.TP836173,11,5793,1.81E-05,0.25057891,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_50,0.514587738,2.00E-05
9166,PstI.TP836173,11,5793,6.50E-05,0.25057891,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HW_50,0.675344766,6.00E-05
9167,PstI.TP83629,3,8924840,0.000314413,0.100105253,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,1.772216945,3.00E-04
9168,PstI.TP83629,3,8924840,0.000126165,0.100105253,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HM_1,2.726955647,1.00E-04
9169,PstI.TP836762,11,5799,5.36E-06,0.470475158,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,2.089605808,5.00E-06
9170,PstI.TP836762,11,5799,0.00016539,0.470475158,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,1.525226592,2.00E-04
9171,PstI.TP836762,11,5799,2.52E-05,0.470475158,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,1.527630871,3.00E-05
9172,PstI.TP836762,11,5799,8.74E-05,0.470475158,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_1,1.702802944,9.00E-05
9173,PstI.TP836762,11,5799,1.89E-05,0.470475158,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,1.546756715,2.00E-05
9174,PstI.TP836762,11,5799,7.11E-05,0.470475158,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,1.708703503,7.00E-05
9175,PstI.TP836762,11,5799,4.86E-05,0.470475158,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,1.761350865,5.00E-05
9176,PstI.TP836762,11,5799,0.000112877,0.470475158,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,1.609561371,1.00E-04
9177,PstI.TP836762,11,5799,6.79E-05,0.470475158,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_50,1.347351267,7.00E-05
9178,PstI.TP836762,11,5799,5.20E-05,0.470475158,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HW_1,1.795181274,5.00E-05
9179,PstI.TP838226,7,56380657,0.000732116,0.237013277,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,6.703234396,7.00E-04
9181,PstI.TP842010,11,5828,0.00102145,0.469322563,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,8.294439072,0.001
9182,PstI.TP842850,6,56119362,0.000251005,0.493337474,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,0.205763706,3.00E-04
9183,PstI.TP842850,6,56119362,0.000235792,0.493337474,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,0.182579267,2.00E-04
9184,PstI.TP842850,6,56119362,0.000131532,0.493337474,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_50,0.246678465,1.00E-04
