"","SNP","Gene","chr","start","end","width","strand"
"PstI.TP1743876","PstI.TP174387","Sobic.010G051400.1","Chr10",3980102,3990381,10280,"-"
"PstI.TP1751251","PstI.TP175125","Sobic.005G126200.1","Chr05",55033165,55035030,1866,"-"
"PstI.TP1751252","PstI.TP175125","Sobic.005G126300.1","Chr05",55036181,55040015,3835,"-"
"PstI.TP1751253","PstI.TP175125","Sobic.005G126300.2","Chr05",55036181,55040015,3835,"-"
"PstI.TP1756531","PstI.TP175653","Sobic.004G306100.2","Chr04",64440836,64451263,10428,"+"
"PstI.TP1756532","PstI.TP175653","Sobic.004G306300.1","Chr04",64454825,64456355,1531,"+"
"PstI.TP1756533","PstI.TP175653","Sobic.004G306200.1","Chr04",64451754,64453755,2002,"-"
"PstI.TP1766631","PstI.TP176663","Sobic.010G013500.2","Chr10",1130361,1133507,3147,"-"
"PstI.TP1766632","PstI.TP176663","Sobic.010G013600.1","Chr10",1138413,1142125,3713,"-"
"PstI.TP1766633","PstI.TP176663","Sobic.010G013700.1","Chr10",1142782,1144871,2090,"-"
"PstI.TP1778071","PstI.TP177807","Sobic.002G315450.1","Chr02",68890984,68891879,896,"+"
"PstI.TP1778072","PstI.TP177807","Sobic.002G315400.1","Chr02",68887410,68892912,5503,"-"
"PstI.TP1778073","PstI.TP177807","Sobic.002G315500.1","Chr02",68900042,68903380,3339,"-"
"PstI.TP1784551","PstI.TP178455","Sobic.008G106900.1","Chr08",50336070,50339835,3766,"+"
"PstI.TP1784552","PstI.TP178455","Sobic.008G107100.4","Chr08",50355639,50360433,4795,"+"
"PstI.TP1784553","PstI.TP178455","Sobic.008G107100.3","Chr08",50355795,50360433,4639,"+"
"PstI.TP1784554","PstI.TP178455","Sobic.008G107100.1","Chr08",50355795,50360525,4731,"+"
"PstI.TP1784555","PstI.TP178455","Sobic.008G107000.1","Chr08",50344852,50347261,2410,"-"
"PstI.TP1784556","PstI.TP178455","Sobic.008G107000.2","Chr08",50344854,50347261,2408,"-"
"PstI.TP1787201","PstI.TP178720","Sobic.001G301200.1","Chr01",58278650,58284112,5463,"+"
"PstI.TP1787202","PstI.TP178720","Sobic.001G301300.1","Chr01",58289455,58290954,1500,"+"
"PstI.TP1804651","PstI.TP180465","Sobic.001G454100.1","Chr01",73058804,73064545,5742,"+"
"PstI.TP1804652","PstI.TP180465","Sobic.001G454200.1","Chr01",73061860,73062909,1050,"+"
"PstI.TP1804653","PstI.TP180465","Sobic.001G454301.1","Chr01",73065985,73068874,2890,"-"
"PstI.TP180981","PstI.TP18098","Sobic.002G143100.1","Chr02",23771595,23773096,1502,"+"
"PstI.TP180982","PstI.TP18098","Sobic.002G143000.1","Chr02",23766685,23770440,3756,"-"
"PstI.TP1827521","PstI.TP182752","Sobic.004G208500.1","Chr04",55840759,55845719,4961,"+"
"PstI.TP1827522","PstI.TP182752","Sobic.004G208700.1","Chr04",55853269,55854467,1199,"+"
"PstI.TP1827523","PstI.TP182752","Sobic.004G208800.1","Chr04",55857761,55861531,3771,"+"
"PstI.TP1827524","PstI.TP182752","Sobic.004G208800.3","Chr04",55858499,55861531,3033,"+"
"PstI.TP1827525","PstI.TP182752","Sobic.004G208800.2","Chr04",55858944,55861531,2588,"+"
"PstI.TP1827526","PstI.TP182752","Sobic.004G208600.1","Chr04",55845960,55849561,3602,"-"
"PstI.TP1827527","PstI.TP182752","Sobic.004G208900.1","Chr04",55861658,55866882,5225,"-"
"PstI.TP1848361","PstI.TP184836","Sobic.009G235500.1","Chr09",57443765,57445058,1294,"+"
"PstI.TP1848362","PstI.TP184836","Sobic.009G235600.1","Chr09",57455381,57460430,5050,"+"
"PstI.TP1848363","PstI.TP184836","Sobic.009G235600.2","Chr09",57455381,57460430,5050,"+"
"PstI.TP1848364","PstI.TP184836","Sobic.009G235700.1","Chr09",57463125,57468608,5484,"+"
"PstI.TP1848365","PstI.TP184836","Sobic.009G235700.2","Chr09",57463125,57468608,5484,"+"
"PstI.TP1848366","PstI.TP184836","Sobic.009G235300.1","Chr09",57440852,57446671,5820,"-"
"PstI.TP1886411","PstI.TP188641","Sobic.003G071600.1","Chr03",6087430,6092352,4923,"+"
"PstI.TP1886412","PstI.TP188641","Sobic.003G071700.4","Chr03",6096149,6101805,5657,"+"
"PstI.TP1886413","PstI.TP188641","Sobic.003G071700.5","Chr03",6096149,6101805,5657,"+"
"PstI.TP1886414","PstI.TP188641","Sobic.003G071700.6","Chr03",6096149,6101805,5657,"+"
"PstI.TP1886415","PstI.TP188641","Sobic.003G071700.1","Chr03",6096155,6101805,5651,"+"
"PstI.TP1886416","PstI.TP188641","Sobic.003G071700.2","Chr03",6096155,6101805,5651,"+"
"PstI.TP1886417","PstI.TP188641","Sobic.003G071700.3","Chr03",6096155,6101805,5651,"+"
"PstI.TP1886418","PstI.TP188641","Sobic.003G071400.1","Chr03",6077386,6080800,3415,"-"
"PstI.TP1886419","PstI.TP188641","Sobic.003G071500.2","Chr03",6080801,6085472,4672,"-"
"PstI.TP1896681","PstI.TP189668","Sobic.006G276900.1","Chr06",60777050,60778932,1883,"+"
"PstI.TP1896682","PstI.TP189668","Sobic.006G276700.2","Chr06",60765127,60769426,4300,"-"
"PstI.TP1896683","PstI.TP189668","Sobic.006G276700.3","Chr06",60765127,60769426,4300,"-"
"PstI.TP1896684","PstI.TP189668","Sobic.006G276801.1","Chr06",60773433,60774781,1349,"-"
"PstI.TP1896685","PstI.TP189668","Sobic.006G277000.1","Chr06",60779025,60783205,4181,"-"
"PstI.TP1896686","PstI.TP189668","Sobic.006G277000.2","Chr06",60779025,60783205,4181,"-"
"PstI.TP1950381","PstI.TP195038","Sobic.001G452500.1","Chr01",72909715,72912277,2563,"+"
"PstI.TP1950382","PstI.TP195038","Sobic.001G452200.1","Chr01",72892375,72895915,3541,"-"
"PstI.TP1950383","PstI.TP195038","Sobic.001G452300.1","Chr01",72899027,72899699,673,"-"
"PstI.TP1950384","PstI.TP195038","Sobic.001G452400.1","Chr01",72902342,72904113,1772,"-"
"PstI.TP1958221","PstI.TP195822","Sobic.007G175300.1","Chr07",60937508,60938415,908,"-"
"PstI.TP1958222","PstI.TP195822","Sobic.007G175400.2","Chr07",60945187,60946145,959,"-"
"PstI.TP1958223","PstI.TP195822","Sobic.007G175500.2","Chr07",60946977,60948155,1179,"-"
"PstI.TP1959261","PstI.TP195926","Sobic.010G178600.1","Chr10",51655151,51678264,23114,"+"
"PstI.TP1959262","PstI.TP195926","Sobic.010G178600.2","Chr10",51657088,51678285,21198,"+"
"PstI.TP1959263","PstI.TP195926","Sobic.010G178700.2","Chr10",51681001,51683061,2061,"+"
"PstI.TP1959264","PstI.TP195926","Sobic.010G178800.1","Chr10",51683062,51687453,4392,"+"
"PstI.TP1970881","PstI.TP197088","Sobic.003G288900.1","Chr03",62188346,62188879,534,"+"
"PstI.TP1970882","PstI.TP197088","Sobic.003G289000.1","Chr03",62189032,62190196,1165,"+"
"PstI.TP1970883","PstI.TP197088","Sobic.003G289100.1","Chr03",62191757,62192727,971,"+"
"PstI.TP1970884","PstI.TP197088","Sobic.003G289200.1","Chr03",62194599,62195288,690,"+"
"PstI.TP1970885","PstI.TP197088","Sobic.003G289300.1","Chr03",62197832,62198487,656,"+"
"PstI.TP1970886","PstI.TP197088","Sobic.003G289400.2","Chr03",62201636,62205637,4002,"-"
"PstI.TP1970887","PstI.TP197088","Sobic.003G289400.1","Chr03",62201653,62205637,3985,"-"
"PstI.TP1984191","PstI.TP198419","Sobic.007G026300.1","Chr07",2408865,2413000,4136,"+"
"PstI.TP1984192","PstI.TP198419","Sobic.007G026200.1","Chr07",2404024,2408695,4672,"-"
"PstI.TP1984193","PstI.TP198419","Sobic.007G026400.1","Chr07",2413277,2414767,1491,"-"
"PstI.TP1996061","PstI.TP199606","Sobic.001G119000.1","Chr01",9269722,9270780,1059,"+"
"PstI.TP1996062","PstI.TP199606","Sobic.001G119100.1","Chr01",9273612,9274442,831,"+"
"PstI.TP1996063","PstI.TP199606","Sobic.001G119200.1","Chr01",9275811,9277067,1257,"+"
"PstI.TP1996064","PstI.TP199606","Sobic.001G119300.1","Chr01",9280101,9284110,4010,"+"
"PstI.TP201451","PstI.TP20145","Sobic.004G032000.1","Chr04",2586184,2589843,3660,"+"
"PstI.TP201452","PstI.TP20145","Sobic.004G032100.1","Chr04",2592886,2596391,3506,"+"
"PstI.TP201453","PstI.TP20145","Sobic.004G032100.2","Chr04",2592886,2596391,3506,"+"
"PstI.TP201454","PstI.TP20145","Sobic.004G032200.1","Chr04",2596879,2600259,3381,"+"
"PstI.TP201455","PstI.TP20145","Sobic.004G032300.1","Chr04",2604252,2605787,1536,"-"
"PstI.TP2022841","PstI.TP202284","Sobic.010G219600.1","Chr10",56183058,56187947,4890,"+"
"PstI.TP2022842","PstI.TP202284","Sobic.010G219300.1","Chr10",56166553,56167156,604,"-"
"PstI.TP2022843","PstI.TP202284","Sobic.010G219400.6","Chr10",56169332,56172908,3577,"-"
"PstI.TP2022844","PstI.TP202284","Sobic.010G219400.10","Chr10",56169332,56173729,4398,"-"
"PstI.TP2022845","PstI.TP202284","Sobic.010G219400.3","Chr10",56169332,56173729,4398,"-"
"PstI.TP2022846","PstI.TP202284","Sobic.010G219400.5","Chr10",56169332,56173729,4398,"-"
"PstI.TP2022847","PstI.TP202284","Sobic.010G219400.7","Chr10",56169332,56173729,4398,"-"
"PstI.TP2022848","PstI.TP202284","Sobic.010G219400.8","Chr10",56169332,56173729,4398,"-"
"PstI.TP2022849","PstI.TP202284","Sobic.010G219400.9","Chr10",56169332,56173729,4398,"-"
"PstI.TP20228410","PstI.TP202284","Sobic.010G219500.2","Chr10",56174464,56175971,1508,"-"
"PstI.TP2036331","PstI.TP203633","Sobic.003G135700.2","Chr03",12889287,12895440,6154,"+"
"PstI.TP2036332","PstI.TP203633","Sobic.003G135700.3","Chr03",12889287,12895440,6154,"+"
"PstI.TP2036333","PstI.TP203633","Sobic.003G135800.1","Chr03",12896163,12897553,1391,"+"
"PstI.TP2036334","PstI.TP203633","Sobic.003G135900.1","Chr03",12897686,12898870,1185,"-"
"PstI.TP2036335","PstI.TP203633","Sobic.003G136000.2","Chr03",12903731,12906474,2744,"-"
"PstI.TP2036336","PstI.TP203633","Sobic.003G136000.1","Chr03",12903774,12906474,2701,"-"
"PstI.TP2082921","PstI.TP208292","Sobic.002G281900.1","Chr02",66333779,66337423,3645,"+"
"PstI.TP2082922","PstI.TP208292","Sobic.002G281700.1","Chr02",66313138,66316738,3601,"-"
"PstI.TP2082923","PstI.TP208292","Sobic.002G281800.2","Chr02",66320716,66323335,2620,"-"
"PstI.TP2082924","PstI.TP208292","Sobic.002G281850.1","Chr02",66330618,66333811,3194,"-"
"PstI.TP2084571","PstI.TP208457","Sobic.001G305300.1","Chr01",58918023,58921635,3613,"+"
"PstI.TP2084572","PstI.TP208457","Sobic.001G305350.1","Chr01",58923727,58924717,991,"+"
"PstI.TP2084573","PstI.TP208457","Sobic.001G305350.2","Chr01",58923727,58924717,991,"+"
"PstI.TP2084574","PstI.TP208457","Sobic.001G305350.3","Chr01",58923727,58924717,991,"+"
"PstI.TP2084575","PstI.TP208457","Sobic.001G305350.4","Chr01",58923727,58924717,991,"+"
"PstI.TP2092491","PstI.TP209249","Sobic.001G392400.1","Chr01",67862320,67864556,2237,"+"
"PstI.TP2092492","PstI.TP209249","Sobic.001G392300.1","Chr01",67856044,67860444,4401,"-"
"PstI.TP2092493","PstI.TP209249","Sobic.001G392300.2","Chr01",67856044,67860444,4401,"-"
"PstI.TP2092494","PstI.TP209249","Sobic.001G392500.1","Chr01",67873636,67879170,5535,"-"
"PstI.TP2106211","PstI.TP210621","Sobic.009G124000.1","Chr09",47704146,47712083,7938,"+"
"PstI.TP2106212","PstI.TP210621","Sobic.009G124100.1","Chr09",47713940,47714622,683,"+"
"PstI.TP2109051","PstI.TP210905","Sobic.002G366600.1","Chr02",72639519,72641892,2374,"+"
"PstI.TP2109052","PstI.TP210905","Sobic.002G366900.3","Chr02",72656975,72660405,3431,"+"
"PstI.TP2109053","PstI.TP210905","Sobic.002G366900.2","Chr02",72656975,72661262,4288,"+"
"PstI.TP2109054","PstI.TP210905","Sobic.002G366700.1","Chr02",72643637,72643912,276,"-"
"PstI.TP2109055","PstI.TP210905","Sobic.002G366800.3","Chr02",72650377,72653186,2810,"-"
"PstI.TP2109056","PstI.TP210905","Sobic.002G366800.1","Chr02",72650377,72653880,3504,"-"
"PstI.TP2109057","PstI.TP210905","Sobic.002G366800.2","Chr02",72650377,72653880,3504,"-"
"PstI.TP2114141","PstI.TP211414","Sobic.001G164350.1","Chr01",13584051,13587984,3934,"-"
"PstI.TP2114142","PstI.TP211414","Sobic.001G164500.1","Chr01",13592519,13603864,11346,"-"
"PstI.TP2122981","PstI.TP212298","Sobic.008G096900.1","Chr08",45916321,45918904,2584,"+"
"PstI.TP2122982","PstI.TP212298","Sobic.008G097000.1","Chr08",45918298,45922879,4582,"-"
"PstI.TP2172581","PstI.TP217258","Sobic.003G043100.1","Chr03",3983214,3985665,2452,"-"
"PstI.TP2172582","PstI.TP217258","Sobic.003G043150.1","Chr03",3986868,3988870,2003,"-"
"PstI.TP2172583","PstI.TP217258","Sobic.003G043200.3","Chr03",3989864,4004722,14859,"-"
"PstI.TP2172584","PstI.TP217258","Sobic.003G043200.2","Chr03",3989865,4004722,14858,"-"
"PstI.TP2172585","PstI.TP217258","Sobic.003G043200.1","Chr03",3989868,4004722,14855,"-"
"PstI.TP2172586","PstI.TP217258","Sobic.003G043200.4","Chr03",3989868,4004722,14855,"-"
"PstI.TP2181701","PstI.TP218170","Sobic.003G301400.1","Chr03",63215425,63221732,6308,"+"
"PstI.TP2181702","PstI.TP218170","Sobic.003G301400.2","Chr03",63215425,63221732,6308,"+"
"PstI.TP2181703","PstI.TP218170","Sobic.003G301100.1","Chr03",63200571,63201582,1012,"-"
"PstI.TP2181704","PstI.TP218170","Sobic.003G301200.1","Chr03",63203828,63206501,2674,"-"
"PstI.TP2181705","PstI.TP218170","Sobic.003G301300.3","Chr03",63212395,63215269,2875,"-"
"PstI.TP2181706","PstI.TP218170","Sobic.003G301300.4","Chr03",63212395,63215269,2875,"-"
"PstI.TP2181707","PstI.TP218170","Sobic.003G301300.2","Chr03",63212395,63215283,2889,"-"
"PstI.TP2181708","PstI.TP218170","Sobic.003G301300.1","Chr03",63212395,63215305,2911,"-"
"PstI.TP2184561","PstI.TP218456","Sobic.001G038900.1","Chr01",2913500,2915031,1532,"+"
"PstI.TP2184562","PstI.TP218456","Sobic.001G039000.1","Chr01",2916374,2917566,1193,"+"
"PstI.TP2184563","PstI.TP218456","Sobic.001G038800.1","Chr01",2900104,2910005,9902,"-"
"PstI.TP2184564","PstI.TP218456","Sobic.001G039100.1","Chr01",2917308,2920126,2819,"-"
"PstI.TP2184565","PstI.TP218456","Sobic.001G039200.1","Chr01",2923093,2924132,1040,"-"
"PstI.TP2195141","PstI.TP219514","Sobic.004G007700.1","Chr04",686550,688823,2274,"-"
"PstI.TP2195142","PstI.TP219514","Sobic.004G007800.1","Chr04",689918,693989,4072,"-"
"PstI.TP2195143","PstI.TP219514","Sobic.004G007850.1","Chr04",694672,697379,2708,"-"
"PstI.TP2195144","PstI.TP219514","Sobic.004G007900.1","Chr04",698987,711986,13000,"-"
"PstI.TP2195145","PstI.TP219514","Sobic.004G007900.2","Chr04",698987,711987,13001,"-"
"PstI.TP220192","PstI.TP220192","Sobic.007G111700.1","Chr07",42061204,42066842,5639,"+"
"PstI.TP2236141","PstI.TP223614","Sobic.003G101600.1","Chr03",9033541,9034368,828,"+"
"PstI.TP2236142","PstI.TP223614","Sobic.003G101700.1","Chr03",9034557,9040254,5698,"-"
"PstI.TP2236143","PstI.TP223614","Sobic.003G101850.2","Chr03",9040712,9048889,8178,"-"
"PstI.TP2236144","PstI.TP223614","Sobic.003G101850.1","Chr03",9040728,9048889,8162,"-"
"PstI.TP2236145","PstI.TP223614","Sobic.003G101850.3","Chr03",9040728,9048889,8162,"-"
"PstI.TP2236146","PstI.TP223614","Sobic.003G102000.1","Chr03",9052391,9055428,3038,"-"
"PstI.TP2236551","PstI.TP223655","Sobic.008G185400.1","Chr08",61976446,61980946,4501,"+"
"PstI.TP2236552","PstI.TP223655","Sobic.008G185400.3","Chr08",61976466,61979664,3199,"+"
"PstI.TP2236553","PstI.TP223655","Sobic.008G185400.2","Chr08",61976466,61982123,5658,"+"
"PstI.TP2236554","PstI.TP223655","Sobic.008G185500.2","Chr08",61982383,61986705,4323,"-"
"PstI.TP2236555","PstI.TP223655","Sobic.008G185500.1","Chr08",61982385,61986614,4230,"-"
"PstI.TP2259481","PstI.TP225948","Sobic.004G274600.1","Chr04",61806550,61813471,6922,"+"
"PstI.TP2259482","PstI.TP225948","Sobic.004G274600.2","Chr04",61806550,61813471,6922,"+"
"PstI.TP2259483","PstI.TP225948","Sobic.004G274700.1","Chr04",61817845,61820755,2911,"+"
"PstI.TP2259484","PstI.TP225948","Sobic.004G274800.1","Chr04",61822795,61826114,3320,"-"
"PstI.TP2259485","PstI.TP225948","Sobic.004G274900.1","Chr04",61830537,61837108,6572,"-"
"PstI.TP2259486","PstI.TP225948","Sobic.004G274900.3","Chr04",61830537,61837108,6572,"-"
"PstI.TP2259487","PstI.TP225948","Sobic.004G274900.4","Chr04",61831316,61836633,5318,"-"
"PstI.TP2259488","PstI.TP225948","Sobic.004G274900.2","Chr04",61831316,61837108,5793,"-"
"PstI.TP2279321","PstI.TP227932","Sobic.009G019700.1","Chr09",1780529,1781290,762,"+"
"PstI.TP2279322","PstI.TP227932","Sobic.009G019800.1","Chr09",1784682,1791225,6544,"+"
"PstI.TP2279323","PstI.TP227932","Sobic.009G019900.1","Chr09",1791690,1793057,1368,"+"
"PstI.TP2297961","PstI.TP229796","Sobic.007G016500.1","Chr07",1426088,1427007,920,"+"
"PstI.TP2297962","PstI.TP229796","Sobic.007G016800.2","Chr07",1442843,1446794,3952,"+"
"PstI.TP2297963","PstI.TP229796","Sobic.007G016600.1","Chr07",1433383,1435073,1691,"-"
"PstI.TP2297964","PstI.TP229796","Sobic.007G016700.1","Chr07",1436132,1436898,767,"-"
"PstI.TP2297965","PstI.TP229796","Sobic.007G016750.1","Chr07",1437882,1439503,1622,"-"
"PstI.TP2303841","PstI.TP230384","Sobic.006G268800.1","Chr06",60162725,60164972,2248,"+"
"PstI.TP2303842","PstI.TP230384","Sobic.006G268900.1","Chr06",60166815,60170694,3880,"+"
"PstI.TP2303843","PstI.TP230384","Sobic.006G269101.1","Chr06",60176870,60177422,553,"+"
"PstI.TP2303844","PstI.TP230384","Sobic.006G269000.1","Chr06",60170342,60172303,1962,"-"
"PstI.TP2305391","PstI.TP230539","Sobic.006G268800.1","Chr06",60162725,60164972,2248,"+"
"PstI.TP2305392","PstI.TP230539","Sobic.006G268900.1","Chr06",60166815,60170694,3880,"+"
"PstI.TP2305393","PstI.TP230539","Sobic.006G269101.1","Chr06",60176870,60177422,553,"+"
"PstI.TP2305394","PstI.TP230539","Sobic.006G269000.1","Chr06",60170342,60172303,1962,"-"
"PstI.TP2315701","PstI.TP231570","Sobic.004G240250.1","Chr04",58794967,58796909,1943,"+"
"PstI.TP2315702","PstI.TP231570","Sobic.004G240100.1","Chr04",58776360,58781518,5159,"-"
"PstI.TP2315703","PstI.TP231570","Sobic.004G240100.2","Chr04",58776360,58781518,5159,"-"
"PstI.TP2344441","PstI.TP234444","Sobic.007G210900.1","Chr07",63982034,63985574,3541,"+"
"PstI.TP2344442","PstI.TP234444","Sobic.007G210900.2","Chr07",63982034,63985574,3541,"+"
"PstI.TP2344443","PstI.TP234444","Sobic.007G211000.3","Chr07",63992583,63995898,3316,"-"
"PstI.TP2344444","PstI.TP234444","Sobic.007G211000.4","Chr07",63992584,63995898,3315,"-"
"PstI.TP2344445","PstI.TP234444","Sobic.007G211000.5","Chr07",63992606,63995903,3298,"-"
"PstI.TP2344446","PstI.TP234444","Sobic.007G211000.1","Chr07",63992668,63995898,3231,"-"
"PstI.TP2354501","PstI.TP235450","Sobic.003G366400.2","Chr03",68264213,68267367,3155,"-"
"PstI.TP2354502","PstI.TP235450","Sobic.003G366400.1","Chr03",68264213,68268176,3964,"-"
"PstI.TP2354503","PstI.TP235450","Sobic.003G366500.1","Chr03",68270597,68276908,6312,"-"
"PstI.TP2354504","PstI.TP235450","Sobic.003G366600.1","Chr03",68276909,68278739,1831,"-"
"PstI.TP241751","PstI.TP24175","Sobic.007G046100.1","Chr07",4636468,4640540,4073,"+"
"PstI.TP241752","PstI.TP24175","Sobic.007G045900.1","Chr07",4626697,4629493,2797,"-"
"PstI.TP241753","PstI.TP24175","Sobic.007G046000.1","Chr07",4629494,4632790,3297,"-"
"PstI.TP24205","PstI.TP24205","Sobic.002G161900.1","Chr02",50014180,50025068,10889,"+"
"PstI.TP2424361","PstI.TP242436","Sobic.004G033100.1","Chr04",2662338,2670260,7923,"+"
"PstI.TP2424362","PstI.TP242436","Sobic.004G033300.1","Chr04",2673887,2681592,7706,"+"
"PstI.TP2424363","PstI.TP242436","Sobic.004G033300.2","Chr04",2675947,2681593,5647,"+"
"PstI.TP2424364","PstI.TP242436","Sobic.004G033200.1","Chr04",2670426,2673636,3211,"-"
"PstI.TP2427611","PstI.TP242761","Sobic.001G308300.1","Chr01",59384703,59385791,1089,"+"
"PstI.TP2427612","PstI.TP242761","Sobic.001G308350.1","Chr01",59386498,59414041,27544,"+"
"PstI.TP2427613","PstI.TP242761","Sobic.001G308400.1","Chr01",59387507,59399093,11587,"-"
"PstI.TP2427614","PstI.TP242761","Sobic.001G308400.2","Chr01",59387507,59399093,11587,"-"
"PstI.TP2440631","PstI.TP244063","Sobic.001G310600.1","Chr01",59696314,59698662,2349,"+"
"PstI.TP2440632","PstI.TP244063","Sobic.001G310500.2","Chr01",59691558,59693360,1803,"-"
"PstI.TP2440633","PstI.TP244063","Sobic.001G310700.1","Chr01",59699678,59704361,4684,"-"
"PstI.TP2440634","PstI.TP244063","Sobic.001G310700.2","Chr01",59699678,59704361,4684,"-"
"PstI.TP2454041","PstI.TP245404","Sobic.001G536200.3","Chr01",79959964,79961259,1296,"+"
"PstI.TP2454042","PstI.TP245404","Sobic.001G536200.2","Chr01",79959964,79961519,1556,"+"
"PstI.TP2454043","PstI.TP245404","Sobic.001G536300.5","Chr01",79961713,79965939,4227,"-"
"PstI.TP2454044","PstI.TP245404","Sobic.001G536300.4","Chr01",79961713,79967928,6216,"-"
"PstI.TP2454045","PstI.TP245404","Sobic.001G536300.6","Chr01",79961713,79967928,6216,"-"
"PstI.TP2454046","PstI.TP245404","Sobic.001G536400.1","Chr01",79968301,79976378,8078,"-"
"PstI.TP2454047","PstI.TP245404","Sobic.001G536400.2","Chr01",79968301,79976378,8078,"-"
"PstI.TP2454048","PstI.TP245404","Sobic.001G536400.3","Chr01",79968301,79976378,8078,"-"
"PstI.TP2463291","PstI.TP246329","Sobic.003G169900.2","Chr03",29369736,29407695,37960,"+"
"PstI.TP2463292","PstI.TP246329","Sobic.003G169900.1","Chr03",29369841,29407695,37855,"+"
"PstI.TP2463293","PstI.TP246329","Sobic.003G169900.3","Chr03",29371673,29407695,36023,"+"
"PstI.TP2465521","PstI.TP246552","Sobic.003G212300.1","Chr03",54707971,54709973,2003,"+"
"PstI.TP2465522","PstI.TP246552","Sobic.003G212600.3","Chr03",54717268,54720670,3403,"+"
"PstI.TP2465523","PstI.TP246552","Sobic.003G212600.1","Chr03",54717407,54720670,3264,"+"
"PstI.TP2465524","PstI.TP246552","Sobic.003G212400.1","Chr03",54709841,54711916,2076,"-"
"PstI.TP2465525","PstI.TP246552","Sobic.003G212500.1","Chr03",54711917,54715142,3226,"-"
"PstI.TP2484981","PstI.TP248498","Sobic.010G231300.2","Chr10",57417517,57424938,7422,"+"
"PstI.TP2484982","PstI.TP248498","Sobic.010G231300.1","Chr10",57417517,57425014,7498,"+"
"PstI.TP2484983","PstI.TP248498","Sobic.010G231300.3","Chr10",57420596,57425072,4477,"+"
"PstI.TP2484984","PstI.TP248498","Sobic.010G231200.1","Chr10",57415414,57417437,2024,"-"
"PstI.TP2484985","PstI.TP248498","Sobic.010G231350.1","Chr10",57430983,57431344,362,"-"
"PstI.TP2484986","PstI.TP248498","Sobic.010G231400.1","Chr10",57431709,57435206,3498,"-"
"PstI.TP2486321","PstI.TP248632","Sobic.004G076900.2","Chr04",6361666,6362052,387,"+"
"PstI.TP2486322","PstI.TP248632","Sobic.004G077000.1","Chr04",6363065,6366447,3383,"+"
"PstI.TP2486323","PstI.TP248632","Sobic.004G077100.1","Chr04",6370984,6373917,2934,"+"
"PstI.TP2486324","PstI.TP248632","Sobic.004G077200.2","Chr04",6374860,6375493,634,"+"
"PstI.TP2486325","PstI.TP248632","Sobic.004G077300.1","Chr04",6375795,6385358,9564,"-"
"PstI.TP249296","PstI.TP249296","Sobic.002G188500.1","Chr02",57412530,57419551,7022,"-"
"PstI.TP2537371","PstI.TP253737","Sobic.002G319200.1","Chr02",69107735,69114324,6590,"+"
"PstI.TP2537372","PstI.TP253737","Sobic.002G319400.1","Chr02",69124520,69126669,2150,"+"
"PstI.TP2537373","PstI.TP253737","Sobic.002G319500.1","Chr02",69129779,69131888,2110,"+"
"PstI.TP2537374","PstI.TP253737","Sobic.002G319300.3","Chr02",69114701,69122173,7473,"-"
"PstI.TP2537375","PstI.TP253737","Sobic.002G319300.4","Chr02",69114701,69122173,7473,"-"
"PstI.TP2567181","PstI.TP256718","Sobic.009G038600.2","Chr09",3612061,3617025,4965,"+"
"PstI.TP2567182","PstI.TP256718","Sobic.009G038600.7","Chr09",3612061,3617025,4965,"+"
"PstI.TP2567183","PstI.TP256718","Sobic.009G038600.1","Chr09",3612086,3616924,4839,"+"
"PstI.TP2567184","PstI.TP256718","Sobic.009G038600.5","Chr09",3612086,3616924,4839,"+"
"PstI.TP2567185","PstI.TP256718","Sobic.009G038600.8","Chr09",3612086,3616924,4839,"+"
"PstI.TP2567186","PstI.TP256718","Sobic.009G038800.2","Chr09",3621354,3624057,2704,"+"
"PstI.TP2567187","PstI.TP256718","Sobic.009G038800.1","Chr09",3621354,3625010,3657,"+"
"PstI.TP2567188","PstI.TP256718","Sobic.009G038701.1","Chr09",3617077,3622302,5226,"-"
"PstI.TP2568501","PstI.TP256850","Sobic.006G132600.2","Chr06",49650742,49654119,3378,"+"
"PstI.TP2568502","PstI.TP256850","Sobic.006G132200.1","Chr06",49633460,49634786,1327,"-"
"PstI.TP2568503","PstI.TP256850","Sobic.006G132300.1","Chr06",49637595,49638947,1353,"-"
"PstI.TP2568504","PstI.TP256850","Sobic.006G132400.1","Chr06",49642483,49644052,1570,"-"
"PstI.TP2568505","PstI.TP256850","Sobic.006G132500.1","Chr06",49646864,49648562,1699,"-"
"PstI.TP2579511","PstI.TP257951","Sobic.004G124601.1","Chr04",14220920,14221860,941,"+"
"PstI.TP2579512","PstI.TP257951","Sobic.004G124700.1","Chr04",14231927,14235182,3256,"+"
"PstI.TP2579513","PstI.TP257951","Sobic.004G124800.1","Chr04",14235238,14239251,4014,"-"
"PstI.TP262001","PstI.TP262001","Sobic.006G190300.1","Chr06",54442603,54445226,2624,"+"
"PstI.TP2626881","PstI.TP262688","Sobic.004G085800.2","Chr04",7121291,7123548,2258,"+"
"PstI.TP2626882","PstI.TP262688","Sobic.004G085800.1","Chr04",7121447,7123548,2102,"+"
"PstI.TP2626883","PstI.TP262688","Sobic.004G085900.2","Chr04",7123717,7129228,5512,"-"
"PstI.TP2626884","PstI.TP262688","Sobic.004G085900.4","Chr04",7123717,7129228,5512,"-"
