"","X","SNP","Gene","Chromosome","Position","Grand.Total","PS","Ind.SNP","Heading_1","Heading_50","Flowering_1","Flowering_50","PCA","SUPER","FarmCPU","mrMLM.1","mrMLM.2","MAF","PVE","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"1408",2400,"PstI.TP1136919","Sobic.006G031300",6,6739369,5,"PS_Y(5)","F116+36088im(5)","GHW_1(2)","","GFW_1(2)","FM_50(1)","","CMLM+SUPER(2)MLM+SUPER(3)","","","",0.271,1.295,1,"Chr06",6738643,6743790,5148,"+",-726,-4421,37948072,"Sobic.006G031300","Sobic.006G031300.1","Sobic.006G031300.1.p","PF14543","PTHR13683,PTHR13683:SF357","KOG1339","3.4.23.12","","GO:0006508,GO:0004190","AT4G35880.1","","Eukaryotic aspartyl protease family protein","LOC_Os04g15790.1",NA,"eukaryotic aspartyl protease domain containing protein, expressed"
"1409",2402,"PstI.TP1136919","Sobic.006G031500",6,6739369,5,"PS_Y(5)","F116+36088im(5)","GHW_1(2)","","GFW_1(2)","FM_50(1)","","CMLM+SUPER(2)MLM+SUPER(3)","","","",0.271,1.295,1,"Chr06",6746160,6746809,650,"+",6791,-7440,37948180,"Sobic.006G031500","Sobic.006G031500.1","Sobic.006G031500.1.p","PF00141","PTHR31517","","1.11.1.7","K00430","GO:0055114,GO:0020037,GO:0006979,GO:0004601","AT5G39580.1","","Peroxidase superfamily protein","LOC_Os06g48030.3",NA,"peroxidase precursor, putative, expressed"
"1411",2404,"PstI.TP114049","Sobic.003G224300",3,56021694,2,"PS_N(2)","F116+36088im(2)","GHW_1(1)","","FW_1(1)","","","","FarmCPU(2)","","",0.05323,1.538,1,"Chr03",56029607,56031125,1519,"+",7913,-9431,37914761,"Sobic.003G224300","Sobic.003G224300.1","Sobic.003G224300.1.p","PF00347","PTHR11655,PTHR11655:SF17","","","K02933","GO:0019843,GO:0006412,GO:0005840,GO:0003735","AT2G18400.1","","ribosomal protein L6 family protein","LOC_Os03g51510.3",NA,"ribosomal protein L6, putative, expressed"
"1412",2405,"PstI.TP114049","Sobic.003G224200",3,56021694,2,"PS_N(2)","F116+36088im(2)","GHW_1(1)","","FW_1(1)","","","","FarmCPU(2)","","",0.05323,1.538,1,"Chr03",56021180,56024796,3617,"-",-514,-3102,37913917,"Sobic.003G224200","Sobic.003G224200.1","Sobic.003G224200.1.p","PF00069,PF06760","PTHR23257,PTHR23257:SF432","KOG0192","2.7.12.1","","GO:0006468,GO:0005524,GO:0004672","AT1G64300.2","","Protein kinase family protein","LOC_Os01g43350.1",NA,"protein kinase family protein, putative, expressed"
"1414",2409,"PstI.TP1146105","Sobic.003G156400",3,17294985,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(1)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.3806,2.175,1,"Chr03",17289349,17292640,3292,"+",-5636,2345,37915215,"Sobic.003G156400","Sobic.003G156400.1","Sobic.003G156400.1.p","PF13098,PF07749","PTHR18929,PTHR18929:SF91","KOG0191","5.3.4.1","K09584","GO:0005783","AT2G47470.1","ATPDI11,ATPDIL2-1,MEE30,PDI11,UNE5","thioredoxin family protein","LOC_Os01g23740.1",NA,"OsPDIL2-2 protein disulfide isomerase PDIL2-2, expressed"
"1415",2410,"PstI.TP1146105","Sobic.003G156500",3,17294985,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(1)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.3806,2.175,1,"Chr03",17294003,17303044,9042,"+",-982,-8059,37917296,"Sobic.003G156500","Sobic.003G156500.1","Sobic.003G156500.1.p","PF00400,PF08145","PTHR17605","","","K14824","GO:0005515,GO:0006364","AT2G40360.1","","Transducin/WD40 repeat-like superfamily protein","LOC_Os07g25440.1",NA,"WD domain, G-beta repeat domain containing protein, expressed"
"1417",2413,"PstI.TP1148284","Sobic.008G118200",8,53065566,2,"PS_Y(2)","F116+36088im(2)","GHW_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.3993,1.617,1,"Chr08",53059491,53066424,6934,"-",-6075,-858,37927200,"Sobic.008G118200","Sobic.008G118200.1","Sobic.008G118200.1.p","PF04871,PF04869","PTHR10013","KOG0946","","","GO:0016020,GO:0008565,GO:0006886,GO:0005737,GO:0048280,GO:0000139,GO:0048193","AT3G27530.1","GC6,MAG4","golgin candidate 6","LOC_Os12g35360.1",NA,"vesicle tethering family protein, putative, expressed"
"1421",2418,"PstI.TP115083","Sobic.001G199400",1,18065275,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.1803,2.2,1,"Chr01",18049851,18055888,6038,"-",-15424,9387,37944048,"Sobic.001G199400","Sobic.001G199400.1","Sobic.001G199400.1.p","PF07731,PF07732,PF00394","PTHR11709,PTHR11709:SF63","","1.10.3.3","","GO:0055114,GO:0016491,GO:0005507","AT4G12420.1","SKU5","Cupredoxin superfamily protein","LOC_Os10g36390.1",NA,"monocopper oxidase, putative, expressed"
"1423",2421,"PstI.TP1151078","Sobic.002G305700",2,68069588,2,"PS_Y(2)","F116+36088im(2)","","","","FM_50(2)","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.2905,0.8571,1,"Chr02",68071432,68073276,1845,"+",1844,-3688,37955088,"Sobic.002G305700","Sobic.002G305700.1","Sobic.002G305700.1.p","PF00111","PTHR23426,PTHR23426:SF27","","","","GO:0051536,GO:0009055","AT3G16250.1","NDF4","NDH-dependent cyclic electron flow 1","LOC_Os07g30670.1",NA,"2Fe-2S iron-sulfur cluster binding domain containing protein, expressed"
"1426",2424,"PstI.TP1151078","Sobic.002G305400",2,68069588,2,"PS_Y(2)","F116+36088im(2)","","","","FM_50(2)","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.2905,0.8571,1,"Chr02",68061390,68062853,1464,"-",-8198,6735,37952300,"Sobic.002G305400","Sobic.002G305400.1","Sobic.002G305400.1.p","PF00201","PTHR11926,PTHR11926:SF275","","2.4.1.170","","GO:0016758,GO:0008152","AT1G22360.1","AtUGT85A2,UGT85A2","UDP-glucosyl transferase 85A2","LOC_Os07g30369.1",NA,"indole-3-acetate beta-glucosyltransferase, putative, expressed"
"1428",2426,"PstI.TP1151078","Sobic.002G305600",2,68069588,2,"PS_Y(2)","F116+36088im(2)","","","","FM_50(2)","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.2905,0.8571,1,"Chr02",68067146,68069686,2541,"-",-2442,-98,37950705,"Sobic.002G305600","Sobic.002G305600.1","Sobic.002G305600.1.p","PF00201","PTHR11926,PTHR11926:SF377","","2.4.1.170","","GO:0016758,GO:0008152","AT1G22360.1","AtUGT85A2,UGT85A2","UDP-glucosyl transferase 85A2","LOC_Os07g30369.1",NA,"indole-3-acetate beta-glucosyltransferase, putative, expressed"
"1436",2438,"PstI.TP1156625","Sobic.008G143100",8,57451842,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","CMLM+SUPER(1)","","","",0.1284,4.512,1,"Chr08",57449814,57452839,3026,"+",-2028,-997,37927124,"Sobic.008G143100","Sobic.008G143100.1","Sobic.008G143100.1.p","PF13639","PTHR22763","","","","GO:0008270,GO:0005515","AT3G61180.1","","RING/U-box superfamily protein","LOC_Os12g39110.1",NA,"zinc finger, C3HC4 type domain containing protein, expressed"
"1442",2444,"PstI.TP1158338","Sobic.003G320000",3,64796586,5,"PS_Y(5)","F116+36088im(5)","GHW_1(2);HM_1(1)","","GFW_1(2)","","","CMLM+SUPER(2)MLM+SUPER(3)","","","",0.4036,0.0379,1,"Chr03",64797994,64798719,726,"-",1408,-2133,37915840,"Sobic.003G320000","Sobic.003G320000.1","Sobic.003G320000.1.p","PF08241","PTHR10108,PTHR10108:SF914","","2.1.1.95","","GO:0008168,GO:0008152","AT2G16030.1","","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","LOC_Os01g57620.1",NA,"expressed protein"
"1443",2447,"PstI.TP116046","Sobic.007G192100",7,62490129,2,"PS_Y(2)","F116+36088im(2)","","","GFW_1(2)","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.1594,3.81,1,"Chr07",62489682,62492948,3267,"+",-447,-2819,37935039,"Sobic.007G192100","Sobic.007G192100.1","Sobic.007G192100.1.p","PF01105","PTHR22811,PTHR22811:SF50","KOG1692","","","GO:0016021,GO:0006810","AT3G07680.1","","emp24/gp25L/p24 family/GOLD family protein","LOC_Os08g42050.1",NA,"emp24/gp25L/p24 family protein, putative, expressed"
"1452",2464,"PstI.TP1162520","Sobic.005G204600",5,69033478,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.05977,2.317,1,"Chr05",69030779,69035373,4595,"+",-2699,-1895,37925477,"Sobic.005G204600","Sobic.005G204600.1","Sobic.005G204600.1.p","PF00319","PTHR11945,PTHR11945:SF156","KOG0014","","","GO:0046983,GO:0003677","AT1G18750.1","AGL65","AGAMOUS-like 65","LOC_Os11g43740.1",NA,"OsMADS68 - MADS-box family gene with MIKC* type-box, expressed"
"1456",2471,"PstI.TP1168316","Sobic.003G038000",3,3573386,2,"PS_Y(2)","F116+36088im(2)","","","GFW_1(1)","FM_50(1)","","MLM+SUPER(2)","","","",0.3127,1.884,1,"Chr03",3570808,3573716,2909,"+",-2578,-330,37915293,"Sobic.003G038000","Sobic.003G038000.1","Sobic.003G038000.1.p","PF01764","PTHR31403,PTHR31403:SF7","KOG4569","3.1.1.32","","GO:0006629","AT1G06800.1","PLA-I{gamma}1","alpha/beta-Hydrolases superfamily protein","LOC_Os05g32380.1",NA,"phospholipase, putative, expressed"
"1457",2472,"PstI.TP1168316","Sobic.003G038100",3,3573386,2,"PS_Y(2)","F116+36088im(2)","","","GFW_1(1)","FM_50(1)","","MLM+SUPER(2)","","","",0.3127,1.884,1,"Chr03",3574836,3580910,6075,"+",1450,-7524,37918849,"Sobic.003G038100","Sobic.003G038100.1","Sobic.003G038100.1.p","PF04557,PF03950,PF04558,PF00749","PTHR11451,PTHR11451:SF24","","6.1.1.18","K01886","GO:0006425,GO:0005737,GO:0005524,GO:0004819,GO:0000166,GO:0006418,GO:0004812,GO:0043039,GO:0016876","AT1G25350.1","OVA9","glutamine-tRNA ligase, putative / glutaminyl-tRNA synthetase, putative / GlnRS, putative","LOC_Os01g09000.1",NA,"glutaminyl-tRNA synthetase, putative, expressed"
"1459",2475,"PstI.TP1169498","Sobic.003G195000",3,51898039,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.1724,4.974,1,"Chr03",51896829,51903435,6607,"+",-1210,-5396,37916202,"Sobic.003G195000","Sobic.003G195000.1","Sobic.003G195000.1.p","PF07728,PF01434","PTHR23076,PTHR23076:SF73","","","K08955","GO:0016887,GO:0005524,GO:0006508,GO:0004222","AT2G26140.1","ftsh4","FTSH protease 4","LOC_Os01g39260.1",NA,"OsFtsH5 FtsH protease, homologue of AtFtsH4, expressed"
"1460",2476,"PstI.TP1169498","Sobic.003G195150",3,51898039,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.1724,4.974,1,"Chr03",51904168,51910387,6220,"-",6129,-12348,37914399,"Sobic.003G195150","Sobic.003G195150.1","Sobic.003G195150.1.p","PF03807,PF14833","PTHR22981,PTHR22981:SF53","KOG0409","","K18121","GO:0051287","AT1G17650.1","GLYR2,GR2","glyoxylate reductase 2","LOC_Os01g39270.1",NA,"NAD binding domain of 6-phosphogluconate dehydrogenase containing protein, expressed"
"1462",2478,"PstI.TP1169832","Sobic.004G215400",4,56534152,7,"PS_Y(7)","F116+36088im(7)","HM_1(1)","","GFW_1(1)","FD_50(1);FW_50(1);GFW_50(2)","fprind(1)","CMLM+SUPER(1)MLM+SUPER(6)","","","",0.2716,1.636,1,"Chr04",56536262,56537411,1150,"+",2110,-3259,37929613,"Sobic.004G215400","Sobic.004G215400.1","Sobic.004G215400.1.p","PF03088","PTHR10426,PTHR10426:SF28","KOG1520","4.3.3.2","","GO:0016844,GO:0009058","AT3G57030.1","","Calcium-dependent phosphotriesterase superfamily protein","LOC_Os06g41850.1",NA,"SMP-30/Gluconolaconase/LRE-like region containing protein, expressed"
"1463",2479,"PstI.TP1169832","Sobic.004G215500",4,56534152,7,"PS_Y(7)","F116+36088im(7)","HM_1(1)","","GFW_1(1)","FD_50(1);FW_50(1);GFW_50(2)","fprind(1)","CMLM+SUPER(1)MLM+SUPER(6)","","","",0.2716,1.636,1,"Chr04",56540847,56542844,1998,"+",6695,-8692,37930267,"Sobic.004G215500","Sobic.004G215500.1","Sobic.004G215500.1.p","PF00657","PTHR22835,PTHR22835:SF248","","3.1.1.3","","GO:0016788","AT3G04290.1","ATLTL1,LTL1","Li-tolerant lipase 1","LOC_Os02g40440.1",NA,"GDSL-like lipase/acylhydrolase, putative, expressed"
"1464",2481,"PstI.TP1169832","Sobic.004G215600",4,56534152,7,"PS_Y(7)","F116+36088im(7)","HM_1(1)","","GFW_1(1)","FD_50(1);FW_50(1);GFW_50(2)","fprind(1)","CMLM+SUPER(1)MLM+SUPER(6)","","","",0.2716,1.636,1,"Chr04",56543010,56557825,14816,"+",8858,-23673,37930728,"Sobic.004G215600","Sobic.004G215600.1","Sobic.004G215600.1.p","PF00271,PF00270,PF02889","PTHR24031,PTHR24031:SF145","KOG0345","3.6.4.12","K15271","GO:0005524,GO:0003676","AT3G27730.1","MER3,RCK","ATP binding;ATP-dependent helicases;DNA helicases","LOC_Os02g40450.1",NA,"DEAD/DEAH box helicase domain containing protein, expressed"
"1466",2486,"PstI.TP1169832","Sobic.004G215300",4,56534152,7,"PS_Y(7)","F116+36088im(7)","HM_1(1)","","GFW_1(1)","FD_50(1);FW_50(1);GFW_50(2)","fprind(1)","CMLM+SUPER(1)MLM+SUPER(6)","","","",0.2716,1.636,1,"Chr04",56533248,56535725,2478,"-",-904,-1573,37930540,"Sobic.004G215300","Sobic.004G215300.1","Sobic.004G215300.1.p","PF00646","PTHR32133,PTHR32133:SF89","","","","GO:0005515","AT2G02030.1","","F-box family protein","LOC_Os02g35560.1",NA,"OsFBX53 - F-box domain containing protein, expressed"
"1468",2492,"PstI.TP1171678","Sobic.009G008200",9,784913,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.4418,0.549,1,"Chr09",777915,783995,6081,"+",-6998,918,37921170,"Sobic.009G008200","Sobic.009G008200.1","Sobic.009G008200.1.p","PF00069","PTHR13902","","2.7.11.1","K08867","GO:0006468,GO:0005524,GO:0004672","AT3G48260.1","WNK3","with no lysine (K) kinase 3","LOC_Os05g01780.1",NA,"STE_PAK_Ste20++TranslationKinase_Slob_Wnk.1 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed"
"1473",2498,"PstI.TP1172854","Sobic.001G026900",1,2090281,2,"PS_Y(2)","F116+36088im(2)","HM_1(1)","","GFW_1(1)","","","MLM+SUPER(2)","","","",0.3641,2.783,2,"Chr01",2098594,2101821,3228,"-",8313,-11540,37937459,"Sobic.001G026900","Sobic.001G026900.2","Sobic.001G026900.2.p","PF00383","PTHR11079,PTHR11079:SF90","KOG1018","3.5.4.3","","GO:0008270","AT5G28050.1","","Cytidine/deoxycytidylate deaminase family protein","LOC_Os03g61810.1",NA,"tRNA-specific adenosine deaminase, putative, expressed"
"1474",2500,"PstI.TP1175455","Sobic.006G136100",6,49891048,1,"PS_N(1)","F96+4814(1)","","","GFW_1(1)","","","","","","pLARmEB(1)",0.0365,0.0247,1,"Chr06",49884752,49888223,3472,"+",-6296,2825,37946401,"Sobic.006G136100","Sobic.006G136100.1","Sobic.006G136100.1.p","PF03092","PTHR31585,PTHR31585:SF13","","","","GO:0016021,GO:0006810","AT5G25050.1","","Major facilitator superfamily protein","LOC_Os04g42130.1",NA,"integral membrane transporter family protein, putative, expressed"
"1477",2508,"PstI.TP1175455","Sobic.006G136200",6,49891048,1,"PS_N(1)","F96+4814(1)","","","GFW_1(1)","","","","","","pLARmEB(1)",0.0365,0.0247,1,"Chr06",49887893,49891690,3798,"-",-3155,-642,37945954,"Sobic.006G136200","Sobic.006G136200.1","Sobic.006G136200.1.p","PF01133","PTHR12373","KOG1766","","","GO:0045747,GO:0007049,GO:0006221","AT5G10810.1","ATER,ER","enhancer of rudimentary protein, putative","LOC_Os02g39830.1",NA,"enhancer of rudimentary protein, putative, expressed"
"1478",2512,"PstI.TP1175455","Sobic.006G136400",6,49891048,1,"PS_N(1)","F96+4814(1)","","","GFW_1(1)","","","","","","pLARmEB(1)",0.0365,0.0247,1,"Chr06",49892640,49897879,5240,"-",1592,-6831,37948676,"Sobic.006G136400","Sobic.006G136400.1","Sobic.006G136400.1.p","PF02847,PF02854","PTHR23253,PTHR23253:SF32","KOG0401","","K03260","GO:0005515,GO:0003723","AT5G57870.1","eIFiso4G1","MIF4G domain-containing protein / MA3 domain-containing protein","LOC_Os04g42140.1",NA,"eukaryotic initiation factor iso-4F subunit p82-34, putative, expressed"
"1483",2519,"PstI.TP1178906","Sobic.002G212400",2,60492006,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.4051,0.001924,1,"Chr02",60490221,60496113,5893,"-",-1785,-4107,37952276,"Sobic.002G212400","Sobic.002G212400.1","Sobic.002G212400.1.p","PF00097,PF01485","PTHR11685,PTHR11685:SF143","","","","GO:0046872,GO:0016567,GO:0004842","AT3G53690.1","","RING/U-box superfamily protein","LOC_Os09g26470.1",NA,"zinc finger, C3HC4 type family protein, expressed"
"1484",2520,"PstI.TP1178947","Sobic.001G444600",1,72170699,2,"PS_Y(2)","F116+36088im(2)","HM_1(1)","","GFW_1(1)","","","MLM+SUPER(2)","","","",0.1686,0.1063,1,"Chr01",72156444,72160703,4260,"+",-14255,9996,37944520,"Sobic.001G444600","Sobic.001G444600.1","Sobic.001G444600.1.p","PF15306","PTHR37173,PTHR37173:SF1","","1.13.11.58","","GO:0017053,GO:0007049","AT2G32840.1","","proline-rich family protein","LOC_Os03g13190.1",NA,"transposon protein, putative, unclassified, expressed"
"1485",2521,"PstI.TP1178947","Sobic.001G444800",1,72170699,2,"PS_Y(2)","F116+36088im(2)","HM_1(1)","","GFW_1(1)","","","MLM+SUPER(2)","","","",0.1686,0.1063,1,"Chr01",72167280,72169722,2443,"+",-3419,977,37941455,"Sobic.001G444800","Sobic.001G444800.1","Sobic.001G444800.1.p","PF11976,PF01020","PTHR10666","KOG0003","","K02927","GO:0006412,GO:0005840,GO:0003735","AT2G36170.1","","Ubiquitin supergroup;Ribosomal protein L40e","LOC_Os09g39500.1",NA,"ubiquitin fusion protein, putative, expressed"
"1487",2523,"PstI.TP1178947","Sobic.001G445000",1,72170699,2,"PS_Y(2)","F116+36088im(2)","HM_1(1)","","GFW_1(1)","","","MLM+SUPER(2)","","","",0.1686,0.1063,1,"Chr01",72179876,72184128,4253,"+",9177,-13429,37937787,"Sobic.001G445000","Sobic.001G445000.1","Sobic.001G445000.1.p","PF16916,PF01545","PTHR11562,PTHR11562:SF45","KOG1485","","","GO:0055085,GO:0016021,GO:0008324,GO:0006812","AT3G58060.1","","Cation efflux family protein","LOC_Os03g12530.1",NA,"cation efflux family protein, putative, expressed"
"1488",2524,"PstI.TP1178947","Sobic.001G444700",1,72170699,2,"PS_Y(2)","F116+36088im(2)","HM_1(1)","","GFW_1(1)","","","MLM+SUPER(2)","","","",0.1686,0.1063,1,"Chr01",72164679,72166341,1663,"-",-6020,4358,37937679,"Sobic.001G444700","Sobic.001G444700.1","Sobic.001G444700.1.p","PF00141","PTHR31388,PTHR31388:SF15","","1.11.1.7","K00430","GO:0055114,GO:0020037,GO:0006979,GO:0004601","AT5G06730.1","","Peroxidase superfamily protein","LOC_Os03g13180.1",NA,"peroxidase precursor, putative, expressed"
"1492",2529,"PstI.TP1182813","Sobic.004G077100",4,6372876,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.07123,2.768,1,"Chr04",6370984,6373917,2934,"+",-1892,-1041,37930311,"Sobic.004G077100","Sobic.004G077100.1","Sobic.004G077100.1.p","PF08311","PTHR14030","","","K02178","GO:0007094","AT2G33560.2","BUBR1","BUB1-related (BUB1: budding uninhibited by benzymidazol 1)","LOC_Os02g10020.1",NA,"Mad3/BUB1 homology region 1 domain containing protein, expressed"
"1494",2531,"PstI.TP1182813","Sobic.004G077300",4,6372876,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.07123,2.768,1,"Chr04",6375795,6385358,9564,"-",2919,-12482,37929486,"Sobic.004G077300","Sobic.004G077300.1","Sobic.004G077300.1.p","PF16213,PF09324,PF12783,PF01369","PTHR10663,PTHR10663:SF108","","","K18442","GO:0032012,GO:0005086","AT4G38200.1","","SEC7-like guanine nucleotide exchange family protein","LOC_Os03g14260.1",NA,"guanine nucleotide exchange family protein, putative, expressed"
"1495",2532,"PstI.TP1183980","Sobic.001G106600",1,8236582,2,"PS_Y(2)","F116+36088im(2)","GHW_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.3005,0.06436,1,"Chr01",8225098,8231079,5982,"+",-11484,5503,37939667,"Sobic.001G106600","Sobic.001G106600.1","Sobic.001G106600.1.p","PF01925","PTHR14255,PTHR14255:SF5","","","","GO:0016021","AT2G36630.1","","Sulfite exporter TauE/SafE family protein","LOC_Os03g51650.1",NA,"membrane protein, putative, expressed"
"1497",2537,"PstI.TP1184560","Sobic.008G031800",8,2834923,11,"PS_Y(11)","F116+36088im(11)","GHW_1(2);HM_1(1)","","GFW_1(2)","FD_50(1);FW_50(1);GFW_50(2)","fprinW(1);fprind(1)","CMLM+SUPER(3)MLM+SUPER(8)","","","",0.1173,1.06,1,"Chr08",2841153,2841620,468,"+",6230,-6697,37928133,"Sobic.008G031800","Sobic.008G031800.1","Sobic.008G031800.1.p","PF13639","PTHR14155,PTHR14155:SF102","KOG1493","","","GO:0008270,GO:0005515","AT2G27940.1","","RING/U-box superfamily protein","LOC_Os06g09310.1",NA,"zinc finger, C3HC4 type domain containing protein, expressed"
"1499",2540,"PstI.TP1184560","Sobic.008G031700",8,2834923,11,"PS_Y(11)","F116+36088im(11)","GHW_1(2);HM_1(1)","","GFW_1(2)","FD_50(1);FW_50(1);GFW_50(2)","fprinW(1);fprind(1)","CMLM+SUPER(3)MLM+SUPER(8)","","","",0.1173,1.06,1,"Chr08",2838268,2838762,495,"-",3345,-3839,37928710,"Sobic.008G031700","Sobic.008G031700.1","Sobic.008G031700.1.p","PF13639","PTHR14155","KOG1493","","","GO:0008270,GO:0005515","AT4G35480.1","RHA3B","RING-H2 finger A3B","LOC_Os02g46100.1",NA,"RING-H2 finger protein, putative, expressed"
"1500",2542,"PstI.TP1185674","Sobic.001G314000",1,60148122,9,"PS_Y(9)","F116+36088im(9)","GHW_1(2);HM_1(1)","","GFW_1(2)","FD_50(1);FM_50(1)","fprinW(1);fprind(1)","CMLM+SUPER(2)MLM+SUPER(7)","","","",0.1771,3.781,1,"Chr01",60147387,60149663,2277,"-",-735,-1541,37940893,"Sobic.001G314000","Sobic.001G314000.1","Sobic.001G314000.1.p","PF00141","PTHR31235","","1.11.1.7","K00430","GO:0055114,GO:0020037,GO:0006979,GO:0004601","AT1G05260.1","RCI3,RCI3A","Peroxidase superfamily protein","LOC_Os10g39170.1",NA,"peroxidase precursor, putative, expressed"
"1501",2543,"PstI.TP1185674","Sobic.001G314100",1,60148122,9,"PS_Y(9)","F116+36088im(9)","GHW_1(2);HM_1(1)","","GFW_1(2)","FD_50(1);FM_50(1)","fprinW(1);fprind(1)","CMLM+SUPER(2)MLM+SUPER(7)","","","",0.1771,3.781,1,"Chr01",60155579,60157140,1562,"-",7457,-9018,37944222,"Sobic.001G314100","Sobic.001G314100.1","Sobic.001G314100.1.p","PF00141","PTHR31235:SF50,PTHR31235","","1.11.1.7","K00430","GO:0004601,GO:0006979,GO:0020037,GO:0055114","AT5G17820.1","","Peroxidase superfamily protein","LOC_Os10g39160.1",NA,"peroxidase precursor, putative, expressed"
"1502",2545,"PstI.TP1190905","Sobic.004G350500",4,67932031,6,"PS_Y(6)","F116+36088im(6)","HM_1(1)","","GFW_1(1)","FD_50(1);FW_50(1)","fprinW(1);fprind(1)","MLM+SUPER(6)","","","",0.1564,0.01843,1,"Chr04",67928416,67931155,2740,"+",-3615,876,37930740,"Sobic.004G350500","Sobic.004G350500.1","Sobic.004G350500.1.p","PF01095","PTHR31707,PTHR31707:SF49","","3.1.1.11","K01051","GO:0042545,GO:0030599,GO:0005618","AT2G45220.1","","Plant invertase/pectin methylesterase inhibitor superfamily","LOC_Os11g36240.1",NA,"pectinesterase, putative, expressed"
"1503",2546,"PstI.TP1190905","Sobic.004G350600",4,67932031,6,"PS_Y(6)","F116+36088im(6)","HM_1(1)","","GFW_1(1)","FD_50(1);FW_50(1)","fprinW(1);fprind(1)","MLM+SUPER(6)","","","",0.1564,0.01843,1,"Chr04",67931549,67933806,2258,"+",-482,-1775,37931361,"Sobic.004G350600","Sobic.004G350600.1","Sobic.004G350600.1.p","PF00501","PTHR24096,PTHR24096:SF233","","","","GO:0008152,GO:0003824","AT1G20510.1","OPCL1","OPC-8:0 CoA ligase1","LOC_Os03g04000.1",NA,"AMP-binding domain containing protein, expressed"
"1504",2547,"PstI.TP1190905","Sobic.004G350700",4,67932031,6,"PS_Y(6)","F116+36088im(6)","HM_1(1)","","GFW_1(1)","FD_50(1);FW_50(1)","fprinW(1);fprind(1)","MLM+SUPER(6)","","","",0.1564,0.01843,1,"Chr04",67934120,67938364,4245,"-",2089,-6333,37932843,"Sobic.004G350700","Sobic.004G350700.1","Sobic.004G350700.1.p","PF01344,PF13418,PF07646","PTHR23244,PTHR23244:SF321","KOG4693","","","GO:0005515","AT5G04420.3","","Galactose oxidase/kelch repeat superfamily protein","LOC_Os02g57690.1",NA,"kelch repeat protein, putative, expressed"
"1506",2550,"PstI.TP119200","Sobic.003G214700",3,54894448,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.4849,10.17,1,"Chr03",54888200,54902200,14001,"-",-6248,-7752,37916147,"Sobic.003G214700","Sobic.003G214700.1","Sobic.003G214700.1.p","PF08513,PF00400","PTHR22847,PTHR22847:SF419","KOG0266","","","GO:0005515","AT4G32551.1","LUG,RON2","LisH dimerisation motif;WD40/YVTN repeat-like-containing domain","LOC_Os01g42260.1",NA,"transcriptional corepressor LEUNIG, putative, expressed"
"1510",2558,"PstI.TP1196894","Sobic.007G001200",7,124663,1,"PS_N(1)","F106+4185(1)","","","","","fprinW(1)","","FarmCPU(1)","","",0.2877,1.911,1,"Chr07",120054,122392,2339,"+",-4609,2271,37937198,"Sobic.007G001200","Sobic.007G001200.1","Sobic.007G001200.1.p","PF13774,PF00957","PTHR21136,PTHR21136:SF101","KOG0859","","K08515","GO:0016192,GO:0016021","AT5G22360.1","ATVAMP714,VAMP714","vesicle-associated membrane protein 714","LOC_Os10g06540.1",NA,"vesicle-associated membrane protein, putative, expressed"
