,SNP,Gene,chr,start,end,width,strand,dis_start.positon,dis_positon.end
2275,PstI.TP1100793,Sobic.001G065300.2,Chr01,4943452,4950833,7382,+,3785,-11166
2276,PstI.TP1100793,Sobic.001G065100.1,Chr01,4926191,4934235,8045,-,-13476,5432
2277,PstI.TP1100793,Sobic.001G065150.1,Chr01,4934963,4944996,10034,-,-4704,-5329
2278,PstI.TP1100793,Sobic.001G065400.1,Chr01,4944997,4945239,243,-,5330,-5572
2279,PstI.TP1100905,Sobic.003G436750.1,Chr03,73750396,73751294,899,+,6626,-7524
2280,PstI.TP1100905,Sobic.003G436800.1,Chr03,73751376,73759914,8539,+,7606,-16144
2281,PstI.TP1100905,Sobic.003G436400.1,Chr03,73733450,73738207,4758,-,-10320,5563
2282,PstI.TP1100905,Sobic.003G436500.1,Chr03,73738538,73740653,2116,-,-5232,3117
2283,PstI.TP1100905,Sobic.003G436600.1,Chr03,73740979,73744793,3815,-,-2791,-1023
2284,PstI.TP1100905,Sobic.003G436700.1,Chr03,73745924,73748245,2322,-,2154,-4475
2286,PstI.TP1104477,Sobic.010G103700.1,Chr10,9752958,9758076,5119,-,-9802,4684
2287,PstI.TP1104477,Sobic.010G103700.2,Chr10,9752958,9758076,5119,-,-9802,4684
2288,PstI.TP1104477,Sobic.010G103800.1,Chr10,9759306,9761176,1871,-,-3454,1584
2289,PstI.TP1104477,Sobic.010G103900.1,Chr10,9762551,9765008,2458,-,-209,-2248
2290,PstI.TP1105337,Sobic.007G055800.1,Chr07,5784121,5788812,4692,+,-7955,3264
2291,PstI.TP1105337,Sobic.007G056100.2,Chr07,5797665,5800547,2883,+,5589,-8471
2292,PstI.TP1105337,Sobic.007G056100.4,Chr07,5797665,5800547,2883,+,5589,-8471
2293,PstI.TP1105337,Sobic.007G055900.2,Chr07,5789841,5795459,5619,-,-2235,-3383
2294,PstI.TP1105337,Sobic.007G055900.3,Chr07,5789841,5795642,5802,-,-2235,-3566
2295,PstI.TP1105337,Sobic.007G055900.4,Chr07,5789841,5795642,5802,-,-2235,-3566
2296,PstI.TP1105337,Sobic.007G055900.5,Chr07,5789841,5795642,5802,-,-2235,-3566
2297,PstI.TP1105337,Sobic.007G056200.1,Chr07,5801080,5810591,9512,-,9004,-18515
2298,PstI.TP1105337,Sobic.007G056200.2,Chr07,5801080,5810629,9550,-,9004,-18553
2299,PstI.TP1105986,Sobic.006G086400.1,Chr06,45581596,45584458,2863,+,-842,-2020
2300,PstI.TP1105986,Sobic.006G086500.6,Chr06,45585031,45589728,4698,-,2593,-7290
2301,PstI.TP1105986,Sobic.006G086500.5,Chr06,45585032,45589728,4697,-,2594,-7290
2302,PstI.TP1105986,Sobic.006G086500.3,Chr06,45585032,45590843,5812,-,2594,-8405
2303,PstI.TP1105986,Sobic.006G086500.4,Chr06,45585032,45590843,5812,-,2594,-8405
2306,PstI.TP1107519,Sobic.009G036300.1,Chr09,3314503,3320523,6021,+,-662,-5358
2307,PstI.TP1107519,Sobic.009G036300.2,Chr09,3314503,3320523,6021,+,-662,-5358
2308,PstI.TP1107519,Sobic.009G036100.1,Chr09,3308618,3309109,492,-,-6547,6056
2309,PstI.TP1107519,Sobic.009G036200.2,Chr09,3310182,3312853,2672,-,-4983,2312
2310,PstI.TP1107519,Sobic.009G036200.1,Chr09,3310182,3313104,2923,-,-4983,2061
2311,PstI.TP1107958,Sobic.009G145350.1,Chr09,50241100,50247431,6332,-,-13552,7221
2312,PstI.TP1107958,Sobic.009G145500.1,Chr09,50248696,50250327,1632,-,-5956,4325
2313,PstI.TP1107958,Sobic.009G145600.2,Chr09,50251344,50255195,3852,-,-3308,-543
2314,PstI.TP1107958,Sobic.009G145600.1,Chr09,50253494,50255484,1991,-,-1158,-832
2319,PstI.TP1118313,Sobic.008G033900.1,Chr08,3125979,3133818,7840,-,-13844,6005
2320,PstI.TP1118313,Sobic.008G033900.2,Chr08,3125979,3133818,7840,-,-13844,6005
2321,PstI.TP1118313,Sobic.008G033900.3,Chr08,3125979,3133861,7883,-,-13844,5962
2322,PstI.TP1118313,Sobic.008G034000.2,Chr08,3138888,3140962,2075,-,-935,-1139
2323,PstI.TP1119335,Sobic.003G072300.2,Chr03,6156693,6161687,4995,+,-8048,3054
2324,PstI.TP1119335,Sobic.003G072400.1,Chr03,6163563,6167770,4208,+,-1178,-3029
2325,PstI.TP1119335,Sobic.003G072500.1,Chr03,6169900,6173901,4002,+,5159,-9160
2326,PstI.TP1122217,Sobic.003G037900.1,Chr03,3562773,3566434,3662,+,7835,-11496
2327,PstI.TP1122217,Sobic.003G037600.1,Chr03,3540829,3545003,4175,-,-14109,9935
2328,PstI.TP1122217,Sobic.003G037700.4,Chr03,3546766,3551993,5228,-,-8172,2945
2329,PstI.TP1122217,Sobic.003G037700.3,Chr03,3546776,3551993,5218,-,-8162,2945
2330,PstI.TP1122217,Sobic.003G037700.1,Chr03,3546782,3551993,5212,-,-8156,2945
2331,PstI.TP1122217,Sobic.003G037700.2,Chr03,3546782,3551993,5212,-,-8156,2945
2332,PstI.TP1122217,Sobic.003G037800.1,Chr03,3554455,3557726,3272,-,-483,-2788
2333,PstI.TP1122752,Sobic.002G181500.1,Chr02,56289532,56290641,1110,+,-6424,5315
2334,PstI.TP1122752,Sobic.002G181700.2,Chr02,56295447,56299146,3700,+,-509,-3190
2335,PstI.TP1122752,Sobic.002G181600.2,Chr02,56292249,56295502,3254,-,-3707,454
2336,PstI.TP1122752,Sobic.002G181600.1,Chr02,56292567,56295209,2643,-,-3389,747
2337,PstI.TP1122752,Sobic.002G181800.1,Chr02,56299329,56304699,5371,-,3373,-8743
2338,PstI.TP1123265,Sobic.010G220000.1,Chr10,56220697,56223569,2873,+,-9731,6859
2339,PstI.TP1123265,Sobic.010G220100.1,Chr10,56227872,56232285,4414,+,-2556,-1857
2340,PstI.TP1123265,Sobic.010G220200.1,Chr10,56231903,56235097,3195,-,1475,-4669
2341,PstI.TP1123265,Sobic.010G220300.1,Chr10,56235843,56237762,1920,-,5415,-7334
2342,PstI.TP1123713,Sobic.007G077400.1,Chr07,8931197,8937307,6111,+,-11578,5468
2343,PstI.TP1123713,Sobic.007G077400.2,Chr07,8931200,8937307,6108,+,-11575,5468
2344,PstI.TP1123713,Sobic.007G077466.1,Chr07,8936871,8940145,3275,-,-5904,2630
2345,PstI.TP1123713,Sobic.007G077532.1,Chr07,8941036,8944085,3050,-,-1739,-1310
2346,PstI.TP1123713,Sobic.007G077600.1,Chr07,8951966,8954334,2369,-,9191,-11559
2348,PstI.TP1124404,Sobic.010G019000.1,Chr10,1565839,1572125,6287,+,-14289,8003
2349,PstI.TP1124404,Sobic.010G019000.2,Chr10,1565839,1572125,6287,+,-14289,8003
2350,PstI.TP1124404,Sobic.010G019100.1,Chr10,1573417,1576074,2658,+,-6711,4054
2351,PstI.TP1124404,Sobic.010G019200.1,Chr10,1578155,1579071,917,+,-1973,1057
2352,PstI.TP1124404,Sobic.010G019400.1,Chr10,1581480,1585077,3598,+,1352,-4949
2353,PstI.TP1124404,Sobic.010G019300.1,Chr10,1579239,1581558,2320,-,-889,-1430
2354,PstI.TP1124404,Sobic.010G019500.1,Chr10,1584481,1589217,4737,-,4353,-9089
2355,PstI.TP1124404,Sobic.010G019600.1,Chr10,1589218,1593384,4167,-,9090,-13256
2359,PstI.TP1126710,Sobic.001G202600.1,Chr01,18427598,18431045,3448,+,-9673,6226
2360,PstI.TP1126710,Sobic.001G202700.1,Chr01,18434858,18435621,764,+,-2413,1650
2361,PstI.TP1126710,Sobic.001G202800.1,Chr01,18436922,18438441,1520,+,-349,-1170
2362,PstI.TP1126710,Sobic.001G203000.1,Chr01,18444609,18447165,2557,+,7338,-9894
2363,PstI.TP1126710,Sobic.001G202900.1,Chr01,18443100,18443699,600,-,5829,-6428
2364,PstI.TP1126710,Sobic.001G203100.1,Chr01,18447180,18448979,1800,-,9909,-11708
2365,PstI.TP112712,Sobic.008G188700.3,Chr08,62303568,62304607,1040,+,-10945,9906
2366,PstI.TP112712,Sobic.008G188800.1,Chr08,62305417,62311171,5755,+,-9096,3342
2367,PstI.TP112712,Sobic.008G188900.1,Chr08,62311403,62316497,5095,-,-3110,-1984
2368,PstI.TP112712,Sobic.008G188900.2,Chr08,62311403,62316497,5095,-,-3110,-1984
2369,PstI.TP112712,Sobic.008G188950.1,Chr08,62320383,62327080,6698,-,5870,-12567
2370,PstI.TP1128002,Sobic.002G205700.1,Chr02,59726662,59729516,2855,+,-251,-2603
2371,PstI.TP1128002,Sobic.002G205800.1,Chr02,59733862,59737525,3664,+,6949,-10612
2372,PstI.TP1128002,Sobic.002G205600.1,Chr02,59711920,59718888,6969,-,-14993,8025
2373,PstI.TP1128002,Sobic.002G205600.2,Chr02,59711920,59719435,7516,-,-14993,7478
2374,PstI.TP1128002,Sobic.002G205600.3,Chr02,59714415,59718888,4474,-,-12498,8025
2375,PstI.TP1128004,Sobic.002G205700.1,Chr02,59726662,59729516,2855,+,-269,-2585
2376,PstI.TP1128004,Sobic.002G205800.1,Chr02,59733862,59737525,3664,+,6931,-10594
2377,PstI.TP1128004,Sobic.002G205600.1,Chr02,59711920,59718888,6969,-,-15011,8043
2378,PstI.TP1128004,Sobic.002G205600.2,Chr02,59711920,59719435,7516,-,-15011,7496
2379,PstI.TP1128004,Sobic.002G205600.3,Chr02,59714415,59718888,4474,-,-12516,8043
2381,PstI.TP1128716,Sobic.003G332300.1,Chr03,65676372,65680453,4082,+,8124,-12205
2382,PstI.TP1128716,Sobic.003G332100.1,Chr03,65656587,65660269,3683,-,-11661,7979
2383,PstI.TP1128716,Sobic.003G332200.1,Chr03,65660270,65665228,4959,-,-7978,3020
2385,PstI.TP113313,Sobic.008G116500.1,Chr08,52649039,52651734,2696,+,-5071,2376
2386,PstI.TP113313,Sobic.008G116700.2,Chr08,52656486,52665574,9089,+,2376,-11464
2387,PstI.TP113313,Sobic.008G116400.1,Chr08,52643796,52646872,3077,-,-10314,7238
2388,PstI.TP113313,Sobic.008G116600.1,Chr08,52652294,52655164,2871,-,-1816,-1054
2389,PstI.TP1133231,Sobic.002G123700.1,Chr02,16491977,16493292,1316,+,-10244,8929
2390,PstI.TP1133231,Sobic.002G123900.2,Chr02,16497485,16500508,3024,+,-4736,1713
2391,PstI.TP1133231,Sobic.002G123900.1,Chr02,16497485,16501417,3933,+,-4736,804
2392,PstI.TP1133231,Sobic.002G123750.1,Chr02,16492274,16493106,833,-,-9947,9115
2393,PstI.TP1133231,Sobic.002G123800.1,Chr02,16494071,16497429,3359,-,-8150,4792
2394,PstI.TP1133231,Sobic.002G123800.2,Chr02,16494071,16497429,3359,-,-8150,4792
2395,PstI.TP1134497,Sobic.001G274400.1,Chr01,53141216,53145188,3973,+,-1800,-2172
2397,PstI.TP1135019,Sobic.006G115400.1,Chr06,48320732,48322294,1563,+,-384,-1178
2398,PstI.TP1135019,Sobic.006G115532.1,Chr06,48329436,48330177,742,+,8320,-9061
2399,PstI.TP1135019,Sobic.006G115466.1,Chr06,48324509,48326665,2157,-,3393,-5549
2400,PstI.TP1136919,Sobic.006G031300.1,Chr06,6738643,6743790,5148,+,-726,-4421
2401,PstI.TP1136919,Sobic.006G031300.2,Chr06,6738643,6743790,5148,+,-726,-4421
2402,PstI.TP1136919,Sobic.006G031500.1,Chr06,6746160,6746809,650,+,6791,-7440
2403,PstI.TP1136919,Sobic.006G031400.1,Chr06,6744040,6745770,1731,-,4671,-6401
2404,PstI.TP114049,Sobic.003G224300.1,Chr03,56029607,56031125,1519,+,7913,-9431
2405,PstI.TP114049,Sobic.003G224200.1,Chr03,56021180,56024796,3617,-,-514,-3102
2406,PstI.TP114049,Sobic.003G224200.2,Chr03,56021180,56024796,3617,-,-514,-3102
2408,PstI.TP1146105,Sobic.003G156300.1,Chr03,17285036,17285944,909,+,-9949,9041
2409,PstI.TP1146105,Sobic.003G156400.1,Chr03,17289349,17292640,3292,+,-5636,2345
2410,PstI.TP1146105,Sobic.003G156500.1,Chr03,17294003,17303044,9042,+,-982,-8059
2411,PstI.TP1148284,Sobic.008G118300.1,Chr08,53070840,53073849,3010,+,5274,-8283
2412,PstI.TP1148284,Sobic.008G118300.2,Chr08,53071780,53074063,2284,+,6214,-8497
2413,PstI.TP1148284,Sobic.008G118200.1,Chr08,53059491,53066424,6934,-,-6075,-858
2415,PstI.TP115083,Sobic.001G199500.1,Chr01,18056246,18064194,7949,+,-9029,1081
2416,PstI.TP115083,Sobic.001G199566.1,Chr01,18068138,18069595,1458,+,2863,-4320
2417,PstI.TP115083,Sobic.001G199632.1,Chr01,18074718,18075924,1207,+,9443,-10649
2418,PstI.TP115083,Sobic.001G199400.1,Chr01,18049851,18055888,6038,-,-15424,9387
2420,PstI.TP1151078,Sobic.002G305300.1,Chr02,68059625,68060371,747,+,-9963,9217
2421,PstI.TP1151078,Sobic.002G305700.1,Chr02,68071432,68073276,1845,+,1844,-3688
2422,PstI.TP1151078,Sobic.002G305750.1,Chr02,68073601,68075954,2354,+,4013,-6366
2423,PstI.TP1151078,Sobic.002G305800.1,Chr02,68078457,68079892,1436,+,8869,-10304
2424,PstI.TP1151078,Sobic.002G305400.1,Chr02,68061390,68062853,1464,-,-8198,6735
2425,PstI.TP1151078,Sobic.002G305500.1,Chr02,68064252,68066622,2371,-,-5336,2966
2426,PstI.TP1151078,Sobic.002G305600.1,Chr02,68067146,68069686,2541,-,-2442,-98
2427,PstI.TP115113,Sobic.004G269000.2,Chr04,61325323,61330594,5272,+,-5720,449
2428,PstI.TP115113,Sobic.004G269000.1,Chr04,61325335,61330594,5260,+,-5708,449
2430,PstI.TP1156107,Sobic.010G062600.2,Chr10,4915962,4918133,2172,+,1881,-4052
2431,PstI.TP1156107,Sobic.010G062400.1,Chr10,4907810,4908951,1142,-,-6271,5130
2432,PstI.TP1156107,Sobic.010G062500.2,Chr10,4909421,4914261,4841,-,-4660,-180
2433,PstI.TP1156107,Sobic.010G062500.1,Chr10,4909424,4914261,4838,-,-4657,-180
2434,PstI.TP1156107,Sobic.010G062700.1,Chr10,4918594,4920756,2163,-,4513,-6675
2435,PstI.TP1156107,Sobic.010G062800.1,Chr10,4921201,4923957,2757,-,7120,-9876
2437,PstI.TP1156625,Sobic.008G143000.1,Chr08,57441037,57443258,2222,+,-10805,8584
2438,PstI.TP1156625,Sobic.008G143100.1,Chr08,57449814,57452839,3026,+,-2028,-997
2439,PstI.TP1156625,Sobic.008G143200.1,Chr08,57454870,57455730,861,-,3028,-3888
2440,PstI.TP1156625,Sobic.008G143300.1,Chr08,57460178,57460894,717,-,8336,-9052
2441,PstI.TP1158338,Sobic.003G319900.1,Chr03,64788965,64791610,2646,+,-7621,4976
2442,PstI.TP1158338,Sobic.003G320100.1,Chr03,64798870,64800807,1938,+,2284,-4221
2443,PstI.TP1158338,Sobic.003G320200.1,Chr03,64801955,64803314,1360,+,5369,-6728
2444,PstI.TP1158338,Sobic.003G320000.1,Chr03,64797994,64798719,726,-,1408,-2133
2447,PstI.TP116046,Sobic.007G192100.1,Chr07,62489682,62492948,3267,+,-447,-2819
2448,PstI.TP116046,Sobic.007G192200.1,Chr07,62494424,62496714,2291,+,4295,-6585
2449,PstI.TP1160897,Sobic.010G130100.2,Chr10,17564545,17574778,10234,-,-14535,4302
2450,PstI.TP1160897,Sobic.010G130100.4,Chr10,17564545,17574778,10234,-,-14535,4302
2451,PstI.TP1160897,Sobic.010G130100.5,Chr10,17564545,17574778,10234,-,-14535,4302
2452,PstI.TP1160897,Sobic.010G130100.6,Chr10,17564545,17574778,10234,-,-14535,4302
2453,PstI.TP1160897,Sobic.010G130100.7,Chr10,17564545,17574778,10234,-,-14535,4302
2454,PstI.TP1160897,Sobic.010G130100.8,Chr10,17564545,17574778,10234,-,-14535,4302
2455,PstI.TP1160897,Sobic.010G130100.9,Chr10,17564545,17574778,10234,-,-14535,4302
2456,PstI.TP1162288,Sobic.003G213400.3,Chr03,54775626,54778665,3040,+,-4407,1368
2457,PstI.TP1162288,Sobic.003G213400.1,Chr03,54776387,54778665,2279,+,-3646,1368
2458,PstI.TP1162288,Sobic.003G213400.2,Chr03,54776748,54778665,1918,+,-3285,1368
2459,PstI.TP1162288,Sobic.003G213600.1,Chr03,54786879,54788290,1412,+,6846,-8257
2460,PstI.TP1162288,Sobic.003G213300.1,Chr03,54773133,54773591,459,-,-6900,6442
2461,PstI.TP1162288,Sobic.003G213500.1,Chr03,54779937,54780380,444,-,-96,-347
2462,PstI.TP1162288,Sobic.003G213700.1,Chr03,54788336,54790042,1707,-,8303,-10009
2463,PstI.TP1162502,Sobic.010G137300.1,Chr10,21498050,21500416,2367,-,-2384,18
2464,PstI.TP1162520,Sobic.005G204600.1,Chr05,69030779,69035373,4595,+,-2699,-1895
2465,PstI.TP1162520,Sobic.005G204600.2,Chr05,69030779,69035776,4998,+,-2699,-2298
2466,PstI.TP1162520,Sobic.005G204700.1,Chr05,69037246,69041201,3956,-,3768,-7723
2467,PstI.TP1163120,Sobic.006G047700.1,Chr06,33548755,33551604,2850,+,-8968,6119
2470,PstI.TP1168316,Sobic.003G037900.1,Chr03,3562773,3566434,3662,+,-10613,6952
2471,PstI.TP1168316,Sobic.003G038000.1,Chr03,3570808,3573716,2909,+,-2578,-330
2472,PstI.TP1168316,Sobic.003G038100.1,Chr03,3574836,3580910,6075,+,1450,-7524
2473,PstI.TP1168316,Sobic.003G038200.1,Chr03,3583228,3584556,1329,-,9842,-11170
2475,PstI.TP1169498,Sobic.003G195000.1,Chr03,51896829,51903435,6607,+,-1210,-5396
2476,PstI.TP1169498,Sobic.003G195150.1,Chr03,51904168,51910387,6220,-,6129,-12348
2477,PstI.TP1169498,Sobic.003G195300.1,Chr03,51907866,51912380,4515,-,9827,-14341
2478,PstI.TP1169832,Sobic.004G215400.1,Chr04,56536262,56537411,1150,+,2110,-3259
2479,PstI.TP1169832,Sobic.004G215500.1,Chr04,56540847,56542844,1998,+,6695,-8692
2480,PstI.TP1169832,Sobic.004G215500.2,Chr04,56540847,56542844,1998,+,6695,-8692
2481,PstI.TP1169832,Sobic.004G215600.1,Chr04,56543010,56557825,14816,+,8858,-23673
2482,PstI.TP1169832,Sobic.004G215600.2,Chr04,56543010,56557825,14816,+,8858,-23673
2483,PstI.TP1169832,Sobic.004G215600.3,Chr04,56543010,56557899,14890,+,8858,-23747
2484,PstI.TP1169832,Sobic.004G215200.1,Chr04,56524800,56528852,4053,-,-9352,5300
2485,PstI.TP1169832,Sobic.004G215200.2,Chr04,56524800,56528852,4053,-,-9352,5300
2486,PstI.TP1169832,Sobic.004G215300.1,Chr04,56533248,56535725,2478,-,-904,-1573
2489,PstI.TP1171678,Sobic.009G008100.1,Chr09,772264,776588,4325,+,-12649,8325
2490,PstI.TP1171678,Sobic.009G008100.2,Chr09,772264,776588,4325,+,-12649,8325
2491,PstI.TP1171678,Sobic.009G008100.3,Chr09,772264,776588,4325,+,-12649,8325
2492,PstI.TP1171678,Sobic.009G008200.1,Chr09,777915,783995,6081,+,-6998,918
2493,PstI.TP1171678,Sobic.009G008300.1,Chr09,785332,788235,2904,+,419,-3322
2494,PstI.TP1171678,Sobic.009G008400.1,Chr09,792801,802001,9201,+,7888,-17088
2495,PstI.TP1172854,Sobic.001G026700.1,Chr01,2082677,2085528,2852,+,-7604,4753
2496,PstI.TP1172854,Sobic.001G026800.1,Chr01,2094324,2098430,4107,+,4043,-8149
2497,PstI.TP1172854,Sobic.001G026800.2,Chr01,2095431,2098430,3000,+,5150,-8149
2498,PstI.TP1172854,Sobic.001G026900.2,Chr01,2098594,2101821,3228,-,8313,-11540
2499,PstI.TP1172854,Sobic.001G026900.1,Chr01,2098780,2101900,3121,-,8499,-11619
2500,PstI.TP1175455,Sobic.006G136100.1,Chr06,49884752,49888223,3472,+,-6296,2825
2501,PstI.TP1175455,Sobic.006G136100.5,Chr06,49884755,49888021,3267,+,-6293,3027
2502,PstI.TP1175455,Sobic.006G136100.4,Chr06,49884755,49888223,3469,+,-6293,2825
2503,PstI.TP1175455,Sobic.006G136100.2,Chr06,49884755,49890896,6142,+,-6293,152
2504,PstI.TP1175455,Sobic.006G136100.3,Chr06,49884755,49890896,6142,+,-6293,152
2505,PstI.TP1175455,Sobic.006G136300.1,Chr06,49892372,49892587,216,+,1324,-1539
2506,PstI.TP1175455,Sobic.006G136000.1,Chr06,49879485,49881750,2266,-,-11563,9298
2507,PstI.TP1175455,Sobic.006G136000.2,Chr06,49879485,49881750,2266,-,-11563,9298
2508,PstI.TP1175455,Sobic.006G136200.1,Chr06,49887893,49891690,3798,-,-3155,-642
2509,PstI.TP1175455,Sobic.006G136200.2,Chr06,49887893,49891690,3798,-,-3155,-642
2510,PstI.TP1175455,Sobic.006G136200.3,Chr06,49887893,49891690,3798,-,-3155,-642
2511,PstI.TP1175455,Sobic.006G136200.4,Chr06,49887893,49891690,3798,-,-3155,-642
2512,PstI.TP1175455,Sobic.006G136400.1,Chr06,49892640,49897879,5240,-,1592,-6831
2514,PstI.TP1177969,Sobic.001G413400.1,Chr01,69543023,69543794,772,+,-8152,7381
2515,PstI.TP1177969,Sobic.001G413500.1,Chr01,69550593,69556432,5840,+,-582,-5257
2516,PstI.TP1177969,Sobic.001G413300.1,Chr01,69540862,69542073,1212,-,-10313,9102
2517,PstI.TP1177969,Sobic.001G413600.1,Chr01,69557219,69557815,597,-,6044,-6640
2519,PstI.TP1178906,Sobic.002G212400.1,Chr02,60490221,60496113,5893,-,-1785,-4107
2520,PstI.TP1178947,Sobic.001G444600.1,Chr01,72156444,72160703,4260,+,-14255,9996
2521,PstI.TP1178947,Sobic.001G444800.1,Chr01,72167280,72169722,2443,+,-3419,977
2522,PstI.TP1178947,Sobic.001G444900.1,Chr01,72170316,72173427,3112,+,-383,-2728
2523,PstI.TP1178947,Sobic.001G445000.1,Chr01,72179876,72184128,4253,+,9177,-13429
2524,PstI.TP1178947,Sobic.001G444700.1,Chr01,72164679,72166341,1663,-,-6020,4358
2525,PstI.TP1179217,Sobic.010G052800.1,Chr10,4127653,4131073,3421,+,6136,-9556
2526,PstI.TP1179217,Sobic.010G052700.1,Chr10,4116012,4118068,2057,-,-5505,3449
2528,PstI.TP1182813,Sobic.004G077000.1,Chr04,6363065,6366447,3383,+,-9811,6429
2529,PstI.TP1182813,Sobic.004G077100.1,Chr04,6370984,6373917,2934,+,-1892,-1041
2530,PstI.TP1182813,Sobic.004G077200.2,Chr04,6374860,6375493,634,+,1984,-2617
2531,PstI.TP1182813,Sobic.004G077300.1,Chr04,6375795,6385358,9564,-,2919,-12482
2532,PstI.TP1183980,Sobic.001G106600.1,Chr01,8225098,8231079,5982,+,-11484,5503
2533,PstI.TP1183980,Sobic.001G106600.2,Chr01,8225167,8231073,5907,+,-11415,5509
2534,PstI.TP1183980,Sobic.001G106700.1,Chr01,8235627,8238729,3103,-,-955,-2147
2537,PstI.TP1184560,Sobic.008G031800.1,Chr08,2841153,2841620,468,+,6230,-6697
2538,PstI.TP1184560,Sobic.008G031600.1,Chr08,2833724,2836233,2510,-,-1199,-1310
2539,PstI.TP1184560,Sobic.008G031600.2,Chr08,2833724,2836233,2510,-,-1199,-1310
2540,PstI.TP1184560,Sobic.008G031700.1,Chr08,2838268,2838762,495,-,3345,-3839
2542,PstI.TP1185674,Sobic.001G314000.1,Chr01,60147387,60149663,2277,-,-735,-1541
2543,PstI.TP1185674,Sobic.001G314100.1,Chr01,60155579,60157140,1562,-,7457,-9018
2545,PstI.TP1190905,Sobic.004G350500.1,Chr04,67928416,67931155,2740,+,-3615,876
2546,PstI.TP1190905,Sobic.004G350600.1,Chr04,67931549,67933806,2258,+,-482,-1775
2547,PstI.TP1190905,Sobic.004G350700.1,Chr04,67934120,67938364,4245,-,2089,-6333
2549,PstI.TP119200,Sobic.003G214650.1,Chr03,54886657,54888199,1543,-,-7791,6249
2550,PstI.TP119200,Sobic.003G214700.1,Chr03,54888200,54902200,14001,-,-6248,-7752
2551,PstI.TP1192081,Sobic.009G134450.1,Chr09,48931391,48934448,3058,+,-2341,-716
2552,PstI.TP1192081,Sobic.009G134500.3,Chr09,48934746,48943154,8409,-,1014,-9422
2553,PstI.TP1192081,Sobic.009G134500.2,Chr09,48934746,48943156,8411,-,1014,-9424
2554,PstI.TP1192081,Sobic.009G134500.1,Chr09,48934746,48943164,8419,-,1014,-9432
2556,PstI.TP1196894,Sobic.007G001100.2,Chr07,111944,116834,4891,+,-12719,7829
2557,PstI.TP1196894,Sobic.007G001100.1,Chr07,111944,117146,5203,+,-12719,7517
2558,PstI.TP1196894,Sobic.007G001200.1,Chr07,120054,122392,2339,+,-4609,2271
2559,PstI.TP1196894,Sobic.007G001300.1,Chr07,122906,123851,946,+,-1757,812
2560,PstI.TP1196894,Sobic.007G001500.1,Chr07,125881,130955,5075,-,1218,-6292
2561,PstI.TP1198766,Sobic.006G272700.1,Chr06,60429024,60430877,1854,+,-7233,5380
2562,PstI.TP1198766,Sobic.006G272800.1,Chr06,60435051,60440107,5057,+,-1206,-3850
2563,PstI.TP1198766,Sobic.006G272900.2,Chr06,60440455,60442385,1931,+,4198,-6128
2564,PstI.TP1198766,Sobic.006G273000.1,Chr06,60442444,60445431,2988,-,6187,-9174
2565,PstI.TP1204396,Sobic.001G166401.1,Chr01,13838450,13840200,1751,+,-6813,5063
2566,PstI.TP1204396,Sobic.001G166500.1,Chr01,13841944,13843504,1561,+,-3319,1759
2567,PstI.TP1204396,Sobic.001G166600.1,Chr01,13844284,13851809,7526,+,-979,-6546
2568,PstI.TP1204396,Sobic.001G166700.1,Chr01,13855125,13857226,2102,+,9862,-11963
2570,PstI.TP1215799,Sobic.002G196350.2,Chr02,58541128,58545943,4816,-,-11306,6491
2571,PstI.TP1215799,Sobic.002G196350.1,Chr02,58541128,58545945,4818,-,-11306,6489
2572,PstI.TP1215799,Sobic.002G196500.1,Chr02,58552079,58553596,1518,-,-355,-1162
2573,PstI.TP1215799,Sobic.002G196600.1,Chr02,58556339,58564147,7809,-,3905,-11713
2574,PstI.TP1217016,Sobic.003G125900.1,Chr03,11532396,11546534,14139,+,-435,-13703
2575,PstI.TP1218945,Sobic.008G149900.1,Chr08,58296732,58297537,806,+,1414,-2219
2576,PstI.TP1218945,Sobic.008G149800.1,Chr08,58286162,58295737,9576,-,-9156,-419
2577,PstI.TP1218945,Sobic.008G149800.2,Chr08,58286162,58295737,9576,-,-9156,-419
2578,PstI.TP1218945,Sobic.008G150000.1,Chr08,58297585,58302971,5387,-,2267,-7653
2579,PstI.TP1221436,Sobic.009G069700.1,Chr09,8116084,8118438,2355,+,-1756,-598
2580,PstI.TP1221436,Sobic.009G069800.1,Chr09,8119732,8123399,3668,-,1892,-5559
2581,PstI.TP122566,Sobic.003G052000.1,Chr03,4681151,4686500,5350,+,-11055,5706
2582,PstI.TP122566,Sobic.003G052100.2,Chr03,4689858,4694726,4869,-,-2348,-2520
2583,PstI.TP122566,Sobic.003G052200.2,Chr03,4700818,4708377,7560,-,8612,-16171
2585,PstI.TP1226186,Sobic.003G084900.1,Chr03,7327589,7334315,6727,+,-14700,7974
2586,PstI.TP1226186,Sobic.003G084900.6,Chr03,7327589,7334315,6727,+,-14700,7974
2587,PstI.TP1226186,Sobic.003G084900.7,Chr03,7327589,7334315,6727,+,-14700,7974
2588,PstI.TP1226186,Sobic.003G084900.4,Chr03,7327593,7334315,6723,+,-14696,7974
2589,PstI.TP1226186,Sobic.003G084900.3,Chr03,7327594,7334315,6722,+,-14695,7974
2590,PstI.TP1226186,Sobic.003G084900.5,Chr03,7327594,7334315,6722,+,-14695,7974
2591,PstI.TP1226186,Sobic.003G084900.2,Chr03,7327622,7334315,6694,+,-14667,7974
