"","X","SNP","Gene","Chromosome","Position","Grand.Total","PS","Ind.SNP","Heading_1","Heading_50","Flowering_1","Flowering_50","PCA","SUPER","FarmCPU","mrMLM.1","mrMLM.2","MAF","PVE","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"835",1441,"NsiI.TP614958","Sobic.006G087250",6,45639721,5,"PS_N(1)PS_Y(4)","F116+36088im(5)","","HD_50(1);GHW_50(1)","","","fprinW(1);fprinGW(1);fprinM(1)","","","mrMLM(1);FASTmrMLM(4)","",0.0921,3.305,1,"Chr06",45642932,45644969,2038,"-",3211,-5248,37948878,"Sobic.006G087250","Sobic.006G087250.1","Sobic.006G087250.1.p","","","","","","","","","","",NA,""
"837",1448,"NsiI.TP615699","Sobic.001G241401",1,24833300,6,"PS_Y(6)","F116+36088im(6)","","","","FD_50(1);FW_50(1);FM_50(1)","fprinW(2);fprind(1)","CMLM+SUPER(3)MLM+SUPER(3)","","","",0.2054,4.603,1,"Chr01",24839368,24840261,894,"+",6068,-6961,37942262,"Sobic.001G241401","Sobic.001G241401.1","Sobic.001G241401.1.p","","","","","","","","","","",NA,""
"838",1449,"NsiI.TP615699","Sobic.001G241300",1,24833300,6,"PS_Y(6)","F116+36088im(6)","","","","FD_50(1);FW_50(1);FM_50(1)","fprinW(2);fprind(1)","CMLM+SUPER(3)MLM+SUPER(3)","","","",0.2054,4.603,1,"Chr01",24830906,24834597,3692,"-",-2394,-1297,37941034,"Sobic.001G241300","Sobic.001G241300.1","Sobic.001G241300.1.p","","PTHR35986,PTHR35986:SF1","","","","","","","","LOC_Os10g29514.1",NA,"expressed protein"
"844",1457,"NsiI.TP616137","Sobic.006G225000",6,57075072,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.1151,0.3054,1,"Chr06",57062992,57067035,4044,"+",-12080,8037,37945365,"Sobic.006G225000","Sobic.006G225000.1","Sobic.006G225000.1.p","","","","","","","","","","LOC_Os03g51100.1",NA,"expressed protein"
"860",1486,"NsiI.TP61845","Sobic.001G258700",1,30836654,3,"PS_Y(3)","F116+36088im(3)","","","GFW_1(2)","FM_50(1)","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.2288,2.105,1,"Chr01",30833182,30836340,3159,"+",-3472,314,37945160,"Sobic.001G258700","Sobic.001G258700.1","Sobic.001G258700.1.p","","","","","","","","","","",NA,""
"862",1491,"NsiI.TP61845","Sobic.001G258801",1,30836654,3,"PS_Y(3)","F116+36088im(3)","","","GFW_1(2)","FM_50(1)","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.2288,2.105,1,"Chr01",30840643,30844920,4278,"-",3989,-8266,37943576,"Sobic.001G258801","Sobic.001G258801.1","Sobic.001G258801.1.p","","","","","","","","","","",NA,""
"863",1492,"NsiI.TP620135","Sobic.003G154450",3,16826264,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.4919,1.603,1,"Chr03",16813566,16819730,6165,"-",-12698,6534,37914016,"Sobic.003G154450","Sobic.003G154450.1","Sobic.003G154450.1.p","PF14111","PTHR33170,PTHR33170:SF1","","","","","","","","LOC_Os12g34720.1",NA,"expressed protein"
"865",1495,"NsiI.TP620217","Sobic.002G124766",2,16850766,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2)","","GFW_1(2)","","","CMLM+SUPER(2)MLM+SUPER(2)","","","",0.4918,5.139,1,"Chr02",16850723,16851559,837,"+",-43,-793,37955236,"Sobic.002G124766","Sobic.002G124766.1","Sobic.002G124766.1.p","","","","","","","","","","",NA,""
"867",1497,"NsiI.TP620217","Sobic.002G124832",2,16850766,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2)","","GFW_1(2)","","","CMLM+SUPER(2)MLM+SUPER(2)","","","",0.4918,5.139,1,"Chr02",16858710,16859748,1039,"-",7944,-8982,37954707,"Sobic.002G124832","Sobic.002G124832.1","Sobic.002G124832.1.p","","","","","","","","","","",NA,""
"870",1502,"NsiI.TP621902","Sobic.007G197450",7,62903684,16,"PS_Y(16)","F116+36088im(16)","HD_1(1);HW_1(1);GHW_1(2)","","GFW_1(2);FM_1(2)","FD_50(1);FW_50(2);GFW_50(2);FM_50(2)","fprinW(1)","CMLM+SUPER(7)MLM+SUPER(9)","","","",0.2552,0.1258,1,"Chr07",62894887,62895646,760,"+",-8797,8038,37934183,"Sobic.007G197450","Sobic.007G197450.1","Sobic.007G197450.1.p","","","","","","","","","","",NA,""
"885",1522,"NsiI.TP630636","Sobic.002G246950",2,63520018,4,"PS_Y(4)","F116+36088im(4)","","","GFW_1(1)","FW_50(1)","fprinW(1);fprinGW(1)","CMLM+SUPER(4)","","","",0.1244,0.425,1,"Chr02",63510262,63512805,2544,"-",-9756,7213,37950472,"Sobic.002G246950","Sobic.002G246950.1","Sobic.002G246950.1.p","","","","","","","","","","",NA,""
"889",1529,"NsiI.TP630648","Sobic.001G354800",1,64479438,7,"PS_Y(7)","F116+36088im(7)","HW_1(1)","","GFW_1(2)","FD_50(1);FM_50(1)","fprind(1);fprinGW(1)","CMLM+SUPER(3)MLM+SUPER(4)","","","",0.2857,1.141,1,"Chr01",64479317,64480755,1439,"+",-121,-1317,37943462,"Sobic.001G354800","Sobic.001G354800.1","Sobic.001G354800.1.p","","PTHR35463,PTHR35463:SF1","","","","","","","","LOC_Os03g26490.1",NA,"expressed protein"
"890",1530,"NsiI.TP630648","Sobic.001G354900",1,64479438,7,"PS_Y(7)","F116+36088im(7)","HW_1(1)","","GFW_1(2)","FD_50(1);FM_50(1)","fprind(1);fprinGW(1)","CMLM+SUPER(3)MLM+SUPER(4)","","","",0.2857,1.141,4,"Chr01",64480446,64484868,4423,"-",1008,-5430,37941741,"Sobic.001G354900","Sobic.001G354900.4","Sobic.001G354900.4.p","","","","","","","","","","",NA,""
"898",1545,"NsiI.TP636278","Sobic.009G055500",9,5624719,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.2915,0.754,4,"Chr09",5621014,5622922,1909,"+",-3705,1797,37919894,"Sobic.009G055500","Sobic.009G055500.4","Sobic.009G055500.4.p","","","","","","","","","","",NA,""
"899",1549,"NsiI.TP636278","Sobic.009G055550",9,5624719,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.2915,0.754,1,"Chr09",5627744,5628696,953,"+",3025,-3977,37921436,"Sobic.009G055550","Sobic.009G055550.1","Sobic.009G055550.1.p","","","","","","","","","","",NA,""
"908",1566,"NsiI.TP64589","Sobic.003G412500",3,71972732,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(1)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.4768,0.5316,1,"Chr03",71979688,71982234,2547,"+",6956,-9502,37918684,"Sobic.003G412500","Sobic.003G412500.1","Sobic.003G412500.1.p","","","","","","","","","","",NA,""
"912",1572,"NsiI.TP646964","Sobic.006G178700",6,53312727,25,"PS_Y(25)","F116+36088im(25)","HD_1(2);HW_1(2);GHW_1(2)","GHW_50(2)","FD_1(2);FW_1(2);GFW_1(2)","FD_50(1);FW_50(2);GFW_50(2);FM_50(2)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(12)MLM+SUPER(13)","","","",0.09379,6.834,1,"Chr06",53304076,53307215,3140,"-",-8651,5512,37947299,"Sobic.006G178700","Sobic.006G178700.1","Sobic.006G178700.1.p","PF07762","PTHR33074,PTHR33074:SF10","","","","","","","","LOC_Os01g08010.1",NA,"expressed protein"
"923",1588,"NsiI.TP659581","Sobic.003G400266",3,70887842,16,"PS_Y(16)","F116+36088im(16)","GHW_1(2);HM_1(2)","","GFW_1(2)","FD_50(1);FW_50(2);GFW_50(2);FM_50(1)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(7)MLM+SUPER(9)","","","",0.1888,0.8774,1,"Chr03",70893978,70895465,1488,"-",6136,-7623,37916283,"Sobic.003G400266","Sobic.003G400266.1","Sobic.003G400266.1.p","","","","","","","","","","",NA,""
"928",1599,"NsiI.TP662609","Sobic.003G211400",3,54492130,2,"PS_Y(2)","F116+36088im(2)","GHW_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.3687,0.05315,2,"Chr03",54482145,54486743,4599,"+",-9985,5387,37917524,"Sobic.003G211400","Sobic.003G211400.2","Sobic.003G211400.2.p","","PTHR33207,PTHR33207:SF4","","","","","","","","LOC_Os01g32640.1",NA,"OsFBX9 - F-box domain containing protein, expressed"
"947",1630,"NsiI.TP678341","Sobic.002G139750",2,22203749,17,"PS_Y(17)","F116+36088im(17)","HD_1(1);HW_1(1);GHW_1(2)","","FD_1(2);FW_1(1);GFW_1(2)","FD_50(1);FW_50(2);GFW_50(2)","fprinW(2);fprind(1)","CMLM+SUPER(7)MLM+SUPER(10)","","","",0.2614,0.1135,1,"Chr02",22202668,22203108,441,"+",-1081,641,37950829,"Sobic.002G139750","Sobic.002G139750.1","Sobic.002G139750.1.p","","","","","","","","","","",NA,""
"949",1632,"NsiI.TP678859","Sobic.001G075500",1,5757606,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.4212,8.149,1,"Chr01",5755112,5756313,1202,"+",-2494,1293,37943790,"Sobic.001G075500","Sobic.001G075500.1","Sobic.001G075500.1.p","","","","","","","","","","",NA,""
"954",1643,"NsiI.TP690773","Sobic.003G005332",3,474392,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.06635,4.401,1,"Chr03",464901,466509,1609,"+",-9491,7883,37913020,"Sobic.003G005332","Sobic.003G005332.1","Sobic.003G005332.1.p","","","","","","","","","","",NA,""
"959",1654,"NsiI.TP694884","Sobic.003G075000",3,6382094,2,"PS_N(2)","F116+36088im(2)","HD_1(1)","","FW_1(1)","","","","FarmCPU(2)","","",0.1761,0.05741,1,"Chr03",6373313,6374982,1670,"+",-8781,7112,37917136,"Sobic.003G075000","Sobic.003G075000.1","Sobic.003G075000.1.p","","PTHR34670","","","","","","","","LOC_Os01g05064.1",NA,"expressed protein"
"968",1673,"NsiI.TP718149","Sobic.001G382266",1,67002191,2,"PS_Y(2)","F116+36088im(2)","GHW_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.3478,0.2683,1,"Chr01",67009367,67011174,1808,"+",7176,-8983,37939489,"Sobic.001G382266","Sobic.001G382266.1","Sobic.001G382266.1.p","","","","","","","","","","",NA,""
"969",1674,"NsiI.TP718149","Sobic.001G382332",1,67002191,2,"PS_Y(2)","F116+36088im(2)","GHW_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.3478,0.2683,1,"Chr01",67011976,67012645,670,"+",9785,-10454,37937972,"Sobic.001G382332","Sobic.001G382332.1","Sobic.001G382332.1.p","","","","","","","","","","",NA,""
"975",1683,"NsiI.TP718915","Sobic.008G142766",8,57429561,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.1869,3.044,1,"Chr08",57428330,57429723,1394,"+",-1231,-162,37926493,"Sobic.008G142766","Sobic.008G142766.1","Sobic.008G142766.1.p","","","","","","","","","","",NA,""
"977",1685,"NsiI.TP718915","Sobic.008G142832",8,57429561,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.1869,3.044,1,"Chr08",57429920,57430514,595,"-",359,-953,37928351,"Sobic.008G142832","Sobic.008G142832.1","Sobic.008G142832.1.p","","","","","","","","","","",NA,""
"978",1687,"NsiI.TP722362","Sobic.008G030400",8,2701955,9,"PS_Y(9)","F116+36088im(9)","HW_1(1);GHW_1(2)","","GFW_1(1)","FD_50(1);FW_50(1);GFW_50(2)","fprinW(1)","CMLM+SUPER(2)MLM+SUPER(7)","","","",0.2465,2.008,1,"Chr08",2710588,2712873,2286,"+",8633,-10918,37927566,"Sobic.008G030400","Sobic.008G030400.1","Sobic.008G030400.1.p","","PTHR33075,PTHR33075:SF4","","","","","","","","LOC_Os06g28300.1",NA,"zinc knuckle family protein, expressed"
"980",1689,"NsiI.TP722362","Sobic.008G030300",8,2701955,9,"PS_Y(9)","F116+36088im(9)","HW_1(1);GHW_1(2)","","GFW_1(1)","FD_50(1);FW_50(1);GFW_50(2)","fprinW(1)","CMLM+SUPER(2)MLM+SUPER(7)","","","",0.2465,2.008,1,"Chr08",2701271,2702021,751,"-",-684,-66,37926271,"Sobic.008G030300","Sobic.008G030300.1","Sobic.008G030300.1.p","","PTHR33177","","","","","","","","LOC_Os12g06130.1",NA,"expressed protein"
"990",1707,"NsiI.TP731097","Sobic.004G102000",4,9434143,26,"PS_Y(26)","F116+36088im(26)","HD_1(2);HW_1(2);HM_1(2)","HD_50(2);GHW_50(2)","FD_1(2);FW_1(1);GFW_1(1)","FD_50(1);FW_50(2);GFW_50(2);FM_50(2)","fprinW(2);fprind(1);fprinGW(2)","CMLM+SUPER(12)MLM+SUPER(14)","","","",0.4471,2.04,1,"Chr04",9424885,9428812,3928,"-",-9258,5331,37933185,"Sobic.004G102000","Sobic.004G102000.1","Sobic.004G102000.1.p","","","","","K13172","","","","","LOC_Os04g51960.1",NA,"expressed protein"
"1017",1776,"NsiI.TP750468","Sobic.004G200501",4,55101918,1,"PS_N(1)","F116+36088im(1)","","","FM_1(1)","","","","","FASTmrMLM(1)","",0.0733,0.7665,1,"Chr04",55098377,55099944,1568,"+",-3541,1974,37929229,"Sobic.004G200501","Sobic.004G200501.1","Sobic.004G200501.1.p","","","","","","","","","","",NA,""
"1018",1777,"NsiI.TP750468","Sobic.004G200600",4,55101918,1,"PS_N(1)","F116+36088im(1)","","","FM_1(1)","","","","","FASTmrMLM(1)","",0.0733,0.7665,2,"Chr04",55099665,55103007,3343,"-",-2253,-1089,37931253,"Sobic.004G200600","Sobic.004G200600.2","Sobic.004G200600.2.p","","","","","","","","","","",NA,""
"1023",1784,"NsiI.TP752426","Sobic.004G231100",4,58049068,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.07081,0.128,1,"Chr04",58040642,58041539,898,"+",-8426,7529,37931679,"Sobic.004G231100","Sobic.004G231100.1","Sobic.004G231100.1.p","PF13456","PTHR33033,PTHR33033:SF23","","","","","","","","LOC_Os08g09440.1",NA,"expressed protein"
"1028",1789,"NsiI.TP755117","Sobic.006G274833",6,60605057,10,"PS_Y(10)","F116+36088im(10)","GHW_1(2);HM_1(1)","","GFW_1(1)","FD_50(1);FW_50(1);GFW_50(2)","fprinW(1);fprind(1)","CMLM+SUPER(3)MLM+SUPER(7)","","","",0.2223,0.3838,1,"Chr06",60597951,60598743,793,"+",-7106,6314,37946548,"Sobic.006G274833","Sobic.006G274833.1","Sobic.006G274833.1.p","","","","","","","","","","",NA,""
"1030",1791,"NsiI.TP755634","Sobic.003G310400",3,63871706,9,"PS_Y(9)","F116+36088im(9)","","GHW_50(1)","","FD_50(1);FW_50(1);FM_50(2)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(5)MLM+SUPER(4)","","","",0.2259,2.539,1,"Chr03",63860940,63865103,4164,"-",-10766,6603,37916765,"Sobic.003G310400","Sobic.003G310400.1","Sobic.003G310400.1.p","PF12142,PF00264,PF12143","PTHR11474,PTHR11474:SF35","","1.10.3.1","K00422","GO:0055114,GO:0004097,GO:0016491,GO:0008152","","","","LOC_Os01g58100.1",NA,"polyphenol oxidase, putative, expressed"
"1046",1818,"NsiI.TP757835","Sobic.001G121000",1,9414257,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(1)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.06891,0.02873,1,"Chr01",9411778,9413830,2053,"+",-2479,427,37944080,"Sobic.001G121000","Sobic.001G121000.1","Sobic.001G121000.1.p","","","","","","","","","","",NA,""
"1047",1819,"NsiI.TP757835","Sobic.001G121100",1,9414257,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(1)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.06891,0.02873,1,"Chr01",9416143,9419471,3329,"-",1886,-5214,37940554,"Sobic.001G121100","Sobic.001G121100.1","Sobic.001G121100.1.p","PF00892","PTHR12715,PTHR12715:SF8","","","","GO:0016021,GO:0016020","","","","LOC_Os03g49940.1",NA,"integral membrane protein, putative, expressed"
"1054",1829,"NsiI.TP766568","Sobic.001G167300",1,13943502,12,"PS_Y(12)","F116+36088im(12)","HD_1(1);GHW_1(1);HM_1(1)","GHW_50(1);HM_50(1)","FD_1(1);FW_1(1);FM_1(1)","","fprinW(1);fprind(1);fprinGW(1);fprinM(1)","","","mrMLM(12)","",0.4693,17.77,1,"Chr01",13937556,13941307,3752,"+",-5946,2195,37938036,"Sobic.001G167300","Sobic.001G167300.1","Sobic.001G167300.1.p","","","","","","","","","","",NA,""
"1058",1838,"NsiI.TP772099","Sobic.003G198850",3,52480890,5,"PS_Y(5)","F116+36088im(5)","","HM_50(2)","FM_1(1)","GFW_50(1)","fprinM(1)","","","mrMLM(4)","ISIS EM-BLASSO(1)",0.0921,21.07,1,"Chr03",52481559,52483154,1596,"+",669,-2264,37913538,"Sobic.003G198850","Sobic.003G198850.1","Sobic.003G198850.1.p","","","","","","","","","","",NA,""
"1063",1845,"NsiI.TP773756","Sobic.004G184800",4,53789013,8,"PS_Y(8)","F116+36088im(8)","GHW_1(2);HM_1(2)","","GFW_1(1);FM_1(2)","FD_50(1)","","CMLM+SUPER(4)MLM+SUPER(4)","","","",0.05961,6.944,1,"Chr04",53777491,53779216,1726,"-",-11522,9797,37930670,"Sobic.004G184800","Sobic.004G184800.1","Sobic.004G184800.1.p","","PTHR36721","","","","","","","","",NA,""
"1065",1848,"NsiI.TP7764","Sobic.002G078000",2,8133534,5,"PS_N(2)PS_Y(3)","F96+4814(4);F106+4185(1)","HD_1(2)","GHW_50(1);HW_50(1)","FW_1(1)","","","","","","ISIS EM-BLASSO(3);pLARmEB(2)",0.2865,0.1528,1,"Chr02",8128521,8131670,3150,"+",-5013,1864,37953817,"Sobic.002G078000","Sobic.002G078000.1","Sobic.002G078000.1.p","PF01081","PTHR30246,PTHR30246:SF1","","4.1.2.14,4.1.3.16","","GO:0016829,GO:0008152","","","","LOC_Os07g12160.1",NA,"KHG/KDPG aldolase, putative, expressed"
"1067",1850,"NsiI.TP7764","Sobic.002G078200",2,8133534,5,"PS_N(2)PS_Y(3)","F96+4814(4);F106+4185(1)","HD_1(2)","GHW_50(1);HW_50(1)","FW_1(1)","","","","","","ISIS EM-BLASSO(3);pLARmEB(2)",0.2865,0.1528,1,"Chr02",8136926,8138294,1369,"+",3392,-4760,37955292,"Sobic.002G078200","Sobic.002G078200.1","Sobic.002G078200.1.p","","","","","","","","","","LOC_Os08g20230.1",NA,"hypothetical protein"
"1071",1855,"NsiI.TP777037","Sobic.002G384600",2,73985749,1,"PS_N(1)","F116+36088im(1)","","","GFW_1(1)","","","","","FASTmrMLM(1)","",0.0259,2e-04,1,"Chr02",73973081,73977138,4058,"-",-12668,8611,37951328,"Sobic.002G384600","Sobic.002G384600.1","Sobic.002G384600.1.p","","","","","","","","","","LOC_Os07g43480.1",NA,"expressed protein"
"1073",1857,"NsiI.TP777037","Sobic.002G384900",2,73985749,1,"PS_N(1)","F116+36088im(1)","","","GFW_1(1)","","","","","FASTmrMLM(1)","",0.0259,2e-04,1,"Chr02",73985296,73986272,977,"-",-453,-523,37950480,"Sobic.002G384900","Sobic.002G384900.1","Sobic.002G384900.1.p","","","","","","","","","","LOC_Os02g53440.1",NA,"expressed protein"
"1074",1858,"NsiI.TP777037","Sobic.002G385000",2,73985749,1,"PS_N(1)","F116+36088im(1)","","","GFW_1(1)","","","","","FASTmrMLM(1)","",0.0259,2e-04,2,"Chr02",73987966,73992096,4131,"-",2217,-6347,37952633,"Sobic.002G385000","Sobic.002G385000.2","Sobic.002G385000.2.p","","","","","","","","","","LOC_Os07g43480.1",NA,"expressed protein"
"1086",1874,"NsiI.TP783625","Sobic.001G264901",1,49738878,1,"PS_Y(1)","F116+36088im(1)","HD_1(1)","","","","","","","","ISIS EM-BLASSO(1)",0.3017,6.899,1,"Chr01",49730928,49731742,815,"+",-7950,7136,37938678,"Sobic.001G264901","Sobic.001G264901.1","Sobic.001G264901.1.p","","","","","","","","","","LOC_Os10g06690.1",NA,"expressed protein"
"1088",1876,"NsiI.TP783625","Sobic.001G265100",1,49738878,1,"PS_Y(1)","F116+36088im(1)","HD_1(1)","","","","","","","","ISIS EM-BLASSO(1)",0.3017,6.899,1,"Chr01",49738234,49739904,1671,"-",-644,-1026,37943662,"Sobic.001G265100","Sobic.001G265100.1","Sobic.001G265100.1.p","","","","","","","","","","",NA,""
"1089",1881,"NsiI.TP789014","Sobic.001G254150",1,28276920,5,"PS_N(5)","F116+36088im(5)","HD_1(1);HW_1(1);GHW_1(1)","","FD_1(1);FW_1(1)","","","","FarmCPU(5)","","",0.1387,8.478,1,"Chr01",28266497,28268619,2123,"+",-10423,8301,37940415,"Sobic.001G254150","Sobic.001G254150.1","Sobic.001G254150.1.p","","","","","","","","","","",NA,""
"1090",1888,"NsiI.TP797433","Sobic.002G033550",2,3066400,12,"PS_Y(12)","F116+36088im(12)","HW_1(1);GHW_1(2);HM_1(1)","","GFW_1(2)","FD_50(1);FW_50(1);GFW_50(2)","fprinW(1);fprind(1)","CMLM+SUPER(3)MLM+SUPER(9)","","","",0.1542,1.726,1,"Chr02",3064072,3064539,468,"+",-2328,1861,37949802,"Sobic.002G033550","Sobic.002G033550.1","Sobic.002G033550.1.p","","","","","","","","","","",NA,""
"1100",1913,"NsiI.TP814761","Sobic.009G076500",9,9994604,1,"PS_N(1)","F116+36088im(1)","","","","GFW_50(1)","","","FarmCPU(1)","","",0.4128,0.04924,1,"Chr09",9997738,9998430,693,"+",3134,-3826,37922066,"Sobic.009G076500","Sobic.009G076500.1","Sobic.009G076500.1.p","","","","","","","","","","LOC_Os05g11610.1",NA,"expressed protein"
"1108",1925,"NsiI.TP821811","Sobic.004G153501",4,48427329,13,"PS_N(13)","F116+36088im(13)","","HD_50(2);GHW_50(1)","GFW_1(1)","FD_50(3);FW_50(1);GFW_50(1)","fprinW(1);fprind(1);fprinGW(1);fprinM(1)","","","mrMLM(8);FASTmrMLM(4)","pLARmEB(1)",0.136,35.88,1,"Chr04",48432964,48433203,240,"-",5635,-5874,37932223,"Sobic.004G153501","Sobic.004G153501.1","Sobic.004G153501.1.p","","","","","","","","","","",NA,""
"1114",1935,"NsiI.TP825923","Sobic.006G167250",6,52448208,17,"PS_N(17)","F116+36088im(17)","HD_1(1);GHW_1(1);HM_1(1)","HD_50(1);GHW_50(1);HM_50(1)","FW_1(1);FM_1(1)","FD_50(2);FW_50(1)","fprinW(2);fprind(1);fprinGW(2);fprinM(1)","","","mrMLM(13);FASTmrMLM(4)","",0.1897,32.59,1,"Chr06",52444765,52447189,2425,"+",-3443,1019,37945461,"Sobic.006G167250","Sobic.006G167250.1","Sobic.006G167250.1.p","","","","","","","","","","",NA,""
"1117",1938,"NsiI.TP825923","Sobic.006G167100",6,52448208,17,"PS_N(17)","F116+36088im(17)","HD_1(1);GHW_1(1);HM_1(1)","HD_50(1);GHW_50(1);HM_50(1)","FW_1(1);FM_1(1)","FD_50(2);FW_50(1)","fprinW(2);fprind(1);fprinGW(2);fprinM(1)","","","mrMLM(13);FASTmrMLM(4)","",0.1897,32.59,1,"Chr06",52438390,52441715,3326,"-",-9818,6493,37947950,"Sobic.006G167100","Sobic.006G167100.1","Sobic.006G167100.1.p","","","","","","","","","","",NA,""
"1140",1986,"PstI.TP100118","Sobic.002G314950",2,68834374,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.2699,0.01298,1,"Chr02",68840698,68843548,2851,"-",6324,-9174,37955382,"Sobic.002G314950","Sobic.002G314950.1","Sobic.002G314950.1.p","","","","","","","","","","",NA,""
"1173",2039,"PstI.TP1014212","Sobic.001G059001",1,4444231,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.4428,0.5152,1,"Chr01",4442607,4443976,1370,"-",-1624,255,37940167,"Sobic.001G059001","Sobic.001G059001.1","Sobic.001G059001.1.p","","","","","","","","","","",NA,""
"1176",2042,"PstI.TP1014704","Sobic.004G358150",4,68495682,1,"PS_N(1)","F106+4185(1)","GHW_1(1)","","","","","","FarmCPU(1)","","",0.25,4.599,1,"Chr04",68486998,68487525,528,"+",-8684,8157,37933367,"Sobic.004G358150","Sobic.004G358150.1","Sobic.004G358150.1.p","","","","","","","","","","",NA,""
"1181",2048,"PstI.TP1015835","Sobic.001G084133",1,6514843,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.3964,3.405,1,"Chr01",6521036,6522359,1324,"+",6193,-7516,37941330,"Sobic.001G084133","Sobic.001G084133.1","Sobic.001G084133.1.p","","","","","","","","","","",NA,""
"1182",2049,"PstI.TP1015835","Sobic.001G084166",1,6514843,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.3964,3.405,1,"Chr01",6523120,6523941,822,"+",8277,-9098,37942045,"Sobic.001G084166","Sobic.001G084166.1","Sobic.001G084166.1.p","","","","","","","","","","",NA,""
"1185",2056,"PstI.TP1016611","Sobic.001G150033",1,12066190,2,"PS_Y(2)","F116+36088im(2)","HM_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.3371,14.68,1,"Chr01",12047376,12059757,12382,"+",-18814,6433,37943733,"Sobic.001G150033","Sobic.001G150033.1","Sobic.001G150033.1.p","","","","","","","","","","",NA,""
"1188",2059,"PstI.TP1016611","Sobic.001G150100",1,12066190,2,"PS_Y(2)","F116+36088im(2)","HM_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.3371,14.68,1,"Chr01",12062165,12063689,1525,"-",-4025,2501,37942072,"Sobic.001G150100","Sobic.001G150100.1","Sobic.001G150100.1.p","","","","","","","","","","",NA,""
"1190",2063,"PstI.TP1021663","Sobic.001G280900",1,55052456,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.4095,0.007543,2,"Chr01",55049534,55062463,12930,"-",-2922,-10007,37940862,"Sobic.001G280900","Sobic.001G280900.2","Sobic.001G280900.2.p","","PTHR35833,PTHR35833:SF1","","","","","","","","LOC_Os10g43075.1",NA,"expressed protein"
"1193",2066,"PstI.TP1022061","Sobic.003G277850",3,61377198,2,"PS_N(2)","F116+3098(2)","","GHW_50(1)","FM_1(1)","","","","","","pLARmEB(2)",0.1509,0.002,1,"Chr03",61378119,61381095,2977,"+",921,-3897,37913574,"Sobic.003G277850","Sobic.003G277850.1","Sobic.003G277850.1.p","","","","","","","","","","",NA,""
"1196",2069,"PstI.TP1022311","Sobic.004G248200",4,59536613,5,"PS_Y(5)","F116+36088im(5)","HW_1(1);GHW_1(2)","","GFW_1(2)","","","CMLM+SUPER(2)MLM+SUPER(3)","","","",0.484,0.0444,1,"Chr04",59541285,59542419,1135,"+",4672,-5806,37929531,"Sobic.004G248200","Sobic.004G248200.1","Sobic.004G248200.1.p","PF07893","PTHR33085,PTHR33085:SF3","","","","","","","","LOC_Os07g49050.1",NA,"expressed protein"
