"","X","SNP","Gene","Chromosome","Position","Grand.Total","PS","Ind.SNP","Heading_1","Heading_50","Flowering_1","Flowering_50","PCA","SUPER","FarmCPU","mrMLM.1","mrMLM.2","MAF","PVE","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"1278",2200,"PstI.TP1069273","Sobic.004G019800",4,1570159,5,"PS_Y(5)","F116+36088im(5)","","","GFW_1(1)","FW_50(1);GFW_50(1);FM_50(2)","","CMLM+SUPER(1)MLM+SUPER(4)","","","",0.3242,1.01,3,"Chr04",1569868,1576718,6851,"-",-291,-6559,37933503,"Sobic.004G019800","Sobic.004G019800.3","Sobic.004G019800.3.p","PF01554","PTHR11206,PTHR11206:SF116","KOG1347","","","GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855","AT2G21340.1","","MATE efflux family protein","LOC_Os02g02980.1",NA,"MATE domain containing protein, expressed"
"1281",2207,"PstI.TP1072201","Sobic.007G046800",7,4673781,11,"PS_Y(11)","F116+36088im(11)","HW_1(1);GHW_1(2);HM_1(1)","","GFW_1(2)","FD_50(1);FW_50(1);GFW_50(2)","fprind(1)","CMLM+SUPER(3)MLM+SUPER(8)","","","",0.3939,0.01665,1,"Chr07",4683688,4684248,561,"+",9907,-10467,37935239,"Sobic.007G046800","Sobic.007G046800.1","Sobic.007G046800.1.p","","","","","","","","","","LOC_Os12g12230.1",NA,"DEFL43 - Defensin and Defensin-like DEFL family, expressed"
"1282",2208,"PstI.TP1072201","Sobic.007G046500",7,4673781,11,"PS_Y(11)","F116+36088im(11)","HW_1(1);GHW_1(2);HM_1(1)","","GFW_1(2)","FD_50(1);FW_50(1);GFW_50(2)","fprind(1)","CMLM+SUPER(3)MLM+SUPER(8)","","","",0.3939,0.01665,1,"Chr07",4671751,4678321,6571,"-",-2030,-4540,37936477,"Sobic.007G046500","Sobic.007G046500.1","Sobic.007G046500.1.p","","PTHR10052,PTHR10052:SF13","","","","","AT1G17080.1","","Ribosomal protein L18ae family","LOC_Os06g25294.1",NA,"60S ribosomal protein L18a-1, putative, expressed"
"1283",2214,"PstI.TP107240","Sobic.008G192700",8,62622087,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(1)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.06502,0.1657,1,"Chr08",62617685,62621880,4196,"+",-4402,207,37927945,"Sobic.008G192700","Sobic.008G192700.1","Sobic.008G192700.1.p","PF07058","PTHR31246,PTHR31246:SF3","","","","GO:0008017,GO:0007010","AT1G24764.1","ATMAP70-2,MAP70-2","microtubule-associated proteins 70-2","LOC_Os12g44340.1",NA,"ATMAP70 protein, putative, expressed"
"1284",2216,"PstI.TP107240","Sobic.008G192800",8,62622087,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(1)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.06502,0.1657,3,"Chr08",62622079,62627522,5444,"+",-8,-5435,37927732,"Sobic.008G192800","Sobic.008G192800.3","Sobic.008G192800.3.p","PF00069","PTHR11909,PTHR11909:SF146","KOG1164","2.7.11.1","","GO:0006468,GO:0005524,GO:0004672","AT3G13670.1","","Protein kinase family protein","LOC_Os05g11140.2",NA,"CK1_CaseinKinase_1a.5 - CK1 includes the casein kinase 1 kinases, expressed"
"1285",2222,"PstI.TP107240","Sobic.008G192900",8,62622087,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(1)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.06502,0.1657,2,"Chr08",62626697,62651554,24858,"-",4610,-29467,37927238,"Sobic.008G192900","Sobic.008G192900.2","Sobic.008G192900.2.p","PF00999","PTHR10110,PTHR10110:SF86","KOG1965","","","GO:0055085,GO:0016021,GO:0015299,GO:0006812","AT2G01980.1","ATNHX7,ATSOS1,SOS1","sodium proton exchanger, putative (NHX7) (SOS1)","LOC_Os12g44360.1",NA,"sodium/hydrogen exchanger 7, putative, expressed"
"1286",2223,"PstI.TP107349","Sobic.004G231700",4,58096875,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.08747,0.5715,1,"Chr04",58095962,58097637,1676,"+",-913,-762,37929442,"Sobic.004G231700","Sobic.004G231700.1","Sobic.004G231700.1.p","PF00249","PTHR10641,PTHR10641:SF480","","","K09422","","AT1G34670.1","AtMYB93,MYB93","myb domain protein 93","LOC_Os06g11780.1",NA,"MYB family transcription factor, putative, expressed"
"1287",2224,"PstI.TP107349","Sobic.004G231800",4,58096875,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.08747,0.5715,1,"Chr04",58105505,58107121,1617,"-",8630,-10246,37929818,"Sobic.004G231800","Sobic.004G231800.1","Sobic.004G231800.1.p","PF00831","PTHR10916,PTHR10916:SF0","KOG3436","","K02904","GO:0006412,GO:0005840,GO:0005622,GO:0003735","AT5G65220.1","","Ribosomal L29 family protein ","LOC_Os02g51790.1",NA,"ribosomal protein L29, putative, expressed"
"1288",2227,"PstI.TP107814","Sobic.003G387100",3,69906793,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.08019,1.628,1,"Chr03",69892441,69898622,6182,"+",-14352,8171,37914884,"Sobic.003G387100","Sobic.003G387100.1","Sobic.003G387100.1.p","PF04012","PTHR31088,PTHR31088:SF6","","","K03969","","AT1G65260.1","PTAC4,VIPP1","plastid transcriptionally active 4","LOC_Os01g67000.1",NA,"membrane-associated 30 kDa protein, chloroplast precursor, putative, expressed"
"1290",2229,"PstI.TP107814","Sobic.003G387300",3,69906793,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.08019,1.628,1,"Chr03",69901473,69908905,7433,"+",-5320,-2112,37914292,"Sobic.003G387300","Sobic.003G387300.1","Sobic.003G387300.1.p","PF00005,PF01061","PTHR19241,PTHR19241:SF230","KOG0061","","","GO:0016887,GO:0005524,GO:0016020","AT2G13610.1","","ABC-2 type transporter family protein","LOC_Os01g42900.1",NA,"ABC-2 type transporter domain containing protein, expressed"
"1293",2233,"PstI.TP107881","Sobic.002G019600",2,1829534,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(1)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.08033,0.3206,2,"Chr02",1815163,1821204,6042,"-",-14371,8330,37952941,"Sobic.002G019600","Sobic.002G019600.2","Sobic.002G019600.2.p","PF00646","PTHR32133,PTHR32133:SF100","","","","GO:0005515","","","","LOC_Os07g23900.1",NA,"OsFBX234 - F-box domain containing protein, expressed"
"1294",2236,"PstI.TP107881","Sobic.002G019750",2,1829534,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(1)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.08033,0.3206,1,"Chr02",1822905,1824868,1964,"-",-6629,4666,37955186,"Sobic.002G019750","Sobic.002G019750.1","Sobic.002G019750.1.p","PF00646","PTHR32133,PTHR32133:SF131","","","","GO:0005515","","","","LOC_Os07g23900.1",NA,"OsFBX234 - F-box domain containing protein, expressed"
"1295",2237,"PstI.TP107881","Sobic.002G019900",2,1829534,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(1)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.08033,0.3206,1,"Chr02",1829136,1830736,1601,"-",-398,-1202,37952334,"Sobic.002G019900","Sobic.002G019900.1","Sobic.002G019900.1.p","PF12695","PTHR23024,PTHR23024:SF225","KOG1515","4.2.1.105,3.1.1.1","","","AT3G48700.1","ATCXE13,CXE13","carboxyesterase 13","LOC_Os07g34370.1",NA,"gibberellin receptor, putative, expressed"
"1296",2238,"PstI.TP1079268","Sobic.004G286800",4,62919464,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.1735,0.3065,1,"Chr04",62913634,62915506,1873,"+",-5830,3958,37933128,"Sobic.004G286800","Sobic.004G286800.1","Sobic.004G286800.1.p","PF00657","PTHR22835,PTHR22835:SF253","","3.1.1.3","","GO:0016788","AT1G29660.1","","GDSL-like Lipase/Acylhydrolase superfamily protein","LOC_Os02g44850.1",NA,"GDSL-like lipase/acylhydrolase, putative, expressed"
"1298",2241,"PstI.TP1080029","Sobic.006G189500",6,54377110,8,"PS_Y(8)","F116+36088im(8)","GHW_1(2);HM_1(1)","","GFW_1(1)","FW_50(1);GFW_50(2);FM_50(1)","","CMLM+SUPER(2)MLM+SUPER(6)","","","",0.1016,0.4661,1,"Chr06",54381315,54388098,6784,"+",4205,-10988,37946368,"Sobic.006G189500","Sobic.006G189500.1","Sobic.006G189500.1.p","PF00319,PF01486","PTHR11945,PTHR11945:SF189","KOG0014","","K09264","GO:0046983,GO:0003677,GO:0006355,GO:0005634,GO:0003700","AT2G45650.1","AGL6","AGAMOUS-like 6","LOC_Os04g49150.1",NA,"OsMADS17 - MADS-box family gene with MIKCc type-box, expressed"
"1299",2242,"PstI.TP1080029","Sobic.006G189200",6,54377110,8,"PS_Y(8)","F116+36088im(8)","GHW_1(2);HM_1(1)","","GFW_1(1)","FW_50(1);GFW_50(2);FM_50(1)","","CMLM+SUPER(2)MLM+SUPER(6)","","","",0.1016,0.4661,1,"Chr06",54365334,54368925,3592,"-",-11776,8185,37945815,"Sobic.006G189200","Sobic.006G189200.1","Sobic.006G189200.1.p","PF00179","PTHR24067:SF110,PTHR24067","KOG0424","6.3.2.19","K10577","","AT3G57870.1","AHUS5,ATSCE1,EMB1637,SCE1,SCE1A","sumo conjugation enzyme 1","LOC_Os04g49130.1",NA,"ubiquitin-conjugating enzyme, putative, expressed"
"1300",2243,"PstI.TP1080029","Sobic.006G189300",6,54377110,8,"PS_Y(8)","F116+36088im(8)","GHW_1(2);HM_1(1)","","GFW_1(1)","FW_50(1);GFW_50(2);FM_50(1)","","CMLM+SUPER(2)MLM+SUPER(6)","","","",0.1016,0.4661,1,"Chr06",54371771,54373396,1626,"-",-5339,3714,37947326,"Sobic.006G189300","Sobic.006G189300.1","Sobic.006G189300.1.p","PF00179","PTHR24067,PTHR24067:SF110","KOG0424","6.3.2.19","K10577","","AT3G57870.1","AHUS5,ATSCE1,EMB1637,SCE1,SCE1A","sumo conjugation enzyme 1","LOC_Os04g49130.1",NA,"ubiquitin-conjugating enzyme, putative, expressed"
"1301",2244,"PstI.TP1080029","Sobic.006G189400",6,54377110,8,"PS_Y(8)","F116+36088im(8)","GHW_1(2);HM_1(1)","","GFW_1(1)","FW_50(1);GFW_50(2);FM_50(1)","","CMLM+SUPER(2)MLM+SUPER(6)","","","",0.1016,0.4661,1,"Chr06",54375102,54377254,2153,"-",-2008,-144,37948558,"Sobic.006G189400","Sobic.006G189400.1","Sobic.006G189400.1.p","PF06697","PTHR33512,PTHR33512:SF2","","","","","AT4G22900.1","","Protein of unknown function (DUF1191)","LOC_Os04g49140.1",NA,"expressed protein"
"1303",2246,"PstI.TP1080621","Sobic.003G039000",3,3657091,6,"PS_Y(6)","F116+36088im(6)","GHW_1(2);HM_1(2)","","","FD_50(1)","fprind(1)","CMLM+SUPER(4)MLM+SUPER(2)","","","",0.3417,0.09424,1,"Chr03",3666109,3671597,5489,"+",9018,-14506,37916562,"Sobic.003G039000","Sobic.003G039000.1","Sobic.003G039000.1.p","PF04113","PTHR12959,PTHR12959:SF11","KOG2407","","K05292","GO:0042765,GO:0016255","AT3G07140.2","","GPI transamidase component Gpi16 subunit family protein","LOC_Os11g28980.1",NA,"GPI transamidase component Gpi16 subunit family protein, putative, expressed"
"1311",2260,"PstI.TP1090311","Sobic.006G102800",6,47330022,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.07295,6.999,1,"Chr06",47315297,47320117,4821,"+",-14725,9905,37949351,"Sobic.006G102800","Sobic.006G102800.1","Sobic.006G102800.1.p","PF07690","PTHR23500,PTHR23500:SF44","KOG0254","","","GO:0055085,GO:0016021","AT1G34580.1","","Major facilitator superfamily protein","LOC_Os04g38220.1",NA,"transporter family protein, putative, expressed"
"1312",2261,"PstI.TP1090311","Sobic.006G102900",6,47330022,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.07295,6.999,1,"Chr06",47320895,47324402,3508,"-",-9127,5620,37948294,"Sobic.006G102900","Sobic.006G102900.1","Sobic.006G102900.1.p","PF13266","PTHR31132,PTHR31132:SF4","","","","","AT4G39860.1","","","LOC_Os04g38310.1",NA,"expressed protein"
"1313",2262,"PstI.TP1090311","Sobic.006G103000",6,47330022,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.07295,6.999,1,"Chr06",47328961,47330684,1724,"-",-1061,-662,37945602,"Sobic.006G103000","Sobic.006G103000.1","Sobic.006G103000.1.p","","PTHR35503,PTHR35503:SF1","","","","","","","","LOC_Os04g38320.1",NA,"expressed protein"
"1314",2263,"PstI.TP1090311","Sobic.006G103100",6,47330022,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.07295,6.999,1,"Chr06",47331740,47334577,2838,"-",1718,-4555,37948388,"Sobic.006G103100","Sobic.006G103100.1","Sobic.006G103100.1.p","PF16881,PF04055","PTHR10949,PTHR10949:SF0","","2.8.1.8","K03644","GO:0051536,GO:0003824,GO:0051539,GO:0016992,GO:0009107","AT2G20860.1","LIP1","lipoic acid synthase 1","LOC_Os04g38330.1",NA,"radical SAM enzyme, putative, expressed"
"1315",2264,"PstI.TP1090311","Sobic.006G103200",6,47330022,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.07295,6.999,2,"Chr06",47335501,47340581,5081,"-",5479,-10559,37947285,"Sobic.006G103200","Sobic.006G103200.2","Sobic.006G103200.2.p","PF13850,PF07970","PTHR10984,PTHR10984:SF35","KOG2667","","","","AT1G36050.2","","Endoplasmic reticulum vesicle transporter protein","LOC_Os04g38340.1",NA,"endoplasmic reticulum-Golgi intermediate compartment protein 3, putative, expressed"
"1320",2270,"PstI.TP1098048","Sobic.003G099000",3,8729042,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.1659,0.408,1,"Chr03",8716965,8720882,3918,"+",-12077,8160,37915629,"Sobic.003G099000","Sobic.003G099000.1","Sobic.003G099000.1.p","PF00010","PTHR16223,PTHR16223:SF19","","","","GO:0046983","AT5G37800.1","ATRSL1,RSL1","RHD SIX-LIKE 1","LOC_Os01g02110.1",NA,"helix-loop-helix DNA-binding domain containing protein, expressed"
"1321",2271,"PstI.TP1098048","Sobic.003G099100",3,8729042,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.1659,0.408,1,"Chr03",8730567,8736613,6047,"-",1525,-7571,37918319,"Sobic.003G099100","Sobic.003G099100.1","Sobic.003G099100.1.p","PF02892,PF14372,PF05699","PTHR23272,PTHR23272:SF21","KOG1121","","","GO:0003677,GO:0046983","AT1G18560.1","","BED zinc finger ;hAT family dimerisation domain","LOC_Os01g02100.2",NA,"transposon protein, putative, unclassified, expressed"
"1322",2272,"PstI.TP1098048","Sobic.003G099166",3,8729042,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.1659,0.408,1,"Chr03",8738292,8740948,2657,"-",9250,-11906,37918012,"Sobic.003G099166","Sobic.003G099166.1","Sobic.003G099166.1.p","PF00582","PTHR31964,PTHR31964:SF13","","","","GO:0006950","AT1G48960.1","","Adenine nucleotide alpha hydrolases-like superfamily protein","LOC_Os01g65440.1",NA,"universal stress protein domain containing protein, putative, expressed"
"1323",2273,"PstI.TP1100793","Sobic.001G065200",1,4939667,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.2297,1.056,1,"Chr01",4937142,4941709,4568,"+",-2525,-2042,37943801,"Sobic.001G065200","Sobic.001G065200.1","Sobic.001G065200.1.p","PF11955","PTHR31476,PTHR31476:SF13","","","","","AT2G39120.1","","Ubiquitin carboxyl-terminal hydrolase family protein","LOC_Os03g57270.1",NA,"ubiquitin carboxyl-terminal hydrolase, family 1, putative, expressed"
"1324",2274,"PstI.TP1100793","Sobic.001G065300",1,4939667,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.2297,1.056,1,"Chr01",4943452,4949573,6122,"+",3785,-9906,37944151,"Sobic.001G065300","Sobic.001G065300.1","Sobic.001G065300.1.p","PF00098,PF06839","PTHR11390,PTHR11390:SF25","KOG4400","","","GO:0008270,GO:0003676,GO:0006265,GO:0003917,GO:0003677","AT3G42860.1","","zinc knuckle (CCHC-type) family protein","LOC_Os03g57260.2",NA,"GRF zinc finger family protein, expressed"
"1325",2276,"PstI.TP1100793","Sobic.001G065100",1,4939667,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.2297,1.056,1,"Chr01",4926191,4934235,8045,"-",-13476,5432,37940221,"Sobic.001G065100","Sobic.001G065100.1","Sobic.001G065100.1.p","PF10557,PF00888","PTHR11932,PTHR11932:SF27","","","K10609","GO:0031625,GO:0006511","AT5G46210.1","ATCUL4,CUL4","cullin4","LOC_Os03g57290.1",NA,"cullin, putative, expressed"
"1329",2280,"PstI.TP1100905","Sobic.003G436800",3,73743770,1,"PS_N(1)","F106+4185(1)","","","","","fprinM(1)","","","FASTmrMLM(1)","",0.0802,0,1,"Chr03",73751376,73759914,8539,"+",7606,-16144,37912902,"Sobic.003G436800","Sobic.003G436800.1","Sobic.003G436800.1.p","PF00141","PTHR31235:SF12,PTHR31235","","1.11.1.7","K00430","GO:0004601,GO:0006979,GO:0020037,GO:0055114","AT1G71695.1","","Peroxidase superfamily protein","LOC_Os01g73170.1",NA,"peroxidase precursor, putative, expressed"
"1330",2281,"PstI.TP1100905","Sobic.003G436400",3,73743770,1,"PS_N(1)","F106+4185(1)","","","","","fprinM(1)","","","FASTmrMLM(1)","",0.0802,0,1,"Chr03",73733450,73738207,4758,"-",-10320,5563,37916743,"Sobic.003G436400","Sobic.003G436400.1","Sobic.003G436400.1.p","PF00690,PF00702,PF00122","PTHR24093,PTHR24093:SF355","","3.6.3.6","K01535","GO:0046872,GO:0000166","AT5G57350.2","AHA3,ATAHA3,HA3","H(+)-ATPase 3","LOC_Os04g56160.1",NA,"plasma membrane ATPase, putative, expressed"
"1331",2282,"PstI.TP1100905","Sobic.003G436500",3,73743770,1,"PS_N(1)","F106+4185(1)","","","","","fprinM(1)","","","FASTmrMLM(1)","",0.0802,0,1,"Chr03",73738538,73740653,2116,"-",-5232,3117,37916989,"Sobic.003G436500","Sobic.003G436500.1","Sobic.003G436500.1.p","PF03671","PTHR15825","KOG3483","","K12162","","AT1G77710.1","","","LOC_Os01g73140.1",NA,"ubiquitin-fold modifier 1 precursor, putative, expressed"
"1332",2283,"PstI.TP1100905","Sobic.003G436600",3,73743770,1,"PS_N(1)","F106+4185(1)","","","","","fprinM(1)","","","FASTmrMLM(1)","",0.0802,0,1,"Chr03",73740979,73744793,3815,"-",-2791,-1023,37914273,"Sobic.003G436600","Sobic.003G436600.1","Sobic.003G436600.1.p","PF04438","PTHR13483,PTHR13483:SF3","","","","","AT1G04945.2","","HIT-type Zinc finger family protein","LOC_Os01g73150.1",NA,"expressed protein"
"1333",2284,"PstI.TP1100905","Sobic.003G436700",3,73743770,1,"PS_N(1)","F106+4185(1)","","","","","fprinM(1)","","","FASTmrMLM(1)","",0.0802,0,1,"Chr03",73745924,73748245,2322,"-",2154,-4475,37915622,"Sobic.003G436700","Sobic.003G436700.1","Sobic.003G436700.1.p","PF03501","PTHR12146,PTHR12146:SF7","KOG3344","","K02947","","AT4G25740.1","","RNA binding Plectin/S10 domain-containing protein","LOC_Os01g73160.1",NA,"40S ribosomal protein S10, putative, expressed"
"1337",2290,"PstI.TP1105337","Sobic.007G055800",7,5792076,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(2)","","","","","CMLM+SUPER(2)MLM+SUPER(2)","","","",0.4555,0.004436,1,"Chr07",5784121,5788812,4692,"+",-7955,3264,37937089,"Sobic.007G055800","Sobic.007G055800.1","Sobic.007G055800.1.p","PF01397,PF03936","PTHR31225,PTHR31225:SF7","","4.2.3.102","K15803","GO:0016829,GO:0010333,GO:0008152,GO:0000287","AT3G29410.1","","Terpenoid cyclases/Protein prenyltransferases superfamily protein","LOC_Os01g23530.1",NA,"terpene synthase, putative, expressed"
"1338",2291,"PstI.TP1105337","Sobic.007G056100",7,5792076,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(2)","","","","","CMLM+SUPER(2)MLM+SUPER(2)","","","",0.4555,0.004436,2,"Chr07",5797665,5800547,2883,"+",5589,-8471,37934946,"Sobic.007G056100","Sobic.007G056100.2","Sobic.007G056100.2.p","PF06881","PTHR15141,PTHR15141:SF53","","","K15077","GO:0016021,GO:0006355,GO:0005634","AT2G42780.1","","","LOC_Os08g07280.1",NA,"expressed protein"
"1339",2293,"PstI.TP1105337","Sobic.007G055900",7,5792076,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(2)","","","","","CMLM+SUPER(2)MLM+SUPER(2)","","","",0.4555,0.004436,2,"Chr07",5789841,5795459,5619,"-",-2235,-3383,37937319,"Sobic.007G055900","Sobic.007G055900.2","Sobic.007G055900.2.p","PF00201","PTHR11926:SF302,PTHR11926","KOG1192","2.4.1.324","","GO:0008152,GO:0016758","AT1G22400.1","ATUGT85A1,UGT85A1","UDP-Glycosyltransferase superfamily protein","LOC_Os08g07200.1",NA,"UDP-glucoronosyl/UDP-glucosyl transferase, putative, expressed"
"1340",2297,"PstI.TP1105337","Sobic.007G056200",7,5792076,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(2)","","","","","CMLM+SUPER(2)MLM+SUPER(2)","","","",0.4555,0.004436,1,"Chr07",5801080,5810591,9512,"-",9004,-18515,37934825,"Sobic.007G056200","Sobic.007G056200.1","Sobic.007G056200.1.p","PF10350","PTHR14387,PTHR14387:SF0","","","","","AT3G55160.1","","","LOC_Os08g07290.2",NA,"HEAT repeat family protein, putative, expressed"
"1341",2299,"PstI.TP1105986","Sobic.006G086400",6,45582438,6,"PS_N(6)","F96+4814(2);F106+4185(4)","HD_1(1);HW_1(1)","GHW_50(1)","GFW_1(1)","FD_50(1)","fprinGW(1)","","FarmCPU(5)","","pLARmEB(1)",0.1415,5.817,1,"Chr06",45581596,45584458,2863,"+",-842,-2020,37948256,"Sobic.006G086400","Sobic.006G086400.1","Sobic.006G086400.1.p","PF04564","PTHR22849,PTHR22849:SF53","","6.3.2.19","","GO:0016567,GO:0004842","AT3G19380.1","PUB25","plant U-box 25","LOC_Os04g35680.1",NA,"U-box domain containing protein, expressed"
"1342",2300,"PstI.TP1105986","Sobic.006G086500",6,45582438,6,"PS_N(6)","F96+4814(2);F106+4185(4)","HD_1(1);HW_1(1)","GHW_50(1)","GFW_1(1)","FD_50(1)","fprinGW(1)","","FarmCPU(5)","","pLARmEB(1)",0.1415,5.817,6,"Chr06",45585031,45589728,4698,"-",2593,-7290,37945975,"Sobic.006G086500","Sobic.006G086500.6","Sobic.006G086500.6.p","PF00069","PTHR24361,PTHR24361:SF337","KOG0198","2.7.11.25","","GO:0006468,GO:0005524,GO:0004672","AT1G53570.3","MAP3KA,MAPKKK3","mitogen-activated protein kinase kinase kinase 3","LOC_Os04g35700.1",NA,"STE_MEKK_ste11_MAP3K.16 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed"
"1343",2306,"PstI.TP1107519","Sobic.009G036300",9,3315165,12,"PS_N(9)PS_Y(3)","F96+4814(6);F106+4185(2);F116+3098(4)","HW_1(2);GHW_1(2);HM_1(1)","HW_50(2)","FD_1(1);GFW_1(1)","GFW_50(1);FM_50(1)","fprinGW(1)","","","mrMLM(1);FASTmrEMMA(1)","ISIS EM-BLASSO(6);pLARmEB(4)",0.0472,46.67,1,"Chr09",3314503,3320523,6021,"+",-662,-5358,37920502,"Sobic.009G036300","Sobic.009G036300.1","Sobic.009G036300.1.p","PF00153","PTHR24089,PTHR24089:SF368","KOG0769","","K13354","","AT2G39970.1","","Mitochondrial substrate carrier family protein","LOC_Os09g33470.1",NA,"mitochondrial carrier protein, putative, expressed"
"1344",2308,"PstI.TP1107519","Sobic.009G036100",9,3315165,12,"PS_N(9)PS_Y(3)","F96+4814(6);F106+4185(2);F116+3098(4)","HW_1(2);GHW_1(2);HM_1(1)","HW_50(2)","FD_1(1);GFW_1(1)","GFW_50(1);FM_50(1)","fprinGW(1)","","","mrMLM(1);FASTmrEMMA(1)","ISIS EM-BLASSO(6);pLARmEB(4)",0.0472,46.67,1,"Chr09",3308618,3309109,492,"-",-6547,6056,37921437,"Sobic.009G036100","Sobic.009G036100.1","Sobic.009G036100.1.p","PF01679","PTHR21659,PTHR21659:SF24","KOG1773","","","GO:0016021","AT3G05880.1","RCI2A","Low temperature and salt responsive protein family","LOC_Os05g04700.1",NA,"OsRCI2-6 - Hydrophobic protein LTI6B, expressed"
"1345",2309,"PstI.TP1107519","Sobic.009G036200",9,3315165,12,"PS_N(9)PS_Y(3)","F96+4814(6);F106+4185(2);F116+3098(4)","HW_1(2);GHW_1(2);HM_1(1)","HW_50(2)","FD_1(1);GFW_1(1)","GFW_50(1);FM_50(1)","fprinGW(1)","","","mrMLM(1);FASTmrEMMA(1)","ISIS EM-BLASSO(6);pLARmEB(4)",0.0472,46.67,2,"Chr09",3310182,3312853,2672,"-",-4983,2312,37921611,"Sobic.009G036200","Sobic.009G036200.2","Sobic.009G036200.2.p","PF04855","PTHR10019","","","","GO:0006338,GO:0000228","AT3G17590.2","BSH,CHE1","transcription regulatory protein SNF5, putative (BSH)","LOC_Os02g49190.1",NA,"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1, putative, expressed"
"1349",2319,"PstI.TP1118313","Sobic.008G033900",8,3139823,1,"PS_N(1)","F116+3098(1)","","GHW_50(1)","","","","","","","pLARmEB(1)",0.4871,3e-04,1,"Chr08",3125979,3133818,7840,"-",-13844,6005,37927844,"Sobic.008G033900","Sobic.008G033900.1","Sobic.008G033900.1.p","PF15612,PF00628,PF02791","PTHR22880,PTHR22880:SF152","KOG1473","","","GO:0005515","AT5G35210.2","","metalloendopeptidases;zinc ion binding;DNA binding","LOC_Os11g05130.1",NA,"PHD-finger family protein, expressed"
