"","SNP","Gene","Chromosome","Position","Grand.Total","PS","Ind.SNP","Heading_1","Heading_50","Flowering_1","Flowering_50","PCA","SUPER","FarmCPU","mrMLM.1","mrMLM.2","MAF","PVE","chr","start","end","width","strand","dis_start.positon","dis_positon.end","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"9216","PstI.TP174387","Sobic.010G051400",10,3977294,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1004,0.7334,"Chr10",3980081,3990381,10301,"-",2787,-13087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9228","PstI.TP175125","Sobic.005G126200",5,55044735,9,"PS_Y","F116+36088im","HD_1;HW_1","GHW_50","FD_1;GFW_1","FD_50","fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.09534,8.907,"Chr05",55033165,55035030,1866,"-",-11570,9705,"PF08263,PF13855","PTHR27001,PTHR27001:SF224","","2.7.11.1","","GO:0005515","AT1G34210","ATSERK2,SERK2","somatic embryogenesis receptor-like kinase 2","LOC_Os11g31540",NA,"BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor, putative, expressed"
"9230","PstI.TP175125","Sobic.005G126300",5,55044735,9,"PS_Y","F116+36088im","HD_1;HW_1","GHW_50","FD_1;GFW_1","FD_50","fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.09534,8.907,"Chr05",55036181,55040015,3835,"-",-8554,4720,"PF08263,PF13855","PTHR27001,PTHR27001:SF224","","2.7.11.1","","GO:0005515","AT1G34210","ATSERK2,SERK2","somatic embryogenesis receptor-like kinase 2","LOC_Os11g31540",NA,"BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor, putative, expressed"
"9234","PstI.TP175653","Sobic.004G306100",4,64445662,1,"PS_Y","F116+36088im","","","GFW_1","","","MLM+SUPER","","","",0.1219,1.28,"Chr04",64440836,64451263,10428,"+",-4826,-5601,"","PTHR31110,PTHR31110:SF2","","","","","AT4G24610","","","LOC_Os02g52280",NA,"expressed protein"
"9240","PstI.TP175653","Sobic.004G306200",4,64445662,1,"PS_Y","F116+36088im","","","GFW_1","","","MLM+SUPER","","","",0.1219,1.28,"Chr04",64451754,64453755,2002,"-",6092,-8093,"","PTHR31110,PTHR31110:SF2","","","","","AT4G24610","","","LOC_Os02g52280",NA,"expressed protein"
"9237","PstI.TP175653","Sobic.004G306300",4,64445662,1,"PS_Y","F116+36088im","","","GFW_1","","","MLM+SUPER","","","",0.1219,1.28,"Chr04",64454825,64456355,1531,"+",9163,-10693,"","PTHR31110,PTHR31110:SF2","","","","","AT4G24610","","","LOC_Os02g52280",NA,"expressed protein"
"9243","PstI.TP175806","NA",11,1446,20,"PS_Y","F116+36088im","HD_1;HW_1;GHW_1;HM_1","GHW_50","FD_1;FW_1;GFW_1","FD_50;FW_50","fprinW;fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.3808,0.1719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9244","PstI.TP176663","Sobic.010G013500",10,1133877,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1352,0.2844,"Chr10",1130361,1133507,3147,"-",-3516,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9247","PstI.TP176663","Sobic.010G013600",10,1133877,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1352,0.2844,"Chr10",1138413,1142125,3713,"-",4536,-8248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9250","PstI.TP176663","Sobic.010G013700",10,1133877,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1352,0.2844,"Chr10",1142782,1144871,2090,"-",8905,-10994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9256","PstI.TP177807","Sobic.002G315400",2,68900132,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.4577,2.811,"Chr02",68887410,68892912,5503,"-",-12722,7220,"","","","","","","","","","",NA,""
"9253","PstI.TP177807","Sobic.002G315450",2,68900132,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.4577,2.811,"Chr02",68890984,68891879,896,"+",-9148,8253,"","","","","","","","","","",NA,""
"9259","PstI.TP177807","Sobic.002G315500",2,68900132,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.4577,2.811,"Chr02",68900042,68903380,3339,"-",-90,-3248,"","","","","","","","","","",NA,""
"9262","PstI.TP178455","Sobic.008G106900",8,50346825,3,"PS_Y","F116+36088im","HM_1","","GFW_1","FM_50","","MLM+SUPER","","","",0.05896,1.51,"Chr08",50336070,50339835,3766,"+",-10755,6990,"PF03311","PTHR12290","KOG2729","","","GO:0035556,GO:0016020","AT3G12180","","Cornichon family protein","LOC_Os12g32180",NA,"cornichon protein, putative, expressed"
"9274","PstI.TP178455","Sobic.008G107000",8,50346825,3,"PS_Y","F116+36088im","HM_1","","GFW_1","FM_50","","MLM+SUPER","","","",0.05896,1.51,"Chr08",50344852,50347261,2410,"-",-1973,-436,"PF03311","PTHR12290","KOG2729","","","GO:0035556,GO:0016020","AT3G12180","","Cornichon family protein","LOC_Os12g32180",NA,"cornichon protein, putative, expressed"
"9265","PstI.TP178455","Sobic.008G107100",8,50346825,3,"PS_Y","F116+36088im","HM_1","","GFW_1","FM_50","","MLM+SUPER","","","",0.05896,1.51,"Chr08",50355639,50360433,4795,"+",8814,-13608,"PF03311","PTHR12290","KOG2729","","","GO:0035556,GO:0016020","AT3G12180","","Cornichon family protein","LOC_Os12g32180",NA,"cornichon protein, putative, expressed"
"9280","PstI.TP178720","Sobic.001G301200",1,58289912,2,"PS_Y","F116+36088im","HM_1","","FM_1","","","CMLM+SUPER;MLM+SUPER","","","",0.05882,3.534,"Chr01",58278650,58284112,5463,"+",-11262,5800,"PF12783,PF01369","PTHR10663,PTHR10663:SF203","","","K18443","GO:0032012,GO:0005086","AT1G13980","EMB30,GN,VAN7","sec7 domain-containing protein","LOC_Os02g22090",NA,"pattern formation protein EMB30, putative, expressed"
"9282","PstI.TP178720","Sobic.001G301300",1,58289912,2,"PS_Y","F116+36088im","HM_1","","FM_1","","","CMLM+SUPER;MLM+SUPER","","","",0.05882,3.534,"Chr01",58289455,58290954,1500,"+",-457,-1042,"PF12783,PF01369","PTHR10663,PTHR10663:SF203","","","K18443","GO:0032012,GO:0005086","AT1G13980","EMB30,GN,VAN7","sec7 domain-containing protein","LOC_Os02g22090",NA,"pattern formation protein EMB30, putative, expressed"
"9284","PstI.TP180465","Sobic.001G454100",1,73062507,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1282,3.465,"Chr01",73058804,73064545,5742,"+",-3703,-2038,"PF07690","PTHR23500,PTHR23500:SF70","KOG0254","","","GO:0055085,GO:0016021","AT5G26340","ATSTP13,MSS1,STP13","Major facilitator superfamily protein","LOC_Os03g11900",NA,"transporter family protein, putative, expressed"
"9287","PstI.TP180465","Sobic.001G454200",1,73062507,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1282,3.465,"Chr01",73061860,73062909,1050,"+",-647,-402,"PF07690","PTHR23500,PTHR23500:SF70","KOG0254","","","GO:0055085,GO:0016021","AT5G26340","ATSTP13,MSS1,STP13","Major facilitator superfamily protein","LOC_Os03g11900",NA,"transporter family protein, putative, expressed"
"9290","PstI.TP180465","Sobic.001G454301",1,73062507,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1282,3.465,"Chr01",73065985,73068874,2890,"-",3478,-6367,"PF07690","PTHR23500,PTHR23500:SF70","KOG0254","","","GO:0055085,GO:0016021","AT5G26340","ATSTP13,MSS1,STP13","Major facilitator superfamily protein","LOC_Os03g11900",NA,"transporter family protein, putative, expressed"
"9295","PstI.TP18098","Sobic.002G143000",2,23769344,4,"PS_N","F106+4185;F116+3098","HD_1;HW_1","","","","","","FarmCPU","","",0.08621,0.01109,"Chr02",23766685,23770440,3756,"-",-2659,-1096,"","","","","","","","","","",NA,""
"9293","PstI.TP18098","Sobic.002G143100",2,23769344,4,"PS_N","F106+4185;F116+3098","HD_1;HW_1","","","","","","FarmCPU","","",0.08621,0.01109,"Chr02",23771595,23773096,1502,"+",2251,-3752,"","","","","","","","","","",NA,""
"9297","PstI.TP182059","NA",11,1497,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.4716,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9298","PstI.TP182752","Sobic.004G208500",4,55853968,4,"PS_Y","F116+36088im","GHW_1;HM_1","","","GFW_50","","CMLM+SUPER;MLM+SUPER","","","",0.143,0.7698,"Chr04",55840759,55845719,4961,"+",-13209,8249,"PF08662","PTHR13227","KOG2315","","K15026","","AT1G73180","","Eukaryotic translation initiation factor eIF2A family protein","LOC_Os02g39350",NA,"eukaryotic translation initiation factor 2A, putative, expressed"
"9323","PstI.TP182752","Sobic.004G208600",4,55853968,4,"PS_Y","F116+36088im","GHW_1;HM_1","","","GFW_50","","CMLM+SUPER;MLM+SUPER","","","",0.143,0.7698,"Chr04",55845960,55849561,3602,"-",-8008,4407,"PF08662","PTHR13227","KOG2315","","K15026","","AT1G73180","","Eukaryotic translation initiation factor eIF2A family protein","LOC_Os02g39350",NA,"eukaryotic translation initiation factor 2A, putative, expressed"
"9303","PstI.TP182752","Sobic.004G208700",4,55853968,4,"PS_Y","F116+36088im","GHW_1;HM_1","","","GFW_50","","CMLM+SUPER;MLM+SUPER","","","",0.143,0.7698,"Chr04",55853269,55854467,1199,"+",-699,-499,"PF08662","PTHR13227","KOG2315","","K15026","","AT1G73180","","Eukaryotic translation initiation factor eIF2A family protein","LOC_Os02g39350",NA,"eukaryotic translation initiation factor 2A, putative, expressed"
"9308","PstI.TP182752","Sobic.004G208800",4,55853968,4,"PS_Y","F116+36088im","GHW_1;HM_1","","","GFW_50","","CMLM+SUPER;MLM+SUPER","","","",0.143,0.7698,"Chr04",55857761,55861531,3771,"+",3793,-7563,"PF08662","PTHR13227","KOG2315","","K15026","","AT1G73180","","Eukaryotic translation initiation factor eIF2A family protein","LOC_Os02g39350",NA,"eukaryotic translation initiation factor 2A, putative, expressed"
"9328","PstI.TP182752","Sobic.004G208900",4,55853968,4,"PS_Y","F116+36088im","GHW_1;HM_1","","","GFW_50","","CMLM+SUPER;MLM+SUPER","","","",0.143,0.7698,"Chr04",55861658,55866882,5225,"-",7690,-12914,"PF08662","PTHR13227","KOG2315","","K15026","","AT1G73180","","Eukaryotic translation initiation factor eIF2A family protein","LOC_Os02g39350",NA,"eukaryotic translation initiation factor 2A, putative, expressed"
"9353","PstI.TP184836","Sobic.009G235300",9,57455010,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1124,4.358,"Chr09",57440852,57446671,5820,"-",-14158,8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9333","PstI.TP184836","Sobic.009G235500",9,57455010,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1124,4.358,"Chr09",57443765,57445058,1294,"+",-11245,9952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9337","PstI.TP184836","Sobic.009G235600",9,57455010,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1124,4.358,"Chr09",57455381,57460430,5050,"+",371,-5420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9345","PstI.TP184836","Sobic.009G235700",9,57455010,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1124,4.358,"Chr09",57463125,57468608,5484,"+",8115,-13598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9357","PstI.TP187918","NA",11,1532,32,"PS_NPS_Y","F116+36088im","HD_1;HW_1","HD_50;GHW_50;HW_50;HM_50","FW_1;FM_1","FD_50;FW_50;GFW_50;FM_50","fprinW;fprind;fprinGW;fprinM","","","mrMLM;FASTmrMLM","ISIS EM-BLASSO;pLARmEB",0.25,20.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9386","PstI.TP188641","Sobic.003G071400",3,6088178,3,"PS_NPS_Y","F96+4814;F106+4185","","GHW_50;HW_50","","","fprinM","","FarmCPU","","ISIS EM-BLASSO",0.1415,4.926,"Chr03",6077386,6080800,3415,"-",-10792,7378,"PF02544","PTHR10556,PTHR10556:SF28","KOG1639","1.3.1.93,1.3.1.38","K10258","GO:0016627,GO:0016021,GO:0006629,GO:0005737","AT3G55360","ATTSC13,CER10,ECR,TSC13","3-oxo-5-alpha-steroid 4-dehydrogenase family protein","LOC_Os01g05670",NA,"3-oxo-5-alpha-steroid 4-dehydrogenase, putative, expressed"
"9390","PstI.TP188641","Sobic.003G071500",3,6088178,3,"PS_NPS_Y","F96+4814;F106+4185","","GHW_50;HW_50","","","fprinM","","FarmCPU","","ISIS EM-BLASSO",0.1415,4.926,"Chr03",6080801,6085472,4672,"-",-7377,2706,"PF02544","PTHR10556,PTHR10556:SF28","KOG1639","1.3.1.93,1.3.1.38","K10258","GO:0016627,GO:0016021,GO:0006629,GO:0005737","AT3G55360","ATTSC13,CER10,ECR,TSC13","3-oxo-5-alpha-steroid 4-dehydrogenase family protein","LOC_Os01g05670",NA,"3-oxo-5-alpha-steroid 4-dehydrogenase, putative, expressed"
"9358","PstI.TP188641","Sobic.003G071600",3,6088178,3,"PS_NPS_Y","F96+4814;F106+4185","","GHW_50;HW_50","","","fprinM","","FarmCPU","","ISIS EM-BLASSO",0.1415,4.926,"Chr03",6087430,6092352,4923,"+",-748,-4174,"PF02544","PTHR10556,PTHR10556:SF28","KOG1639","1.3.1.93,1.3.1.38","K10258","GO:0016627,GO:0016021,GO:0006629,GO:0005737","AT3G55360","ATTSC13,CER10,ECR,TSC13","3-oxo-5-alpha-steroid 4-dehydrogenase family protein","LOC_Os01g05670",NA,"3-oxo-5-alpha-steroid 4-dehydrogenase, putative, expressed"
"9362","PstI.TP188641","Sobic.003G071700",3,6088178,3,"PS_NPS_Y","F96+4814;F106+4185","","GHW_50;HW_50","","","fprinM","","FarmCPU","","ISIS EM-BLASSO",0.1415,4.926,"Chr03",6096149,6101805,5657,"+",7971,-13627,"PF02544","PTHR10556,PTHR10556:SF28","KOG1639","1.3.1.93,1.3.1.38","K10258","GO:0016627,GO:0016021,GO:0006629,GO:0005737","AT3G55360","ATTSC13,CER10,ECR,TSC13","3-oxo-5-alpha-steroid 4-dehydrogenase family protein","LOC_Os01g05670",NA,"3-oxo-5-alpha-steroid 4-dehydrogenase, putative, expressed"
"9394","PstI.TP189070","NA",11,1540,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.4072,2.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9399","PstI.TP189668","Sobic.006G276700",6,60778232,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.3728,1.051,"Chr06",60765127,60769426,4300,"-",-13105,8806,"","PTHR36363","","","","","AT3G18800","","","LOC_Os04g59050",NA,"expressed protein"
"9407","PstI.TP189668","Sobic.006G276801",6,60778232,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.3728,1.051,"Chr06",60773433,60774781,1349,"-",-4799,3451,"","PTHR36363","","","","","AT3G18800","","","LOC_Os04g59050",NA,"expressed protein"
"9395","PstI.TP189668","Sobic.006G276900",6,60778232,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.3728,1.051,"Chr06",60777050,60778932,1883,"+",-1182,-700,"","PTHR36363","","","","","AT3G18800","","","LOC_Os04g59050",NA,"expressed protein"
"9411","PstI.TP189668","Sobic.006G277000",6,60778232,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.3728,1.051,"Chr06",60779025,60783205,4181,"-",793,-4973,"","PTHR36363","","","","","AT3G18800","","","LOC_Os04g59050",NA,"expressed protein"
"9419","PstI.TP191473","NA",11,1566,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1997,1.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9420","PstI.TP192620","NA",11,1575,7,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FM_50","","CMLM+SUPER;MLM+SUPER","","","",0.1716,7.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9425","PstI.TP195038","Sobic.001G452200",1,72903432,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.3478,4.204,"Chr01",72892375,72895915,3541,"-",-11057,7517,"PF02847","PTHR12626,PTHR12626:SF2","","","","","AT1G22730","","MA3 domain-containing protein","LOC_Os03g12180",NA,"MA3 domain containing protein, expressed"
"9429","PstI.TP195038","Sobic.001G452300",1,72903432,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.3478,4.204,"Chr01",72899027,72899699,673,"-",-4405,3733,"PF02847","PTHR12626,PTHR12626:SF2","","","","","AT1G22730","","MA3 domain-containing protein","LOC_Os03g12180",NA,"MA3 domain containing protein, expressed"
"9433","PstI.TP195038","Sobic.001G452400",1,72903432,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.3478,4.204,"Chr01",72902342,72904113,1772,"-",-1090,-681,"PF02847","PTHR12626,PTHR12626:SF2","","","","","AT1G22730","","MA3 domain-containing protein","LOC_Os03g12180",NA,"MA3 domain containing protein, expressed"
"9421","PstI.TP195038","Sobic.001G452500",1,72903432,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.3478,4.204,"Chr01",72909715,72912277,2563,"+",6283,-8845,"PF02847","PTHR12626,PTHR12626:SF2","","","","","AT1G22730","","MA3 domain-containing protein","LOC_Os03g12180",NA,"MA3 domain containing protein, expressed"
"9437","PstI.TP195822","Sobic.007G175300",7,60945564,1,"PS_Y","F116+36088im","","","GFW_1","","","MLM+SUPER","","","",0.3705,1.793,"Chr07",60937508,60938415,908,"-",-8056,7149,"PF03087","PTHR33070,PTHR33070:SF6","","","","","AT2G17080","","Arabidopsis protein of unknown function (DUF241)","LOC_Os08g43760",NA,"carrier, putative, expressed"
"9440","PstI.TP195822","Sobic.007G175400",7,60945564,1,"PS_Y","F116+36088im","","","GFW_1","","","MLM+SUPER","","","",0.3705,1.793,"Chr07",60945187,60946145,959,"-",-377,-581,"PF03087","PTHR33070,PTHR33070:SF6","","","","","AT2G17080","","Arabidopsis protein of unknown function (DUF241)","LOC_Os08g43760",NA,"carrier, putative, expressed"
"9443","PstI.TP195822","Sobic.007G175500",7,60945564,1,"PS_Y","F116+36088im","","","GFW_1","","","MLM+SUPER","","","",0.3705,1.793,"Chr07",60946977,60948155,1179,"-",1413,-2591,"PF03087","PTHR33070,PTHR33070:SF6","","","","","AT2G17080","","Arabidopsis protein of unknown function (DUF241)","LOC_Os08g43760",NA,"carrier, putative, expressed"
"9446","PstI.TP195926","Sobic.010G178600",10,51681294,31,"PS_Y","F116+36088im","HD_1;HW_1;GHW_1;HM_1","GHW_50;HW_50","FD_1;FW_1;GFW_1;FM_1","FD_50;FW_50;GFW_50;FM_50","fprinW;fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.3872,0.3259,"Chr10",51655151,51678264,23114,"+",-26143,3030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9452","PstI.TP195926","Sobic.010G178700",10,51681294,31,"PS_Y","F116+36088im","HD_1;HW_1;GHW_1;HM_1","GHW_50;HW_50","FD_1;FW_1;GFW_1;FM_1","FD_50;FW_50;GFW_50;FM_50","fprinW;fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.3872,0.3259,"Chr10",51681001,51683061,2061,"+",-293,-1767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9455","PstI.TP195926","Sobic.010G178800",10,51681294,31,"PS_Y","F116+36088im","HD_1;HW_1;GHW_1;HM_1","GHW_50;HW_50","FD_1;FW_1;GFW_1;FM_1","FD_50;FW_50;GFW_50;FM_50","fprinW;fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.3872,0.3259,"Chr10",51683062,51687453,4392,"+",1768,-6159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9458","PstI.TP197088","Sobic.003G288900",3,62192090,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1503,1.274,"Chr03",62188346,62188879,534,"+",-3744,3211,"","PTHR13620,PTHR13620:SF6","","","","","AT2G36110","","Polynucleotidyl transferase, ribonuclease H-like superfamily protein","LOC_Os04g14810",NA,"3-5 exonuclease domain-containing protein, putative, expressed"
"9464","PstI.TP197088","Sobic.003G289000",3,62192090,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1503,1.274,"Chr03",62189032,62190196,1165,"+",-3058,1894,"","PTHR13620,PTHR13620:SF6","","","","","AT2G36110","","Polynucleotidyl transferase, ribonuclease H-like superfamily protein","LOC_Os04g14810",NA,"3-5 exonuclease domain-containing protein, putative, expressed"
"9470","PstI.TP197088","Sobic.003G289100",3,62192090,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1503,1.274,"Chr03",62191757,62192727,971,"+",-333,-637,"","PTHR13620,PTHR13620:SF6","","","","","AT2G36110","","Polynucleotidyl transferase, ribonuclease H-like superfamily protein","LOC_Os04g14810",NA,"3-5 exonuclease domain-containing protein, putative, expressed"
"9476","PstI.TP197088","Sobic.003G289200",3,62192090,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1503,1.274,"Chr03",62194599,62195288,690,"+",2509,-3198,"","PTHR13620,PTHR13620:SF6","","","","","AT2G36110","","Polynucleotidyl transferase, ribonuclease H-like superfamily protein","LOC_Os04g14810",NA,"3-5 exonuclease domain-containing protein, putative, expressed"
"9482","PstI.TP197088","Sobic.003G289300",3,62192090,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1503,1.274,"Chr03",62197832,62198487,656,"+",5742,-6397,"","PTHR13620,PTHR13620:SF6","","","","","AT2G36110","","Polynucleotidyl transferase, ribonuclease H-like superfamily protein","LOC_Os04g14810",NA,"3-5 exonuclease domain-containing protein, putative, expressed"
"9488","PstI.TP197088","Sobic.003G289400",3,62192090,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1503,1.274,"Chr03",62201636,62205637,4002,"-",9546,-13547,"","PTHR13620,PTHR13620:SF6","","","","","AT2G36110","","Polynucleotidyl transferase, ribonuclease H-like superfamily protein","LOC_Os04g14810",NA,"3-5 exonuclease domain-containing protein, putative, expressed"
"9503","PstI.TP198419","Sobic.007G026200",7,2405340,3,"PS_N","F116+36088im","","GHW_50","FW_1;FM_1","","","","","mrMLM;FASTmrMLM","",0.1754,6.595,"Chr07",2404024,2408695,4672,"-",-1316,-3355,"PF11708","PTHR12942,PTHR12942:SF2","","","K12819","","AT1G65660","SMP1","Pre-mRNA splicing Prp18-interacting factor","LOC_Os08g03390",NA,"pre-mRNA-splicing factor SLU7, putative, expressed"
"9500","PstI.TP198419","Sobic.007G026300",7,2405340,3,"PS_N","F116+36088im","","GHW_50","FW_1;FM_1","","","","","mrMLM;FASTmrMLM","",0.1754,6.595,"Chr07",2408865,2413000,4136,"+",3525,-7660,"PF11708","PTHR12942,PTHR12942:SF2","","","K12819","","AT1G65660","SMP1","Pre-mRNA splicing Prp18-interacting factor","LOC_Os08g03390",NA,"pre-mRNA-splicing factor SLU7, putative, expressed"
"9506","PstI.TP198419","Sobic.007G026400",7,2405340,3,"PS_N","F116+36088im","","GHW_50","FW_1;FM_1","","","","","mrMLM;FASTmrMLM","",0.1754,6.595,"Chr07",2413277,2414767,1491,"-",7937,-9427,"PF11708","PTHR12942,PTHR12942:SF2","","","K12819","","AT1G65660","SMP1","Pre-mRNA splicing Prp18-interacting factor","LOC_Os08g03390",NA,"pre-mRNA-splicing factor SLU7, putative, expressed"
"9509","PstI.TP199606","Sobic.001G119000",1,9270277,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.06536,0.7494,"Chr01",9269722,9270780,1059,"+",-555,-503,"PF02298","PTHR33021,PTHR33021:SF61","","","","GO:0009055","AT2G02850","ARPN","plantacyanin","LOC_Os03g50160",NA,"plastocyanin-like domain containing protein, putative, expressed"
"9513","PstI.TP199606","Sobic.001G119100",1,9270277,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.06536,0.7494,"Chr01",9273612,9274442,831,"+",3335,-4165,"PF02298","PTHR33021,PTHR33021:SF61","","","","GO:0009055","AT2G02850","ARPN","plantacyanin","LOC_Os03g50160",NA,"plastocyanin-like domain containing protein, putative, expressed"
"9517","PstI.TP199606","Sobic.001G119200",1,9270277,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.06536,0.7494,"Chr01",9275811,9277067,1257,"+",5534,-6790,"PF02298","PTHR33021,PTHR33021:SF61","","","","GO:0009055","AT2G02850","ARPN","plantacyanin","LOC_Os03g50160",NA,"plastocyanin-like domain containing protein, putative, expressed"
"9521","PstI.TP199606","Sobic.001G119300",1,9270277,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.06536,0.7494,"Chr01",9280101,9284110,4010,"+",9824,-13833,"PF02298","PTHR33021,PTHR33021:SF61","","","","GO:0009055","AT2G02850","ARPN","plantacyanin","LOC_Os03g50160",NA,"plastocyanin-like domain containing protein, putative, expressed"
"9525","PstI.TP20145","Sobic.004G032000",4,2594879,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.2221,0.07036,"Chr04",2586184,2589843,3660,"+",-8695,5036,"PF10584,PF00227","PTHR11599,PTHR11599:SF12","KOG0863","3.4.25.1","K02725","GO:0019773,GO:0006511,GO:0004175,GO:0051603,GO:0005839,GO:0004298","AT5G42790","ARS5,ATPSM30,PAF1","proteasome alpha subunit F1","LOC_Os02g04100",NA,"peptidase, T1 family, putative, expressed"
