SNP,Chromosome,Position,Grand Total,PS,Ind.SNP,Heading_1,Heading_50,Flowering_1,Flowering_50,PCA,SUPER,FarmCPU,mrMLM.1,mrMLM.2,MAF,PVE
PstI.TP1141531,11,7998,1,PS_N(1),F106+4185(1),,,FW_1(1),,,,,,pLARmEB(1),0.2264,0.1218
PstI.TP1146105,3,17294985,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.3806,2.175
PstI.TP1148284,8,53065566,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.3993,1.617
PstI.TP1148320,11,8051,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.2265,0.04828
PstI.TP115083,1,18065275,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1803,2.2
PstI.TP1150876,11,8079,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.08891,0.2923
PstI.TP1151078,2,68069588,2,PS_Y(2),F116+36088im(2),,,,FM_50(2),,CMLM+SUPER(1)MLM+SUPER(1),,,,0.2905,0.8571
PstI.TP115113,4,61331043,1,PS_N(1),F106+4185(1),,,FW_1(1),,,,,,pLARmEB(1),0.033,0.0094
PstI.TP115244,11,953,7,PS_Y(7),F116+36088im(7),HD_1(1),,FW_1(1);FM_1(1),FW_50(1);GFW_50(1),fprinW(1);fprind(1),,,FASTmrMLM(7),,0.4397,9.989
PstI.TP1156107,10,4914081,3,PS_N(3),F96+4814(1);F106+4185(2),GHW_1(1),,FW_1(2),,,,,,pLARmEB(3),0.0521,0.052
PstI.TP1156206,11,8116,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.2625,0.03926
PstI.TP1156625,8,57451842,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,CMLM+SUPER(1),,,,0.1284,4.512
PstI.TP1158338,3,64796586,5,PS_Y(5),F116+36088im(5),GHW_1(2);HM_1(1),,GFW_1(2),,,CMLM+SUPER(2)MLM+SUPER(3),,,,0.4036,0.0379
PstI.TP115915,11,961,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.169,0.006418
PstI.TP1159423,11,8140,176,PS_N(139)PS_Y(37),F116+36088im(2);F96+4814(59);F106+4185(47);F116+3098(68),HD_1(6);HW_1(4);GHW_1(6);HM_1(2),HD_50(13);GHW_50(14);HW_50(11);HM_50(10),FD_1(12);FW_1(7);GFW_1(8);FM_1(8),FD_50(12);FW_50(11);GFW_50(8);FM_50(6),fprinW(9);fprind(15);fprinGW(11);fprinM(3),,FarmCPU(36),mrMLM(43);FASTmrMLM(14);FASTmrEMMA(35),ISIS EM-BLASSO(29);pLARmEB(19),0.4202,34.74
PstI.TP116046,7,62490129,2,PS_Y(2),F116+36088im(2),,,GFW_1(2),,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1594,3.81
PstI.TP1160897,10,17579080,1,PS_Y(1),F116+36088im(1),,,FM_1(1),,,CMLM+SUPER(1),,,,0.1522,0.1823
PstI.TP1162288,3,54780033,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.3711,2.129
PstI.TP1162502,10,21500434,3,PS_Y(3),F116+36088im(3),GHW_1(2),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1177,0.5549
PstI.TP1162520,5,69033478,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.05977,2.317
PstI.TP1163120,6,33557723,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.4379,0.6344
PstI.TP1164803,11,8190,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.3474,0.5728
PstI.TP1165702,11,8193,34,PS_Y(34),F116+36088im(34),HD_1(2);HW_1(2);GHW_1(2);HM_1(2),HD_50(2);GHW_50(2);HW_50(2),FD_1(2);FW_1(2);GFW_1(2);FM_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(1);fprinGW(2),CMLM+SUPER(16)MLM+SUPER(18),,,,0.0817,0.1744
PstI.TP1168316,3,3573386,2,PS_Y(2),F116+36088im(2),,,GFW_1(1),FM_50(1),,MLM+SUPER(2),,,,0.3127,1.884
PstI.TP1169376,11,8218,2,PS_Y(2),F116+36088im(2),HM_1(1),,GFW_1(1),,,MLM+SUPER(2),,,,0.3288,0.1375
PstI.TP1169498,3,51898039,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1724,4.974
PstI.TP1169832,4,56534152,7,PS_Y(7),F116+36088im(7),HM_1(1),,GFW_1(1),FD_50(1);FW_50(1);GFW_50(2),fprind(1),CMLM+SUPER(1)MLM+SUPER(6),,,,0.2716,1.636
PstI.TP116998,11,971,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.4536,0.8231
PstI.TP1171017,11,8229,2,PS_Y(2),F116+36088im(2),HM_1(1),,GFW_1(1),,,MLM+SUPER(2),,,,0.3077,0.07096
PstI.TP1171678,9,784913,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.4418,0.549
PstI.TP1172854,1,2090281,2,PS_Y(2),F116+36088im(2),HM_1(1),,GFW_1(1),,,MLM+SUPER(2),,,,0.3641,2.783
PstI.TP1175455,6,49891048,1,PS_N(1),F96+4814(1),,,GFW_1(1),,,,,,pLARmEB(1),0.0365,0.0247
PstI.TP1175461,11,8280,5,PS_N(2)PS_Y(3),F96+4814(4);F106+4185(1),HD_1(1);GHW_1(1),HM_50(1),FW_1(1);GFW_1(1),,,,,,ISIS EM-BLASSO(1);pLARmEB(4),0.25,3.851
PstI.TP1177969,1,69551175,5,PS_Y(5),F116+36088im(5),GHW_1(2),,FW_1(1);GFW_1(2),,,CMLM+SUPER(3)MLM+SUPER(2),,,,0.2768,0.07607
PstI.TP1177996,11,8302,5,PS_N(2)PS_Y(3),F116+36088im(5),GHW_1(1),,FW_1(1);GFW_1(1);FM_1(2),,,,,FASTmrMLM(2),ISIS EM-BLASSO(3),0.1552,2.15
PstI.TP1178906,2,60492006,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.4051,0.001924
PstI.TP1178947,1,72170699,2,PS_Y(2),F116+36088im(2),HM_1(1),,GFW_1(1),,,MLM+SUPER(2),,,,0.1686,0.1063
PstI.TP1179217,10,4121517,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1531,2.875
PstI.TP1181161,11,8328,2,PS_Y(2),F116+36088im(2),HM_1(1),,GFW_1(1),,,MLM+SUPER(2),,,,0.064,0.7395
PstI.TP1182813,4,6372876,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.07123,2.768
PstI.TP1183980,1,8236582,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.3005,0.06436
PstI.TP1184385,11,8364,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.227,1.869
PstI.TP118441,11,979,2,PS_N(2),F116+36088im(2),,,FM_1(1),,fprinM(1),,,FASTmrMLM(2),,0.0345,0.0055
PstI.TP1184560,8,2834923,11,PS_Y(11),F116+36088im(11),GHW_1(2);HM_1(1),,GFW_1(2),FD_50(1);FW_50(1);GFW_50(2),fprinW(1);fprind(1),CMLM+SUPER(3)MLM+SUPER(8),,,,0.1173,1.06
PstI.TP1184930,11,8368,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.483,0.1687
PstI.TP1185674,1,60148122,9,PS_Y(9),F116+36088im(9),GHW_1(2);HM_1(1),,GFW_1(2),FD_50(1);FM_50(1),fprinW(1);fprind(1),CMLM+SUPER(2)MLM+SUPER(7),,,,0.1771,3.781
PstI.TP1188882,11,8398,17,PS_Y(17),F116+36088im(17),GHW_1(2);HM_1(1),GHW_50(1),GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(8)MLM+SUPER(9),,,,0.2932,0.1502
PstI.TP1190905,4,67932031,6,PS_Y(6),F116+36088im(6),HM_1(1),,GFW_1(1),FD_50(1);FW_50(1),fprinW(1);fprind(1),MLM+SUPER(6),,,,0.1564,0.01843
PstI.TP1191682,11,8426,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.1088,2.936
PstI.TP119200,3,54894448,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.4849,10.17
PstI.TP1192081,9,48933732,4,PS_N(4),F116+36088im(4),HD_1(1);HW_1(1),,GFW_1(1),,fprinGW(1),,,FASTmrMLM(3),pLARmEB(1),0.1034,6.962
PstI.TP1194303,4,15320890,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.217,2.079
PstI.TP1196894,7,124663,1,PS_N(1),F106+4185(1),,,,,fprinW(1),,FarmCPU(1),,,0.2877,1.911
PstI.TP1198766,6,60436257,7,PS_Y(7),F116+36088im(7),,HD_50(1);GHW_50(1),GFW_1(1),FW_50(1);FM_50(1),fprinW(1);fprinGW(1),CMLM+SUPER(7),,,,0.154,6.487
PstI.TP1204396,1,13845263,1,PS_N(1),F116+36088im(1),,,FW_1(1),,,,FarmCPU(1),,,0.07388,3.044
PstI.TP1204787,11,8502,26,PS_Y(26),F116+36088im(26),HD_1(2);HW_1(2);GHW_1(2),GHW_50(2);HW_50(1),FD_1(2);FW_1(2);GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(13)MLM+SUPER(13),,,,0.1041,2.955
PstI.TP1215799,2,58552434,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.1621,5.567
PstI.TP1217016,3,11532831,3,PS_Y(3),F116+36088im(3),,,,FW_50(1);GFW_50(1),fprinW(1),MLM+SUPER(3),,,,0.3682,2.46
PstI.TP1218945,8,58295318,2,PS_Y(2),F116+36088im(2),,,GFW_1(1);FM_1(1),,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.4541,0.347
PstI.TP1221436,9,8117840,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.4173,3.185
PstI.TP122566,3,4692206,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.2638,1.281
PstI.TP1225854,11,8636,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.08824,3.823
PstI.TP1226186,3,7342289,12,PS_N(8)PS_Y(4),F96+4814(11);F106+4185(1),HD_1(1),GHW_50(1);HW_50(2),FW_1(1);GFW_1(1),FD_50(2),fprind(2);fprinGW(1);fprinM(1),,,,ISIS EM-BLASSO(4);pLARmEB(8),0.2969,7.48
PstI.TP1226356,11,8644,2,PS_Y(2),F116+36088im(2),,GHW_50(2),,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1397,0.02169
PstI.TP1230984,11,8677,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.3035,3.686
PstI.TP1231136,3,52841481,19,PS_N(1)PS_Y(18),F116+36088im(18);F116+3098(1),HD_1(1);HW_1(1);GHW_1(2),GHW_50(1),GFW_1(2),FD_50(1);FW_50(3);GFW_50(2);FM_50(2),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(9)MLM+SUPER(9),,,pLARmEB(1),0.2409,3.721
PstI.TP1231139,11,8679,2,PS_Y(2),F116+36088im(2),HM_1(1),,GFW_1(1),,,MLM+SUPER(2),,,,0.12,8.479
PstI.TP1231486,2,73904492,28,PS_N(28),F116+3098(28),HD_1(2);HW_1(1);GHW_1(1),HD_50(2);GHW_50(1);HW_50(1),FD_1(1);GFW_1(2);FM_1(1),FD_50(3);FW_50(3);GFW_50(2);FM_50(1),fprinW(2);fprind(3);fprinGW(2),,FarmCPU(12),,ISIS EM-BLASSO(4);pLARmEB(12),0.2586,12.92
PstI.TP1234008,7,4337276,3,PS_Y(3),F116+36088im(3),HM_1(1),,GFW_1(2),,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.2489,1.212
PstI.TP1234552,10,60231357,24,PS_Y(24),F96+4814(9);F106+4185(8);F116+3098(7),HD_1(3);HW_1(3);GHW_1(5);HM_1(3),,FD_1(4);FW_1(1);GFW_1(1),FW_50(1),fprinW(1);fprinM(2),,,mrMLM(14);FASTmrMLM(6),ISIS EM-BLASSO(4),0.25,8.118
PstI.TP1234687,11,8701,4,PS_Y(4),F116+36088im(4),HM_1(1),,GFW_1(1),FD_50(1),fprind(1),MLM+SUPER(4),,,,0.293,0.2424
PstI.TP1235909,4,64295006,2,PS_Y(2),F116+36088im(2),HM_1(1),,GFW_1(1),,,MLM+SUPER(2),,,,0.1486,0.5738
PstI.TP1235985,1,62443684,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.3616,0.1503
PstI.TP1236277,3,57259501,8,PS_Y(8),F116+36088im(8),GHW_1(2);HM_1(2),GHW_50(2),,FW_50(1),fprinGW(1),CMLM+SUPER(3)MLM+SUPER(5),,,,0.3405,3.997
PstI.TP1236551,8,3930412,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,CMLM+SUPER(1),,,,0.3617,1.34
PstI.TP1237556,3,69042473,2,PS_Y(2),F116+36088im(2),,,,FD_50(1),fprind(1),MLM+SUPER(2),,,,0.1429,0.8612
PstI.TP1238644,6,59852352,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.05329,7.25
PstI.TP123918,11,1027,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.07826,0.7936
PstI.TP123922,11,1028,20,PS_Y(20),F116+36088im(20),HD_1(1);HW_1(2),GHW_50(1),FD_1(2);FW_1(1);GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(9)MLM+SUPER(11),,,,0.1277,0.4678
PstI.TP1239894,2,61692152,4,PS_Y(4),F116+36088im(4),,GHW_50(1),,FM_50(1),fprind(1);fprinGW(1),CMLM+SUPER(3)MLM+SUPER(1),,,,0.159,0.07436
PstI.TP124053,11,1030,7,PS_Y(7),F116+36088im(7),GHW_1(2);HM_1(1),GHW_50(2),FM_1(2),,,CMLM+SUPER(4)MLM+SUPER(3),,,,0.09058,2.093
PstI.TP1241040,11,8741,3,PS_Y(3),F116+36088im(3),GHW_1(2),,,FW_50(1),,CMLM+SUPER(1)MLM+SUPER(2),,,,0.2404,1.309
PstI.TP1241952,1,70307543,2,PS_Y(2),F116+36088im(2),,,GFW_1(1),GFW_50(1),,CMLM+SUPER(1)MLM+SUPER(1),,,,0.174,3.959
PstI.TP1243155,4,67650452,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1829,0.9524
PstI.TP1245564,11,8777,9,PS_Y(9),F116+36088im(9),HW_1(1);GHW_1(2);HM_1(1),,GFW_1(2),FD_50(1),fprinW(1);fprind(1),CMLM+SUPER(2)MLM+SUPER(7),,,,0.1379,7.346
PstI.TP1248141,1,57379416,10,PS_N(2)PS_Y(8),F116+36088im(10),GHW_1(2);HM_1(1),,FW_1(1);GFW_1(1),FW_50(1);GFW_50(1);FM_50(1),fprinW(1);fprinGW(1),CMLM+SUPER(1)MLM+SUPER(7),,FASTmrMLM(2),,0.1509,5.543
PstI.TP1250993,4,666401,8,PS_Y(8),F116+36088im(8),HW_1(1);GHW_1(2);HM_1(1),,GFW_1(2),FM_50(2),,CMLM+SUPER(3)MLM+SUPER(5),,,,0.1086,7.496
PstI.TP1251787,8,640290,19,PS_Y(19),F116+36088im(19),HW_1(1);GHW_1(2);HM_1(1),,FD_1(2);FW_1(1);GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(1),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(8)MLM+SUPER(11),,,,0.1209,0.8887
PstI.TP125419,10,50424324,29,PS_N(11)PS_Y(18),F116+36088im(29),HD_1(3);HW_1(2);GHW_1(2);HM_1(1),HD_50(1);HW_50(1),FD_1(2);FW_1(2);GFW_1(3),FD_50(1);FW_50(4);GFW_50(2),fprinW(2);fprind(2);fprinGW(1),,,mrMLM(3);FASTmrMLM(12),ISIS EM-BLASSO(11);pLARmEB(3),0.2281,4.673
PstI.TP1254872,7,56573064,2,PS_N(2),F106+4185(1);F116+3098(1),,,FW_1(1),,fprinW(1),,,,pLARmEB(2),0.0819,0.0239
PstI.TP125644,11,1050,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.1691,7.045
PstI.TP1256552,10,47768031,3,PS_N(3),F116+36088im(3),,,FW_1(1);FM_1(1),,fprinM(1),,,FASTmrMLM(3),,0.0647,0.5424
PstI.TP1256881,11,8847,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.3453,0.3533
PstI.TP1257104,3,2916484,5,PS_N(1)PS_Y(4),F106+4185(4);F116+3098(1),HM_1(1),,FD_1(1);FW_1(1);FM_1(1),,fprinGW(1),,,FASTmrMLM(3),ISIS EM-BLASSO(1);pLARmEB(1),0.2547,4.208
PstI.TP1264009,3,2578481,1,PS_N(1),F116+36088im(1),,,,,fprinM(1),,,FASTmrMLM(1),,0.4569,0.3362
PstI.TP1264238,10,5451657,2,PS_N(2),F116+36088im(2),,,GFW_1(1),,fprinGW(1),,,FASTmrMLM(2),,0.0431,0.1331
PstI.TP1267198,11,8922,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.1905,0.1019
PstI.TP1268585,1,2988383,8,PS_Y(8),F96+4814(8),,HW_50(1),,FD_50(1);GFW_50(3);FM_50(2),fprinGW(1),,,mrMLM(3);FASTmrMLM(4),pLARmEB(1),0.3854,32.92
PstI.TP1273314,11,8970,14,PS_Y(14),F116+36088im(14),,,FD_1(2);GFW_1(2),FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprinGW(2),CMLM+SUPER(7)MLM+SUPER(7),,,,0.3299,0.07205
PstI.TP12746,6,47840509,1,PS_N(1),F106+4185(1),,,,,fprinM(1),,FarmCPU(1),,,0.1038,1.179
PstI.TP1276178,11,8991,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.06031,3.101
PstI.TP1276226,3,74078103,2,PS_Y(2),F116+36088im(2),HM_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.2237,0.004478
PstI.TP12767,11,104,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.4808,6.069
PstI.TP1278820,7,61813715,1,PS_N(1),F116+36088im(1),,,FM_1(1),,,,,FASTmrMLM(1),,0.0388,0.0977
PstI.TP1280524,4,135529,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1004,0.2437
PstI.TP1280528,1,5674758,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,,,,pLARmEB(1),0.1638,1.984
PstI.TP1281273,9,52305676,4,PS_N(4),F96+4814(1);F106+4185(3),,HD_50(1);HM_50(1),FW_1(1),GFW_50(1),,,FarmCPU(2),,pLARmEB(2),0.276,5.436
PstI.TP1282314,9,15059279,20,PS_N(2)PS_Y(18),F116+36088im(20),HW_1(2);GHW_1(2);HM_1(1),GHW_50(1);HW_50(2);HM_50(1),FD_1(3);FW_1(1);GFW_1(1),FM_50(1),fprind(1);fprinGW(3);fprinM(1),,,mrMLM(3);FASTmrMLM(7),ISIS EM-BLASSO(6);pLARmEB(4),0.1623,16.35
PstI.TP1283654,11,9039,7,PS_Y(7),F116+36088im(7),GHW_1(2),,GFW_1(1),FD_50(1);FM_50(1),fprinW(1);fprind(1),CMLM+SUPER(1)MLM+SUPER(6),,,,0.1172,0.06407
PstI.TP1284448,2,18810260,2,PS_Y(2),F116+36088im(2),,,FM_1(2),,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.07516,0.001951
PstI.TP1288470,3,11375569,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.06892,1.348
PstI.TP1289837,3,13768005,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.4348,1.148
PstI.TP1294494,1,1663938,2,PS_Y(2),F116+36088im(2),,,GFW_1(1),FM_50(1),,MLM+SUPER(2),,,,0.2864,0.2238
PstI.TP1294907,10,42944116,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.05606,6.781
PstI.TP1295242,1,70821690,1,PS_N(1),F116+36088im(1),,HD_50(1),,,,,,,pLARmEB(1),0.0991,1.861
PstI.TP130505,1,69885963,1,PS_Y(1),F116+36088im(1),,,,FM_50(1),,,,,pLARmEB(1),0.4224,2.575
PstI.TP131297,1,66772958,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.08103,0.8036
PstI.TP131472,1,7412958,3,PS_N(3),F116+36088im(3),HD_1(1),,GFW_1(1);FM_1(1),,,,,FASTmrMLM(2),pLARmEB(1),0.0776,0.4326
PstI.TP133012,3,72913190,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1209,2.008
PstI.TP133136,5,65324990,76,PS_N(12)PS_Y(64),F116+36088im(76),HD_1(3);HW_1(2);GHW_1(4);HM_1(3),HD_50(6);GHW_50(5);HW_50(4);HM_50(3),FD_1(4);FW_1(4);GFW_1(3);FM_1(2),FD_50(6);FW_50(3);GFW_50(6);FM_50(2),fprinW(5);fprind(5);fprinGW(4);fprinM(2),,,mrMLM(21);FASTmrMLM(18),ISIS EM-BLASSO(16);pLARmEB(21),0.194,11.04
PstI.TP133700,2,57163911,1,PS_N(1),F106+4185(1),,,FW_1(1),,,,,,pLARmEB(1),0.0283,0.0089
PstI.TP134017,10,53064853,8,PS_Y(8),F116+36088im(8),GHW_1(2);HM_1(1),,GFW_1(1),FW_50(1);GFW_50(2),fprinW(1),CMLM+SUPER(2)MLM+SUPER(6),,,,0.09809,2.636
PstI.TP134743,1,73610397,2,PS_N(2),F116+36088im(2),HW_1(1),,,,fprinGW(1),,,FASTmrMLM(2),,0.0474,0.0581
PstI.TP135889,1,73564522,18,PS_Y(18),F116+36088im(18),HD_1(1);HW_1(1),GHW_50(2),FD_1(2);GFW_1(1),FD_50(1);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(9)MLM+SUPER(9),,,,0.1255,9.514
PstI.TP136362,11,1134,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.353,0.649
PstI.TP136422,3,60253262,4,PS_Y(4),F116+36088im(4),HM_1(1),GHW_50(1),,FD_50(1),fprind(1),CMLM+SUPER(1)MLM+SUPER(3),,,,0.2343,3.491
PstI.TP136460,1,1229717,1,PS_N(1),F96+4814(1),,,FW_1(1),,,,,,pLARmEB(1),0.1406,0.1942
PstI.TP13814,5,20169630,1,PS_Y(1),F116+36088im(1),,,,FM_50(1),,CMLM+SUPER(1),,,,0.1601,0.2136
PstI.TP13843,2,57967122,1,PS_N(1),F106+4185(1),,,FW_1(1),,,,,,pLARmEB(1),0.0425,0
PstI.TP138495,5,8332076,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1426,1.041
PstI.TP138953,11,1147,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(2),,,,,CMLM+SUPER(2)MLM+SUPER(2),,,,0.2346,0.002668
PstI.TP139250,11,1151,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.07655,1.222
PstI.TP140756,11,1171,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.2581,0.0009602
PstI.TP141528,2,61974919,6,PS_Y(6),F116+36088im(6),,GHW_50(1),FD_1(1),FD_50(1);FM_50(1),fprinW(1);fprind(1),CMLM+SUPER(2)MLM+SUPER(4),,,,0.2968,5.725
PstI.TP142395,1,71238859,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.4934,0.1376
PstI.TP143189,10,4870950,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.3712,3.848
PstI.TP144181,11,1219,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.4121,1.599
PstI.TP14467,10,3103147,32,PS_Y(32),F116+36088im(32),HD_1(2);HW_1(2);GHW_1(2);HM_1(2),HD_50(2);GHW_50(1);HW_50(1),FD_1(2);FW_1(2);GFW_1(2);FM_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(1);fprinGW(2),CMLM+SUPER(16)MLM+SUPER(16),,,,0.3669,1.231
PstI.TP145796,9,40783563,1,PS_N(1),F116+3098(1),,GHW_50(1),,,,,,,pLARmEB(1),0.125,0
PstI.TP148299,4,61873463,1,PS_N(1),F116+3098(1),,GHW_50(1),,,,,,,pLARmEB(1),0.0733,3.67E-06
PstI.TP150197,1,30650620,5,PS_Y(5),F116+36088im(5),GHW_1(2);HM_1(1),GHW_50(2),,,,CMLM+SUPER(2)MLM+SUPER(3),,,,0.4102,0.4186
PstI.TP152556,2,67340962,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.08824,2.026
PstI.TP153865,6,48713292,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1762,0.07248
PstI.TP15431,3,64515813,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.08839,0.2967
PstI.TP154510,11,1273,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1748,0.0003281
PstI.TP154924,4,66870962,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.3351,0.6997
PstI.TP158011,11,1295,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.203,6.351
