"","SNP","Chromosome","Position","P.value","MAF","Ind.SNP","PS","Software","Method","Trait.name","PVE","maf","P.value.1","MAF.1"
"9611","NsiI.TP101439",3,50050903,8.11619670029758e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",1.75621675231615,0.31489193644369,8e-05,NA
"9612","NsiI.TP101439",3,50050903,0.000343133941304756,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",1.49973977163108,0.31489193644369,3e-04,NA
"9613","NsiI.TP101439",3,50050903,0.000231656001622948,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",2.58876383918055,0.31489193644369,2e-04,NA
"9615","NsiI.TP102705",4,12103867,0.000473935191662685,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",1.54158766145867,0.269971824811103,5e-04,NA
"9616","NsiI.TP102705",4,12103867,0.00123643131036109,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",2.21522115777909,0.269971824811103,0.001,NA
"9617","NsiI.TP10339",4,64117829,0.000887862407842024,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.0194607753389984,0.353281238934647,9e-04,NA
"9618","NsiI.TP104065",1,12578208,0.000711173299004757,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.249396225425908,0.434724627955388,7e-04,NA
"9619","NsiI.TP106121",11,10257,0.000865982066306841,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",3.01176597823647,0.298392514032535,9e-04,NA
"9620","NsiI.TP106121",11,10257,0.00023181930032637,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",3.46805362550765,0.298392514032535,2e-04,NA
"9621","NsiI.TP106121",11,10257,5.53669670663479e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HW_1",3.39804488701754,0.298392514032535,6e-05,NA
"9622","NsiI.TP107770",11,10275,0.00129750547387876,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.0105137296186727,0.0849464923925581,0.001,NA
"9623","NsiI.TP108822",6,5886763,0.000423061495120321,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",1.2394274995333,0.116764411609973,4e-04,NA
"9624","NsiI.TP109633",11,10288,0.000112604363743232,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_1",0.0700904533727224,0.288415887001989,1e-04,NA
"9625","NsiI.TP109633",11,10288,7.45576759334403e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",0.023200628307371,0.288415887001989,7e-05,NA
"9626","NsiI.TP109633",11,10288,7.34536474138126e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_50",0.0235708682096856,0.288415887001989,7e-05,NA
"9627","NsiI.TP109633",11,10288,6.89258857593132e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",0.0109700207559432,0.288415887001989,7e-05,NA
"9628","NsiI.TP109633",11,10288,5.35363709509647e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinGW",0.0110467521495315,0.288415887001989,5e-05,NA
"9629","NsiI.TP109633",11,10288,2.68275433971735e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",0.0151643098329642,0.288415887001989,3e-05,NA
"9630","NsiI.TP109633",11,10288,8.6911752396516e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",0.0230022785657066,0.288415887001989,9e-05,NA
"9631","NsiI.TP109633",11,10288,7.97911450419749e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.0787405373730516,0.288415887001989,8e-05,NA
"9632","NsiI.TP109633",11,10288,0.000110138270269699,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",0.0399426854977741,0.288415887001989,1e-04,NA
"9633","NsiI.TP109633",11,10288,0.000573220675031673,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.0880809288083488,0.288415887001989,6e-04,NA
"9634","NsiI.TP109633",11,10288,1.03876082282257e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HD_50",1.24186418670665e-05,0.288415887001989,1e-05,NA
"9635","NsiI.TP109633",11,10288,0.0003800896379374,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.0792134533801127,0.288415887001989,4e-04,NA
"9636","NsiI.TP109633",11,10288,0.000281213732029636,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HW_1",0.0563256201919634,0.288415887001989,3e-04,NA
"9637","NsiI.TP110016",11,10292,0.000284406502090811,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_50",2.09079898552866,0.210599577957993,3e-04,NA
"9638","NsiI.TP110016",11,10292,0.000183533095296528,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",1.84860230782739,0.210599577957993,2e-04,NA
"9639","NsiI.TP110016",11,10292,0.000146961255336481,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",1.59682388384663,0.210599577957993,1e-04,NA
"9640","NsiI.TP110016",11,10292,0.000739616575726626,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",1.84116110293899,0.210599577957993,7e-04,NA
"9641","NsiI.TP111087",11,10310,0.00105200447525336,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",4.61152433160279,0.156369848898413,0.001,NA
"9642","NsiI.TP111245",11,10315,0.000219139005346563,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_50",7.49682044255986,0.170352783793883,2e-04,NA
"9643","NsiI.TP111245",11,10315,0.000164004881707671,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",9.83821709960571,0.170352783793883,2e-04,NA
"9644","NsiI.TP111245",11,10315,0.000267999008109138,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",9.9183091627147,0.170352783793883,3e-04,NA
"9645","NsiI.TP111245",11,10315,5.86147042333594e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",9.10408139254465,0.170352783793883,6e-06,NA
"9646","NsiI.TP111245",11,10315,0.000181878894195512,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",9.57825440854409,0.170352783793883,2e-04,NA
"9647","NsiI.TP111245",11,10315,5.49768513047939e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",9.83830864289535,0.170352783793883,5e-05,NA
"9648","NsiI.TP111245",11,10315,0.000511586044148125,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",11.9280441021676,0.170352783793883,5e-04,NA
"9649","NsiI.TP111392",2,71036593,0.00095545680719252,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",1.93684171632331,0.298937374335404,0.001,NA
"9650","NsiI.TP115118",11,10361,9.85667104834359e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",1.47380914166394,0.115931161946251,1e-04,NA
"9651","NsiI.TP115118",11,10361,0.000101433192483691,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",1.43415210721995,0.115931161946251,1e-04,NA
"9652","NsiI.TP115118",11,10361,1.88942336523329e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HW_1",1.32662433256549,0.115931161946251,2e-05,NA
"9654","NsiI.TP115800",2,20500579,0.00104325149899616,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.0946683402820028,0.228978007855525,0.001,NA
"9655","NsiI.TP115800",2,20500579,0.000817474302979627,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.0614448795365781,0.228978007855525,8e-04,NA
"9656","NsiI.TP115990",11,10376,1.88535087196643e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.0724428648805169,0.33903831114242,2e-05,NA
"9657","NsiI.TP115990",11,10376,8.62169661102496e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.00138227395071907,0.33903831114242,9e-05,NA
"9659","NsiI.TP11763",2,55368372,0.00104895089121179,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.00204548530638511,0.44544920599303,0.001,NA
"9661","NsiI.TP119411",11,10406,0.00109263959443088,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.0952687635464795,0.324008172002043,0.001,NA
"9662","NsiI.TP119411",11,10406,0.000629097201160351,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.0337102649006245,0.324008172002043,6e-04,NA
"9663","NsiI.TP119766",11,10412,0.000854509562703135,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",1.58327075383531,0.341871551651833,9e-04,NA
"9664","NsiI.TP120901",4,67265395,1.47832670222653e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",1.82524817237406,0.205408358211962,1e-05,NA
"9665","NsiI.TP120901",4,67265395,0.000187499878026585,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_50",1.4188064118916,0.205408358211962,2e-04,NA
"9666","NsiI.TP120901",4,67265395,2.60379798197908e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",1.86015283984598,0.205408358211962,3e-05,NA
"9667","NsiI.TP120901",4,67265395,0.000200182382497044,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",1.80946907937437,0.205408358211962,2e-04,NA
"9668","NsiI.TP120901",4,67265395,8.67856152831824e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",1.76332010606723,0.205408358211962,9e-05,NA
"9669","NsiI.TP120901",4,67265395,0.000406659396523208,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",1.61166166291165,0.205408358211962,4e-04,NA
"9670","NsiI.TP120901",4,67265395,7.49715005190444e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",1.90056470948256,0.205408358211962,7e-05,NA
"9671","NsiI.TP120901",4,67265395,0.000255230793848479,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",1.50104595458181,0.205408358211962,3e-04,NA
"9672","NsiI.TP120901",4,67265395,5.37829239530408e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",1.76016540305405,0.205408358211962,5e-05,NA
"9675","NsiI.TP123778",1,60586278,0.000196606400017603,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",2.44196579303678,0.469758302310189,2e-04,NA
"9676","NsiI.TP123778",1,60586278,4.58915404606492e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_1",2.76172884852384,0.469758302310189,5e-05,NA
"9677","NsiI.TP123778",1,60586278,2.02388597176271e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_50",1.6199133682818,0.469758302310189,2e-05,NA
"9678","NsiI.TP123778",1,60586278,0.000253280665497362,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",2.3253234878005,0.469758302310189,3e-04,NA
"9679","NsiI.TP123778",1,60586278,3.06195415038028e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinGW",2.23431488259723,0.469758302310189,3e-05,NA
"9680","NsiI.TP123778",1,60586278,4.13668831466287e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",2.33043780372032,0.469758302310189,4e-05,NA
"9681","NsiI.TP123778",1,60586278,1.67862010888128e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",2.43912418598757,0.469758302310189,2e-05,NA
"9682","NsiI.TP123778",1,60586278,5.21994837866377e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",2.46407276162451,0.469758302310189,5e-06,NA
"9683","NsiI.TP123778",1,60586278,6.02608469562029e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",2.41856941844987,0.469758302310189,6e-06,NA
"9684","NsiI.TP123778",1,60586278,3.88427438463449e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",2.84481796936249,0.469758302310189,4e-05,NA
"9685","NsiI.TP123778",1,60586278,3.81440093952095e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",2.60591497800707,0.469758302310189,4e-05,NA
"9686","NsiI.TP123778",1,60586278,2.60875208439704e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HW_1",2.64283059055121,0.469758302310189,3e-05,NA
"9687","NsiI.TP125412",9,54877907,0.000342361159132765,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",2.95691738181568,0.107942826056029,3e-04,NA
"9688","NsiI.TP125422",7,20096050,0.000329205253363562,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",7.03785988997319,0.0626768880526783,3e-04,NA
"9689","NsiI.TP125422",7,20096050,0.000308017884169556,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",6.94788387902434,0.0626768880526783,3e-04,NA
"9690","NsiI.TP127048",9,4573547,7.48574423131169e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_1",0.0678898456352477,0.175757094578048,7e-05,NA
"9691","NsiI.TP127048",9,4573547,0.000108494801517905,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",0.0643871360501689,0.175757094578048,1e-04,NA
"9692","NsiI.TP127048",9,4573547,0.000164481717716431,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_50",0.214830113849939,0.175757094578048,2e-04,NA
"9693","NsiI.TP127048",9,4573547,0.000102296513859874,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",0.0591335860872607,0.175757094578048,1e-04,NA
"9694","NsiI.TP127048",9,4573547,0.00022867557245784,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",0.0359289779851081,0.175757094578048,2e-04,NA
"9695","NsiI.TP127048",9,4573547,6.33726432255583e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_1",0.0516955568564931,0.175757094578048,6e-05,NA
"9696","NsiI.TP127048",9,4573547,0.000181279888452679,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",0.0322064902612045,0.175757094578048,2e-04,NA
"9697","NsiI.TP127048",9,4573547,2.37298606993032e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.0090737236964428,0.175757094578048,2e-05,NA
"9698","NsiI.TP127048",9,4573547,0.000157220887806768,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",0.0290141164334747,0.175757094578048,2e-04,NA
"9699","NsiI.TP127048",9,4573547,0.000120390110538833,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.0831939739536814,0.175757094578048,1e-04,NA
"9700","NsiI.TP127048",9,4573547,0.000861021201639418,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.0916140753377677,0.175757094578048,9e-04,NA
"9701","NsiI.TP127048",9,4573547,9.76720536855852e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HW_1",0.0948727643609627,0.175757094578048,1e-04,NA
"9702","NsiI.TP127103",3,55736173,3.29425753995742e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",0.0373156570213629,0.181386070113899,3e-05,NA
"9703","NsiI.TP127103",3,55736173,4.20125315509445e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",0.0319505296836359,0.181386070113899,4e-05,NA
"9704","NsiI.TP127103",3,55736173,4.10017154490319e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",0.0285590702556311,0.181386070113899,4e-05,NA
"9705","NsiI.TP127103",3,55736173,4.96850914310668e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",0.0275142863084305,0.181386070113899,5e-05,NA
"9706","NsiI.TP127103",3,55736173,2.07530636360156e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.00284310819031475,0.181386070113899,2e-05,NA
"9707","NsiI.TP127103",3,55736173,8.10914642630449e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",0.0154014281043754,0.181386070113899,8e-05,NA
"9708","NsiI.TP127103",3,55736173,0.000303602195313102,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.000827774435625996,0.181386070113899,3e-04,NA
"9709","NsiI.TP127103",3,55736173,0.000458647131311218,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.0925314243774651,0.181386070113899,5e-04,NA
"9711","NsiI.TP127922",4,54754163,6.67462208688043e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",4.84590167420705,0.178547981653753,7e-05,NA
"9712","NsiI.TP128678",3,69000501,0.000213389578827268,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_50",1.58758641034164,0.408573677632225,2e-04,NA
"9713","NsiI.TP128678",3,69000501,4.81068728735273e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",1.62362302298645,0.408573677632225,5e-05,NA
"9714","NsiI.TP128678",3,69000501,0.000493951749712292,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",1.02246702020478,0.408573677632225,5e-04,NA
"9716","NsiI.TP129464",6,43607339,0.000265896864566552,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.00378919719951938,0.0795961610865944,3e-04,NA
"9718","NsiI.TP135373",11,10639,2.69348539334641e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_1",0.00249492997622239,0.347866112111672,3e-05,NA
"9719","NsiI.TP135373",11,10639,7.50458567789645e-07,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",0.0461451107874358,0.347866112111672,8e-07,NA
"9720","NsiI.TP135373",11,10639,1.63361040112317e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_50",0.208660977882802,0.347866112111672,2e-05,NA
"9721","NsiI.TP135373",11,10639,7.04714436888583e-07,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",0.0362223386326114,0.347866112111672,7e-07,NA
"9722","NsiI.TP135373",11,10639,1.54216567736723e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",0.0256400987987263,0.347866112111672,2e-06,NA
"9723","NsiI.TP135373",11,10639,2.58780211029745e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_1",0.00213954984437756,0.347866112111672,3e-05,NA
"9724","NsiI.TP135373",11,10639,1.1348002876849e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",0.0296587365040686,0.347866112111672,1e-06,NA
"9725","NsiI.TP135373",11,10639,0.000278224309331607,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.000670521799274196,0.347866112111672,3e-04,NA
"9726","NsiI.TP135373",11,10639,8.76161223787387e-07,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",0.0440458708057272,0.347866112111672,9e-07,NA
"9727","NsiI.TP135373",11,10639,2.47468617535658e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HD_1",0.015675772484709,0.347866112111672,2e-05,NA
"9728","NsiI.TP135373",11,10639,4.70807015453966e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HD_50",0.0470611120032113,0.347866112111672,5e-06,NA
"9729","NsiI.TP135373",11,10639,0.000620236192453199,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.0451585743430593,0.347866112111672,6e-04,NA
"9731","NsiI.TP138508",11,10672,0.000542377988461355,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.0122668054533676,0.189830715491442,5e-04,NA
"9732","NsiI.TP13900",11,9274,5.0447680535304e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_1",1.18486860387066,0.114913801402652,5e-05,NA
"9733","NsiI.TP13900",11,9274,2.01591619424122e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",1.22557457614381,0.114913801402652,2e-05,NA
"9734","NsiI.TP13900",11,9274,0.00024532765104924,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_50",0.930342957145806,0.114913801402652,2e-04,NA
"9735","NsiI.TP13900",11,9274,2.20400431557842e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",1.2114887052806,0.114913801402652,2e-05,NA
"9736","NsiI.TP13900",11,9274,8.26338554892416e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",1.26131803577204,0.114913801402652,8e-05,NA
"9737","NsiI.TP13900",11,9274,6.74914539840903e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_1",1.15261223744138,0.114913801402652,7e-05,NA
"9738","NsiI.TP13900",11,9274,7.82288605600874e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",1.30928334526649,0.114913801402652,8e-05,NA
"9739","NsiI.TP13900",11,9274,3.20569355615698e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",1.18713780209709,0.114913801402652,3e-05,NA
"9740","NsiI.TP13900",11,9274,0.000102246364760561,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",1.22062508717448,0.114913801402652,1e-04,NA
"9741","NsiI.TP13900",11,9274,2.99937528778145e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",1.31963785728736,0.114913801402652,3e-05,NA
"9742","NsiI.TP13900",11,9274,6.04559246085633e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HD_1",1.18235418110785,0.114913801402652,6e-05,NA
"9743","NsiI.TP13900",11,9274,0.000192657763875403,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",1.40101711546478,0.114913801402652,2e-04,NA
"9744","NsiI.TP13900",11,9274,2.61743003241348e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HW_1",1.24721749474731,0.114913801402652,3e-06,NA
"9745","NsiI.TP139027",3,63289950,0.000213369785920987,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_50",2.47146550217429,0.129000491552088,2e-04,NA
"9746","NsiI.TP139027",3,63289950,0.000363698824530025,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",2.15444545031889,0.129000491552088,4e-04,NA
"9747","NsiI.TP139027",3,63289950,2.48056388334316e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",1.66825683330308,0.129000491552088,2e-05,NA
"9748","NsiI.TP139027",3,63289950,0.000166271396920202,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",2.17348426948711,0.129000491552088,2e-04,NA
"9749","NsiI.TP139027",3,63289950,0.000422205696642148,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",1.82624352592661,0.129000491552088,4e-04,NA
"9750","NsiI.TP139027",3,63289950,0.000530979302119915,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",1.04478584460491,0.129000491552088,5e-04,NA
"9751","NsiI.TP146169",7,14058863,0.000117640646757831,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",9.31605252413091e-06,0.328393787441131,1e-04,NA
"9752","NsiI.TP146180",3,58570743,7.22419086381065e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.275233392132689,0.204964254084689,7e-05,NA
"9753","NsiI.TP146180",3,58570743,0.000128122519346362,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.104776883246437,0.204964254084689,1e-04,NA
"9754","NsiI.TP146839",11,10736,0.000112300803444665,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_50",3.03841394020597,0.428472954695787,1e-04,NA
"9755","NsiI.TP146839",11,10736,0.000282166507681552,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",2.49444930248002,0.428472954695787,3e-04,NA
"9756","NsiI.TP146839",11,10736,0.000196372073105954,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",2.49650397028431,0.428472954695787,2e-04,NA
"9757","NsiI.TP146839",11,10736,2.63309007312334e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",2.52792695551175,0.428472954695787,3e-05,NA
"9758","NsiI.TP146839",11,10736,0.00017803550771155,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",2.50701772836046,0.428472954695787,2e-04,NA
"9759","NsiI.TP146839",11,10736,0.000860911876786273,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",2.26765534332415,0.428472954695787,9e-04,NA
"9760","NsiI.TP146839",11,10736,0.000150890414337611,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",2.45350735710918,0.428472954695787,2e-04,NA
"9762","NsiI.TP149102",11,10766,7.1498888635075e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_1",0.617832004104673,0.143717510721356,7e-05,NA
"9763","NsiI.TP149102",11,10766,8.75509504566758e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",0.823782257695342,0.143717510721356,9e-05,NA
"9764","NsiI.TP149102",11,10766,6.93970991405104e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",0.811976246028874,0.143717510721356,7e-05,NA
"9765","NsiI.TP149102",11,10766,0.000316528780033342,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",0.771684505271775,0.143717510721356,3e-04,NA
"9766","NsiI.TP149102",11,10766,0.000173032363499013,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.704304142964716,0.143717510721356,2e-04,NA
"9767","NsiI.TP149102",11,10766,8.91278408389745e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HW_1",0.328420355965936,0.143717510721356,9e-05,NA
"9768","NsiI.TP152015",10,54557245,0.000347456588130194,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",0.474746908191649,0.358855113107252,3e-04,NA
"9769","NsiI.TP152015",10,54557245,0.000239239258533749,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",0.523787828435549,0.358855113107252,2e-04,NA
"9770","NsiI.TP152015",10,54557245,7.7669445583229e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.835353164678667,0.358855113107252,8e-06,NA
"9771","NsiI.TP152015",10,54557245,0.000249358193434107,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",0.517637155226439,0.358855113107252,2e-04,NA
"9772","NsiI.TP152015",10,54557245,4.71628128937092e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.956631939053187,0.358855113107252,5e-05,NA
"9773","NsiI.TP152015",10,54557245,0.00045303709078169,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.97296041325664,0.358855113107252,5e-04,NA
