"","X","SNP","Gene","ID","Chromosome","Position","P.value","MAF","PVE","Trait.names","PS","Ind.SNP","FarmCPU","mrMLM","GAPIT","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"121",188,"NsiI.TP718157","Sobic.003G097900","OWA18.12",3,8632016,2.84e-05,0.0458,15.7514,"OWA18","PS_N(1)","122+35256im(1)","","mrMLM(1)","",1,"Chr03",8626250,8627845,1596,"-",-5766,4171,37917147,"Sobic.003G097900","Sobic.003G097900.1","Sobic.003G097900.1.p","","PTHR10315,PTHR10315:SF30","","6.3.2.19","","GO:0007275,GO:0006511,GO:0005634","AT5G37870.1","","Protein with RING/U-box and TRAF-like domains","LOC_Os01g03290.1",NA,"seven in absentia protein family domain containing protein, expressed"
"122",190,"NsiI.TP724799","Sobic.004G353400","OWA18.13",4,68146066,0.000185738,0.0697,14.4361,"OWA18","PS_Y(1)","122+35256im(1)","","ISIS EM-BLASSO(1)","",1,"Chr04",68146887,68152858,5972,"-",821,-6792,37932568,"Sobic.004G353400","Sobic.004G353400.1","Sobic.004G353400.1.p","PF00560,PF13855","PTHR23155","KOG0472","","","GO:0005515","AT3G15410.1","","Leucine-rich repeat (LRR) family protein","LOC_Os02g58030.1",NA,"leucine-rich repeat-containing protein 40, putative, expressed"
"123",191,"NsiI.TP724799","Sobic.004G353300","OWA18.13",4,68146066,0.000185738,0.0697,14.4361,"OWA18","PS_Y(1)","122+35256im(1)","","ISIS EM-BLASSO(1)","",1,"Chr04",68140107,68146286,6180,"+",-5959,-220,37931265,"Sobic.004G353300","Sobic.004G353300.1","Sobic.004G353300.1.p","PF10250","PTHR31741,PTHR31741:SF6","","","","","AT3G03810.1","EDA30","O-fucosyltransferase family protein","LOC_Os05g04190.2",NA,"growth regulator related protein, putative, expressed"
"124",192,"NsiI.TP724799","Sobic.004G353200","OWA18.13",4,68146066,0.000185738,0.0697,14.4361,"OWA18","PS_Y(1)","122+35256im(1)","","ISIS EM-BLASSO(1)","",1,"Chr04",68135946,68140167,4222,"-",-10120,5899,37930741,"Sobic.004G353200","Sobic.004G353200.1","Sobic.004G353200.1.p","PF01399","PTHR10855,PTHR10855:SF1","","","K03035","GO:0005515","AT5G09900.1","EMB2107,MSA,RPN5A","26S proteasome regulatory subunit, putative (RPN5)","LOC_Os03g63430.1",NA,"proteasome subunit, putative, expressed"
"129",199,"NsiI.TP806172","Sobic.002G198900","OWA19.43",2,58871698,7.56e-06,0.2869,3.921,"OWA19","PS_N(1);PS_Y(1)","122+35256im(2)","","FASTmrMLM(1);pLARmEB(1)","",1,"Chr02",58868402,58870315,1914,"+",-3296,1383,37950903,"Sobic.002G198900","Sobic.002G198900.1","Sobic.002G198900.1.p","PF13041","PTHR24015,PTHR24015:SF793","","","","","AT5G61400.1","","Pentatricopeptide repeat (PPR) superfamily protein","LOC_Os09g25050.1",NA,"PPR repeat domain containing protein, putative, expressed"
"130",200,"NsiI.TP806172","Sobic.002G198801","OWA19.43",2,58871698,7.56e-06,0.2869,3.921,"OWA19","PS_N(1);PS_Y(1)","122+35256im(2)","","FASTmrMLM(1);pLARmEB(1)","",1,"Chr02",58865231,58866497,1267,"-",-6467,5201,37952555,"Sobic.002G198801","Sobic.002G198801.1","Sobic.002G198801.1.p","PF13812,PF13041,PF01535","PTHR24015,PTHR24015:SF841","","","","","AT5G56310.1","","Pentatricopeptide repeat (PPR) superfamily protein","LOC_Os09g24520.2",NA,"pentatricopeptide, putative, expressed"
"131",201,"NsiI.TP806172","Sobic.002G199000","OWA19.43",2,58871698,7.56e-06,0.2869,3.921,"OWA19","PS_N(1);PS_Y(1)","122+35256im(2)","","FASTmrMLM(1);pLARmEB(1)","",2,"Chr02",58871181,58873698,2518,"-",-517,-2000,37954292,"Sobic.002G199000","Sobic.002G199000.2","Sobic.002G199000.2.p","PF00856,PF09273","PTHR13271,PTHR13271:SF29","KOG1337","2.1.1.259","K00592","GO:0005515","AT1G14030.1","","Rubisco methyltransferase family protein","LOC_Os09g24530.1",NA,"ribulose-1,5 bisphosphate carboxylase/oxygenase large subunit N-methyltransferase, chloroplast precursor, putative, expressed"
"132",202,"NsiI.TP806172","Sobic.002G199100","OWA19.43",2,58871698,7.56e-06,0.2869,3.921,"OWA19","PS_N(1);PS_Y(1)","122+35256im(2)","","FASTmrMLM(1);pLARmEB(1)","",1,"Chr02",58875360,58879640,4281,"-",3662,-7942,37951902,"Sobic.002G199100","Sobic.002G199100.1","Sobic.002G199100.1.p","PF13616","PTHR10657","KOG3258","5.2.1.8","K09579","","AT1G26550.1","","FKBP-like peptidyl-prolyl cis-trans isomerase family protein","LOC_Os09g24540.1",NA,"peptidyl-prolyl cis-trans isomerase, putative, expressed"
"133",204,"NsiI.TP806172","Sobic.002G198700","OWA19.43",2,58871698,7.56e-06,0.2869,3.921,"OWA19","PS_N(1);PS_Y(1)","122+35256im(2)","","FASTmrMLM(1);pLARmEB(1)","",1,"Chr02",58863058,58865144,2087,"+",-8640,6554,37954790,"Sobic.002G198700","Sobic.002G198700.1","Sobic.002G198700.1.p","","PTHR35100,PTHR35100:SF2","","","","","AT1G23110.1","","","LOC_Os08g33640.1",NA,"expressed protein"
"134",206,"PstI.TP1000873","Sobic.007G144300","OWA19.44",7,57426488,0.000140896,0.0588,0,"OWA19","PS_N(1)","O102+4322(1)","","pLARmEB(1)","",1,"Chr07",57424956,57428879,3924,"+",-1532,-2391,37935775,"Sobic.007G144300","Sobic.007G144300.1","Sobic.007G144300.1.p","PF08282,PF00982","PTHR10788,PTHR10788:SF24","","2.4.1.15,3.1.3.12","K16055","GO:0005992,GO:0003824","AT4G17770.1","ATTPS5,TPS5","trehalose phosphatase/synthase 5","LOC_Os08g34580.1",NA,"trehalose-6-phosphate synthase, putative, expressed"
"135",207,"PstI.TP1000873","Sobic.007G144400","OWA19.44",7,57426488,0.000140896,0.0588,0,"OWA19","PS_N(1)","O102+4322(1)","","pLARmEB(1)","",1,"Chr07",57436275,57437516,1242,"+",9787,-11028,37935822,"Sobic.007G144400","Sobic.007G144400.1","Sobic.007G144400.1.p","PF02458","PTHR31642,PTHR31642:SF55","","2.3.1.188","K15400","GO:0016747","AT5G41040.1","","HXXXD-type acyl-transferase family protein","LOC_Os11g31090.1",NA,"transferase family protein, putative, expressed"
"136",208,"PstI.TP1009084","Sobic.008G041000","OWA18.14",8,3978036,2.95e-07,0.2828,1.69e-06,"OWA18","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr08",3967280,3978791,11512,"+",-10756,-755,37928226,"Sobic.008G041000","Sobic.008G041000.1","Sobic.008G041000.1.p","PF12854,PF13041,PF01535","PTHR24015,PTHR24015:SF723","","","","","AT5G04780.1","","Pentatricopeptide repeat (PPR) superfamily protein","LOC_Os12g06070.1",NA,"expressed protein"
"137",209,"PstI.TP1009084","Sobic.008G041100","OWA18.14",8,3978036,2.95e-07,0.2828,1.69e-06,"OWA18","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr08",3974205,3975994,1790,"-",-3831,2042,37926766,"Sobic.008G041100","Sobic.008G041100.1","Sobic.008G041100.1.p","PF02362","PTHR31140,PTHR31140:SF19","","","","GO:0003677","AT3G11580.1","","AP2/B3-like transcriptional factor family protein","LOC_Os12g06080.1",NA,"expressed protein"
"138",210,"PstI.TP1010623","Sobic.003G029600","OWA19.45",3,2603844,0.000141873,0.015,8.7994,"OWA19","PS_N(5);PS_Y(4)","O102+4322(3);O112+3450(5);O122+2646(1)","","mrMLM(3);FASTmrMLM(1);FASTmrEMMA(4);pLARmEB(1)","",1,"Chr03",2602291,2608868,6578,"+",-1553,-5024,37913084,"Sobic.003G029600","Sobic.003G029600.1","Sobic.003G029600.1.p","PF00400,PF04053,PF06957","PTHR19876,PTHR19876:SF5","","","K05236","GO:0005515,GO:0030117,GO:0016192,GO:0006886,GO:0005198,GO:0030126","AT1G62020.1","","Coatomer, alpha subunit","LOC_Os09g04110.2",NA,"coatomer alpha subunit, putative, expressed"
"139",211,"PstI.TP1010623","Sobic.003G029700","OWA19.45",3,2603844,0.000141873,0.015,8.7994,"OWA19","PS_N(5);PS_Y(4)","O102+4322(3);O112+3450(5);O122+2646(1)","","mrMLM(3);FASTmrMLM(1);FASTmrEMMA(4);pLARmEB(1)","",1,"Chr03",2611997,2619784,7788,"+",8153,-15940,37916558,"Sobic.003G029700","Sobic.003G029700.1","Sobic.003G029700.1.p","PF00069","PTHR11909,PTHR11909:SF185","KOG1164","2.7.11.1","","GO:0006468,GO:0005524,GO:0004672","AT2G25760.1","","Protein kinase family protein","LOC_Os05g11140.2",NA,"CK1_CaseinKinase_1a.5 - CK1 includes the casein kinase 1 kinases, expressed"
"140",212,"PstI.TP1010623","Sobic.003G029500","OWA19.45",3,2603844,0.000141873,0.015,8.7994,"OWA19","PS_N(5);PS_Y(4)","O102+4322(3);O112+3450(5);O122+2646(1)","","mrMLM(3);FASTmrMLM(1);FASTmrEMMA(4);pLARmEB(1)","",1,"Chr03",2595830,2599790,3961,"-",-8014,4054,37913663,"Sobic.003G029500","Sobic.003G029500.1","Sobic.003G029500.1.p","PF00069,PF13639,PF00400","PTHR22844,PTHR22844:SF215","KOG0645,KOG0279","2.7.11.7","","GO:0006468,GO:0005524,GO:0004672,GO:0008270,GO:0005515","AT1G21651.1","","zinc ion binding","LOC_Os05g34880.1",NA,"zinc finger, C3HC4 type family protein, expressed"
"141",213,"PstI.TP1014707","Sobic.001G322200","OWA19.46",1,60949616,1.47e-05,0.192622951,1.530129317,"OWA19","PS_N(1)","O122+2646(1)","FarmCPU(1)","","",1,"Chr01",60953355,60956030,2676,"-",3739,-6414,37940744,"Sobic.001G322200","Sobic.001G322200.1","Sobic.001G322200.1.p","PF12695","PTHR10992,PTHR10992:SF809","KOG1454","","","","AT2G36290.1","","alpha/beta-Hydrolases superfamily protein","LOC_Os10g37710.1",NA,"hydrolase, alpha/beta fold family protein, putative, expressed"
"142",214,"PstI.TP1014707","Sobic.001G322100","OWA19.46",1,60949616,1.47e-05,0.192622951,1.530129317,"OWA19","PS_N(1)","O122+2646(1)","FarmCPU(1)","","",1,"Chr01",60947692,60949767,2076,"-",-1924,-151,37937413,"Sobic.001G322100","Sobic.001G322100.1","Sobic.001G322100.1.p","PF12695","PTHR10992,PTHR10992:SF897","KOG1454","3.7.1.8,3.7.1.17","","","AT1G74300.1","","alpha/beta-Hydrolases superfamily protein","LOC_Os10g37720.1",NA,"hydrolase, alpha/beta fold family protein, putative, expressed"
"143",215,"PstI.TP1014707","Sobic.001G321900","OWA19.46",1,60949616,1.47e-05,0.192622951,1.530129317,"OWA19","PS_N(1)","O122+2646(1)","FarmCPU(1)","","",1,"Chr01",60935360,60939904,4545,"+",-14256,9712,37941378,"Sobic.001G321900","Sobic.001G321900.1","Sobic.001G321900.1.p","PF07714","PTHR24057","","2.7.11.1,2.7.11.26","","GO:0006468,GO:0004672","AT4G00720.1","ASKTHETA,ATSK32,SK32","shaggy-like protein kinase 32","LOC_Os10g37740.1",NA,"CGMC_GSK.9 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed"
"144",216,"PstI.TP1014707","Sobic.001G322000","OWA19.46",1,60949616,1.47e-05,0.192622951,1.530129317,"OWA19","PS_N(1)","O122+2646(1)","FarmCPU(1)","","",1,"Chr01",60943550,60947681,4132,"+",-6066,1935,37940735,"Sobic.001G322000","Sobic.001G322000.1","Sobic.001G322000.1.p","PF13637,PF13857","PTHR24128,PTHR24128:SF13","KOG0502","","K19044","","AT5G07270.1","XBAT33","XB3 ortholog 3 in Arabidopsis thaliana","LOC_Os10g37730.1",NA,"pollen ankyrin, putative, expressed"
"145",217,"PstI.TP1040489","Sobic.004G061400","OWA19.47",4,4932783,0.000147877,0.0292,9.2999,"OWA19","PS_Y(2)","122+35256im(2)","","mrMLM(1);FASTmrMLM(1)","",2,"Chr04",4933922,4963814,29893,"-",1139,-31031,37931795,"Sobic.004G061400","Sobic.004G061400.2","Sobic.004G061400.2.p","PF00690,PF12515,PF00702,PF00689,PF00122","PTHR24093,PTHR24093:SF359","","3.6.3.8","K01537","GO:0005516,GO:0046872,GO:0000166","AT5G57110.2","ACA8,AT-ACA8","autoinhibited Ca2+ -ATPase, isoform 8","LOC_Os04g51610.1",NA,"calcium-transporting ATPase, plasma membrane-type, putative, expressed"
"146",218,"PstI.TP1075817","Sobic.001G128300","OWA19.48",1,10117174,2.25e-14,0.0167,21.8535,"OWA19","PS_Y(1)","122+35256im(1)","","mrMLM(1)","",1,"Chr01",10096139,10108071,11933,"+",-21035,9103,37941100,"Sobic.001G128300","Sobic.001G128300.1","Sobic.001G128300.1.p","PF00571,PF00654","PTHR11689,PTHR11689:SF92","","","K05016","GO:0055085,GO:0016020,GO:0006821,GO:0005247","AT5G26240.1","ATCLC-D,CLC-D","chloride channel D","LOC_Os03g48940.1",NA,"chloride channel protein CLC-d, putative, expressed"
"147",219,"PstI.TP1075817","Sobic.001G128500","OWA19.48",1,10117174,2.25e-14,0.0167,21.8535,"OWA19","PS_Y(1)","122+35256im(1)","","mrMLM(1)","",1,"Chr01",10112591,10116997,4407,"-",-4583,177,37938517,"Sobic.001G128500","Sobic.001G128500.1","Sobic.001G128500.1.p","PF14368","PTHR33044,PTHR33044:SF14","","","","","AT3G22600.1","","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","LOC_Os07g07930.1",NA,"LTPL78 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"148",221,"PstI.TP1075817","Sobic.001G128400","OWA19.48",1,10117174,2.25e-14,0.0167,21.8535,"OWA19","PS_Y(1)","122+35256im(1)","","mrMLM(1)","",1,"Chr01",10108298,10111086,2789,"+",-8876,6088,37944466,"Sobic.001G128400","Sobic.001G128400.1","Sobic.001G128400.1.p","PF00227","PTHR11599,PTHR11599:SF6","KOG0177","3.4.25.1","K02734","GO:0051603,GO:0005839,GO:0004298","AT3G22630.1","PBD1,PRCGB","20S proteasome beta subunit D1","LOC_Os03g48930.1",NA,"peptidase, T1 family, putative, expressed"
"149",222,"PstI.TP1075817","Sobic.001G128800","OWA19.48",1,10117174,2.25e-14,0.0167,21.8535,"OWA19","PS_Y(1)","122+35256im(1)","","mrMLM(1)","",1,"Chr01",10123501,10125087,1587,"+",6327,-7913,37942550,"Sobic.001G128800","Sobic.001G128800.1","Sobic.001G128800.1.p","PF00642","PTHR24009,PTHR24009:SF3","","","","GO:0046872","AT5G12440.1","","CCCH-type zinc fingerfamily protein with RNA-binding domain","LOC_Os07g48410.2",NA,"RNA-binding zinc finger protein, putative, expressed"
"150",223,"PstI.TP1075817","Sobic.001G128600","OWA19.48",1,10117174,2.25e-14,0.0167,21.8535,"OWA19","PS_Y(1)","122+35256im(1)","","mrMLM(1)","",1,"Chr01",10117307,10121437,4131,"-",133,-4263,37943921,"Sobic.001G128600","Sobic.001G128600.1","Sobic.001G128600.1.p","PF07466","PTHR33975,PTHR33975:SF2","","","","","AT1G54520.1","","","LOC_Os03g48920.1",NA,"DUF1517 domain containing protein, putative, expressed"
"151",224,"PstI.TP1084308","Sobic.004G143475","OWA19.49",4,42752899,4.51e-05,0.073770492,1.450292086,"OWA19","PS_Y(1)","O122+2646(1)","FarmCPU(1)","","",1,"Chr04",42679459,42767795,88337,"-",-73440,-14896,37931774,"Sobic.004G143475","Sobic.004G143475.1","Sobic.004G143475.1.p","PF00168,PF16909,PF06650,PF06101,PF12624,PF16910,PF16908","PTHR16166,PTHR16166:SF93","KOG1809","","","GO:0005515","AT1G48090.1","","calcium-dependent lipid-binding family protein","LOC_Os02g27110.1",NA,"expressed protein"
"152",225,"PstI.TP108989","Sobic.001G034050","OWA18.15",1,2588793,7.45e-06,0.0446,16.0617,"OWA18","PS_N(8);PS_Y(7)","O102+4322(6);O112+3450(9)","","FASTmrMLM(2);FASTmrEMMA(4);ISIS EM-BLASSO(4);pKWmEB(1);pLARmEB(4)","",1,"Chr01",2582310,2582832,523,"-",-6483,5961,37942228,"Sobic.001G034050","Sobic.001G034050.1","Sobic.001G034050.1.p","","","","","","","","","","",NA,""
"153",226,"PstI.TP108989","Sobic.001G034100","OWA18.15",1,2588793,7.45e-06,0.0446,16.0617,"OWA18","PS_N(8);PS_Y(7)","O102+4322(6);O112+3450(9)","","FASTmrMLM(2);FASTmrEMMA(4);ISIS EM-BLASSO(4);pKWmEB(1);pLARmEB(4)","",1,"Chr01",2587306,2590571,3266,"+",-1487,-1778,37942966,"Sobic.001G034100","Sobic.001G034100.1","Sobic.001G034100.1.p","PF00481","PTHR13832,PTHR13832:SF228","KOG0700","3.1.3.16","","GO:0003824,GO:0006470,GO:0004722","AT2G28890.1","PLL4","poltergeist like 4","LOC_Os03g60650.1",NA,"protein phosphatase 2C, putative, expressed"
"154",227,"PstI.TP108989","Sobic.001G034200","OWA18.15",1,2588793,7.45e-06,0.0446,16.0617,"OWA18","PS_N(8);PS_Y(7)","O102+4322(6);O112+3450(9)","","FASTmrMLM(2);FASTmrEMMA(4);ISIS EM-BLASSO(4);pKWmEB(1);pLARmEB(4)","",1,"Chr01",2592125,2595232,3108,"+",3332,-6439,37942056,"Sobic.001G034200","Sobic.001G034200.1","Sobic.001G034200.1.p","PF01158","PTHR10114","KOG3452","","K02920","GO:0006412,GO:0005840,GO:0005622,GO:0003735","AT2G37600.1","","Ribosomal protein L36e family protein","LOC_Os01g62350.1",NA,"60S ribosomal protein L36-2, putative, expressed"
"155",228,"PstI.TP1094695","Sobic.001G383800","OWA19.50",1,67135061,1.32e-07,0.123,23.1753,"OWA19","PS_Y(1)","122+35256im(1)","","ISIS EM-BLASSO(1)","",1,"Chr01",67122589,67126203,3615,"+",-12472,8858,37938306,"Sobic.001G383800","Sobic.001G383800.1","Sobic.001G383800.1.p","PF13499,PF13405","PTHR10891,PTHR10891:SF602","KOG0027","","K13448","GO:0005509","AT4G20780.1","CML42","calmodulin like 42","LOC_Os03g21380.1",NA,"OsCML27 - Calmodulin-related calcium sensor protein, expressed"
"156",229,"PstI.TP1094695","Sobic.001G384000","OWA19.50",1,67135061,1.32e-07,0.123,23.1753,"OWA19","PS_Y(1)","122+35256im(1)","","ISIS EM-BLASSO(1)","",1,"Chr01",67138883,67145110,6228,"+",3822,-10049,37940572,"Sobic.001G384000","Sobic.001G384000.1","Sobic.001G384000.1.p","","PTHR31008,PTHR31008:SF5","","","","","AT3G14172.1","","","LOC_Os03g21270.1",NA,"expressed protein"
"157",230,"PstI.TP1094695","Sobic.001G384100","OWA19.50",1,67135061,1.32e-07,0.123,23.1753,"OWA19","PS_Y(1)","122+35256im(1)","","ISIS EM-BLASSO(1)","",1,"Chr01",67144358,67148346,3989,"-",9297,-13285,37942633,"Sobic.001G384100","Sobic.001G384100.1","Sobic.001G384100.1.p","PF06415,PF01676","PTHR31637,PTHR31637:SF3","","5.4.2.12,5.4.2.11","K15633","GO:0030145,GO:0006007,GO:0005737,GO:0004619,GO:0046872,GO:0003824","AT1G09780.1","","Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent","LOC_Os03g21260.1",NA,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase, putative, expressed"
"158",232,"PstI.TP1094695","Sobic.001G383900","OWA19.50",1,67135061,1.32e-07,0.123,23.1753,"OWA19","PS_Y(1)","122+35256im(1)","","ISIS EM-BLASSO(1)","",1,"Chr01",67126297,67128683,2387,"-",-8764,6378,37943088,"Sobic.001G383900","Sobic.001G383900.1","Sobic.001G383900.1.p","PF10674","PTHR35319:SF2,PTHR35319","","","","","AT5G58250.1","","","LOC_Os03g21370.1",NA,"expressed protein"
"159",233,"PstI.TP1098875","Sobic.004G339700","OWA19.51",4,67156223,4e-05,0.053571429,1.366324481,"OWA19","PS_N(1)","O112+3450(1)","FarmCPU(1)","","",1,"Chr04",67150584,67154153,3570,"+",-5639,2070,37933392,"Sobic.004G339700","Sobic.004G339700.1","Sobic.004G339700.1.p","","PTHR35492,PTHR35492:SF1","","","","","AT4G14310.1","","Transducin/WD40 repeat-like superfamily protein","LOC_Os02g56520.1",NA,"expressed protein"
"160",234,"PstI.TP1098875","Sobic.004G339600","OWA19.51",4,67156223,4e-05,0.053571429,1.366324481,"OWA19","PS_N(1)","O112+3450(1)","FarmCPU(1)","","",1,"Chr04",67143061,67147706,4646,"+",-13162,8517,37931661,"Sobic.004G339600","Sobic.004G339600.1","Sobic.004G339600.1.p","PF11904","PTHR12447,PTHR12447:SF8","","","","","AT3G04470.1","","Ankyrin repeat family protein","LOC_Os02g56530.1",NA,"ankyrin repeat domain containing protein, expressed"
"161",235,"PstI.TP1098875","Sobic.004G339800","OWA19.51",4,67156223,4e-05,0.053571429,1.366324481,"OWA19","PS_N(1)","O112+3450(1)","FarmCPU(1)","","",2,"Chr04",67154250,67159910,5661,"-",-1973,-3687,37932013,"Sobic.004G339800","Sobic.004G339800.2","Sobic.004G339800.2.p","PF03105,PF03124","PTHR10783,PTHR10783:SF53","KOG1162","","","GO:0016021","AT3G23430.1","ATPHO1,PHO1","phosphate 1","LOC_Os02g56510.1",NA,"phosphate transporter 1, putative, expressed"
"162",238,"PstI.TP1102210","Sobic.006G203400","OWA19.53",6,55405319,8.12e-05,0.3811,4.8e-06,"OWA19","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr06",55407501,55411315,3815,"-",2182,-5996,37947882,"Sobic.006G203400","Sobic.006G203400.1","Sobic.006G203400.1.p","PF08880,PF08879","PTHR31602,PTHR31602:SF13","","","","GO:0006355,GO:0005634,GO:0005524,GO:0032502,GO:0006351","AT3G13960.1","AtGRF5,GRF5","growth-regulating factor 5","LOC_Os04g51190.2",NA,"growth-regulating factor, putative, expressed"
"163",239,"PstI.TP1102210","Sobic.006G203300","OWA19.53",6,55405319,8.12e-05,0.3811,4.8e-06,"OWA19","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr06",55400976,55405685,4710,"-",-4343,-366,37947081,"Sobic.006G203300","Sobic.006G203300.1","Sobic.006G203300.1.p","PF12537,PF12430","PTHR15948","","","","GO:0016020","AT1G64990.1","GTG1","GPCR-type G protein 1","LOC_Os04g51180.1",NA,"GPR89A, putative, expressed"
"167",246,"PstI.TP1151255","Sobic.001G503700","OWA19.54",1,77213117,5.95e-08,0.0625,1.541500873,"OWA19","PS_N(1);PS_Y(1)","O112+3450(1);O122+2646(1)","FarmCPU(2)","","",1,"Chr01",77213840,77216087,2248,"+",723,-2970,37937958,"Sobic.001G503700","Sobic.001G503700.1","Sobic.001G503700.1.p","PF05055","PTHR31113,PTHR31113:SF6","","","","","AT3G49070.1","","Protein of unknown function (DUF677)","LOC_Os03g05440.1",NA,"DUF677 domain containing protein, putative, expressed"
"168",248,"PstI.TP1151255","Sobic.001G503500","OWA19.54",1,77213117,5.95e-08,0.0625,1.541500873,"OWA19","PS_N(1);PS_Y(1)","O112+3450(1);O122+2646(1)","FarmCPU(2)","","",1,"Chr01",77207755,77210506,2752,"+",-5362,2611,37943895,"Sobic.001G503500","Sobic.001G503500.1","Sobic.001G503500.1.p","PF00179","PTHR24067,PTHR24067:SF141","KOG0416","6.3.2.19","K10576","","AT1G63800.1","UBC5","ubiquitin-conjugating enzyme 5","LOC_Os10g31000.1",NA,"ubiquitin-conjugating enzyme, putative, expressed"
"169",249,"PstI.TP1151255","Sobic.001G503600","OWA19.54",1,77213117,5.95e-08,0.0625,1.541500873,"OWA19","PS_N(1);PS_Y(1)","O112+3450(1);O122+2646(1)","FarmCPU(2)","","",2,"Chr01",77211221,77213039,1819,"+",-1896,78,37937350,"Sobic.001G503600","Sobic.001G503600.2","Sobic.001G503600.2.p","","PTHR36357,PTHR36357:SF1","","","","","AT2G46000.1","","","LOC_Os03g05450.1",NA,"expressed protein"
"170",250,"PstI.TP1151255","Sobic.001G503900","OWA19.54",1,77213117,5.95e-08,0.0625,1.541500873,"OWA19","PS_N(1);PS_Y(1)","O112+3450(1);O122+2646(1)","FarmCPU(2)","","",1,"Chr01",77218640,77223738,5099,"+",5523,-10621,37939265,"Sobic.001G503900","Sobic.001G503900.1","Sobic.001G503900.1.p","PF05063","PTHR13107,PTHR13107:SF0","KOG2097","2.1.1.62","","GO:0008168,GO:0006139","AT4G09980.1","EMB1691","Methyltransferase MT-A70 family protein","LOC_Os01g16180.2",NA,"MT-A70 domain containing protein, expressed"
"171",251,"PstI.TP1151255","Sobic.001G503801","OWA19.54",1,77213117,5.95e-08,0.0625,1.541500873,"OWA19","PS_N(1);PS_Y(1)","O112+3450(1);O122+2646(1)","FarmCPU(2)","","",1,"Chr01",77217113,77218531,1419,"-",3996,-5414,37943037,"Sobic.001G503801","Sobic.001G503801.1","Sobic.001G503801.1.p","","","","","","","AT3G08980.1","","Peptidase S24/S26A/S26B/S26C family protein","LOC_Os03g05430.1",NA,"peptidase, putative, expressed"
"172",252,"PstI.TP1164091","Sobic.006G215050","OWA19.55",6,56319647,0.00022679,0.286885246,2.709887709,"OWA19","PS_N(1)","O122+2646(1)","FarmCPU(1)","","",1,"Chr06",56321881,56326157,4277,"-",2234,-6510,37947205,"Sobic.006G215050","Sobic.006G215050.1","Sobic.006G215050.1.p","PF04434,PF10551,PF03101","PTHR31669,PTHR31669:SF56","","","","GO:0008270,GO:0006355","AT4G38180.1","FRS5","FAR1-related sequence 5","LOC_Os04g52560.1",NA,"transposon protein, putative, unclassified, expressed"
"173",253,"PstI.TP1164091","Sobic.006G215100","OWA19.55",6,56319647,0.00022679,0.286885246,2.709887709,"OWA19","PS_N(1)","O122+2646(1)","FarmCPU(1)","","",1,"Chr06",56326378,56330018,3641,"-",6731,-10371,37947040,"Sobic.006G215100","Sobic.006G215100.1","Sobic.006G215100.1.p","","PTHR31218,PTHR31218:SF32","","","","GO:0022857,GO:0016021","AT1G56080.1","","","LOC_Os04g52570.1",NA,"expressed protein"
"174",254,"PstI.TP1164091","Sobic.006G215000","OWA19.55",6,56319647,0.00022679,0.286885246,2.709887709,"OWA19","PS_N(1)","O122+2646(1)","FarmCPU(1)","","",1,"Chr06",56315381,56321716,6336,"+",-4266,-2069,37947707,"Sobic.006G215000","Sobic.006G215000.1","Sobic.006G215000.1.p","PF16488,PF08699,PF16486,PF02170,PF02171","PTHR22891,PTHR22891:SF4","","","K11593","GO:0005515,GO:0003676","AT1G31280.1","AGO2","Argonaute family protein","LOC_Os04g52540.1",NA,"retrotransposon protein, putative, unclassified, expressed"
"175",255,"PstI.TP117081","Sobic.002G153700","OWA19.56",2,45986549,1.56e-06,0.080357143,8.778082824,"OWA19","PS_N(1)","O112+3450(1)","FarmCPU(1)","","",2,"Chr02",45970904,45987364,16461,"-",-15645,-815,37954302,"Sobic.002G153700","Sobic.002G153700.2","Sobic.002G153700.2.p","PF08638","PTHR12809:SF3,PTHR12809","","","K15156","GO:0001104,GO:0006357,GO:0016592","AT3G04740.1","ATMED14,MED14,SWP","RNA polymerase II transcription mediators","LOC_Os09g10960.1",NA,"SWP, putative, expressed"
