"","Nearest.S..bicolor.gene","Chr.a","Positionb","Trialc","Winterd","Miscanthus.SNPe","Pvaluef","Position.relative.to.the.geneg","Arabidopsis.gene","Gene.ontology","Gene.symbol","X.x","X.1","X.2","X.3","X.4","X.5","SB","X.y","Transcript.Name","Chromosome.Name","Description","Organism.Name","Strand","Gene.Start..bp.","Gene.End..bp.","Peptide.Name","PFAM.ID","PFAM.Description","SMART.ID","SMART.Description","Panther.ID","Panther.Description","KOG.ID","KOG.Desctiption","EC.ID","EC.Description","KO.ID","GO.ID","KO.Description","GO.Description","PAC.Transcript.ID","Transcript.Start..bp.","Transcript.End..bp."
"92","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF08263","Leucine rich repeat N-terminal domain","SM00220","Serine/Threonine protein kinases, catalytic domain","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",5515,"","protein binding",1954821,70350087,70353601
"93","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF08263","Leucine rich repeat N-terminal domain","SM00369","Leucine-rich repeats, typical (most populated) subfamily","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",6468,"","protein amino acid phosphorylation",1954821,70350087,70353601
"94","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00069","Protein kinase domain","SM00219","Tyrosine kinase, catalytic domain","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",5524,"","ATP binding",1954821,70350087,70353601
"95","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00560","Leucine Rich Repeat","SM00219","Tyrosine kinase, catalytic domain","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",5515,"","protein binding",1954821,70350087,70353601
"96","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00560","Leucine Rich Repeat","SM00369","Leucine-rich repeats, typical (most populated) subfamily","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",4672,"","protein kinase activity",1954821,70350087,70353601
"97","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF08263","Leucine rich repeat N-terminal domain","SM00220","Serine/Threonine protein kinases, catalytic domain","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",5524,"","ATP binding",1954821,70350087,70353601
"98","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF08263","Leucine rich repeat N-terminal domain","SM00369","Leucine-rich repeats, typical (most populated) subfamily","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",4672,"","protein kinase activity",1954821,70350087,70353601
"99","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00069","Protein kinase domain","SM00220","Serine/Threonine protein kinases, catalytic domain","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",6468,"","protein amino acid phosphorylation",1954821,70350087,70353601
"100","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00069","Protein kinase domain","SM00369","Leucine-rich repeats, typical (most populated) subfamily","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",6468,"","protein amino acid phosphorylation",1954821,70350087,70353601
"101","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF08263","Leucine rich repeat N-terminal domain","SM00220","Serine/Threonine protein kinases, catalytic domain","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",6468,"","protein amino acid phosphorylation",1954821,70350087,70353601
"102","Sobic.002G033200",2,"3 043 560","CSU 2012","2","UIMiscanthus015113","1.44E‐22","CDS","AT1G30540","Actin‐like ATPase","",NA,"",NA,NA,NA,"","Sb02g002880","","Sb02g002880.1","chromosome_2","similar to Putative uncharacterized protein","Sbicolor_v1.0",1,3063859,3066411,"1955598_peptide","PF01869","BadF/BadG/BcrA/BcrD ATPase family","","","PTHR12862","BADF TYPE ATPASE DOMAIN-CONTAINING PROTEIN","KOG1794","N-Acetylglucosamine kinase","","","",NA,"","",1955598,3063859,3066411
"103","Sobic.002G035100",2,"3 279 281","NEF 2012","2","UIMiscanthus118365","7.63E‐09","Upstream","","","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Sobic.002G036150",2,"3 406 536","KNU 2012","2","UIMiscanthus118366","2.10E‐07","Downstream","AT1G30135","Jasmonate‐zim‐domain protein 8","JAZ8",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Sobic.002G065900",2,"6 522 791","NEF 2012","2","UIMiscanthus118367","3.13E‐24","CDS","AT5G59190","Subtilase family protein","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Sobic.002G141300",2,"22 943 245","NEF 2012","1","UIMiscanthus118368","4.24E‐09","Downstream","AT5G67300","myb domain protein r1","MYBR1",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Sobic.002G351400",NA,"2014","OWA2","QTL2","UIMiscanthus059172","UIMiscanthus088721","","","","",NA,"",NA,NA,NA,"","Sb02g037350","","Sb02g037350.1","chromosome_2","similar to Zeamatin precursor","Sbicolor_v1.0",-1,71664482,71665453,"1959155_peptide","PF00314","Thaumatin family","SM00205","Thaumatin family","","","","","","","",NA,"","",1959155,71664482,71665453
"108","Sobic.002G425600",2,"77 204 376","KNU 2012","2","UIMiscanthus020585","7.49E‐92","3' UTR","AT2G41070","Basic‐leucine zipper (bZIP) transcription factor","ATBZIP12, DPBF4, EEL",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Sobic.003G018000",3,"1 603 696","KNU 2013","1","UIMiscanthus118369","1.88E‐09","Downstream","","","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Sobic.003G084100",3,"7 227 095","KNU 2012","1","UIMiscanthus008958","6.80E‐07","CDS","","","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Sobic.003G191750",3,"51 321 773","NEF 2012","2","UIMiscanthus118370","1.02E‐37","0.01 Mb downstream","AT4G36020","Cold shock domain protein 1","CSDP1",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Sobic.003G237201",NA,"2014","OWA3","QTL3","UIMiscanthus069638","UIMiscanthus048841","","","","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Sobic.003G312550",3,"64 085 542","HU 2012","2","UIMiscanthus118371","3.26E‐07","Downstream","","","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Sobic.003G345100",3,"66 638 290","NEF 2012","2","UIMiscanthus118372","1.31E‐31","5' UTR","AT3G11180","2‐oxoglutarate (2OG) and Fe(II)‐dependent oxygenase","",NA,"",NA,NA,NA,"","Sb03g038880","","Sb03g038880.1","chromosome_3","similar to Putative uncharacterized protein","Sbicolor_v1.0",1,66677935,66682300,"1963796_peptide","PF03171","2OG-Fe(II) oxygenase superfamily","","","PTHR10209","FE(II)/ ASCORBATE OXIDASE SUPERFAMILY","KOG0143","Iron/ascorbate family oxidoreductases","","","",55114,"","oxidation reduction",1963796,66677935,66682300
"115","Sobic.003G345100",3,"66 638 290","NEF 2012","2","UIMiscanthus118372","1.31E‐31","5' UTR","AT3G11180","2‐oxoglutarate (2OG) and Fe(II)‐dependent oxygenase","",NA,"",NA,NA,NA,"","Sb03g038880","","Sb03g038880.1","chromosome_3","similar to Putative uncharacterized protein","Sbicolor_v1.0",1,66677935,66682300,"1963796_peptide","PF03171","2OG-Fe(II) oxygenase superfamily","","","PTHR10209","FE(II)/ ASCORBATE OXIDASE SUPERFAMILY","KOG0143","Iron/ascorbate family oxidoreductases","","","",16491,"","oxidoreductase activity",1963796,66677935,66682300
"116","Sobic.003G345100",3,"66 638 290","NEF 2012","2","UIMiscanthus118372","1.31E‐31","5' UTR","AT3G11180","2‐oxoglutarate (2OG) and Fe(II)‐dependent oxygenase","",NA,"",NA,NA,NA,"","Sb03g038880","","Sb03g038880.1","chromosome_3","similar to Putative uncharacterized protein","Sbicolor_v1.0",1,66677935,66682300,"1963796_peptide","PF03171","2OG-Fe(II) oxygenase superfamily","","","PTHR10209:SF55","OXIDOREDUCTASE, 2OG-FE(II) OXYGENASE FAMILY PROTEI","KOG0143","Iron/ascorbate family oxidoreductases","","","",16706,"","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors",1963796,66677935,66682300
"117","Sobic.003G345100",3,"66 638 290","NEF 2012","2","UIMiscanthus118372","1.31E‐31","5' UTR","AT3G11180","2‐oxoglutarate (2OG) and Fe(II)‐dependent oxygenase","",NA,"",NA,NA,NA,"","Sb03g038880","","Sb03g038880.1","chromosome_3","similar to Putative uncharacterized protein","Sbicolor_v1.0",1,66677935,66682300,"1963796_peptide","PF03171","2OG-Fe(II) oxygenase superfamily","","","PTHR10209:SF55","OXIDOREDUCTASE, 2OG-FE(II) OXYGENASE FAMILY PROTEI","KOG0143","Iron/ascorbate family oxidoreductases","","","",55114,"","oxidation reduction",1963796,66677935,66682300
"118","Sobic.003G345100",3,"66 638 290","NEF 2012","2","UIMiscanthus118372","1.31E‐31","5' UTR","AT3G11180","2‐oxoglutarate (2OG) and Fe(II)‐dependent oxygenase","",NA,"",NA,NA,NA,"","Sb03g038880","","Sb03g038880.1","chromosome_3","similar to Putative uncharacterized protein","Sbicolor_v1.0",1,66677935,66682300,"1963796_peptide","PF03171","2OG-Fe(II) oxygenase superfamily","","","PTHR10209","FE(II)/ ASCORBATE OXIDASE SUPERFAMILY","KOG0143","Iron/ascorbate family oxidoreductases","","","",16706,"","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors",1963796,66677935,66682300
"119","Sobic.003G345100",3,"66 638 290","NEF 2012","2","UIMiscanthus118372","1.31E‐31","5' UTR","AT3G11180","2‐oxoglutarate (2OG) and Fe(II)‐dependent oxygenase","",NA,"",NA,NA,NA,"","Sb03g038880","","Sb03g038880.1","chromosome_3","similar to Putative uncharacterized protein","Sbicolor_v1.0",1,66677935,66682300,"1963796_peptide","PF03171","2OG-Fe(II) oxygenase superfamily","","","PTHR10209:SF55","OXIDOREDUCTASE, 2OG-FE(II) OXYGENASE FAMILY PROTEI","KOG0143","Iron/ascorbate family oxidoreductases","","","",16491,"","oxidoreductase activity",1963796,66677935,66682300
"120","Sobic.003G352200",3,"67 125 342","HU 2012","2","UIMiscanthus017647","7.85E‐16","CDS","AT5G02320","myb domain protein 3r‐5","ATMYB3R5, MYB3R‐5",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Sobic.003G413600",3,"72 078 520","KNU 2012","2","UIMiscanthus019389","5.05E‐45","Upstream","AT4G13420","High affinity K+ transporter 5","ATHAK5, HAK5",NA,"",NA,NA,NA,"","Sb03g044780","","Sb03g044780.1","chromosome_3","similar to Putative potassium transporter","Sbicolor_v1.0",1,72136141,72140648,"1964498_peptide","PF02705","K+ potassium transporter","","","","","","","","","",16020,"","membrane",1964498,72136141,72140648
"122","Sobic.003G413600",3,"72 078 520","KNU 2012","2","UIMiscanthus019389","5.05E‐45","Upstream","AT4G13420","High affinity K+ transporter 5","ATHAK5, HAK5",NA,"",NA,NA,NA,"","Sb03g044780","","Sb03g044780.1","chromosome_3","similar to Putative potassium transporter","Sbicolor_v1.0",1,72136141,72140648,"1964498_peptide","PF02705","K+ potassium transporter","","","","","","","","","",71805,"","potassium ion transmembrane transport",1964498,72136141,72140648
"123","Sobic.003G413600",3,"72 078 520","KNU 2012","2","UIMiscanthus019389","5.05E‐45","Upstream","AT4G13420","High affinity K+ transporter 5","ATHAK5, HAK5",NA,"",NA,NA,NA,"","Sb03g044780","","Sb03g044780.1","chromosome_3","similar to Putative potassium transporter","Sbicolor_v1.0",1,72136141,72140648,"1964498_peptide","PF02705","K+ potassium transporter","","","","","","","","","",15079,"","potassium ion transporter activity",1964498,72136141,72140648
"124","Sobic.004G005200",4,"446 677","UI 2013","1","UIMiscanthus096439","2.23E‐13","CDS","AT1G33230","TMPIT‐like protein","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Sobic.004G039500",4,"3 252 258","CSU 2013","1","UIMiscanthus118373","5.22E‐50","Upstream","AT4G01070","UDP‐Glycosyltransferase","GT72B1, UGT72B1",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Sobic.004G042100",4,"3 460 776","UI 2012","1","UIMiscanthus091689","1.45E‐07","Downstream","AT5G24870","RING/U‐box superfamily protein","",NA,"",NA,NA,NA,"","Sb04g003650","","Sb04g003650.1","chromosome_4","weakly similar to Putative RING-H2 finger protein RHG1a","Sbicolor_v1.0",1,3471971,3475507,"1965313_peptide","","","SM00184","Ring finger","PTHR14155","RING FINGER PROTEIN 6/12/38","","","","","",NA,"","",1965313,3471971,3475507
"127","Sobic.004G042100",4,"3 460 776","UI 2012","1","UIMiscanthus091689","1.45E‐07","Downstream","AT5G24870","RING/U‐box superfamily protein","",NA,"",NA,NA,NA,"","Sb04g003650","","Sb04g003650.1","chromosome_4","weakly similar to Putative RING-H2 finger protein RHG1a","Sbicolor_v1.0",1,3471971,3475507,"1965313_peptide","","","SM00184","Ring finger","PTHR14155:SF28","SUBFAMILY NOT NAMED","","","","","",NA,"","",1965313,3471971,3475507
"128","Sobic.004G073500",4,"5 948 390","CSU 2013","1","UIMiscanthus100262","1.29E‐20","CDS","AT3G28345","ABC transporter family protein","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Sobic.004G087800",4,"7 436 056","CSU 2013","1","UIMiscanthus118374","8.83E‐30","CDS","AT1G15520","Pleiotropic drug resistance 12","ABCG40, ATABCG40, ATPDR12, PDR12",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Sobic.004G248700",4,"59 577 953","CSU 2012","2","UIMiscanthus005328","8.42E‐06","3' UTR","AT5G16600","myb domain protein 43","AtMYB43, MYB43",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Sobic.004G279300",4,"62 207 466","NEF 2012","1","UIMiscanthus022071","9.25E‐07","CDS","AT5G37260","Homeodomain‐like protein","CIR1, RVE2",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Sobic.004G283800",4,"62 602 070","KNU 2012","2","UIMiscanthus021451","1.15E‐49","CDS","AT4G00750","S‐adenosyl‐L‐methionine‐dependent methyltransferases","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Sobic.004G286600",NA,"2014","OWA4","QTL4","UIMiscanthus064552","UIMiscanthus064552","","","","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Sobic.004G286600",4,"62 928 690","KNU 2012","2","UIMiscanthus016552","1.13E‐95","0.02 Mb downstream","AT1G20440","Cold‐regulated 47, dehydrin","COR47",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Sobic.004G321400",4,"65 644 782","KNU 2012","1","UIMiscanthus107624","1.74E‐06","Upstream","AT3G18730","Tetratricopeptide repeat (TPR)‐containing protein","BRU1, MGO3, TSK",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Sobic.005G103000",NA,"2014","OWA5","QTL5","UIMiscanthus072736","UIMiscanthus086485","","","","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Sobic.006G018100",6,"3 007 286","HU 2012","2","UIMiscanthus107102","8.16E‐17","In the gene, near 5' UTR","AT3G05950","RmlC‐like cupins superfamily protein","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Sobic.006G092300",6,"46 253 326","NEF 2012","1","UIMiscanthus014960","1.37E‐09","CDS","AT5G10970","C2H2 and C2HC zinc fingers","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Sobic.006G098300",NA,"","OWA6","QTL6","UIMiscanthus036875","","","","","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Sobic.006G115700",NA,"2014","OWA6","QTL6","UIMiscanthus036875","UIMiscanthus036875","AT5G56270.1","WRKY2","WRKY DNA‐binding protein 2","",NA,"Chr06",48361804,41,48361852,"Sobic.006G115700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Sobic.006G127500",6,"49 249 029","HU 2012","2","UIMiscanthus118375","5.04E‐09","Upstream","AT3G22320","Eukaryotic rpb5 RNA polymerase subunit","ATRPABC24.3, NRPB5, NRPD5, RPB5A",NA,"",NA,NA,NA,"","Sb06g020760","","Sb06g020760.2","chromosome_6","","Sbicolor_v1.0",-1,50172750,50173815,"1972943_peptide","PF03871","RNA polymerase Rpb5, N-terminal domain","","","PTHR10535","DNA-DIRECTED RNA POLYMERASE II","KOG3218","RNA polymerase, 25-kDa subunit (common to polymerases I, II and III)","","","",5634,"","nucleus",1972943,50172750,50173815
"142","Sobic.006G127500",6,"49 249 029","HU 2012","2","UIMiscanthus118375","5.04E‐09","Upstream","AT3G22320","Eukaryotic rpb5 RNA polymerase subunit","ATRPABC24.3, NRPB5, NRPD5, RPB5A",NA,"",NA,NA,NA,"","Sb06g020760","","Sb06g020760.1","chromosome_6","similar to OJ991113_30.8 protein","Sbicolor_v1.0",-1,50169730,50173815,"1972942_peptide","PF03871","RNA polymerase Rpb5, N-terminal domain","","","PTHR10535","DNA-DIRECTED RNA POLYMERASE II","KOG3218","RNA polymerase, 25-kDa subunit (common to polymerases I, II and III)","","","",5634,"","nucleus",1972942,50169730,50173815
"143","Sobic.006G127500",6,"49 249 029","HU 2012","2","UIMiscanthus118375","5.04E‐09","Upstream","AT3G22320","Eukaryotic rpb5 RNA polymerase subunit","ATRPABC24.3, NRPB5, NRPD5, RPB5A",NA,"",NA,NA,NA,"","Sb06g020760","","Sb06g020760.2","chromosome_6","","Sbicolor_v1.0",-1,50172750,50173815,"1972943_peptide","PF01191","RNA polymerase Rpb5, C-terminal domain","","","PTHR10535","DNA-DIRECTED RNA POLYMERASE II","KOG3218","RNA polymerase, 25-kDa subunit (common to polymerases I, II and III)","","","",5634,"","nucleus",1972943,50172750,50173815
"144","Sobic.006G127500",6,"49 249 029","HU 2012","2","UIMiscanthus118375","5.04E‐09","Upstream","AT3G22320","Eukaryotic rpb5 RNA polymerase subunit","ATRPABC24.3, NRPB5, NRPD5, RPB5A",NA,"",NA,NA,NA,"","Sb06g020760","","Sb06g020760.1","chromosome_6","similar to OJ991113_30.8 protein","Sbicolor_v1.0",-1,50169730,50173815,"1972942_peptide","PF03871","RNA polymerase Rpb5, N-terminal domain","","","PTHR10535","DNA-DIRECTED RNA POLYMERASE II","KOG3218","RNA polymerase, 25-kDa subunit (common to polymerases I, II and III)","","","",3899,"","DNA-directed RNA polymerase activity",1972942,50169730,50173815
"145","Sobic.006G127500",6,"49 249 029","HU 2012","2","UIMiscanthus118375","5.04E‐09","Upstream","AT3G22320","Eukaryotic rpb5 RNA polymerase subunit","ATRPABC24.3, NRPB5, NRPD5, RPB5A",NA,"",NA,NA,NA,"","Sb06g020760","","Sb06g020760.1","chromosome_6","similar to OJ991113_30.8 protein","Sbicolor_v1.0",-1,50169730,50173815,"1972942_peptide","PF03871","RNA polymerase Rpb5, N-terminal domain","","","PTHR10535","DNA-DIRECTED RNA POLYMERASE II","KOG3218","RNA polymerase, 25-kDa subunit (common to polymerases I, II and III)","","","",3677,"","DNA binding",1972942,50169730,50173815
"146","Sobic.006G127500",6,"49 249 029","HU 2012","2","UIMiscanthus118375","5.04E‐09","Upstream","AT3G22320","Eukaryotic rpb5 RNA polymerase subunit","ATRPABC24.3, NRPB5, NRPD5, RPB5A",NA,"",NA,NA,NA,"","Sb06g020760","","Sb06g020760.1","chromosome_6","similar to OJ991113_30.8 protein","Sbicolor_v1.0",-1,50169730,50173815,"1972942_peptide","PF03871","RNA polymerase Rpb5, N-terminal domain","","","PTHR10535","DNA-DIRECTED RNA POLYMERASE II","KOG3218","RNA polymerase, 25-kDa subunit (common to polymerases I, II and III)","","","",6350,"","transcription",1972942,50169730,50173815
"147","Sobic.006G127500",6,"49 249 029","HU 2012","2","UIMiscanthus118375","5.04E‐09","Upstream","AT3G22320","Eukaryotic rpb5 RNA polymerase subunit","ATRPABC24.3, NRPB5, NRPD5, RPB5A",NA,"",NA,NA,NA,"","Sb06g020760","","Sb06g020760.1","chromosome_6","similar to OJ991113_30.8 protein","Sbicolor_v1.0",-1,50169730,50173815,"1972942_peptide","PF01191","RNA polymerase Rpb5, C-terminal domain","","","PTHR10535","DNA-DIRECTED RNA POLYMERASE II","KOG3218","RNA polymerase, 25-kDa subunit (common to polymerases I, II and III)","","","",6350,"","transcription",1972942,50169730,50173815
"148","Sobic.006G127500",6,"49 249 029","HU 2012","2","UIMiscanthus118375","5.04E‐09","Upstream","AT3G22320","Eukaryotic rpb5 RNA polymerase subunit","ATRPABC24.3, NRPB5, NRPD5, RPB5A",NA,"",NA,NA,NA,"","Sb06g020760","","Sb06g020760.1","chromosome_6","similar to OJ991113_30.8 protein","Sbicolor_v1.0",-1,50169730,50173815,"1972942_peptide","PF01191","RNA polymerase Rpb5, C-terminal domain","","","PTHR10535","DNA-DIRECTED RNA POLYMERASE II","KOG3218","RNA polymerase, 25-kDa subunit (common to polymerases I, II and III)","","","",3899,"","DNA-directed RNA polymerase activity",1972942,50169730,50173815
