"","X","SNP","Gene","ID","Chromosome","Position","P.value","MAF","PVE","Trait.names","PS","Ind.SNP","FarmCPU","mrMLM","GAPIT","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"186",271,"PstI.TP124945","Sobic.005G113300","OWA19.61",5,41255313,0.000126882,0.1373,16.38446814,"OWA19","PS_N(1);PS_Y(2)","O102+4322(3)","FarmCPU(2)","pLARmEB(1)","",1,"Chr05",41252790,41257286,4497,"+",-2523,-1973,37925340,"Sobic.005G113300","Sobic.005G113300.1","Sobic.005G113300.1.p","PF00464","PTHR11680,PTHR11680:SF11","","2.1.2.1","K00600","GO:0016740","AT4G13930.1","SHM4","serine hydroxymethyltransferase 4","LOC_Os12g22030.1",NA,"serine hydroxymethyltransferase, mitochondrial precursor, putative, expressed"
"187",273,"PstI.TP1257104","Sobic.003G031700","OWA18.17",3,2916484,1.16e-05,0.2336,3.5612,"OWA18","PS_N(1)","O122+2646(1)","","pLARmEB(1)","",1,"Chr03",2914465,2921309,6845,"+",-2019,-4825,37918617,"Sobic.003G031700","Sobic.003G031700.1","Sobic.003G031700.1.p","PF07714","PTHR27001,PTHR27001:SF141","KOG1187","2.7.11.1","","GO:0006468,GO:0004672","AT5G56890.1","","Protein kinase superfamily protein","LOC_Os01g09860.1",NA,"retrotransposon protein, putative, unclassified, expressed"
"190",279,"PstI.TP141051","Sobic.003G212900","OWA19.64",3,54726050,2.1e-11,0.0134,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr03",54733763,54738699,4937,"+",7713,-12649,37918336,"Sobic.003G212900","Sobic.003G212900.1","Sobic.003G212900.1.p","PF07967","PTHR15835,PTHR15835:SF2","KOG4765","","","GO:0008270,GO:0005634","AT1G48950.1","","C3HC zinc finger-like ","LOC_Os01g42080.1",NA,"zinc ion binding protein, putative, expressed"
"191",280,"PstI.TP141051","Sobic.003G212800","OWA19.64",3,54726050,2.1e-11,0.0134,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr03",54724620,54729268,4649,"-",-1430,-3218,37912966,"Sobic.003G212800","Sobic.003G212800.1","Sobic.003G212800.1.p","PF00225","PTHR24115,PTHR24115:SF372","KOG0242","3.6.4.4","K10401","GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871","AT1G18550.1","","ATP binding microtubule motor family protein","LOC_Os01g42070.1",NA,"kinesin motor domain containing protein, putative, expressed"
"193",284,"PstI.TP166492","Sobic.006G014700","OWA19.66",6,2200069,3.02e-14,0.125,31.2797,"OWA19","PS_N(6);PS_Y(8)","O102+4322(2);O112+3450(2);O122+2646(10)","FarmCPU(2)","mrMLM(3);FASTmrMLM(1);FASTmrEMMA(1);ISIS EM-BLASSO(2);pLARmEB(3)","CMLM+SUPER(1);MLM+SUPER(1)",1,"Chr06",2192523,2194215,1693,"+",-7546,5854,37945557,"Sobic.006G014700","Sobic.006G014700.1","Sobic.006G014700.1.p","PF00107,PF08240","PTHR11695,PTHR11695:SF556","KOG0023","","K00083","GO:0055114,GO:0016491,GO:0008270","AT4G39330.1","ATCAD9,CAD9","cinnamyl alcohol dehydrogenase 9","LOC_Os04g15920.1",NA,"dehydrogenase, putative, expressed"
"194",285,"PstI.TP166492","Sobic.006G014800","OWA19.66",6,2200069,3.02e-14,0.125,31.2797,"OWA19","PS_N(6);PS_Y(8)","O102+4322(2);O112+3450(2);O122+2646(10)","FarmCPU(2)","mrMLM(3);FASTmrMLM(1);FASTmrEMMA(1);ISIS EM-BLASSO(2);pLARmEB(3)","CMLM+SUPER(1);MLM+SUPER(1)",1,"Chr06",2195405,2200776,5372,"-",-4664,-707,37947217,"Sobic.006G014800","Sobic.006G014800.1","Sobic.006G014800.1.p","PF09818,PF00005,PF00664","PTHR24221,PTHR24221:SF265","","3.6.3.44","K05658","GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810","AT3G28860.1","ABCB19,ATABCB19,ATMDR1,ATMDR11,ATPGP19,MDR1,MDR11,PGP19","ATP binding cassette subfamily B19","LOC_Os03g08380.1",NA,"ABC transporter, ATP-binding protein, putative, expressed"
"196",287,"PstI.TP181967","Sobic.002G243200","OWA19.67",2,63225229,2.66e-09,0.0451,0.0223,"OWA19","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr02",63222508,63226117,3610,"-",-2721,-888,37954339,"Sobic.002G243200","Sobic.002G243200.1","Sobic.002G243200.1.p","PF02518,PF00183","PTHR11528,PTHR11528:SF49","","","K04079","GO:0051082,GO:0006950,GO:0006457,GO:0005524","AT5G56000.1","AtHsp90.4,Hsp81.4","HEAT SHOCK PROTEIN 81.4","LOC_Os09g30412.1",NA,"heat shock protein, putative, expressed"
"197",288,"PstI.TP181967","Sobic.002G243000","OWA19.67",2,63225229,2.66e-09,0.0451,0.0223,"OWA19","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr02",63217117,63220383,3267,"+",-8112,4846,37950559,"Sobic.002G243000","Sobic.002G243000.1","Sobic.002G243000.1.p","PF00026","PTHR13683,PTHR13683:SF378","KOG1339","3.4.23.12","","GO:0006508,GO:0004190","AT5G10770.1","","Eukaryotic aspartyl protease family protein","LOC_Os09g30414.1",NA,"aspartic proteinase nepenthesin-2 precursor, putative, expressed"
"199",290,"PstI.TP198015","Sobic.003G361400","OWA19.68",3,67910785,4.28e-06,0.0625,1.263074733,"OWA19","PS_N(2)","O112+3450(2)","FarmCPU(1)","pLARmEB(1)","",1,"Chr03",67920312,67926521,6210,"-",9527,-15736,37914459,"Sobic.003G361400","Sobic.003G361400.1","Sobic.003G361400.1.p","PF05064","PTHR12084:SF0,PTHR12084","KOG2196","","K14306","GO:0005643,GO:0017056","","","","LOC_Os01g63780.1",NA,"nsp1-like C-terminal region family protein, expressed"
"201",293,"PstI.TP234382","Sobic.001G393300","OWA18.19",1,67947376,0.000163757,0.425,12.582,"OWA18","PS_Y(1)","122+35256im(1)","","mrMLM(1)","",1,"Chr01",67949101,67978699,29599,"-",1725,-31323,37941417,"Sobic.001G393300","Sobic.001G393300.1","Sobic.001G393300.1.p","PF13905,PF13419,PF01436","PTHR13833,PTHR13833:SF49","KOG2914","","","GO:0005515","AT1G56500.1","","haloacid dehalogenase-like hydrolase family protein","LOC_Os03g19760.1",NA,"HAD-superfamily hydrolase, subfamily IA, variant 3 containing protein, expressed"
"202",295,"PstI.TP268085","Sobic.002G256700","OWA19.70",2,64265265,2.43e-09,0.053278689,55.2399,"OWA19","PS_N(3);PS_Y(4)","O102+4322(1);O122+2646(6)","FarmCPU(2)","mrMLM(2);FASTmrMLM(1)","CMLM+SUPER(1);MLM+SUPER(1)",1,"Chr02",64259830,64266440,6611,"-",-5435,-1175,37951661,"Sobic.002G256700","Sobic.002G256700.1","Sobic.002G256700.1.p","PF02148,PF13423","PTHR24006,PTHR24006:SF345","KOG1873","3.4.19.12","K11844","GO:0008270","AT1G04860.1","ATUBP2,UBP2","ubiquitin-specific protease 2","LOC_Os09g32740.1",NA,"ubiquitin carboxyl-terminal hydrolase family protein, expressed"
"204",297,"PstI.TP268085","Sobic.002G256800","OWA19.70",2,64265265,2.43e-09,0.053278689,55.2399,"OWA19","PS_N(3);PS_Y(4)","O102+4322(1);O122+2646(6)","FarmCPU(2)","mrMLM(2);FASTmrMLM(1)","CMLM+SUPER(1);MLM+SUPER(1)",2,"Chr02",64271392,64274865,3474,"-",6127,-9600,37950676,"Sobic.002G256800","Sobic.002G256800.2","Sobic.002G256800.2.p","PF01643","PTHR31727,PTHR31727:SF6","","3.1.2.14","K10782","GO:0016790,GO:0006633","AT3G25110.1","AtFaTA,FaTA","fatA acyl-ACP thioesterase","LOC_Os09g32760.1",NA,"acyl-ACP thioesterase, putative, expressed"
"208",309,"PstI.TP288641","Sobic.001G251200","OWA19.72",1,27158173,9.07e-06,0.0492,4.1e-05,"OWA19","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr01",27132607,27148315,15709,"+",-25566,9858,37940443,"Sobic.001G251200","Sobic.001G251200.1","Sobic.001G251200.1.p","PF00122,PF12710,PF16209,PF16212","PTHR24092,PTHR24092:SF85","","3.6.3.1","K14802","GO:0046872,GO:0000166,GO:0016021,GO:0015914,GO:0005524,GO:0004012,GO:0000287","AT1G59820.1","ALA3","aminophospholipid ATPase 3","LOC_Os05g01030.1",NA,"phospholipid-transporting ATPase, putative, expressed"
"210",311,"PstI.TP288641","Sobic.001G251300","OWA19.72",1,27158173,9.07e-06,0.0492,4.1e-05,"OWA19","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr01",27148880,27150295,1416,"-",-9293,7878,37942712,"Sobic.001G251300","Sobic.001G251300.1","Sobic.001G251300.1.p","PF02458","PTHR31896,PTHR31896:SF8","","","","GO:0016747","AT5G42830.1","","HXXXD-type acyl-transferase family protein","LOC_Os07g04970.1",NA,"transferase family protein, putative, expressed"
"215",321,"PstI.TP312639","Sobic.002G040400","OWA18.21",2,3911470,0.000101205,0.1148,3.88e-07,"OWA18","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr02",3900660,3902719,2060,"-",-10810,8751,37954787,"Sobic.002G040400","Sobic.002G040400.1","Sobic.002G040400.1.p","PF00067","PTHR24298,PTHR24298:SF139","KOG0156","1.14.13.21","","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT5G07990.1","CYP75B1,D501,TT7","Cytochrome P450 superfamily protein","LOC_Os03g44740.1",NA,"cytochrome P450, putative, expressed"
"216",323,"PstI.TP312639","Sobic.002G040500","OWA18.21",2,3911470,0.000101205,0.1148,3.88e-07,"OWA18","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr02",3910722,3912341,1620,"-",-748,-871,37952867,"Sobic.002G040500","Sobic.002G040500.1","Sobic.002G040500.1.p","PF00067","PTHR24298,PTHR24298:SF139","KOG0156","1.14.13.21","","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT5G07990.1","CYP75B1,D501,TT7","Cytochrome P450 superfamily protein","LOC_Os03g44740.1",NA,"cytochrome P450, putative, expressed"
"217",324,"PstI.TP312639","Sobic.002G040600","OWA18.21",2,3911470,0.000101205,0.1148,3.88e-07,"OWA18","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr02",3916146,3918931,2786,"-",4676,-7461,37954560,"Sobic.002G040600","Sobic.002G040600.1","Sobic.002G040600.1.p","PF13639","PTHR22763,PTHR22763:SF45","KOG1493","6.3.2.19","K19043","GO:0008270,GO:0005515","AT5G22000.2","RHF2A","RING-H2 group F2A","LOC_Os03g57500.1",NA,"zinc finger, C3HC4 type domain containing protein, expressed"
"219",326,"PstI.TP33096","Sobic.006G018800","OWA19.74",6,3180162,3.1e-05,0.1071,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr06",3178404,3183167,4764,"+",-1758,-3005,37946635,"Sobic.006G018800","Sobic.006G018800.1","Sobic.006G018800.1.p","PF01590,PF00072","PTHR24423,PTHR24423:SF530","KOG0519","2.7.11.1","K14509","GO:0005515,GO:0000160","AT3G04580.1","EIN4","Signal transduction histidine kinase, hybrid-type, ethylene sensor","LOC_Os04g08740.2",NA,"ethylene receptor, putative, expressed"
"223",333,"PstI.TP383939","Sobic.002G185000","OWA19.78",2,56907410,0.00012428,0.0588,7e-04,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",1,"Chr02",56915523,56916080,558,"+",8113,-8670,37954231,"Sobic.002G185000","Sobic.002G185000.1","Sobic.002G185000.1.p","PF01428","PTHR14677,PTHR14677:SF2","","","","GO:0008270","AT3G28210.1","PMZ,SAP12","zinc finger (AN1-like) family protein","LOC_Os09g21710.1",NA,"AN1-like zinc finger domain containing protein, expressed"
"226",336,"PstI.TP383939","Sobic.002G185100","OWA19.78",2,56907410,0.00012428,0.0588,7e-04,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",2,"Chr02",56916507,56917448,942,"-",9097,-10038,37953377,"Sobic.002G185100","Sobic.002G185100.2","Sobic.002G185100.2.p","PF13534,PF13085","PTHR11921,PTHR11921:SF23","KOG3049","1.3.5.1","K00235","GO:0051536,GO:0009055","AT5G65165.1","SDH2-3","succinate dehydrogenase 2-3","LOC_Os09g20440.1",NA,"succinate dehydrogenase and fumarate reductase iron-sulfur protein, expressed"
"228",338,"PstI.TP392482","Sobic.001G196000","OWA18.23",1,17611146,1.91e-05,0.0245,10.9578,"OWA18","PS_N(2);PS_Y(1)","O102+4322(2);O112+3450(1)","","FASTmrEMMA(3)","",1,"Chr01",17610486,17622072,11587,"+",-660,-10926,37940312,"Sobic.001G196000","Sobic.001G196000.1","Sobic.001G196000.1.p","PF13920,PF00225","PTHR24115,PTHR24115:SF386","KOG0242","3.6.4.4","K11498","GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871","AT4G39050.1","","Kinesin motor family protein","LOC_Os10g36880.1",NA,"kinesin motor domain containing protein, putative, expressed"
"229",345,"PstI.TP404885","Sobic.006G151001","OWA19.80",6,51199851,2.93e-05,0.0357,6.08e-06,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr06",51188493,51192814,4322,"+",-11358,7037,37948409,"Sobic.006G151001","Sobic.006G151001.1","Sobic.006G151001.1.p","PF05757","PTHR33399,PTHR33399:SF4","","","","GO:0019898,GO:0015979,GO:0009654,GO:0009523,GO:0005509","AT3G01440.1","PQL1,PQL2","PsbQ-like 1","LOC_Os04g44190.1",NA,"expressed protein"
"230",346,"PstI.TP404885","Sobic.006G151100","OWA19.80",6,51199851,2.93e-05,0.0357,6.08e-06,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr06",51194675,51196318,1644,"+",-5176,3533,37948907,"Sobic.006G151100","Sobic.006G151100.1","Sobic.006G151100.1.p","PF05757","PTHR33399,PTHR33399:SF6","","","","GO:0019898,GO:0015979,GO:0009654,GO:0009523,GO:0005509","AT2G01918.1","PQL3","PsbQ-like 3","LOC_Os04g44200.1",NA,"oxygen-evolving enhancer protein 3, chloroplast precursor, putative, expressed"
"234",350,"PstI.TP410505","Sobic.003G366600","OWA19.81",3,68268137,3.56e-07,0.2054,6e-04,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr03",68276909,68278739,1831,"-",8772,-10602,37914338,"Sobic.003G366600","Sobic.003G366600.1","Sobic.003G366600.1.p","PF13579,PF00201","PTHR11926,PTHR11926:SF360","","2.4.1.273","","GO:0016758,GO:0008152","AT5G49690.1","","UDP-Glycosyltransferase superfamily protein","LOC_Os01g64540.1",NA,"anthocyanidin 3-O-glucosyltransferase, putative, expressed"
"236",353,"PstI.TP419219","Sobic.009G017732","OWA19.82",9,1650258,1.48e-06,0.0893,4e-04,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr09",1647355,1650671,3317,"-",-2903,-413,37921634,"Sobic.009G017732","Sobic.009G017732.1","Sobic.009G017732.1.p","PF13417","PTHR11260,PTHR11260:SF171","KOG1422","1.8.5.1","","GO:0005515","AT1G75270.1","DHAR2","dehydroascorbate reductase 2","LOC_Os05g02530.1",NA,"glutathione S-transferase, N-terminal domain containing protein, expressed"
"238",355,"PstI.TP419219","Sobic.009G017800","OWA19.82",9,1650258,1.48e-06,0.0893,4e-04,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",2,"Chr09",1651245,1655003,3759,"-",987,-4745,37920429,"Sobic.009G017800","Sobic.009G017800.2","Sobic.009G017800.2.p","PF13410,PF13417","PTHR11260,PTHR11260:SF171","KOG1422","1.8.5.1","","GO:0005515","AT1G75270.1","DHAR2","dehydroascorbate reductase 2","LOC_Os05g02530.1",NA,"glutathione S-transferase, N-terminal domain containing protein, expressed"
"239",356,"PstI.TP419801","Sobic.008G012600","OWA19.83",8,1077354,4.34e-06,0.235294118,3.021392616,"OWA19","PS_N(1)","O102+4322(1)","FarmCPU(1)","","",1,"Chr08",1068226,1072631,4406,"-",-9128,4723,37926974,"Sobic.008G012600","Sobic.008G012600.1","Sobic.008G012600.1.p","PF00651,PF11900","PTHR24413,PTHR24413:SF113","","","K14508","GO:0005515","AT2G41370.1","BOP2","Ankyrin repeat family protein / BTB/POZ domain-containing protein","LOC_Os12g04410.1",NA,"BTBA6 - Bric-a-Brac,Tramtrack, Broad Complex BTB domain with Ankyrin repeat region, expressed"
"243",360,"PstI.TP425356","Sobic.001G006201","OWA19.84",1,569039,0.000290012,0.053278689,1.292787666,"OWA19","PS_N(1)","O122+2646(1)","FarmCPU(1)","","",1,"Chr01",572086,573495,1410,"-",3047,-4456,37942027,"Sobic.001G006201","Sobic.001G006201.1","Sobic.001G006201.1.p","PF03171,PF14226","PTHR10209,PTHR10209:SF178","KOG0143","4.2.1.78","","GO:0055114,GO:0016491","AT4G25300.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","LOC_Os03g63900.1",NA,"1-aminocyclopropane-1-carboxylate oxidase 2, putative, expressed"
"245",362,"PstI.TP425356","Sobic.001G006101","OWA19.84",1,569039,0.000290012,0.053278689,1.292787666,"OWA19","PS_N(1)","O122+2646(1)","FarmCPU(1)","","",1,"Chr01",568261,570006,1746,"-",-778,-967,37940434,"Sobic.001G006101","Sobic.001G006101.1","Sobic.001G006101.1.p","PF03171,PF14226","PTHR10209,PTHR10209:SF178","KOG0143","4.2.1.78","","GO:0055114,GO:0016491","AT1G17020.1","ATSRG1,SRG1","senescence-related gene 1","LOC_Os03g63900.1",NA,"1-aminocyclopropane-1-carboxylate oxidase 2, putative, expressed"
"246",364,"PstI.TP459121","Sobic.001G514300","OWA19.85",1,78162835,1.74e-06,0.075,28.51569115,"OWA19","PCA=3(4);PS_N(10);PS_Y(32)","122+35256im(2);O102+4322(13);O112+3450(17);O122+2646(14)","FarmCPU(5)","mrMLM(7);FASTmrMLM(4);FASTmrEMMA(4);ISIS EM-BLASSO(5);pLARmEB(4)","CMLM+SUPER(2);MLM+SUPER(2);rrBLUP(4);GLM(3);CMLM(3);MLM(3)",3,"Chr01",78155741,78157975,2235,"+",-7094,4860,37944720,"Sobic.001G514300","Sobic.001G514300.3","Sobic.001G514300.3.p","PF13417,PF00043","PTHR11260,PTHR11260:SF209","KOG0867","2.5.1.18","K00799","GO:0005515","AT2G47730.1","ATGSTF5,ATGSTF8,GST6,GSTF8","glutathione S-transferase phi 8","LOC_Os03g04240.1",NA,"glutathione S-transferase, putative, expressed"
"247",366,"PstI.TP459121","Sobic.001G514400","OWA19.85",1,78162835,1.74e-06,0.075,28.51569115,"OWA19","PCA=3(4);PS_N(10);PS_Y(32)","122+35256im(2);O102+4322(13);O112+3450(17);O122+2646(14)","FarmCPU(5)","mrMLM(7);FASTmrMLM(4);FASTmrEMMA(4);ISIS EM-BLASSO(5);pLARmEB(4)","CMLM+SUPER(2);MLM+SUPER(2);rrBLUP(4);GLM(3);CMLM(3);MLM(3)",1,"Chr01",78160422,78162432,2011,"+",-2413,403,37940374,"Sobic.001G514400","Sobic.001G514400.1","Sobic.001G514400.1.p","PF02798,PF00043","PTHR11260,PTHR11260:SF287","KOG0867","2.5.1.18","K00799","GO:0005515","AT3G03190.1","ATGSTF11,ATGSTF6,GSTF11","glutathione S-transferase F11","LOC_Os03g04220.1",NA,"glutathione S-transferase, putative, expressed"
"248",367,"PstI.TP459121","Sobic.001G514500","OWA19.85",1,78162835,1.74e-06,0.075,28.51569115,"OWA19","PCA=3(4);PS_N(10);PS_Y(32)","122+35256im(2);O102+4322(13);O112+3450(17);O122+2646(14)","FarmCPU(5)","mrMLM(7);FASTmrMLM(4);FASTmrEMMA(4);ISIS EM-BLASSO(5);pLARmEB(4)","CMLM+SUPER(2);MLM+SUPER(2);rrBLUP(4);GLM(3);CMLM(3);MLM(3)",7,"Chr01",78162706,78168624,5919,"-",-129,-5789,37944646,"Sobic.001G514500","Sobic.001G514500.7","Sobic.001G514500.7.p","PF00612","PTHR10699,PTHR10699:SF11","","","","GO:0005515","AT3G51380.1","IQD20","IQ-domain 20","LOC_Os03g04210.1",NA,"IQ calmodulin-binding motif family protein, putative, expressed"
"249",377,"PstI.TP476886","Sobic.002G175400","OWA19.86",2,55394288,1.65e-05,0.2143,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr02",55392886,55396332,3447,"+",-1402,-2044,37954932,"Sobic.002G175400","Sobic.002G175400.1","Sobic.002G175400.1.p","PF00173,PF00487","PTHR19353,PTHR19353:SF20","KOG4232","1.14.19.3","K13076","GO:0006629","AT2G46210.1","","Fatty acid/sphingolipid desaturase","LOC_Os09g16920.1",NA,"desaturase/cytochrome b5 protein, putative, expressed"
"250",378,"PstI.TP476886","Sobic.002G175500","OWA19.86",2,55394288,1.65e-05,0.2143,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr02",55400269,55404082,3814,"+",5981,-9794,37951110,"Sobic.002G175500","Sobic.002G175500.1","Sobic.002G175500.1.p","PF00450","PTHR11802,PTHR11802:SF47","KOG1282","","K16296","GO:0006508,GO:0004185","AT3G12203.1","scpl17","serine carboxypeptidase-like 17","LOC_Os10g01110.1",NA,"OsSCP44 - Putative Serine Carboxypeptidase homologue, expressed"
"251",379,"PstI.TP476886","Sobic.002G175200","OWA19.86",2,55394288,1.65e-05,0.2143,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr02",55384510,55385751,1242,"-",-9778,8537,37953863,"Sobic.002G175200","Sobic.002G175200.1","Sobic.002G175200.1.p","PF00651","PTHR24413,PTHR24413:SF136","","","K10523","GO:0005515","AT5G19000.1","ATBPM1,BPM1","BTB-POZ and MATH domain 1","LOC_Os09g16870.1",NA,"A3-BTB2 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with A3 subfamily conserved sequence, expressed"
"252",380,"PstI.TP476886","Sobic.002G175300","OWA19.86",2,55394288,1.65e-05,0.2143,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr02",55387775,55388842,1068,"-",-6513,5446,37952831,"Sobic.002G175300","Sobic.002G175300.1","Sobic.002G175300.1.p","PF00651","PTHR24413,PTHR24413:SF136","","","K10523","GO:0005515","AT2G39760.1","ATBPM3,BPM3","BTB/POZ/MATH-domains containing protein","LOC_Os09g16870.1",NA,"A3-BTB2 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with A3 subfamily conserved sequence, expressed"
"255",383,"PstI.TP483920","Sobic.002G346600","OWA19.87",2,71246128,1.83e-07,0.071428571,4.381843907,"OWA19","PS_Y(2)","O102+4322(1);O112+3450(1)","FarmCPU(2)","","",3,"Chr02",71242663,71251130,8468,"-",-3465,-5002,37953805,"Sobic.002G346600","Sobic.002G346600.3","Sobic.002G346600.3.p","PF07690","PTHR24064,PTHR24064:SF256","KOG0253","","","GO:0055085,GO:0016021","AT3G13050.1","","Major facilitator superfamily protein","LOC_Os07g38400.1",NA,"transporter family protein, putative, expressed"
"258",386,"PstI.TP49139","Sobic.001G541700","OWA19.88",1,80477608,1.41e-05,0.055,5.98813818,"OWA19","PS_Y(2)","O102+4322(2)","FarmCPU(1)","mrMLM(1)","",1,"Chr01",80481615,80482772,1158,"-",4007,-5164,37938615,"Sobic.001G541700","Sobic.001G541700.1","Sobic.001G541700.1.p","PF00743","PTHR23023,PTHR23023:SF94","KOG1399","","","GO:0055114,GO:0050661,GO:0050660,GO:0004499","AT1G62600.1","","Flavin-binding monooxygenase family protein","LOC_Os10g40570.1",NA,"flavin-containing monooxygenase family protein, putative, expressed"
"262",394,"PstI.TP532325","Sobic.005G104600","OWA19.90",5,18806244,4.99e-05,0.2054,9.21e-05,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr05",18806002,18807987,1986,"+",-242,-1743,37922807,"Sobic.005G104600","Sobic.005G104600.1","Sobic.005G104600.1.p","PF00743","PTHR23023,PTHR23023:SF121","KOG1399","1.14.13.168","K11816","GO:0055114,GO:0050661,GO:0050660,GO:0004499","AT1G48910.1","YUC10","Flavin-containing monooxygenase family protein","LOC_Os11g10170.1",NA,"flavin monooxygenase, putative, expressed"
"263",395,"PstI.TP57213","Sobic.001G305900","OWA19.91",1,59006419,1.51e-05,0.127,6.8703,"OWA19","PS_N(1);PS_Y(1)","122+35256im(2)","","FASTmrMLM(1);pLARmEB(1)","",1,"Chr01",58998698,59003294,4597,"+",-7721,3125,37939996,"Sobic.001G305900","Sobic.001G305900.1","Sobic.001G305900.1.p","PF01926,PF11886","PTHR10903,PTHR10903:SF47","","3.6.5.2","","GO:0005525","AT2G16640.1","ATTOC132,TOC132","multimeric translocon complex in the outer envelope membrane 132","LOC_Os10g40110.1",NA,"GTP binding protein, putative, expressed"
"264",396,"PstI.TP57213","Sobic.001G306000","OWA19.91",1,59006419,1.51e-05,0.127,6.8703,"OWA19","PS_N(1);PS_Y(1)","122+35256im(2)","","FASTmrMLM(1);pLARmEB(1)","",3,"Chr01",59003657,59006974,3318,"+",-2762,-555,37937565,"Sobic.001G306000","Sobic.001G306000.3","Sobic.001G306000.3.p","PF04564,PF00069","PTHR27003,PTHR27003:SF52","KOG1187","2.7.11.1","","GO:0016567,GO:0004842,GO:0006468,GO:0005524,GO:0004672","AT2G45910.1","","U-box domain-containing protein kinase family protein","LOC_Os10g40100.1",NA,"protein kinase, putative, expressed"
"267",403,"PstI.TP642933","Sobic.006G225500","OWA18.25",6,57096182,2.04e-05,0.4314,7.8633,"OWA18","PS_Y(2)","O102+4322(2)","","ISIS EM-BLASSO(1);pLARmEB(1)","",1,"Chr06",57096038,57097017,980,"+",-144,-835,37945598,"Sobic.006G225500","Sobic.006G225500.1","Sobic.006G225500.1.p","PF02298","PTHR33021,PTHR33021:SF42","","","","GO:0009055","AT1G22480.1","","Cupredoxin superfamily protein","LOC_Os04g53710.1",NA,"plastocyanin-like domain containing protein, putative, expressed"
"268",404,"PstI.TP642933","Sobic.006G225400","OWA18.25",6,57096182,2.04e-05,0.4314,7.8633,"OWA18","PS_Y(2)","O102+4322(2)","","ISIS EM-BLASSO(1);pLARmEB(1)","",1,"Chr06",57089503,57093834,4332,"-",-6679,2348,37949095,"Sobic.006G225400","Sobic.006G225400.1","Sobic.006G225400.1.p","PF00856","PTHR12197,PTHR12197:SF75","KOG2084","2.1.1.43","","GO:0005515","AT3G21820.1","ATXR2,SDG36","histone-lysine N-methyltransferase ATXR2","LOC_Os04g53700.1",NA,"zinc finger protein, putative, expressed"
"269",405,"PstI.TP642933","Sobic.006G225600","OWA18.25",6,57096182,2.04e-05,0.4314,7.8633,"OWA18","PS_Y(2)","O102+4322(2)","","ISIS EM-BLASSO(1);pLARmEB(1)","",1,"Chr06",57100794,57104463,3670,"-",4612,-8281,37946897,"Sobic.006G225600","Sobic.006G225600.1","Sobic.006G225600.1.p","PF00481","PTHR13832,PTHR13832:SF314","KOG0698","3.1.3.16","K17506","GO:0003824,GO:0006470,GO:0004722","AT1G34750.1","","Protein phosphatase 2C family protein","LOC_Os04g37904.1",NA,"protein phosphatase 2C, putative, expressed"
