TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:6530297791	AT5G15090	AT5G15090.2	protein_coding	Encodes a voltage-dependent anion channel (VDAC: AT3G01280/VDAC1, AT5G67500/VDAC2, AT5G15090/VDAC3, AT5G57490/VDAC4, AT5G15090/VDAC5). VDACs are reported to be porin-type, beta-barrel diffusion pores. They are prominently localized in the outer mitochondrial membrane and are involved in metabolite exchange between the organelle and the cytosol. Purified VDAC3 is shown to have voltage-dependent anion channel activity.	ATVDAC-3; VDAC3; VOLTAGE DEPENDENT ANION CHANNEL 3	 mitochondrion, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT chloroplast, aerobic respiration, anion transmembrane transport, carpel, cauline leaf, cell wall, chloroplast, chloroplast envelope, collective leaf structure, cotyledon, cultured plant cell, defense response to bacterium, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrial outer membrane, mitochondrion, nucleolus, petal, petal differentiation and expansion stage, petiole, plant callus, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant-type hypersensitive response, plasma membrane, plastid, pollen, pore complex, porin activity, protein binding, regulation of seed germination, response to bacterium, response to cold, root, rosette leaf, seed, seed development stage, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, vacuolar membrane, vacuole, vascular leaf, vascular leaf senescent stage, voltage-gated anion channel activity	true
Gene:6532552224	AT3G14080	AT3G14080.3	protein_coding	Small nuclear ribonucleoprotein family protein;(source:Araport11)		 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, Lsm1-7-Pat1 complex, P-body, RNA binding, RNA cap binding, RNA metabolic process, carpel, cauline leaf, cold acclimation, collective leaf structure, cotyledon, cytosol, deadenylation-dependent decapping of nuclear-transcribed mRNA, flower, flower pedicel, flowering stage, guard cell, hyperosmotic salinity response, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA processing, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, response to water deprivation, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532561246	AT1G09340	AT1G09340.2	protein_coding	Encodes CHLOROPLAST RNA BINDING (CRB), a putative RNA-binding protein.  CRB is important for the proper functioning of the chloroplast.  Mutations in CRB also affects the circadian system, altering the expression of both oscillator and output genes.The mRNA is cell-to-cell mobile.		 DNA binding, Golgi apparatus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, RNA binding, UDP-glucose 4-epimerase activity, apoplast, carpel, cauline leaf, cell-to-cell mobile RNA, cellular response to water deprivation, chloroplast, chloroplast envelope, chloroplast organization, chloroplast stroma, circadian rhythm, coenzyme binding, collective leaf structure, cotyledon, cytosol, defense response to bacterium, extracellular region, flower, flower pedicel, flowering stage, fruit, galactose catabolic process, galactose catabolic process via UDP-galactose, guard cell, heteropolysaccharide binding, hypocotyl, inflorescence meristem, juvenile vascular leaf, leaf apex, leaf lamina base, mature plant embryo stage, monosaccharide metabolic process, peptidyl-cysteine S-nitrosylation, peroxisome, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasmodesma, plastid translation, plastid-encoded plastid RNA polymerase complex, plastoglobule, pollen, polysaccharide catabolic process, positive regulation of transcription, DNA-templated, positive regulation of translation, protein binding, rRNA binding, rRNA processing, regulation of gene expression, response to cold, response to wounding, ribosome, rosette leaf, seed, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, stromule, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:6532552227	AT3G14080	AT3G14080.4	protein_coding	Small nuclear ribonucleoprotein family protein;(source:Araport11)		 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, Lsm1-7-Pat1 complex, P-body, RNA binding, RNA cap binding, RNA metabolic process, carpel, cauline leaf, cold acclimation, collective leaf structure, cotyledon, cytosol, deadenylation-dependent decapping of nuclear-transcribed mRNA, flower, flower pedicel, flowering stage, guard cell, hyperosmotic salinity response, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA processing, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, response to water deprivation, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532561869	AT5G18040	AT5G18040.2	protein_coding	target of trans acting-siR480/255 protein;(source:Araport11)		 mitochondrion, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, heat acclimation, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, molecular function unknown, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, response to cold, response to heat, response to oxidative stress, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2031992	AT1G05690	AT1G05690.1	protein_coding	BTB and TAZ domain protein. Acts redunantly with BT1 and BT2 during female gametophyte development. Acts with BT2 during male gametophyte development.	BT3; BTB AND TAZ DOMAIN PROTEIN 3	 chloroplast, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.12 twelve leaves visible stage, calmodulin binding, cauline leaf, chloroplast, collective leaf structure, cotyledon, embryo sac development, flower, flowering stage, guard cell, histone acetyltransferase activity, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, nucleus, petal, petal differentiation and expansion stage, plant sperm cell, pollen development, protein ubiquitination, regulation of transcription, DNA-templated, response to cold, response to ethylene, response to hydrogen peroxide, response to salicylic acid, response to salt stress, sepal, shoot system, stamen, stem, transcription coregulator activity, vascular leaf, vascular leaf senescent stage, zinc ion binding	true
Gene:2083809	AT3G52150	AT3G52150.1	protein_coding	RNA-binding (RRM/RBD/RNP motifs) family protein;(source:Araport11)	PLASTID-SPECI&#64257;C RIBOSOMAL PROTEIN 2; PSRP2	 chloroplast, chloroplast stroma, thylakoid, chloroplast thylakoid membrane, chloroplast envelope, fruit, vascular leaf, seedling development stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, RNA binding, carpel, cauline leaf, chloroplast, chloroplast envelope, chloroplast rRNA processing, chloroplast stroma, chloroplast thylakoid membrane, collective leaf structure, cotyledon, cytosol, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA binding, mature plant embryo stage, negative regulation of response to salt stress, negative regulation of response to water deprivation, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, rRNA binding, regulation of seed germination, regulation of seedling development, response to cold, response to salt stress, response to water deprivation, ribonucleoprotein complex, ribosome, root, rosette leaf, seed, seedling development stage, sepal, shoot apex, shoot system, single-stranded DNA binding, stamen, stem, thylakoid, vascular leaf, vascular leaf senescent stage	true
Gene:2170836	AT5G43760	AT5G43760.1	protein_coding	Encodes KCS20, a member of the 3-ketoacyl-CoA synthase family involved in the biosynthesis of VLCFA (very long chain fatty acids). The mRNA is cell-to-cell mobile.	3-KETOACYL-COA SYNTHASE 20; KCS20	 cytoplasm, 3-oxo-arachidoyl-CoA synthase activity, 3-oxo-cerotoyl-CoA synthase activity, 3-oxo-lignoceronyl-CoA synthase activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, anther, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, cytoplasm, fatty acid biosynthetic process, fatty acid elongase activity, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, leaf apex, leaf lamina base, leaf trichome, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, response to cold, response to light stimulus, root, rosette leaf, seed, sepal, shoot apex, shoot apical meristem, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage, very-long-chain 3-ketoacyl-CoA synthase activity	true
Gene:3710374	AT5G23860	AT5G23860.1	protein_coding	beta-tubulin, preferentially expressed in endodermal and phloem cells of primary roots and in the vascular tissues of leaves, stems, and flowers. The mRNA is cell-to-cell mobile.	TUB8; TUBULIN BETA 8	 Golgi apparatus, cytoplasm, seed, root, vascular leaf, GTP binding, GTPase activity, Golgi apparatus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, cytoplasm, cytosol, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, microtubule, microtubule cytoskeleton organization, microtubule-based process, mitotic cell cycle, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, portion of vascular tissue, protein binding, response to cold, response to cyclopentenone, root, root endodermis, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, structural constituent of cytoskeleton, tubulin complex, vascular leaf, vascular leaf senescent stage	true
Gene:1009021203	AT1G05200	AT1G05200.2	protein_coding	Encodes a putative glutamate receptor GLR3 with dual localization in plastid and plasma membrane.	ATGLR3.4; GLR3.4; GLUR3; GLUTAMATE RECEPTOR 3.4	 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT cellular response to abscisic acid stimulus, calcium channel activity, calcium ion transport, calcium-mediated signaling, carpel, cauline leaf, cellular calcium ion homeostasis, cellular response to acetate, cellular response to amino acid stimulus, cellular response to cold, cellular response to mechanical stimulus, chloroplast, collective leaf structure, cotyledon, extracellular region, flower, flower pedicel, flowering stage, glutamate receptor activity, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, intracellular ligand-gated ion channel activity, ion transmembrane transport, leaf apex, leaf lamina base, ligand-gated ion channel activity, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, plastid, protein binding, response to light stimulus, response to wounding, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:4010713346	AT5G59010	AT5G59010.2	protein_coding	kinase with tetratricopeptide repeat domain-containing protein;(source:Araport11)	BRASSINOSTEROID-SIGNALING KINASE 5; BSK5	 plasma membrane, cultured plant cell, ATP binding, LP.06 six leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, brassinosteroid mediated signaling pathway, carpel, cauline leaf, collective leaf structure, cultured plant cell, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, plasmodesma, protein binding, protein phosphorylation, protein serine/threonine kinase activity, response to abscisic acid, response to cold, response to salt stress, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6530297511	AT4G24960	AT4G24960.3	protein_coding	Homologous to a eukaryote specific ABA- and stress-inducible gene first isolated from barley. Groups in one subfamily with ATHVA22E. Along with other members of the ATHVA22 family, it may be involved in regulation of autophagy during development. The mRNA is cell-to-cell mobile.	ARABIDOPSIS THALIANA HVA22 HOMOLOGUE D; ATHVA22D; HVA22 HOMOLOGUE D; HVA22D	 mitochondrion, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, flower, flower development, flower pedicel, flowering stage, guard cell, hyperosmotic salinity response, hypocotyl, inflorescence meristem, integral component of membrane, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, molecular function unknown, negative regulation of autophagy, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen development, response to abscisic acid, response to cold, response to water deprivation, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532550871	AT3G16470	AT3G16470.4	protein_coding	Encodes a JA-responsive gene that coordinates with GRP7 in shaping plant development through the regulation of RNA processing in Arabidopsis. AtJAC1 interacts with RNA binding protein GRP7 specifically in the cytoplasm to regulate its nucleocytoplasmic distribution.		 cytoplasm, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carbohydrate binding, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, cytoplasm, cytosol, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasmodesma, pollen, protein binding, response to cold, response to jasmonic acid, response to wounding, root, rosette leaf, seed, seed development stage, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, vacuole, vascular leaf, vascular leaf senescent stage, vegetative to reproductive phase transition of meristem	true
Gene:6532553625	AT4G35300	AT4G35300.8	protein_coding	tonoplast monosaccharide transporter2;(source:Araport11)		 Golgi apparatus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT response to cold, NOT response to water deprivation, adult vascular leaf, carbohydrate:proton symporter activity, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, filament, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, integral component of plasma membrane, leaf apex, leaf lamina base, mature plant embryo stage, nucleoside transmembrane transporter activity, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, root, root stele, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vacuolar membrane, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:6532553626	AT4G35300	AT4G35300.9	protein_coding	tonoplast monosaccharide transporter2;(source:Araport11)		 Golgi apparatus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT response to cold, NOT response to water deprivation, adult vascular leaf, carbohydrate:proton symporter activity, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, filament, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, integral component of plasma membrane, leaf apex, leaf lamina base, mature plant embryo stage, nucleoside transmembrane transporter activity, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, root, root stele, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vacuolar membrane, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:6532546958	AT1G17610	AT1G17610.2	protein_coding	TN-type protein that controls temperature-dependent growth and defense responses .Mutant accumulates steryl-esters at low temperatures and shows temperature dependent activation of defense responses..		 chloroplast, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, borate transport, cauline leaf, chloroplast, collective leaf structure, cotyledon, flower, flowering stage, guard cell, inflorescence meristem, leaf apex, leaf lamina base, petal, petal differentiation and expansion stage, petiole, protein binding, response to cold, stamen, stem, vascular leaf, vascular leaf senescent stage	false
Gene:6532545353	AT5G65940	AT5G65940.4	protein_coding	hydrolyzes beta-hydroxyisobutyryl-CoA		 mitochondrion, 3-hydroxyisobutyryl-CoA hydrolase activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, fatty acid beta-oxidation, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, peroxisome, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, pollen, response to auxin, response to cold, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, valine catabolic process, vascular leaf, vascular leaf senescent stage	true
Gene:6532556045	AT5G06290	AT5G06290.2	protein_coding	Encodes a 2-Cys peroxiredoxin (2-Cys PrxB) that contains two catalytic Cys residues.The mRNA is cell-to-cell mobile. Functions in redox cascade with TrxL2 via the ferredoxin-thioredoxin reductase (FTR)/thioredoxin (Trx) pathway to mediate the light-responsive reductive control of target proteins. Continuously transfers reducing power from TrxL2 to H2O2.		 chloroplast, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT root, apoplast, carpel, cauline leaf, cell redox homeostasis, cell-to-cell mobile RNA, chloroplast, chloroplast stroma, collective leaf structure, cotyledon, cytoplasm, defense response to bacterium, flower, flower pedicel, flowering stage, guard cell, hydrogen peroxide catabolic process, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, oxidation-reduction process, peroxiredoxin activity, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, response to cold, response to oxidative stress, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, stromule, thioredoxin peroxidase activity, vascular leaf, vascular leaf senescent stage	true
Gene:6532547035	AT2G46810	AT2G46810.3	protein_coding	MYC-type transcription factor which interacts with ICE1 and negatively regulates cold-responsive genes and cold tolerance.	MYC-TYPE TRANSCRIPTION FACTOR 70; MYC70	 nucleus, DNA binding, DNA-binding transcription factor activity, cold acclimation, floral organ, guard cell, nucleus, protein binding, protein homodimerization activity, regulation of transcription, DNA-templated, rosette leaf	false
Gene:6532561295	AT2G46810	AT2G46810.4	protein_coding	MYC-type transcription factor which interacts with ICE1 and negatively regulates cold-responsive genes and cold tolerance.	MYC-TYPE TRANSCRIPTION FACTOR 70; MYC70	 nucleus, DNA binding, DNA-binding transcription factor activity, cold acclimation, floral organ, guard cell, nucleus, protein binding, protein homodimerization activity, regulation of transcription, DNA-templated, rosette leaf	false
Gene:2041503	AT2G42540	AT2G42540.1	protein_coding	A cold-regulated gene whose product is targeted to the chloroplast. Cor15am  protects stromal proteins from aggregation under various stress conditions. Constitutive expression increases freezing tolerance in protoplasts in vitro and chloroplasts in vivo. NMR and x-ray diffraction studies suggest that COR15a alters the intrinsic curvature of the inner membrane of chloroplast envelope.  Late Embryogenesis abundant protein (LEA). Protects chloroplast membranes during freezing.	ATCOR15A; COLD-REGULATED 15A; COR15; COR15A	 chloroplast, chloroplast stroma, chloroplast envelope, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT chaperone-mediated protein folding, carpel, cauline leaf, chloroplast, chloroplast envelope, chloroplast stroma, circadian rhythm, cold acclimation, collective leaf structure, cotyledon, cytosol, drought recovery, flower, flower pedicel, flowering stage, galactose binding, guard cell, heat acclimation, inflorescence meristem, leaf apex, leaf lamina base, leaf senescence, lipid binding, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid inner membrane organization, pollen, portion of vascular tissue, protein complex oligomerization, protein homooligomerization, protein stabilization, red or far-red light signaling pathway, response to abscisic acid, response to cold, response to freezing, response to high light intensity, response to light stimulus, response to osmotic stress, response to salt stress, response to water deprivation, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2120864	AT4G26080	AT4G26080.1	protein_coding	Involved in abscisic acid (ABA) signal transduction. Negative regulator of ABA promotion of stomatal closure.	ABA INSENSITIVE 1; ABI1; ATABI1	 cytoplasm, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, abscisic acid-activated signaling pathway, calcium ion binding, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, cytosol, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, kinase binding, leaf apex, leaf lamina base, magnesium-dependent protein serine/threonine phosphatase activity, mature plant embryo stage, metal ion binding, negative regulation of abscisic acid-activated signaling pathway, nucleus, petal, petal differentiation and expansion stage, petiole, phosphatase activity, phosphoprotein phosphatase activity, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, pollen tube cell, protein binding, protein dephosphorylation, protein kinase binding, protein serine/threonine phosphatase activity, protein serine/threonine phosphatase complex, regulation of abscisic acid-activated signaling pathway, regulation of stomatal movement, response to abscisic acid, response to cold, response to heat, root, root tip, seed, seed germination stage, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2147819	AT5G15090	AT5G15090.1	protein_coding	Encodes a voltage-dependent anion channel (VDAC: AT3G01280/VDAC1, AT5G67500/VDAC2, AT5G15090/VDAC3, AT5G57490/VDAC4, AT5G15090/VDAC5). VDACs are reported to be porin-type, beta-barrel diffusion pores. They are prominently localized in the outer mitochondrial membrane and are involved in metabolite exchange between the organelle and the cytosol. Purified VDAC3 is shown to have voltage-dependent anion channel activity.	ARABIDOPSIS THALIANA VOLTAGE DEPENDENT ANION CHANNEL 3; ATVDAC-3; ATVDAC3; VDAC3; VOLTAGE DEPENDENT ANION CHANNEL 3	 cell wall, chloroplast, mitochondrion, nucleolus, plasma membrane, vacuolar membrane, vacuole, chloroplast envelope, defense response to bacterium, fruit, vascular leaf, plant callus, cultured plant cell, seedling development stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT chloroplast, aerobic respiration, anion transmembrane transport, carpel, cauline leaf, cell wall, chloroplast, chloroplast envelope, collective leaf structure, cotyledon, cultured plant cell, defense response to bacterium, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrial outer membrane, mitochondrion, nucleolus, petal, petal differentiation and expansion stage, petiole, plant callus, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant-type hypersensitive response, plasma membrane, plastid, pollen, pore complex, porin activity, protein binding, regulation of seed germination, response to bacterium, response to cold, root, rosette leaf, seed, seed development stage, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, vacuolar membrane, vacuole, vascular leaf, vascular leaf senescent stage, voltage-gated anion channel activity	true
Gene:2152068	AT5G65940	AT5G65940.1	protein_coding	hydrolyzes beta-hydroxyisobutyryl-CoA	BETA-HYDROXYISOBUTYRYL-COA HYDROLASE 1; CHY1	 mitochondrion, 3-hydroxyisobutyryl-CoA hydrolase activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, fatty acid beta-oxidation, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, peroxisome, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, pollen, response to auxin, response to cold, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, valine catabolic process, vascular leaf, vascular leaf senescent stage	true
Gene:2177062	AT5G12140	AT5G12140.1	protein_coding	Encodes a cystatin.	ATCYS1; CYS1; CYSTATIN-1	 cytosol, extracellular region, plasma membrane, vacuolar membrane, cultured plant cell, seedling development stage, pollen, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, cellular response to cold, cellular response to heat, cellular response to water deprivation, collective leaf structure, cotyledon, cultured plant cell, cysteine-type endopeptidase inhibitor activity, cytosol, defense response, endoplasmic reticulum, extracellular region, filament vascular system, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, leaf vascular system, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, plastid, pollen, pollen tube cell, response to wounding, root, root vascular system, rosette leaf, seed, seedling development stage, sepal, sepal vascular system, shoot apex, shoot system, stamen, stem, stigma, vacuolar membrane, vascular leaf, vascular leaf senescent stage	true
Gene:3443246	AT5G10230	AT5G10230.1	protein_coding	Encodes a calcium-binding protein annexin (AnnAt7).	ANN7; ANNAT7; ANNEXIN 7	 calcium ion binding, calcium-dependent phospholipid binding, cytosol, flower, response to cold, response to heat, response to salt stress, response to water deprivation, root, vascular leaf	true
Gene:1006229947	AT1G45231	AT1G45231.2	protein_coding	Encodes a trimethylguanosine synthase that is required for chilling tolerance. tgs1 mutant have a striking chilling sensitive phenotype in which leaf and flower development are dramatically disrupted after long-term chilling treatment.	TGS1; TRIMETHYLGUANOSINE SYNTHASE 1	 7-methylguanosine cap hypermethylation, RNA trimethylguanosine synthase activity, guard cell, methyltransferase activity, nucleus, response to cold	false
