"","X.2","X","SNP","Chromosome","Position","P.value","MAF","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","PS","Software","Method","Trait.name","PVE","X.1","Method2","QTN.effect","LOD.score","Genotype..for.code.1","Var_Error","Var_phen..total.","P.value.1","MAF.1","PVE.1"
"7171",7171,3043,"NsiI.TP777122",2,76600394,0.000101827963126395,0.0633867931254102,132,NA,NA,0.0428385888456877,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.79089527107173,6200,"SUPER",NA,NA,NA,NA,NA,1e-04,"0.0634",0.791
"7201",7201,2986,"NsiI.TP805839",9,39777832,1.98612768308816e-06,0.379611024544633,132,NA,NA,0.010420814727627,NA,0.01,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.301194999976031,6230,"SUPER",NA,NA,NA,NA,NA,2e-06,"0.3796",0.301
"7388",7388,3054,"PstI.TP1086817",10,46074,0.000135142883207311,0.0646880395339096,132,NA,NA,0.0485662794254877,NA,0.05,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.162835865581205,6417,"SUPER",NA,NA,NA,NA,NA,1e-04,"0.0647",0.163
"7423",7423,3019,"PstI.TP1119422",11,7860,5.39804747777944e-05,0.232322113113861,132,NA,NA,0.0366377464078499,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",5.98544727334886,6452,"SUPER",NA,NA,NA,NA,NA,5e-05,"0.2323",5.99
"7426",7426,3022,"PstI.TP1123565",11,7884,5.91094992182473e-05,0.235482122772357,132,NA,NA,0.0378214293290609,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",1.37576708581676,6455,"SUPER",NA,NA,NA,NA,NA,6e-05,"0.2355",1.38
"7466",7466,2996,"PstI.TP1150271",2,71680683,1.11058546126685e-05,0.0586777821378853,132,NA,NA,0.0188887714119258,NA,0.02,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.945878924876649,6495,"SUPER",NA,NA,NA,NA,NA,1e-05,"0.0587",0.946
"7471",7471,3033,"PstI.TP1153026",11,8099,7.94588552227939e-05,0.236417757791057,132,NA,NA,0.0389928040327718,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",2.25587852988983,6500,"SUPER",NA,NA,NA,NA,NA,8e-05,"0.2364",2.26
"7485",7485,3014,"PstI.TP1162168",1,50144561,4.39668224006574e-05,0.433228474516491,132,NA,NA,0.0338850520632371,NA,0.03,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",2.53839243791033,6514,"SUPER",NA,NA,NA,NA,NA,4e-05,"0.4332",2.54
"7513",7513,3009,"PstI.TP117701",10,58898407,2.6951474483739e-05,0.217997899920646,132,NA,NA,0.0252516064859431,NA,0.03,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.575192044904224,6542,"SUPER",NA,NA,NA,NA,NA,3e-05,"0.2180",0.575
"7517",7517,3046,"PstI.TP1178013",9,51832241,0.000107316747420143,0.0899330769855526,132,NA,NA,0.0428385888456877,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",1.89502731030225,6546,"SUPER",NA,NA,NA,NA,NA,1e-04,"0.0899",1.9
"7528",7528,2984,"PstI.TP1188697",11,8395,1.4827591847527e-06,0.0691286257166008,132,NA,NA,0.010420814727627,NA,0.01,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.0587108903941294,6557,"SUPER",NA,NA,NA,NA,NA,1e-06,"0.0691",0.0587
"7538",7538,3037,"PstI.TP1193586",1,61024932,8.61007695480944e-05,0.250380583844066,132,NA,NA,0.0403351355057984,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.0896753477861472,6567,"SUPER",NA,NA,NA,NA,NA,9e-05,"0.2504",0.0897
"7542",7542,3040,"PstI.TP119679",11,995,9.17910812159765e-05,0.0542056701933749,132,NA,NA,0.0408143597393208,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.234947998665538,6571,"SUPER",NA,NA,NA,NA,NA,9e-05,"0.0542",0.235
"7572",7572,2995,"PstI.TP1219194",11,8585,1.08238728410782e-05,0.0656229641012925,132,NA,NA,0.0188887714119258,NA,0.02,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.583436010812096,6601,"SUPER",NA,NA,NA,NA,NA,1e-05,"0.0656",0.583
"7573",7573,3041,"PstI.TP1225296",4,57521701,9.37517613074974e-05,0.226781610981332,132,NA,NA,0.0409913951023481,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.377159990410235,6602,"SUPER",NA,NA,NA,NA,NA,9e-05,"0.2268",0.377
"7620",7620,3025,"PstI.TP1243455",1,73504848,6.72300397372912e-05,0.383260692183012,132,NA,NA,0.0389928040327718,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",1.41901705940252,6649,"SUPER",NA,NA,NA,NA,NA,7e-05,"0.3833",1.42
"7643",7643,3050,"PstI.TP1262355",11,8887,0.000118626531780078,0.061870905306261,132,NA,NA,0.0451021512278054,NA,0.05,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",1.56301599384704,6672,"SUPER",NA,NA,NA,NA,NA,1e-04,"0.0619",1.56
"7668",7668,3052,"PstI.TP13077",6,48336818,0.000125885597412514,0.207557312878705,132,NA,NA,0.0465138417256323,NA,0.05,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",3.73653172028141,6697,"SUPER",NA,NA,NA,NA,NA,1e-04,"0.2076",3.74
"7670",7670,3039,"PstI.TP131788",11,1107,9.05246751285829e-05,0.25263820588904,132,NA,NA,0.0408143597393208,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.0765111829383443,6699,"SUPER",NA,NA,NA,NA,NA,9e-05,"0.2526",0.0765
"7697",7697,3034,"PstI.TP142379",11,1189,7.99203008895067e-05,0.308252353183972,132,NA,NA,0.0389928040327718,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.858599480001695,6726,"SUPER",NA,NA,NA,NA,NA,8e-05,"0.3083",0.859
"7698",7698,2987,"PstI.TP143572",11,1209,2.4879094550843e-06,0.235546670371946,132,NA,NA,0.0108779694407803,NA,0.01,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.0319703203848139,6727,"SUPER",NA,NA,NA,NA,NA,2e-06,"0.2355",0.032
"7757",7757,3030,"PstI.TP16800",2,74460397,7.49083311206769e-05,0.0686274509803921,132,NA,NA,0.0389928040327718,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.894573083373398,6786,"SUPER",NA,NA,NA,NA,NA,7e-05,"0.0686",0.895
"7815",7815,3017,"PstI.TP199027",11,1620,4.68433929873582e-05,0.0558284254030861,132,NA,NA,0.0338850520632371,NA,0.03,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.0303450396609305,6844,"SUPER",NA,NA,NA,NA,NA,5e-05,"0.0558",0.0303
"7840",7840,3008,"PstI.TP217765",11,1775,2.42240982570164e-05,0.0674757881458342,132,NA,NA,0.0235368516175766,NA,0.02,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.0105497273025426,6869,"SUPER",NA,NA,NA,NA,NA,2e-05,"0.0675",0.0105
"7915",7915,2989,"PstI.TP287066",4,421567,3.7556008959681e-06,0.0722100257794639,132,NA,NA,0.0123155542381034,NA,0.01,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",1.07831997838581,6944,"SUPER",NA,NA,NA,NA,NA,4e-06,"0.0722",1.08
"7919",7919,2993,"PstI.TP288798",3,69828015,8.95758846814589e-06,0.0725742056710843,132,NA,NA,0.0188887714119258,NA,0.02,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",2.58771110218171,6948,"SUPER",NA,NA,NA,NA,NA,9e-06,"0.0726",2.59
"7961",7961,3000,"PstI.TP306510",11,2427,1.45773622335293e-05,0.259254504420609,132,NA,NA,0.0194121528553381,NA,0.02,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.089392568421043,6990,"SUPER",NA,NA,NA,NA,NA,1e-05,"0.2593",0.0894
"7969",7969,2999,"PstI.TP314354",11,2485,1.40354129974153e-05,0.418005466092907,132,NA,NA,0.0194121528553381,NA,0.02,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",1.08136428841345,6998,"SUPER",NA,NA,NA,NA,NA,1e-05,"0.4180",1.08
"8050",8050,3004,"PstI.TP355931",11,2811,1.87919774747046e-05,0.192480694310541,132,NA,NA,0.0206336790948851,NA,0.02,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",2.21655781705636,7079,"SUPER",NA,NA,NA,NA,NA,2e-05,"0.1925",2.22
"8058",8058,3011,"PstI.TP36013",1,9885650,3.65904203390124e-05,0.257873481221667,132,NA,NA,0.0319971029057884,NA,0.03,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.743838854937522,7087,"SUPER",NA,NA,NA,NA,NA,4e-05,"0.2579",0.744
"8098",8098,3051,"PstI.TP401956",10,8717831,0.000123935439742822,0.298812993316791,132,NA,NA,0.0464474618030458,NA,0.05,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.0604795255107326,7127,"SUPER",NA,NA,NA,NA,NA,1e-04,"0.2988",0.0605
"8249",8249,3035,"PstI.TP539779",2,5282633,8.02626903167522e-05,0.0968645019613543,132,NA,NA,0.0389928040327718,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",1.01252845742041,7278,"SUPER",NA,NA,NA,NA,NA,8e-05,"0.0969",1.01
"8305",8305,2990,"PstI.TP598337",11,4249,4.47876839836795e-06,0.0908316421766214,132,NA,NA,0.0130551122403094,NA,0.01,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.0266903445929164,7334,"SUPER",NA,NA,NA,NA,NA,4e-06,"0.0908",0.0267
"8330",8330,3003,"PstI.TP622861",11,4376,1.82680045424886e-05,0.0521257131782334,132,NA,NA,0.0206336790948851,NA,0.02,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.125867969015866,7359,"SUPER",NA,NA,NA,NA,NA,2e-05,"0.0521",0.126
"8336",8336,3028,"PstI.TP626786",11,4396,7.22332031193313e-05,0.139618486300373,132,NA,NA,0.0389928040327718,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",1.77208013591179,7365,"SUPER",NA,NA,NA,NA,NA,7e-05,"0.1396",1.77
"8416",8416,3042,"PstI.TP696515",2,63219644,9.88409963834495e-05,0.157153105144715,132,NA,NA,0.0425081098216953,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",1.19314626144186,7445,"SUPER",NA,NA,NA,NA,NA,1e-04,"0.1572",1.19
"8418",8418,3045,"PstI.TP697306",9,3161603,0.000107288828128602,0.0908259623050035,132,NA,NA,0.0428385888456877,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",1.16377527708521,7447,"SUPER",NA,NA,NA,NA,NA,1e-04,"0.0908",1.16
"8429",8429,3023,"PstI.TP6990",1,79172378,6.35767894055909e-05,0.454270521354447,132,NA,NA,0.0388698546570769,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",2.05170698360855,7458,"SUPER",NA,NA,NA,NA,NA,6e-05,"0.4543",2.05
"8478",8478,2983,"PstI.TP735032",3,9654444,1.16967457590618e-06,0.0693260896780069,132,NA,NA,0.010420814727627,NA,0.01,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",1.77460343725245,7507,"SUPER",NA,NA,NA,NA,NA,1e-06,"0.0693",1.77
"8513",8513,2982,"PstI.TP75643",11,633,4.5884383290795e-07,0.263560535795298,132,NA,NA,0.010420814727627,NA,0.01,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.0136494772566865,7542,"SUPER",NA,NA,NA,NA,NA,5e-07,"0.2636",0.0136
"8546",8546,2988,"PstI.TP775205",6,45300652,3.0831523261115e-06,0.0707884789953834,132,NA,NA,0.0115547740176013,NA,0.01,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.132489819045518,7575,"SUPER",NA,NA,NA,NA,NA,3e-06,"0.0708",0.132
"8552",8552,3012,"PstI.TP781623",6,52573298,4.1824060588152e-05,0.219575721109525,132,NA,NA,0.0338850520632371,NA,0.03,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.0880698753629015,7581,"SUPER",NA,NA,NA,NA,NA,4e-05,"0.2196",0.0881
"8706",8706,3048,"PstI.TP899098",5,7770985,0.000111388243845617,0.307846180206461,132,NA,NA,0.0433802933751208,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",1.17139574287481,7735,"SUPER",NA,NA,NA,NA,NA,1e-04,"0.3078",1.17
"8744",8744,2998,"PstI.TP937085",3,66223721,1.35512357593627e-05,0.0557738718926617,132,NA,NA,0.0194121528553381,NA,0.02,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",3.26986573017512,7773,"SUPER",NA,NA,NA,NA,NA,1e-05,"0.0558",3.27
"8762",8762,3026,"PstI.TP94378",11,781,6.85558942489843e-05,0.334541094958383,132,NA,NA,0.0389928040327718,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",6.29559039916538,7791,"SUPER",NA,NA,NA,NA,NA,7e-05,"0.3345",6.3
"8922",8922,67,"NsiI.TP27442",2,76412261,4.82197218567944e-06,0.199031936243465,NA,NA,NA,NA,-0.119613599883069,0.02,"+36088im","PS_Y","FarmCPU","FarmCPU","OWA",0.32235343807986,42,NA,NA,NA,NA,NA,NA,5e-06,"0.1990",0.322
"8923",8923,69,"NsiI.TP326908",3,6141142,7.29978203707929e-09,0.391492697214502,NA,NA,NA,NA,-0.131686591553093,2e-04,"+36088im","PS_Y","FarmCPU","FarmCPU","OWA",3.5240781929935,43,NA,NA,NA,NA,NA,NA,7e-09,"0.3915",3.52
"8929",8929,71,"PstI.TP1010825",6,56256138,7.00602423624446e-07,0.483009649702655,NA,NA,NA,NA,0.0929488458621568,0.005,"+36088im","PS_Y","FarmCPU","FarmCPU","OWA",0.244947785853842,49,NA,NA,NA,NA,NA,NA,7e-07,"0.4830",0.245
"8933",8933,72,"PstI.TP1086817",10,46074,1.03442907263666e-06,0.0646880395339096,NA,NA,NA,NA,0.222080443959898,0.005,"+36088im","PS_Y","FarmCPU","FarmCPU","OWA",0.162835865581205,53,NA,NA,NA,NA,NA,NA,1e-06,"0.0647",0.163
"8939",8939,73,"PstI.TP1280479",10,61173000,7.67357405158737e-07,0.414866034182428,NA,NA,NA,NA,0.0806141585254771,0.005,"+36088im","PS_Y","FarmCPU","FarmCPU","OWA",0.0304317085241977,59,NA,NA,NA,NA,NA,NA,8e-07,"0.4149",0.0304
"8940",8940,70,"PstI.TP133743",4,55575218,1.17826727751194e-05,0.274132580127897,NA,NA,NA,NA,-0.10683690473212,0.04,"+36088im","PS_Y","FarmCPU","FarmCPU","OWA",2.53775273842563,60,NA,NA,NA,NA,NA,NA,1e-05,"0.2741",2.54
"8943",8943,68,"PstI.TP365886",3,2326972,7.1768859800924e-06,0.417064840080105,NA,NA,NA,NA,0.0877426051057672,0.03,"+36088im","PS_Y","FarmCPU","FarmCPU","OWA",1.78982152005152,63,NA,NA,NA,NA,NA,NA,7e-06,"0.4171",1.79
"8947",8947,66,"PstI.TP627658",2,73988488,1.10738951918746e-07,0.24959916152012,NA,NA,NA,NA,0.118848579450057,0.001,"+36088im","PS_Y","FarmCPU","FarmCPU","OWA",0.699884761086971,67,NA,NA,NA,NA,NA,NA,1e-07,"0.2496",0.7
"8954",8954,74,"NsiI.TP403662",1,3957731,9.6416392063603e-08,0.103703703703704,NA,NA,NA,NA,0.235136876680614,2e-04,"O135+2855","PS_Y","FarmCPU","FarmCPU","OWA",9.83019187194787,74,NA,NA,NA,NA,NA,NA,1e-07,"0.1037",9.83
"8955",8955,76,"PstI.TP452364",1,70416615,6.53937967096677e-07,0.0518518518518518,NA,NA,NA,NA,0.330004277288073,6e-04,"O135+2855","PS_Y","FarmCPU","FarmCPU","OWA",6.82293321967848,75,NA,NA,NA,NA,NA,NA,7e-07,"0.0519",6.82
"8956",8956,75,"PstI.TP461927",1,9014162,2.14371188125266e-06,0.118518518518518,NA,NA,NA,NA,0.230949402128968,0.001,"O135+2855","PS_Y","FarmCPU","FarmCPU","OWA",10.1948346428134,76,NA,NA,NA,NA,NA,NA,2e-06,"0.1185",10.2
"8957",8957,77,"PstI.TP90936",11,768,3.81859556583277e-05,0.0703703703703704,NA,NA,NA,NA,0.247496600545555,0.02,"O135+2855","PS_Y","FarmCPU","FarmCPU","OWA",11.3411598371325,77,NA,NA,NA,NA,NA,NA,4e-05,"0.0704",11.3
"9652",9652,695,"NsiI.TP403662",1,3957731,9.6416392063603e-08,0.103703703703704,NA,NA,NA,NA,0.235136876680614,2e-04,"O135+2855","PS_N","FarmCPU","FarmCPU","OWA",9.83019187194787,772,NA,NA,NA,NA,NA,NA,1e-07,"0.1037",9.83
"9653",9653,697,"PstI.TP452364",1,70416615,6.53937967096677e-07,0.0518518518518518,NA,NA,NA,NA,0.330004277288073,6e-04,"O135+2855","PS_N","FarmCPU","FarmCPU","OWA",6.82293321967848,773,NA,NA,NA,NA,NA,NA,7e-07,"0.0519",6.82
"9654",9654,696,"PstI.TP461927",1,9014162,2.14371188125266e-06,0.118518518518518,NA,NA,NA,NA,0.230949402128968,0.001,"O135+2855","PS_N","FarmCPU","FarmCPU","OWA",10.1948346428134,774,NA,NA,NA,NA,NA,NA,2e-06,"0.1185",10.2
"9655",9655,698,"PstI.TP90936",11,768,3.81859556583277e-05,0.0703703703703704,NA,NA,NA,NA,0.247496600545555,0.02,"O135+2855","PS_N","FarmCPU","FarmCPU","OWA",11.3411598371325,775,NA,NA,NA,NA,NA,NA,4e-05,"0.0704",11.3
"10344",10344,689,"PstI.TP133988",1,74849338,9.4892742853142e-08,0.1143,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","mrMLM","OWA",10.3807,NA,NA,-0.1828,6.1836,"A",0.0323,0.091,9e-08,"0.1143",10.4
"10345",10345,690,"PstI.TP998558",4,57766875,4.29955986268133e-08,0.0893,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","mrMLM","OWA",13.3699,NA,NA,0.2064,6.5167,"A",NA,NA,4e-08,"0.0893",13.4
"10346",10346,691,"PstI.TP973972",4,48704215,5.7918059135853e-05,0.1571,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","mrMLM","OWA",5.1279,NA,NA,0.1316,3.5113,"C",NA,NA,6e-05,"0.1571",5.13
"10347",10347,692,"PstI.TP754277",5,1988689,9.01373944469443e-05,0.4107,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","mrMLM","OWA",1.3206,NA,NA,-0.1665,3.3296,"A",NA,NA,9e-05,"0.4107",1.32
"10348",10348,693,"NsiI.TP799028",6,43278083,4.61261280178022e-05,0.025,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","mrMLM","OWA",0,NA,NA,-0.3869,3.605,"A",NA,NA,5e-05,"0.0250",0
"10349",10349,694,"NsiI.TP147616",9,59264040,2.97500020506342e-10,0.1357,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","mrMLM","OWA",9.0242,NA,NA,-0.2356,8.6191,"A",NA,NA,3e-10,"0.1357",9.02
"10350",10350,695,"PstI.TP969628",11,6729,1.23147046389864e-06,0.0357,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","mrMLM","OWA",49.4671,NA,NA,0.3843,5.1091,"C",NA,NA,1e-06,"0.0357",49.5
"10351",10351,696,"NsiI.TP474215",1,77512901,9.6917008394729e-09,0.3169,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","FASTmrMLM","OWA",13.3196,NA,NA,-0.1265,7.1449,"A",0.04,0.091,1e-08,"0.3169",13.3
"10352",10352,697,"PstI.TP681685",2,68785398,4.64087637808009e-06,0.2958,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","FASTmrMLM","OWA",6.0635,NA,NA,0.0921,4.5559,"C",NA,NA,5e-06,"0.2958",6.06
"10353",10353,698,"PstI.TP1044893",4,61384104,1.00392206590702e-08,0.169,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","FASTmrMLM","OWA",6.1407,NA,NA,0.1461,7.13,"C",NA,NA,1e-08,"0.1690",6.14
"10354",10354,699,"NsiI.TP770804",7,17560824,0.000148490954875024,0.4331,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","FASTmrMLM","OWA",2.6837,NA,NA,0.071,3.1251,"A",NA,NA,1e-04,"0.4331",2.68
"10355",10355,700,"PstI.TP29067",9,3713177,1.06536886366756e-05,0.1725,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","FASTmrMLM","OWA",3.049,NA,NA,0.1081,4.2107,"G",NA,NA,1e-05,"0.1725",3.05
"10356",10356,701,"PstI.TP399247",11,3112,6.86435917926995e-06,0.2535,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","FASTmrMLM","OWA",7.2458,NA,NA,-0.1007,4.3932,"C",NA,NA,7e-06,"0.2535",7.25
"10357",10357,702,"NsiI.TP474215",1,77512901,2.9194429974027e-08,0.3169,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","pLARmEB","OWA",7.8531,NA,NA,-0.1204,6.6798,"A",0.0391,0.091,3e-08,"0.3169",7.85
"10358",10358,703,"PstI.TP681685",2,68785398,1.34369283075065e-07,0.2958,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","pLARmEB","OWA",4.6479,NA,NA,0.0999,6.0374,"C",NA,NA,1e-07,"0.2958",4.65
"10359",10359,704,"NsiI.TP530922",4,61483186,3.82736604809814e-08,0.1162,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","pLARmEB","OWA",27.9018,NA,NA,-0.2269,6.5657,"A",NA,NA,4e-08,"0.1162",27.9
"10360",10360,705,"PstI.TP29067",9,3713177,4.52689060877358e-05,0.1725,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","pLARmEB","OWA",1.5496,NA,NA,0.0955,3.6127,"G",NA,NA,5e-05,"0.1725",1.55
"10361",10361,706,"NsiI.TP506550",10,47749845,1.75792361395869e-05,0.2641,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","pLARmEB","OWA",3.2072,NA,NA,0.067,4.0033,"A",NA,NA,2e-05,"0.2641",3.21
"10362",10362,707,"PstI.TP399247",11,3112,3.61742886764219e-10,0.2535,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","pLARmEB","OWA",10.0054,NA,NA,-0.1466,8.5362,"C",NA,NA,4e-10,"0.2535",10
"10363",10363,708,"PstI.TP1214465",11,8555,2.03469819585051e-06,0.0599,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","pLARmEB","OWA",14.0421,NA,NA,0.1429,4.8995,"A",NA,NA,2e-06,"0.0599",14
"10364",10364,709,"NsiI.TP694083",2,14769883,2.88535995457975e-05,0.2042,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","ISIS EM-BLASSO","OWA",8.8386,NA,NA,0.0898,3.7985,"A",0.0409,0.091,3e-05,"0.2042",8.84
"10365",10365,710,"PstI.TP909443",2,65572055,2.58880894181816e-05,0.2394,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","ISIS EM-BLASSO","OWA",13.3382,NA,NA,0.1106,3.8432,"G",NA,NA,3e-05,"0.2394",13.3
"10366",10366,711,"PstI.TP681685",2,68785398,4.1152857843551e-06,0.2958,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","ISIS EM-BLASSO","OWA",6.6434,NA,NA,0.0966,4.6059,"C",NA,NA,4e-06,"0.2958",6.64
"10367",10367,712,"PstI.TP1044893",4,61384104,5.97998369714251e-06,0.169,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","ISIS EM-BLASSO","OWA",3.0804,NA,NA,0.1036,4.4505,"C",NA,NA,6e-06,"0.1690",3.08
"10368",10368,713,"PstI.TP29067",9,3713177,2.76885364129124e-05,0.1725,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","ISIS EM-BLASSO","OWA",2.9489,NA,NA,0.1065,3.8155,"G",NA,NA,3e-05,"0.1725",2.95
"10369",10369,714,"NsiI.TP331306",11,12791,7.14167364109734e-05,0.419,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","ISIS EM-BLASSO","OWA",4.9064,NA,NA,0.0689,3.4252,"G",NA,NA,7e-05,"0.4190",4.91
"10370",10370,715,"NsiI.TP799336",11,18928,3.92283462539521e-05,0.1021,NA,NA,NA,NA,NA,NA,"143+35256im","PS_Y","mrMLMM","ISIS EM-BLASSO","OWA",11.0715,NA,NA,0.1057,3.6717,"A",NA,NA,4e-05,"0.1021",11.1
"10371",10371,716,"NsiI.TP267317",1,63808055,1.28327283208194e-05,0.4615,NA,NA,NA,NA,NA,NA,"O106+4834","PS_Y","mrMLMM","mrMLM","OWA",30.4338,NA,NA,-0.201,4.1336,"C",0.0509,0.0961,1e-05,"0.4615",30.4
"10372",10372,717,"NsiI.TP674265",3,67081454,6.8181884396849e-06,0.4615,NA,NA,NA,NA,NA,NA,"O106+4834","PS_Y","mrMLMM","mrMLM","OWA",15.7329,NA,NA,-0.1662,4.396,"C",NA,NA,7e-06,"0.4615",15.7
"10373",10373,718,"PstI.TP727705",4,2828636,1.22428914811606e-05,0.2067,NA,NA,NA,NA,NA,NA,"O106+4834","PS_Y","mrMLMM","mrMLM","OWA",4.5494,NA,NA,0.1483,4.1531,"C",NA,NA,1e-05,"0.2067",4.55
"10374",10374,719,"NsiI.TP440500",9,59299455,5.02080090282095e-06,0.0817,NA,NA,NA,NA,NA,NA,"O106+4834","PS_Y","mrMLMM","mrMLM","OWA",0,NA,NA,-0.3323,4.5232,"C",NA,NA,5e-06,"0.0817",0
"10375",10375,720,"NsiI.TP267317",1,63808055,8.98669495047526e-06,0.4575,NA,NA,NA,NA,NA,NA,"O106+4834","PS_Y","mrMLMM","FASTmrEMMA","OWA",10.9601,NA,NA,-0.3108,4.2814,"C",0.0542,0.0961,9e-06,"0.4575",11
"10376",10376,721,"NsiI.TP624872",4,60455775,0.000169941716288675,0.033,NA,NA,NA,NA,NA,NA,"O106+4834","PS_Y","mrMLMM","FASTmrEMMA","OWA",4.7074,NA,NA,-0.5417,3.07,"G",NA,NA,2e-04,"0.0330",4.71
"10377",10377,722,"NsiI.TP440500",9,59299455,2.40547030498809e-06,0.0802,NA,NA,NA,NA,NA,NA,"O106+4834","PS_Y","mrMLMM","FASTmrEMMA","OWA",15.6274,NA,NA,-0.668,4.8296,"C",NA,NA,2e-06,"0.0802",15.6
"10378",10378,723,"PstI.TP461927",1,9014162,0.00013378271336047,0.1368,NA,NA,NA,NA,NA,NA,"O106+4834","PS_Y","mrMLMM","ISIS EM-BLASSO","OWA",29.2916,NA,NA,0.2038,3.1678,"A",0.0652,0.0961,1e-04,"0.1368",29.3
