TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:6530297221	AT3G53460	AT3G53460.3	protein_coding	Encodes a nuclear gene with a consensus RNA-binding domain that is localized to the chloroplast.	CHLOROPLAST RNA-BINDING PROTEIN 29; CP29	 chloroplast, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, RNA binding, RNA processing, RNA splicing, RNA stabilization, carpel, cauline leaf, chloroplast, chloroplast stroma, chloroplast thylakoid, cold acclimation, collective leaf structure, cotyledon, cytosol, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, juvenile vascular leaf, leaf apex, leaf lamina base, mRNA binding, mRNA processing, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, poly(U) RNA binding, response to cold, ribonucleoprotein complex, root, rosette leaf, seed, seed development stage, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, thylakoid, vascular leaf, vascular leaf senescent stage	true
Gene:6532552278	AT5G54590	AT5G54590.4	protein_coding	Splice variant At5g54590.2 encodes CRLK1 (440-amino acid in length) calcium/calmodulin-regulated receptor-like kinase crucial for cold tolerance. CRLK1 is Primarily localized in the plasma membrane.		 ATP binding, calmodulin binding, cold acclimation, collective leaf structure, endosome membrane, flower, flower pedicel, flowering stage, guard cell, inflorescence meristem, integral component of membrane, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, protein binding, protein phosphorylation, protein serine/threonine kinase activity, response to cold, seed, sepal, shoot apex, shoot system, transmembrane receptor protein serine/threonine kinase activity, vascular leaf, vascular leaf senescent stage	true
Gene:3439174	AT4G31420	AT4G31420.1	protein_coding	Zinc finger protein 622;(source:Araport11)	REI1-LIKE 1; REIL1	 nucleus, DNA-binding transcription factor activity, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, cold acclimation, collective leaf structure, cotyledon, cytoplasm, cytosol, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleic acid binding, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, pollen, pollen tube cell, positive regulation of ribosome biogenesis, preribosome, large subunit precursor, protein binding, regulation of transcription, DNA-templated, ribosomal large subunit biogenesis, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, transcription regulatory region DNA binding, vascular leaf, vascular leaf senescent stage, zinc ion binding	true
Gene:1005714583	AT3G53460	AT3G53460.2	protein_coding	Encodes a nuclear gene with a consensus RNA-binding domain that is localized to the chloroplast.	CHLOROPLAST RNA-BINDING PROTEIN 29; CP29	 chloroplast, thylakoid, fruit, vascular leaf, seedling development stage, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, RNA binding, RNA processing, RNA splicing, RNA stabilization, carpel, cauline leaf, chloroplast, chloroplast stroma, chloroplast thylakoid, cold acclimation, collective leaf structure, cotyledon, cytosol, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, juvenile vascular leaf, leaf apex, leaf lamina base, mRNA binding, mRNA processing, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, poly(U) RNA binding, response to cold, ribonucleoprotein complex, root, rosette leaf, seed, seed development stage, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, thylakoid, vascular leaf, vascular leaf senescent stage	true
Gene:2087521	AT3G14080	AT3G14080.1	protein_coding	Small nuclear ribonucleoprotein family protein;(source:Araport11)	LSM1B; SM-LIKE 1B	 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, Lsm1-7-Pat1 complex, P-body, RNA binding, RNA cap binding, RNA metabolic process, carpel, cauline leaf, cold acclimation, collective leaf structure, cotyledon, cytosol, deadenylation-dependent decapping of nuclear-transcribed mRNA, flower, flower pedicel, flowering stage, guard cell, hyperosmotic salinity response, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA processing, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, response to water deprivation, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2194675	AT1G43620	AT1G43620.1	protein_coding	Encodes a UDP-glucose:sterol-glucosyltransferase.  Mutants produce pale greenish-brown seeds whose dormancy was slightly reduced	TRANSPARENT TESTA 15; TRANSPARENT TESTA GLABROUS 15; TT15; TTG15; UGT80B1	 nucleus, vacuolar membrane, vacuole, flavonoid biosynthetic process, seed germination, cultured plant cell, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT cellulose biosynthetic process, NOT cold acclimation, brassicasterol glucosyltransferase activity, carpel, cauline leaf, cholesterol allpha-glucosyltransferase activity, collective leaf structure, cotyledon, cultured plant cell, flavonoid biosynthetic process, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, lipid glycosylation, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, root, seed, seed coat development, seed germination, sepal, shoot apex, shoot system, soladodine glucosyltransferase activity, stamen, stem, sterol 3-beta-glucosyltransferase activity, sterol biosynthetic process, sterol metabolic process, transferase activity, transferring glycosyl groups, vacuolar membrane, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:1006228906	AT4G16420	AT4G16420.3	protein_coding	Transcriptional co-activator. Essential for the developmental switch from cell proliferation to cell differentiation in response to variations in auxin and cytokinin concentrations.	ADA2B; HOMOLOG OF YEAST ADA2 2B; PROPORZ1; PRZ1	 nucleus, DNA binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, chromatin binding, chromatin remodeling, cold acclimation, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, histone acetyltransferase activity, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, portion of meristem tissue, positive regulation of histone acetylation, protein binding, regulation of cell population proliferation, regulation of transcription by RNA polymerase II, response to auxin, response to cytokinin, root, seed, sepal, shoot apex, shoot system, stamen, stem, transcription coactivator activity, vascular leaf, vascular leaf senescent stage, zinc ion binding	true
Gene:6532555854	AT1G10760	AT1G10760.2	protein_coding	Encodes an &#945;-glucan, water dikinase required for starch degradation. Involved  in cold-induced freezing tolerance. Mutations that eliminate the GWD protein or affect the dikinase domain of the enzyme dramatically reduce both the amount of phosphate in the amylopectin and the rate of starch degradation. Mature leaves of these mutants accumulate amounts of starch up to seven times greater than those in wild-type leaves. NMR analysis of the mutants, suggests that the gene is specifically involved in the phosphorylation of the glucosyl residues of starch at the C6 position.		 chloroplast, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, alpha-glucan, water dikinase activity, carpel, cauline leaf, chloroplast, chloroplast envelope, chloroplast stroma, cold acclimation, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, maltodextrin water dikinase, mature plant embryo stage, metal ion binding, mitochondrion, petal, petal differentiation and expansion stage, petiole, phosphorylation, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, protein binding, response to symbiotic fungus, response to trehalose, root, seed, sepal, shoot apex, shoot system, stamen, starch catabolic process, starch, H2O dikinase activity, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532561736	AT3G55160	AT3G55160.2	protein_coding	THADA is an orphan gene in Arabidopsis thaliana. It is the only DUF2428 domain containing protein in the genome.	THADA; THYROID ADENOMA ASSOCIATED	 chloroplast, chloroplast, cold acclimation, collective leaf structure, cultured plant cell, cytosol, flower, flower pedicel, flowering stage, guard cell, leaf lamina base, mature plant embryo stage, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, regulation of TOR signaling, root, seed, shoot apex, shoot system, stem, tRNA methylation	false
Gene:2136352	AT4G39130	AT4G39130.1	protein_coding	Dehydrin family protein;(source:Araport11)		 carpel, cold acclimation, collective leaf structure, cytosol, flower, flowering stage, molecular function unknown, petal, petal differentiation and expansion stage, pollen, response to abscisic acid, response to water deprivation, stamen	true
Gene:2168072	AT5G59820	AT5G59820.1	protein_coding	Encodes a zinc finger protein involved in high light and cold acclimation. Overexpression of this putative transcription factor increases the expression level of 9 cold-responsive genes and represses the expression level of 15 cold-responsive genes, including CBF genes. Also, lines overexpressing this gene exhibits a small but reproducible increase in freeze tolerance. Because of the repression of the CBF genes by the overexpression of this gene, the authors speculate that this gene may be involved in negative regulatory circuit of the CBF pathway. The mRNA is cell-to-cell mobile.	ATZAT12; RESPONSIVE TO HIGH LIGHT 41; RHL41; ZAT12	 nucleus, DNA-binding transcription factor activity, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, cellular response to hypoxia, cold acclimation, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hyperosmotic salinity response, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, metal ion binding, nucleus, petal, petal differentiation and expansion stage, petiole, photosynthetic acclimation, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, response to UV-B, response to chitin, response to cold, response to heat, response to light stimulus, response to oxidative stress, response to wounding, root, seed, sepal, sequence-specific DNA binding, shoot apex, stamen, stem, transcription regulatory region DNA binding, vascular leaf, vascular leaf senescent stage	true
Gene:6530296675	AT2G15970	AT2G15970.2	protein_coding	encodes an alpha form of a protein similar to the cold acclimation protein WCOR413 in wheat. Expression is induced by short-term cold-treatment, water deprivation, and abscisic acid treatment. The mRNA is cell-to-cell mobile.	COLD REGULATED 413 PLASMA MEMBRANE 1; COR413-PM1	 mitochondrion, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, cellular response to water deprivation, cold acclimation, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, molecular function unknown, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, response to abscisic acid, root, seed, sepal, shoot apex, shoot system, stamen, stem, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:6532545366	AT3G55160	AT3G55160.3	protein_coding	THADA is an orphan gene in Arabidopsis thaliana. It is the only DUF2428 domain containing protein in the genome.	THADA; THYROID ADENOMA ASSOCIATED	 chloroplast, chloroplast, cold acclimation, collective leaf structure, cultured plant cell, cytosol, flower, flower pedicel, flowering stage, guard cell, leaf lamina base, mature plant embryo stage, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, regulation of TOR signaling, root, seed, shoot apex, shoot system, stem, tRNA methylation	false
Gene:6532561860	AT4G04920	AT4G04920.3	protein_coding	Encodes a nuclear targeted protein that plays a role in the CBF pathway -downstream of CBF translation. Mutants have impaired cold responses, reduced levels of cold induced RNA transcripts, are sensitive to osmotic stress. Required for expression of CBF-controlled cold-upregulated genes and some, but not all, other cold up-regulated genes. Required for recruitment of the Mediator complex and RNA polymerase II to CBF-controlled cold-responsive genes. Required for expression of some dark-upregulated genes. SFR6 was isolated as a suppressor of cell wall defects in cob6 mutant background.	GLASSY HAIR 2; GLH2	 nucleus, LP.04 four leaves visible stage, LP.08 eight leaves visible stage, carpel, circadian regulation of gene expression, cold acclimation, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf lamina base, mature plant embryo stage, molecular function unknown, nucleus, petal, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, positive regulation of systemic acquired resistance, regulation of cell wall pectin metabolic process, regulation of ethylene-activated signaling pathway, regulation of jasmonic acid mediated signaling pathway, regulation of long-day photoperiodism, flowering, regulation of plant-type cell wall cellulose biosynthetic process, regulation of transcription, DNA-templated, response to osmotic stress, root, root development, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	false
Gene:2075396	AT3G02790	AT3G02790.1	protein_coding	zinc finger (C2H2 type) family protein;(source:Araport11)	MBS1; METHYLENE BLUE SENSITIVITY 1	 DNA-binding transcription factor activity, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cellular response to singlet oxygen, cold acclimation, collective leaf structure, cotyledon, cytoplasm, cytoplasmic stress granule, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, regulation of leaf senescence, regulation of transcription, DNA-templated, response to high light intensity, response to photooxidative stress, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:1005715502	AT1G74960	AT1G74960.2	protein_coding	Encodes a plastidic beta-ketoacyl-ACP synthase II, involved in fatty acid elongation from 16:0-ACP to 18:0-ACP. Homozygous knock-out mutants are embryo lethal, indicating early embryo development is sensitive to elevated 16:0.	BETA-KETOACYL-ACP SYNTHETASE 2; FAB1; FATTY ACID BIOSYNTHESIS 1; KAS2	 chloroplast, 3-oxoacyl-[acyl-carrier-protein] synthase activity, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, chloroplast, chloroplast stroma, cold acclimation, collective leaf structure, cotyledon, cytosol, embryo development ending in seed dormancy, fatty acid biosynthetic process, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plastid, pollen, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, unsaturated fatty acid biosynthetic process, vascular leaf, vascular leaf senescent stage	true
Gene:1006228905	AT4G16420	AT4G16420.2	protein_coding	Transcriptional co-activator. Essential for the developmental switch from cell proliferation to cell differentiation in response to variations in auxin and cytokinin concentrations.	ADA2B; HOMOLOG OF YEAST ADA2 2B; PROPORZ1; PRZ1	 nucleus, DNA binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, chromatin binding, chromatin remodeling, cold acclimation, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, histone acetyltransferase activity, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, portion of meristem tissue, positive regulation of histone acetylation, protein binding, regulation of cell population proliferation, regulation of transcription by RNA polymerase II, response to auxin, response to cytokinin, root, seed, sepal, shoot apex, shoot system, stamen, stem, transcription coactivator activity, vascular leaf, vascular leaf senescent stage, zinc ion binding	true
Gene:6532561295	AT2G46810	AT2G46810.4	protein_coding	MYC-type transcription factor which interacts with ICE1 and negatively regulates cold-responsive genes and cold tolerance.	MYC-TYPE TRANSCRIPTION FACTOR 70; MYC70	 nucleus, DNA binding, DNA-binding transcription factor activity, cold acclimation, floral organ, guard cell, nucleus, protein binding, protein homodimerization activity, regulation of transcription, DNA-templated, rosette leaf	false
Gene:2121812	AT4G38410	AT4G38410.1	protein_coding	Dehydrin family protein;(source:Araport11)		 cold acclimation, cytosol, hypocotyl, membrane, molecular function unknown, response to abscisic acid, response to water deprivation, root, stem	true
Gene:6532552227	AT3G14080	AT3G14080.4	protein_coding	Small nuclear ribonucleoprotein family protein;(source:Araport11)		 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, Lsm1-7-Pat1 complex, P-body, RNA binding, RNA cap binding, RNA metabolic process, carpel, cauline leaf, cold acclimation, collective leaf structure, cotyledon, cytosol, deadenylation-dependent decapping of nuclear-transcribed mRNA, flower, flower pedicel, flowering stage, guard cell, hyperosmotic salinity response, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA processing, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, response to water deprivation, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2080917	AT3G50970	AT3G50970.1	protein_coding	Belongs to the dehydrin protein family, which contains highly conserved stretches of 7-17 residues that are repetitively scattered in their sequences, the K-, S-, Y- and lysine rich segments.  LTI29 and LTI30 double overexpressors confer freeze tolerance. Located in membranes. mRNA upregulated by water deprivation and abscisic acid. The mRNA is cell-to-cell mobile.	LOW TEMPERATURE-INDUCED 30; LTI30; XERO2	 LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, cauline leaf, cell-to-cell mobile RNA, cold acclimation, collective leaf structure, cytosol, defense response to fungus, flower, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, membrane, molecular function unknown, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo globular stage, portion of vascular tissue, response to abscisic acid, response to cold, response to water deprivation, root, rosette leaf, sepal, shoot apex, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2119494	AT4G13850	AT4G13850.1	protein_coding	Encodes a glycine-rich RNA-binding protein. Gene expression is induced by cold.	ATGRP2; GLYCINE RICH PROTEIN 2; GLYCINE-RICH RNA-BINDING PROTEIN 2; GR-RBP2; GRP2; RBGA5; RNA-BINDING GLYCINE-RICH PROTEIN A5	 Golgi apparatus, mitochondrion, ATP binding, fruit, cotyledon, vascular leaf, seedling development stage, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT Golgi apparatus, RNA binding, carpel, cauline leaf, cold acclimation, collective leaf structure, copper ion binding, cotyledon, cytosol, double-stranded DNA binding, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA binding, mRNA processing, mature plant embryo stage, misfolded RNA binding, mitochondrion, negative regulation of DNA-templated transcription, termination, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, response to cold, response to osmotic stress, response to salt stress, response to water deprivation, ribonucleoprotein complex, root, rosette leaf, seed, seed germination, seed germination stage, seedling development stage, sepal, shoot apex, shoot system, single-stranded DNA binding, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2177385	AT5G38480	AT5G38480.1	protein_coding	general regulatory factor, a 14-3-3 gene	GENERAL REGULATORY FACTOR 3; GRF3; RCI1	 Golgi apparatus, cell wall, chloroplast, cytoplasm, cytosol, mitochondrion, plasma membrane, plasmodesma, vacuole, ATP binding, seed, vascular leaf, cultured plant cell, seedling development stage, ATP binding, Golgi apparatus, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, cell wall, cellular response to nitrogen starvation, cellular response to phosphate starvation, cellular response to potassium ion starvation, chloroplast, cold acclimation, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, cytosol, ethylene-activated signaling pathway, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, plasmodesma, plastid, pollen, pollen tube cell, protein binding, protein domain specific binding, protein phosphorylated amino acid binding, regulation of metabolic process, response to cold, response to freezing, root, rosette leaf, seed, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:3434244	AT1G36160	AT1G36160.1	protein_coding	Encodes acetyl-CoA carboxylase. Mutant displays uncoordinated cell divisions which are enhanced by cytokinins. Mutant also has aberrant organization of the apical region in the embryo and abnormal root and shoot development and is deficient in freezing tolerance after cold acclimation. Essential for very long chain fatty acid elongation. The mRNA is cell-to-cell mobile.	ACC1; ACETYL-COA CARBOXYLASE 1; AT-ACC1; EMB22; EMBRYO DEFECTIVE 22; GK; GLOSSYHEAD 1; GSD1; GURKE; PAS3; PASTICCINO 3; SENSITIVE TO FREEZING 3; SFR3	 cytoplasm, plasma membrane, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, acetyl-CoA carboxylase activity, biotin carboxylase activity, carpel, cauline leaf, cell-to-cell mobile RNA, cold acclimation, collective leaf structure, cotyledon, cytoplasm, cytosol, embryo development ending in seed dormancy, fatty acid elongation, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, malonyl-CoA biosynthetic process, mature plant embryo stage, meristem structural organization, metal ion binding, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, primary shoot apical meristem specification, response to cytokinin, root, root development, rosette leaf, seed, seedling development stage, sepal, shoot apex, shoot system, shoot system development, stamen, stem, vascular leaf, vascular leaf senescent stage, whole plant	true
Gene:1005832109	SFR1	SFR1	unknown	Isolated as a mutant defective in freezing tolerance. Mutants have impaired cold responses, reduced levels of cold induced RNA transcripts.	SENSITIVE TO FREEZING 1; SFR1	 cellular component unknown, molecular function unknown, cold acclimation, cellular component unknown, cold acclimation, molecular function unknown	false
Gene:6532547035	AT2G46810	AT2G46810.3	protein_coding	MYC-type transcription factor which interacts with ICE1 and negatively regulates cold-responsive genes and cold tolerance.	MYC-TYPE TRANSCRIPTION FACTOR 70; MYC70	 nucleus, DNA binding, DNA-binding transcription factor activity, cold acclimation, floral organ, guard cell, nucleus, protein binding, protein homodimerization activity, regulation of transcription, DNA-templated, rosette leaf	false
Gene:1009022048	AT4G29810	AT4G29810.2	protein_coding	encodes a MAP kinase kinase 2 that regulates MPK6 and MPK4 in response to cold and salt stresses. Co-expression with MEKK1 in protoplasts activated MKK2 activity, suggesting that MEKK1 may be a regulator of MKK2.	ATMKK2; MAP KINASE KINASE 1; MAP KINASE KINASE 2; MK1; MKK2	 plasma membrane, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase kinase activity, MAPK cascade, activation of MAPK activity, activation of protein kinase activity, auxin transport, carpel, cauline leaf, cold acclimation, collective leaf structure, cotyledon, cotyledon vascular system, cytoplasm, defense response, incompatible interaction, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, protein binding, protein phosphorylation, protein serine/threonine kinase activity, response to cold, response to salt stress, root, rosette leaf, seed, sepal, shoot apex, shoot system, signal transduction by protein phosphorylation, stamen, stem, vascular leaf, vascular leaf senescent stage, xylem and phloem pattern formation	true
Gene:6530296883	AT2G42540	AT2G42540.3	protein_coding	A cold-regulated gene whose product is targeted to the chloroplast. Cor15am  protects stromal proteins from aggregation under various stress conditions. Constitutive expression increases freezing tolerance in protoplasts in vitro and chloroplasts in vivo. NMR and x-ray diffraction studies suggest that COR15a alters the intrinsic curvature of the inner membrane of chloroplast envelope.  Late Embryogenesis abundant protein (LEA). Protects chloroplast membranes during freezing.	ATCOR15A; COLD-REGULATED 15A; COR15A	 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT chaperone-mediated protein folding, carpel, cauline leaf, chloroplast, chloroplast envelope, chloroplast stroma, circadian rhythm, cold acclimation, collective leaf structure, cotyledon, cytosol, drought recovery, flower, flower pedicel, flowering stage, galactose binding, guard cell, heat acclimation, inflorescence meristem, leaf apex, leaf lamina base, leaf senescence, lipid binding, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid inner membrane organization, pollen, portion of vascular tissue, protein complex oligomerization, protein homooligomerization, protein stabilization, red or far-red light signaling pathway, response to abscisic acid, response to cold, response to freezing, response to high light intensity, response to light stimulus, response to osmotic stress, response to salt stress, response to water deprivation, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
